Orthogroup	Colletotrichum_godetiae	Colletotrichum_karsti
OG0001623	XP_060424671.1	XP_038746342.1, XP_038747633.1
OG0001624	XP_060424689.1	XP_038746273.1
OG0001625	XP_060429929.1, XP_060424692.1	XP_038746269.1
OG0001628	XP_060426354.1	XP_038745988.1
OG0001629	XP_060426336.1	XP_038746225.1
OG0001630	XP_060426316.1	XP_038746184.1
OG0001631	XP_060426304.1	XP_038738964.1
OG0001632	XP_060426295.1	XP_038749578.1
OG0001633	XP_060426261.1	XP_038748111.1
OG0001634	XP_060425018.1	XP_038746593.1
OG0001635	XP_060427267.1	XP_038750901.1
OG0001636	XP_060427296.1	XP_038740698.1
OG0001637	XP_060427313.1	XP_038741747.1, XP_038746481.1
OG0001638	XP_060426148.1	XP_038740193.1
OG0001639	XP_060426153.1, XP_060421319.1	XP_038740186.1
OG0001640	XP_060421320.1, XP_060426154.1	XP_038740187.1
OG0001641	XP_060421321.1, XP_060426155.1	XP_038740188.1
OG0001642	XP_060426166.1	XP_038751429.1
OG0001644	XP_060426201.1	XP_038748087.1, XP_038740143.1
OG0001645	XP_060426232.1	XP_038738878.1
OG0001646	XP_060423901.1	XP_038749737.1
OG0001647	XP_060423909.1	XP_038749748.1
OG0001648	XP_060423914.1	XP_038749761.1
OG0001649	XP_060423947.1	XP_038748197.1, XP_038749786.1
OG0001650	XP_060425625.1	XP_038743863.1, XP_038749884.1
OG0001652	XP_060425604.1	XP_038749871.1
OG0001653	XP_060429377.1	XP_038739642.1, XP_038739157.1, XP_038750996.1
OG0001655	XP_060429402.1	XP_038739385.1, XP_038749711.1
OG0001656	XP_060429472.1	XP_038749932.1
OG0001657	XP_060429478.1	XP_038749862.1, XP_038749799.1
OG0001658	XP_060429508.1, XP_060429507.1	XP_038742845.1
OG0001659	XP_060435347.1	XP_038748482.1
OG0001661	XP_060423448.1	XP_038740441.1, XP_038740439.1
OG0001662	XP_060423444.1	XP_038740438.1
OG0001663	XP_060423443.1	XP_038745598.1
OG0001664	XP_060423438.1	XP_038750079.1, XP_038740433.1
OG0001665	XP_060423415.1	XP_038740402.1
OG0001666	XP_060423408.1	XP_038740406.1
OG0001667	XP_060432921.1	XP_038741982.1, XP_038745651.1
OG0001668	XP_060432888.1	XP_038739106.1, XP_038745705.1
OG0001669	XP_060432870.1	XP_038741786.1, XP_038745690.1
OG0001671	XP_060432839.1, XP_060432838.1, XP_060432837.1	XP_038745778.1
OG0001672	XP_060432833.1	XP_038745785.1
OG0001673	XP_060432809.1	XP_038745791.1
OG0001675	XP_060425355.1	XP_038746716.1
OG0001676	XP_060425298.1	XP_038746684.1
OG0001677	XP_060425262.1	XP_038746639.1
OG0001678	XP_060425260.1	XP_038746644.1
OG0001680	XP_060425029.1	XP_038751751.1, XP_038742410.1
OG0001681	XP_060426245.1	XP_038746601.1
OG0001682	XP_060425000.1	XP_038740326.1
OG0001683	XP_060424996.1	XP_038744424.1
OG0001684	XP_060423193.1	XP_038746569.1
OG0001685	XP_060423204.1, XP_060433872.1	XP_038746563.1
OG0001686	XP_060423226.1, XP_060423225.1	XP_038748347.1
OG0001687	XP_060423244.1	XP_038744443.1
OG0001688	XP_060422671.1	XP_038744935.1
OG0001689	XP_060423612.1	XP_038743043.1
OG0001690	XP_060427356.1	XP_038746518.1
OG0001691	XP_060427376.1	XP_038744380.1
OG0001692	XP_060427379.1	XP_038747894.1
OG0001693	XP_060427381.1	XP_038739902.1
OG0001696	XP_060427606.1	XP_038749512.1
OG0001697	XP_060436104.1	XP_038751491.1
OG0001698	XP_060436097.1	XP_038751499.1
OG0001699	XP_060436253.1	XP_038740024.1
OG0001700	XP_060436262.1	XP_038751461.1
OG0001701	XP_060436291.1	XP_038751444.1
OG0001702	XP_060436312.1, XP_060421999.1	XP_038750404.1
OG0001703	XP_060436361.1	XP_038750363.1
OG0001704	XP_060436416.1	XP_038748681.1, XP_038750317.1
OG0001705	XP_060436419.1	XP_038750304.1
OG0001706	XP_060436428.1	XP_038750300.1
OG0001707	XP_060436447.1	XP_038741252.1
OG0001708	XP_060436438.1	XP_038750173.1
OG0001709	XP_060436434.1, XP_060430401.1	XP_038741957.1
OG0001710	XP_060436449.1	XP_038740521.1, XP_038750184.1
OG0001711	XP_060436451.1	XP_038750186.1
OG0001712	XP_060427115.1	XP_038746725.1
OG0001713	XP_060427096.1	XP_038739896.1
OG0001714	XP_060427095.1	XP_038739895.1
OG0001715	XP_060426004.1, XP_060427092.1	XP_038739892.1
OG0001716	XP_060427088.1	XP_038739884.1
OG0001717	XP_060423693.1	XP_038744019.1
OG0001718	XP_060423702.1	XP_038744139.1, XP_038743996.1
OG0001719	XP_060426007.1	XP_038743987.1
OG0001720	XP_060421472.1, XP_060426014.1	XP_038743982.1
OG0001721	XP_060426039.1	XP_038743964.1
OG0001722	XP_060426094.1	XP_038751963.1
OG0001723	XP_060426100.1	XP_038743913.1
OG0001724	XP_060427937.1, XP_060426109.1	XP_038743903.1
OG0001725	XP_060426115.1	XP_038750903.1, XP_038743887.1
OG0001726	XP_060426117.1	XP_038743889.1
OG0001727	XP_060422874.1	XP_038743886.1
OG0001728	XP_060422901.1	XP_038743878.1
OG0001729	XP_060422902.1	XP_038743879.1
OG0001730	XP_060430400.1	XP_038741940.1
OG0001731	XP_060436468.1	XP_038742765.1, XP_038750193.1
OG0001733	XP_060427879.1	XP_038742217.1
OG0001734	XP_060427878.1	XP_038742218.1
OG0001736	XP_060421673.1	XP_038742927.1
OG0001737	XP_060421671.1	XP_038742928.1
OG0001738	XP_060424476.1	XP_038742964.1
OG0001739	XP_060423577.1	XP_038742992.1
OG0001740	XP_060423607.1	XP_038742411.1
OG0001741	XP_060423614.1	XP_038743044.1
OG0001742	XP_060423622.1	XP_038743052.1
OG0001743	XP_060423349.1, XP_060423350.1	XP_038738895.1
OG0001744	XP_060423357.1	XP_038739359.1, XP_038738898.1
OG0001745	XP_060435342.1	XP_038748511.1
OG0001746	XP_060435382.1	XP_038748456.1
OG0001747	XP_060434911.1	XP_038750292.1, XP_038741149.1
OG0001748	XP_060434890.1	XP_038741098.1, XP_038738707.1
OG0001749	XP_060421853.1	XP_038751139.1, XP_038738816.1
OG0001750	XP_060426077.1, XP_060424113.1	XP_038745131.1
OG0001751	XP_060429652.1	XP_038745050.1
OG0001752	XP_060425494.1	XP_038746761.1
OG0001753	XP_060425503.1	XP_038746778.1
OG0001754	XP_060428483.1	XP_038743918.1
OG0001755	XP_060428527.1	XP_038745016.1
OG0001756	XP_060430838.1	XP_038738779.1
OG0001757	XP_060430810.1	XP_038750939.1
OG0001758	XP_060430805.1	XP_038742418.1
OG0001759	XP_060430776.1	XP_038742146.1
OG0001761	XP_060422226.1	XP_038740632.1, XP_038750998.1
OG0001763	XP_060423164.1	XP_038748201.1
OG0001768	XP_060429860.1	XP_038742947.1
OG0001776	XP_060424582.1, XP_060424580.1	XP_038747802.1
OG0001787	XP_060433084.1	XP_038740837.1
OG0001788	XP_060429513.1	XP_038742840.1
OG0001789	XP_060429515.1	XP_038742847.1
OG0001790	XP_060429516.1	XP_038749902.1
OG0001791	XP_060429517.1	XP_038749903.1
OG0001792	XP_060429518.1	XP_038749908.1
OG0001793	XP_060429521.1	XP_038742821.1
OG0001794	XP_060429525.1	XP_038744473.1
OG0001795	XP_060434669.1	XP_038749205.1
OG0001799	XP_060436872.1	XP_038749027.1
OG0001800	XP_060436876.1	XP_038749029.1
OG0001801	XP_060436877.1	XP_038749030.1
OG0001802	XP_060436878.1	XP_038749031.1
OG0001803	XP_060436879.1	XP_038749032.1
OG0001804	XP_060436880.1	XP_038749033.1
OG0001805	XP_060436881.1	XP_038749034.1
OG0001806	XP_060436887.1	XP_038749038.1
OG0001807	XP_060436888.1	XP_038749039.1
OG0001808	XP_060436894.1	XP_038749044.1
OG0001809	XP_060436896.1	XP_038748996.1
OG0001810	XP_060422909.1	XP_038743857.1
OG0001811	XP_060422912.1	XP_038743855.1
OG0001812	XP_060422913.1	XP_038743854.1
OG0001813	XP_060422914.1	XP_038743853.1
OG0001814	XP_060422917.1	XP_038743851.1
OG0001815	XP_060422919.1	XP_038743850.1
OG0001816	XP_060422920.1	XP_038743849.1
OG0001817	XP_060422921.1	XP_038743848.1
OG0001818	XP_060422922.1	XP_038743847.1
OG0001819	XP_060422923.1	XP_038743846.1
OG0001820	XP_060422924.1	XP_038743844.1
OG0001821	XP_060422925.1	XP_038743843.1
OG0001822	XP_060422928.1	XP_038743841.1
OG0001823	XP_060435525.1	XP_038751371.1
OG0001824	XP_060435526.1	XP_038751370.1
OG0001825	XP_060435528.1	XP_038751369.1
OG0001826	XP_060435530.1	XP_038751368.1
OG0001827	XP_060435531.1	XP_038751367.1
OG0001828	XP_060435532.1	XP_038751366.1
OG0001829	XP_060435533.1	XP_038751365.1
OG0001830	XP_060435537.1	XP_038751361.1
OG0001831	XP_060435539.1	XP_038751359.1
OG0001832	XP_060429423.1	XP_038742906.1
OG0001833	XP_060435540.1	XP_038751358.1
OG0001834	XP_060435541.1	XP_038751357.1
OG0001835	XP_060435542.1	XP_038751356.1
OG0001836	XP_060435543.1	XP_038751355.1
OG0001837	XP_060435546.1	XP_038751353.1
OG0001838	XP_060435547.1	XP_038751352.1
OG0001839	XP_060435549.1	XP_038751348.1
OG0001840	XP_060435550.1	XP_038751347.1
OG0001841	XP_060435553.1	XP_038751345.1
OG0001842	XP_060435554.1	XP_038751344.1
OG0001843	XP_060435557.1	XP_038751343.1
OG0001844	XP_060435558.1	XP_038751341.1
OG0001845	XP_060435560.1	XP_038751340.1
OG0001846	XP_060435564.1	XP_038751319.1
OG0001847	XP_060435565.1	XP_038751320.1
OG0001848	XP_060435566.1	XP_038751321.1
OG0001849	XP_060435567.1	XP_038751322.1
OG0001850	XP_060435571.1	XP_038751325.1
OG0001851	XP_060435574.1	XP_038751326.1
OG0001852	XP_060435575.1	XP_038751327.1
OG0001853	XP_060435576.1	XP_038751328.1
OG0001854	XP_060435577.1	XP_038751329.1
OG0001855	XP_060435578.1	XP_038751330.1
OG0001856	XP_060435587.1	XP_038751331.1
OG0001857	XP_060435589.1	XP_038751332.1
OG0001858	XP_060435592.1	XP_038741628.1
OG0001859	XP_060435594.1	XP_038751338.1
OG0001860	XP_060435596.1	XP_038751336.1
OG0001861	XP_060435597.1	XP_038751335.1
OG0001862	XP_060435599.1	XP_038751333.1
OG0001863	XP_060435601.1	XP_038751261.1
OG0001864	XP_060435603.1	XP_038751263.1
OG0001865	XP_060435613.1	XP_038751268.1
OG0001866	XP_060435614.1	XP_038751269.1
OG0001867	XP_060435615.1	XP_038751302.1
OG0001868	XP_060435617.1	XP_038751300.1
OG0001869	XP_060435618.1	XP_038751299.1
OG0001870	XP_060435619.1	XP_038751298.1
OG0001871	XP_060435620.1	XP_038751297.1
OG0001872	XP_060435621.1	XP_038751296.1
OG0001873	XP_060435627.1	XP_038751292.1
OG0001874	XP_060435630.1	XP_038751290.1
OG0001875	XP_060435633.1	XP_038751288.1
OG0001876	XP_060435637.1	XP_038751287.1
OG0001877	XP_060435640.1	XP_038751284.1
OG0001878	XP_060435642.1	XP_038751283.1
OG0001879	XP_060435644.1	XP_038751281.1
OG0001880	XP_060435645.1	XP_038751280.1
OG0001881	XP_060435646.1	XP_038751279.1
OG0001882	XP_060435647.1	XP_038751278.1
OG0001883	XP_060435648.1	XP_038751277.1
OG0001884	XP_060435649.1	XP_038751276.1
OG0001885	XP_060435650.1	XP_038751275.1
OG0001886	XP_060435651.1	XP_038751274.1
OG0001887	XP_060435652.1	XP_038751273.1
OG0001888	XP_060435656.1	XP_038751272.1
OG0001889	XP_060435657.1	XP_038751271.1
OG0001890	XP_060435658.1	XP_038751270.1
OG0001891	XP_060435659.1	XP_038751303.1
OG0001892	XP_060435661.1	XP_038751304.1
OG0001893	XP_060435663.1	XP_038742157.1, XP_038743406.1
OG0001894	XP_060435669.1	XP_038751306.1
OG0001895	XP_060435670.1	XP_038751305.1
OG0001896	XP_060435672.1	XP_038751317.1
OG0001897	XP_060435676.1	XP_038751316.1
OG0001898	XP_060435678.1	XP_038751315.1
OG0001899	XP_060435679.1	XP_038751314.1
OG0001900	XP_060435682.1	XP_038751312.1
OG0001901	XP_060435684.1	XP_038751257.1
OG0001902	XP_060435686.1	XP_038751255.1
OG0001903	XP_060435688.1	XP_038751253.1
OG0001904	XP_060435689.1	XP_038751252.1
OG0001905	XP_060435691.1	XP_038751250.1
OG0001906	XP_060435692.1	XP_038751249.1
OG0001907	XP_060435693.1	XP_038751310.1
OG0001908	XP_060435694.1	XP_038751311.1
OG0001909	XP_060435699.1	XP_038751243.1
OG0001910	XP_060435698.1	XP_038751245.1
OG0001911	XP_060435697.1	XP_038751246.1
OG0001912	XP_060435696.1	XP_038751247.1
OG0001913	XP_060435702.1	XP_038751170.1
OG0001914	XP_060435703.1	XP_038751171.1
OG0001915	XP_060435704.1	XP_038751172.1
OG0001916	XP_060435707.1	XP_038751174.1
OG0001917	XP_060435708.1	XP_038751175.1
OG0001918	XP_060435709.1	XP_038751176.1
OG0001919	XP_060435710.1	XP_038751177.1
OG0001920	XP_060435713.1	XP_038751198.1
OG0001921	XP_060435714.1	XP_038751197.1
OG0001922	XP_060435715.1	XP_038751192.1
OG0001923	XP_060435717.1	XP_038751193.1
OG0001924	XP_060435718.1	XP_038751194.1
OG0001925	XP_060435720.1	XP_038751195.1
OG0001926	XP_060435721.1	XP_038751196.1
OG0001927	XP_060435722.1	XP_038751190.1
OG0001928	XP_060435723.1	XP_038751189.1
OG0001929	XP_060435724.1	XP_038751188.1
OG0001930	XP_060435725.1	XP_038751187.1
OG0001931	XP_060435726.1	XP_038751186.1
OG0001932	XP_060435727.1	XP_038751185.1
OG0001933	XP_060435728.1	XP_038751184.1
OG0001934	XP_060435729.1	XP_038751183.1
OG0001935	XP_060435730.1	XP_038751182.1
OG0001936	XP_060435731.1	XP_038751181.1
OG0001937	XP_060435732.1	XP_038751180.1
OG0001938	XP_060435733.1	XP_038751179.1
OG0001939	XP_060435734.1	XP_038751210.1
OG0001940	XP_060435735.1	XP_038751209.1
OG0001941	XP_060435737.1	XP_038751207.1
OG0001942	XP_060435738.1	XP_038751206.1
OG0001943	XP_060435740.1	XP_038751205.1
OG0001944	XP_060435742.1	XP_038751204.1
OG0001945	XP_060435743.1	XP_038751203.1
OG0001946	XP_060435744.1	XP_038751202.1
OG0001947	XP_060435747.1	XP_038751200.1
OG0001948	XP_060435752.1	XP_038751239.1
OG0001949	XP_060435756.1	XP_038751237.1
OG0001950	XP_060435757.1	XP_038751236.1
OG0001951	XP_060435759.1	XP_038751234.1
OG0001952	XP_060435760.1	XP_038751233.1
OG0001953	XP_060435762.1	XP_038751232.1
OG0001954	XP_060435765.1	XP_038751231.1
OG0001955	XP_060435767.1	XP_038751241.1
OG0001956	XP_060435773.1	XP_038751166.1
OG0001957	XP_060435774.1	XP_038751165.1
OG0001958	XP_060435775.1	XP_038751164.1
OG0001959	XP_060435776.1	XP_038751163.1
OG0001960	XP_060435777.1	XP_038751162.1
OG0001961	XP_060435778.1	XP_038751161.1
OG0001962	XP_060435779.1	XP_038751157.1
OG0001963	XP_060435781.1	XP_038751159.1
OG0001964	XP_060435782.1	XP_038751160.1
OG0001965	XP_060435785.1	XP_038751153.1
OG0001966	XP_060435786.1	XP_038751154.1
OG0001967	XP_060435787.1	XP_038751155.1
OG0001968	XP_060435788.1	XP_038744837.1
OG0001969	XP_060435789.1	XP_038751147.1
OG0001970	XP_060435793.1	XP_038751109.1
OG0001971	XP_060435794.1	XP_038747719.1
OG0001972	XP_060435795.1	XP_038750689.1
OG0001973	XP_060435796.1	XP_038750690.1
OG0001974	XP_060435798.1	XP_038751136.1
OG0001975	XP_060435800.1	XP_038751135.1
OG0001976	XP_060435801.1	XP_038751134.1
OG0001977	XP_060435802.1	XP_038750032.1
OG0001978	XP_060435804.1	XP_038751132.1
OG0001979	XP_060435806.1	XP_038751130.1
OG0001980	XP_060435807.1	XP_038751129.1
OG0001981	XP_060435809.1	XP_038751127.1
OG0001982	XP_060435811.1	XP_038751126.1
OG0001983	XP_060435812.1	XP_038751125.1
OG0001984	XP_060435813.1	XP_038751124.1
OG0001985	XP_060435814.1	XP_038751123.1
OG0001986	XP_060435815.1	XP_038751122.1
OG0001987	XP_060435817.1	XP_038751120.1
OG0001988	XP_060435818.1	XP_038751110.1
OG0001989	XP_060435823.1	XP_038751138.1
OG0001990	XP_060435830.1	XP_038751140.1
OG0001991	XP_060435832.1	XP_038751107.1
OG0001992	XP_060435833.1	XP_038751106.1
OG0001993	XP_060435834.1	XP_038751105.1
OG0001994	XP_060435837.1	XP_038751104.1
OG0001995	XP_060435839.1	XP_038751103.1
OG0001996	XP_060435840.1	XP_038751102.1
OG0001997	XP_060435841.1	XP_038751101.1
OG0001998	XP_060435842.1	XP_038751100.1
OG0001999	XP_060435844.1	XP_038751099.1
OG0002000	XP_060435847.1	XP_038750999.1
OG0002001	XP_060435848.1	XP_038751000.1
OG0002002	XP_060435852.1	XP_038751010.1
OG0002003	XP_060435853.1	XP_038751011.1
OG0002004	XP_060435858.1	XP_038751027.1
OG0002005	XP_060435859.1	XP_038751026.1
OG0002006	XP_060435860.1	XP_038751025.1
OG0002007	XP_060435861.1	XP_038751024.1
OG0002008	XP_060435862.1	XP_038751023.1
OG0002009	XP_060435865.1	XP_038751058.1
OG0002010	XP_060435866.1	XP_038751057.1
OG0002011	XP_060435867.1	XP_038751056.1
OG0002012	XP_060435869.1	XP_038751055.1
OG0002013	XP_060435870.1	XP_038751054.1
OG0002014	XP_060435871.1	XP_038751053.1
OG0002015	XP_060435872.1	XP_038751051.1
OG0002016	XP_060435873.1	XP_038751050.1
OG0002017	XP_060435874.1	XP_038751049.1
OG0002018	XP_060435875.1	XP_038751048.1
OG0002019	XP_060435878.1	XP_038751047.1
OG0002020	XP_060435880.1	XP_038751046.1
OG0002021	XP_060435881.1	XP_038751045.1
OG0002022	XP_060435882.1	XP_038751044.1
OG0002023	XP_060435883.1	XP_038741360.1
OG0002024	XP_060435884.1	XP_038751043.1
OG0002025	XP_060435885.1	XP_038751042.1
OG0002026	XP_060435886.1	XP_038751041.1
OG0002027	XP_060435887.1	XP_038751040.1
OG0002028	XP_060435889.1	XP_038751038.1
OG0002029	XP_060435890.1	XP_038751037.1
OG0002030	XP_060435891.1	XP_038751036.1
OG0002031	XP_060435893.1	XP_038751034.1
OG0002033	XP_060435901.1	XP_038751059.1
OG0002035	XP_060435903.1	XP_038751063.1
OG0002036	XP_060435905.1	XP_038751064.1
OG0002037	XP_060435923.1	XP_038751065.1
OG0002038	XP_060435924.1	XP_038751066.1
OG0002039	XP_060435925.1	XP_038751067.1
OG0002040	XP_060435926.1	XP_038751068.1
OG0002041	XP_060435927.1	XP_038751069.1
OG0002042	XP_060435928.1	XP_038751070.1
OG0002043	XP_060435929.1	XP_038751071.1
OG0002044	XP_060435930.1	XP_038751072.1
OG0002045	XP_060435931.1	XP_038751073.1
OG0002046	XP_060435932.1	XP_038751074.1
OG0002047	XP_060435933.1	XP_038751075.1
OG0002048	XP_060435934.1	XP_038751081.1
OG0002049	XP_060435936.1	XP_038751079.1
OG0002050	XP_060435937.1	XP_038751078.1
OG0002051	XP_060435938.1	XP_038751077.1
OG0002052	XP_060435939.1	XP_038751076.1
OG0002053	XP_060435941.1	XP_038751083.1
OG0002054	XP_060422244.1	XP_038751084.1
OG0002055	XP_060422243.1	XP_038751085.1
OG0002056	XP_060422242.1	XP_038751086.1
OG0002057	XP_060422241.1	XP_038751087.1
OG0002058	XP_060422236.1	XP_038751091.1
OG0002059	XP_060422238.1	XP_038751090.1
OG0002060	XP_060422240.1	XP_038751088.1
OG0002062	XP_060422230.1	XP_038751015.1
OG0002063	XP_060422227.1	XP_038744162.1
OG0002064	XP_060436971.1	XP_038748929.1
OG0002065	XP_060436969.1	XP_038748928.1
OG0002066	XP_060436968.1	XP_038748927.1
OG0002067	XP_060436967.1	XP_038748931.1
OG0002068	XP_060436964.1	XP_038748934.1
OG0002069	XP_060436963.1	XP_038748935.1
OG0002070	XP_060436961.1	XP_038748947.1
OG0002071	XP_060436958.1	XP_038748937.1
OG0002072	XP_060436957.1	XP_038748938.1
OG0002073	XP_060424077.1	XP_038738794.1
OG0002074	XP_060424075.1	XP_038738792.1
OG0002075	XP_060424074.1	XP_038738791.1
OG0002076	XP_060424073.1	XP_038738790.1
OG0002077	XP_060424070.1	XP_038739997.1
OG0002078	XP_060424063.1	XP_038739996.1
OG0002079	XP_060424062.1	XP_038740001.1
OG0002080	XP_060424059.1	XP_038740003.1
OG0002081	XP_060424055.1	XP_038740005.1
OG0002082	XP_060424054.1	XP_038740006.1
OG0002084	XP_060422482.1	XP_038740360.1
OG0002085	XP_060422480.1	XP_038740355.1
OG0002086	XP_060422479.1	XP_038740354.1
OG0002087	XP_060422478.1	XP_038740353.1
OG0002088	XP_060422477.1	XP_038740352.1
OG0002089	XP_060422474.1	XP_038740350.1
OG0002090	XP_060422473.1	XP_038740348.1
OG0002091	XP_060422472.1	XP_038740347.1
OG0002092	XP_060422471.1	XP_038740346.1
OG0002093	XP_060435051.1	XP_038743514.1
OG0002094	XP_060435049.1	XP_038743516.1
OG0002095	XP_060435048.1	XP_038743517.1
OG0002096	XP_060435047.1	XP_038743518.1
OG0002097	XP_060435046.1	XP_038741142.1
OG0002098	XP_060435045.1	XP_038741141.1
OG0002099	XP_060435044.1	XP_038741140.1
OG0002100	XP_060435042.1	XP_038741139.1
OG0002101	XP_060435039.1	XP_038741137.1
OG0002102	XP_060435038.1	XP_038741136.1
OG0002103	XP_060435037.1	XP_038741135.1
OG0002104	XP_060435036.1	XP_038741133.1
OG0002105	XP_060435035.1	XP_038741132.1
OG0002106	XP_060435034.1	XP_038741131.1
OG0002107	XP_060435032.1	XP_038741130.1
OG0002108	XP_060435031.1	XP_038741129.1
OG0002109	XP_060435029.1	XP_038741128.1
OG0002110	XP_060429897.1	XP_038743098.1
OG0002111	XP_060429896.1	XP_038743097.1
OG0002112	XP_060429895.1	XP_038743096.1
OG0002113	XP_060429893.1	XP_038743095.1
OG0002114	XP_060429891.1	XP_038743094.1
OG0002115	XP_060429889.1	XP_038743092.1
OG0002116	XP_060429887.1	XP_038743090.1
OG0002117	XP_060429886.1	XP_038743087.1
OG0002118	XP_060429885.1	XP_038743088.1
OG0002119	XP_060429884.1	XP_038743089.1
OG0002120	XP_060429883.1	XP_038743086.1
OG0002121	XP_060429882.1	XP_038743085.1
OG0002122	XP_060429879.1	XP_038743084.1
OG0002123	XP_060429877.1	XP_038751006.1
OG0002124	XP_060431861.1	XP_038739266.1
OG0002125	XP_060431862.1	XP_038739265.1
OG0002126	XP_060431867.1	XP_038739261.1
OG0002127	XP_060431870.1	XP_038739260.1
OG0002128	XP_060431872.1	XP_038739259.1
OG0002129	XP_060431873.1	XP_038739258.1
OG0002130	XP_060431874.1	XP_038739257.1
OG0002131	XP_060431875.1	XP_038739256.1
OG0002132	XP_060431877.1	XP_038739255.1
OG0002133	XP_060431882.1	XP_038739253.1
OG0002134	XP_060431884.1	XP_038739252.1
OG0002135	XP_060431886.1	XP_038739251.1
OG0002136	XP_060429105.1	XP_038751060.1
OG0002137	XP_060429107.1	XP_038741191.1, XP_038751061.1
OG0002138	XP_060421417.1	XP_038739346.1
OG0002139	XP_060421418.1	XP_038739347.1
OG0002140	XP_060421419.1	XP_038739348.1
OG0002141	XP_060421420.1	XP_038739349.1
OG0002142	XP_060421421.1	XP_038739350.1
OG0002143	XP_060421423.1	XP_038739351.1
OG0002144	XP_060421468.1	XP_038739353.1
OG0002146	XP_060429766.1	XP_038745381.1
OG0002147	XP_060429765.1	XP_038745380.1
OG0002148	XP_060429785.1	XP_038745388.1
OG0002150	XP_060429781.1	XP_038745377.1
OG0002151	XP_060429778.1	XP_038738652.1
OG0002152	XP_060429790.1	XP_038738654.1
OG0002153	XP_060429793.1	XP_038747569.1
OG0002154	XP_060429794.1	XP_038747572.1
OG0002155	XP_060429795.1	XP_038747571.1
OG0002156	XP_060429796.1	XP_038747570.1
OG0002158	XP_060434456.1	XP_038749289.1
OG0002159	XP_060434457.1	XP_038749288.1
OG0002160	XP_060434458.1	XP_038749287.1
OG0002161	XP_060434459.1	XP_038749286.1
OG0002162	XP_060434461.1	XP_038749284.1
OG0002163	XP_060434463.1	XP_038749281.1
OG0002164	XP_060434464.1	XP_038749280.1
