Orthogroup	Colletotrichum_godetiae	Colletotrichum_fructicola
OG0002686	XP_060426569.1	XP_031886904.1
OG0002687	XP_060426571.1	XP_031887027.1
OG0002688	XP_060426572.1	XP_031887026.1
OG0002689	XP_060426573.1	XP_031887029.1
OG0002690	XP_060426575.1	XP_031887028.1
OG0002691	XP_060426576.1	XP_031887030.1
OG0002692	XP_060426577.1	XP_031887033.1
OG0002693	XP_060426578.1	XP_031887032.1
OG0002694	XP_060426580.1	XP_031887034.1
OG0002695	XP_060426581.1	XP_066009425.1
OG0002696	XP_060426582.1	XP_031886916.1
OG0002697	XP_060426583.1	XP_031886917.1
OG0002698	XP_060426584.1	XP_031886918.1
OG0002699	XP_060426585.1	XP_031886919.1
OG0002700	XP_060426586.1	XP_031886920.1
OG0002701	XP_060426587.1	XP_031886921.1
OG0002702	XP_060426588.1	XP_031886922.1
OG0002703	XP_060426591.1	XP_066009563.1
OG0002704	XP_060426592.1	XP_031887054.1
OG0002705	XP_060426593.1	XP_031887053.1
OG0002706	XP_060426595.1	XP_031887052.1
OG0002707	XP_060426596.1	XP_031887051.1
OG0002708	XP_060428719.1	XP_031880470.2
OG0002709	XP_060428718.1	XP_031886020.1
OG0002710	XP_060428717.1	XP_031886019.1
OG0002711	XP_060428716.1	XP_031886018.1
OG0002712	XP_060428713.1	XP_031886022.1
OG0002713	XP_060428712.1	XP_031886205.1
OG0002714	XP_060428711.1	XP_031886206.1
OG0002715	XP_060428709.1	XP_031886208.1
OG0002716	XP_060428707.1	XP_031886201.1
OG0002717	XP_060428705.1	XP_031886203.1
OG0002718	XP_060428704.1	XP_031886204.1
OG0002719	XP_060428703.1	XP_031886199.1
OG0002720	XP_060428702.1	XP_031886200.1
OG0002721	XP_060428701.1	XP_031886035.1
OG0002722	XP_060428700.1	XP_031886038.1
OG0002723	XP_060428698.1	XP_031886042.1
OG0002724	XP_060428695.1	XP_031886033.1
OG0002725	XP_060428694.1	XP_031885866.2
OG0002726	XP_060428693.1	XP_031885867.1
OG0002727	XP_060428691.1	XP_031885865.1
OG0002728	XP_060428690.1	XP_066009110.1
OG0002729	XP_060428689.1	XP_066009109.1
OG0002730	XP_060428688.1	XP_031890179.1
OG0002731	XP_060428687.1	XP_031889981.1
OG0002732	XP_060428685.1	XP_031886050.1
OG0002733	XP_060428683.1	XP_031885862.1
OG0002734	XP_060428682.1	XP_031885869.1
OG0002735	XP_060428680.1	XP_031890129.1
OG0002736	XP_060428679.1	XP_031890039.1
OG0002737	XP_060428678.1	XP_031890038.1
OG0002738	XP_060428673.1	XP_031890014.1
OG0002739	XP_060428671.1	XP_066008903.1
OG0002740	XP_060428670.1	XP_031890015.1
OG0002741	XP_060428669.1	XP_031890045.1
OG0002742	XP_060428668.1	XP_031890224.1
OG0002743	XP_060428666.1	XP_031890043.1
OG0002744	XP_060428247.1	XP_066008896.1
OG0002745	XP_060428246.1	XP_031890024.1
OG0002746	XP_060428245.1	XP_031890180.2
OG0002747	XP_060428241.1	XP_031890125.2
OG0002748	XP_060428234.1	XP_031890126.1
OG0002749	XP_060428233.1	XP_031890314.1
OG0002750	XP_060428232.1	XP_031890091.1
OG0002751	XP_060428231.1	XP_031890122.1
OG0002752	XP_060428228.1	XP_031890050.1
OG0002753	XP_060428227.1	XP_031890051.1
OG0002754	XP_060428226.1	XP_031890052.1
OG0002755	XP_060428225.1	XP_031890053.1
OG0002756	XP_060428223.1	XP_031890047.1
OG0002757	XP_060428222.1	XP_031890048.1
OG0002758	XP_060428220.1	XP_031890254.1
OG0002759	XP_060428219.1	XP_031890255.1
OG0002760	XP_060428217.1	XP_066009286.1
OG0002761	XP_060428210.1	XP_031890152.1
OG0002762	XP_060428209.1	XP_031890021.2
OG0002763	XP_060428208.1	XP_031890020.1
OG0002764	XP_060428207.1	XP_031890269.1
OG0002765	XP_060428206.1	XP_031890256.1
OG0002766	XP_060428205.1	XP_031890257.1
OG0002767	XP_060428203.1	XP_031890151.1
OG0002768	XP_060423675.1	XP_031886211.1
OG0002769	XP_060423672.1	XP_031885880.1
OG0002770	XP_060423671.1	XP_031886047.1
OG0002771	XP_060423670.1	XP_031886046.1
OG0002772	XP_060423669.1	XP_031886062.1
OG0002773	XP_060423668.1	XP_031884370.1
OG0002774	XP_060423666.1	XP_031886061.1
OG0002775	XP_060423661.1	XP_031880096.1
OG0002776	XP_060423658.1	XP_031884265.2
OG0002777	XP_060423656.1	XP_031886056.2
OG0002778	XP_060423651.1	XP_031876360.1
OG0002779	XP_060423649.1	XP_031876343.1
OG0002780	XP_060423647.1	XP_031876352.1
OG0002781	XP_060423646.1	XP_031886162.1
OG0002782	XP_060423643.1	XP_031876364.1
OG0002783	XP_060425672.1	XP_031876367.1
OG0002784	XP_060425676.1	XP_031885957.1
OG0002785	XP_060425677.1	XP_031889464.1
OG0002786	XP_060425678.1	XP_031892223.1
OG0002787	XP_060425683.1	XP_031883639.1
OG0002788	XP_060425687.1	XP_031881386.1
OG0002789	XP_060425690.1	XP_031886395.2
OG0002790	XP_060425691.1	XP_031886425.1
OG0002791	XP_060425693.1	XP_031886444.1
OG0002792	XP_060425694.1	XP_031886250.1
OG0002793	XP_060425695.1	XP_031886442.1
OG0002794	XP_060425696.1	XP_031886443.1
OG0002795	XP_060425697.1	XP_031886447.1
OG0002796	XP_060425698.1	XP_066008552.1
OG0002797	XP_060425702.1	XP_031886347.1
OG0002798	XP_060425705.1	XP_031883515.1
OG0002799	XP_060425706.1	XP_031883516.1
OG0002800	XP_060425708.1	XP_031886246.1
OG0002801	XP_060425713.1	XP_066008685.1, XP_031883654.1
OG0002802	XP_060425714.1	XP_031883647.1
OG0002803	XP_060425715.1	XP_031883661.1
OG0002804	XP_060425716.1	XP_031883558.1
OG0002806	XP_060425747.1	XP_031883673.1
OG0002807	XP_060425745.1	XP_031883671.1
OG0002808	XP_060425744.1	XP_031883645.1
OG0002809	XP_060425742.1	XP_031883567.1
OG0002810	XP_060425741.1	XP_031883564.1
OG0002811	XP_060425740.1	XP_031883565.1
OG0002812	XP_060425739.1	XP_031877914.1
OG0002813	XP_060422039.1	XP_031878465.2, XP_031878831.1
OG0002814	XP_060425734.1	XP_031884682.1
OG0002815	XP_060425733.1	XP_031877909.1
OG0002816	XP_060425731.1	XP_031877928.1
OG0002817	XP_060425727.1	XP_031877918.1
OG0002818	XP_060425749.1	XP_031883644.2
OG0002819	XP_060425750.1	XP_031883475.1
OG0002820	XP_060425761.1	XP_031877931.1
OG0002821	XP_060425763.1	XP_031877932.1
OG0002822	XP_060425767.1	XP_031877968.1
OG0002823	XP_060425768.1	XP_031877966.1
OG0002824	XP_060425769.1	XP_066007924.1
OG0002826	XP_060425775.1	XP_031881288.1
OG0002827	XP_060425776.1	XP_066008496.1
OG0002828	XP_060425777.1	XP_031881286.1
OG0002829	XP_060424446.1	XP_031881285.1
OG0002830	XP_060424444.1	XP_031883614.1
OG0002831	XP_060424443.1	XP_031883682.1
OG0002832	XP_060424442.1	XP_031883617.1
OG0002833	XP_060424437.1	XP_031883569.1
OG0002834	XP_060424436.1	XP_031883506.1
OG0002835	XP_060424434.1	XP_031883700.1
OG0002836	XP_060424433.1	XP_031883681.1
OG0002837	XP_060424431.1	XP_031883579.1
OG0002838	XP_060424430.1	XP_031883573.1
OG0002839	XP_060424428.1	XP_031883670.1
OG0002840	XP_060424423.1	XP_031883630.2, XP_031883684.1
OG0002841	XP_060424422.1	XP_031883531.1
OG0002842	XP_060424421.1	XP_031883742.1
OG0002843	XP_060424420.1	XP_031883743.1
OG0002844	XP_060424418.1	XP_031883532.1
OG0002845	XP_060424414.1	XP_031883740.1
OG0002846	XP_060424411.1	XP_031883486.1
OG0002847	XP_060424410.1	XP_031883483.1
OG0002848	XP_060424407.1	XP_031883587.1
OG0002849	XP_060424406.1	XP_031883580.1
OG0002850	XP_060424405.1	XP_031883581.1
OG0002851	XP_060424402.1	XP_031883582.1
OG0002852	XP_060424401.1	XP_031883583.1
OG0002853	XP_060424399.1	XP_031883457.1
OG0002854	XP_060424398.1	XP_031883456.1
OG0002855	XP_060424394.1	XP_031883667.1
OG0002856	XP_060424393.1	XP_031883606.1
OG0002857	XP_060424391.1	XP_031883603.1
OG0002858	XP_060424390.1	XP_031883602.1
OG0002859	XP_060424389.1	XP_031883704.1
OG0002860	XP_060424386.1	XP_031883664.1
OG0002861	XP_060424385.1	XP_031883665.1
OG0002862	XP_060424384.1	XP_031883701.1
OG0002863	XP_060424382.1	XP_031883542.1
OG0002864	XP_060424381.1	XP_066008441.1
OG0002865	XP_060424379.1	XP_031883627.2
OG0002866	XP_060424378.1	XP_066008440.1
OG0002867	XP_060424377.1	XP_031883544.1
OG0002868	XP_060424376.1	XP_031883590.1
OG0002869	XP_060424374.1	XP_031883589.2
OG0002870	XP_060424373.1	XP_031883596.1
OG0002871	XP_060424368.1	XP_031883592.1
OG0002872	XP_060424361.1	XP_031883463.1
OG0002873	XP_060429574.1	XP_031877951.1
OG0002874	XP_060429575.1	XP_031880317.1
OG0002875	XP_060429576.1	XP_031888935.1
OG0002876	XP_060429577.1	XP_031883719.1
OG0002877	XP_060429580.1	XP_031877902.1
OG0002878	XP_060429581.1	XP_031885632.1
OG0002879	XP_060429582.1	XP_031885633.1
OG0002880	XP_060429587.1	XP_031877952.1
OG0002881	XP_060429591.1	XP_031877973.1
OG0002882	XP_060429592.1	XP_031877972.1
OG0002883	XP_060429593.1	XP_031890088.1
OG0002884	XP_060429594.1	XP_031890089.1
OG0002885	XP_060429596.1	XP_066008503.1
OG0002886	XP_060429597.1	XP_031877938.1
OG0002887	XP_060429598.1	XP_031877978.1
OG0002888	XP_060429605.1	XP_031892289.1
OG0002889	XP_060429609.1	XP_031877956.1
OG0002890	XP_060429610.1	XP_031877963.1
OG0002891	XP_060429611.1	XP_031877962.1
OG0002892	XP_060429612.1	XP_031877961.1
OG0002893	XP_060429613.1	XP_031877960.1
OG0002894	XP_060423121.1	XP_031877959.1
OG0002895	XP_060423122.1	XP_031877958.1
OG0002896	XP_060423123.1	XP_031877957.1
OG0002897	XP_060423124.1	XP_066008370.1
OG0002898	XP_060423125.1	XP_031877936.1
OG0002899	XP_060423131.1	XP_031877892.1
OG0002900	XP_060423134.1	XP_031877925.1
OG0002901	XP_060423136.1	XP_031883708.1
OG0002902	XP_060423137.1	XP_066008500.1
OG0002903	XP_060423138.1	XP_031883713.2
OG0002904	XP_060423139.1	XP_031883712.1
OG0002905	XP_060423141.1	XP_031883548.1
OG0002906	XP_060423142.1	XP_031883549.1
OG0002907	XP_060423143.1	XP_031883550.1
OG0002908	XP_060423146.1	XP_031883451.1
OG0002909	XP_060423147.1	XP_031883467.1
OG0002910	XP_060423148.1	XP_031883466.1
OG0002911	XP_060423149.1	XP_031883468.1
OG0002912	XP_060423150.1	XP_031883599.1
OG0002913	XP_060423152.1	XP_031883469.1
OG0002914	XP_060423153.1	XP_031883472.1
OG0002915	XP_060423154.1	XP_031883520.1
OG0002916	XP_060423162.1	XP_031883527.1
OG0002917	XP_060423161.1	XP_031883526.1
OG0002918	XP_060423160.1	XP_031883525.1
OG0002919	XP_060423158.1	XP_031883624.1
OG0002920	XP_060423157.1	XP_031883623.1
OG0002921	XP_060423156.1	XP_031883521.1
OG0002922	XP_060423155.1	XP_031883695.1
OG0002923	XP_060423165.1	XP_066008545.1
OG0002924	XP_060423166.1	XP_031883689.2
OG0002925	XP_060423167.1	XP_031883535.1
OG0002926	XP_060423168.1	XP_031883539.1
OG0002927	XP_060423169.1	XP_031883536.1
OG0002929	XP_060423172.1	XP_031883692.1
OG0002930	XP_060423173.1	XP_031883522.1
OG0002931	XP_060423176.1	XP_031883519.1
OG0002932	XP_060423182.1	XP_031883744.1
OG0002933	XP_060423183.1	XP_031883499.1
OG0002934	XP_060423184.1	XP_066008550.1
OG0002935	XP_060421728.1	XP_031883685.1
OG0002936	XP_060426367.1	XP_031881232.1
OG0002937	XP_060426372.1	XP_031881229.1
OG0002938	XP_060426373.1	XP_031881238.1
OG0002939	XP_060426375.1	XP_031881228.1
OG0002940	XP_060436838.1	XP_031880451.1
OG0002941	XP_060436840.1	XP_031880448.2
OG0002942	XP_060436844.1	XP_031880439.1
OG0002943	XP_060436843.1	XP_031880436.1
OG0002944	XP_060436845.1	XP_066008097.1
OG0002945	XP_060436848.1	XP_031880333.1
OG0002946	XP_060436849.1	XP_031880421.1
OG0002947	XP_060436853.1	XP_066008285.1
OG0002948	XP_060436857.1	XP_031892855.1
OG0002949	XP_060436858.1	XP_031892854.1
OG0002950	XP_060436859.1	XP_066008109.1
OG0002951	XP_060436862.1	XP_031892505.1
OG0002952	XP_060436864.1	XP_031892504.1
OG0002953	XP_060436865.1	XP_031892507.1
OG0002954	XP_060436867.1	XP_031892509.1
OG0002955	XP_060436870.1	XP_031892811.1
OG0002956	XP_060436871.1	XP_031892847.1
OG0002957	XP_060428758.1	XP_066009175.1
OG0002958	XP_060428754.1	XP_031886009.1
OG0002959	XP_060428756.1	XP_031885427.1
OG0002960	XP_060428757.1	XP_031885429.1
OG0002961	XP_060428752.1	XP_031886008.2
OG0002962	XP_060428751.1	XP_066009176.1
OG0002963	XP_060428750.1	XP_031885306.1
OG0002964	XP_060428749.1	XP_031885307.1
OG0002965	XP_060428748.1	XP_031885308.1
OG0002966	XP_060428745.1	XP_031886007.1
OG0002967	XP_060428744.1	XP_031886006.1
OG0002968	XP_060428743.1	XP_031886013.1
OG0002969	XP_060428742.1	XP_031886012.1
OG0002970	XP_060428741.1	XP_031885989.1
OG0002971	XP_060428739.1	XP_066008947.1
OG0002972	XP_060428738.1	XP_031885991.1
OG0002973	XP_060428737.1	XP_031885990.1
OG0002974	XP_060428736.1	XP_031885984.1
OG0002975	XP_060428735.1	XP_031885987.1
OG0002976	XP_060428733.1	XP_031885993.2
OG0002977	XP_060428732.1	XP_031885986.1
OG0002978	XP_060428731.1	XP_031886175.1
OG0002979	XP_060428730.1	XP_031886176.1
OG0002980	XP_060428729.1	XP_031886173.1
OG0002981	XP_060428725.1	XP_031886178.1
OG0002982	XP_060428724.1	XP_031886016.1
OG0002983	XP_060428723.1	XP_031886021.1
OG0002984	XP_060434996.1	XP_031878377.1
OG0002985	XP_060434995.1	XP_066008672.1
OG0002986	XP_060434994.1	XP_031878379.1
OG0002987	XP_060434990.1	XP_031878435.1
OG0002988	XP_060434989.1	XP_031878381.1
OG0002989	XP_060434987.1	XP_066008788.1
OG0002990	XP_060434985.1	XP_031878425.1
OG0002991	XP_060434984.1	XP_031878423.1
OG0002992	XP_060434983.1	XP_031878397.1
OG0002993	XP_060434978.1	XP_031881388.1
OG0002994	XP_060434975.1	XP_031878367.1
OG0002995	XP_060434971.1	XP_031888275.1, XP_031888282.1
OG0002996	XP_060434962.1, XP_060434963.1	XP_031887824.1
OG0002997	XP_060434959.1	XP_031878382.1
OG0002998	XP_060434958.1	XP_031878383.1
OG0002999	XP_060434957.1	XP_031878386.1
OG0003000	XP_060434956.1	XP_031878389.1
OG0003001	XP_060434954.1	XP_031878360.1
OG0003002	XP_060434953.1	XP_031878376.1
OG0003003	XP_060434950.1	XP_031878426.1
OG0003004	XP_060427524.1	XP_031881044.1
OG0003005	XP_060427525.1	XP_031880963.1
OG0003006	XP_060427527.1	XP_031881092.1
OG0003007	XP_060427529.1	XP_031881025.1
OG0003008	XP_060427530.1	XP_031881026.1
OG0003009	XP_060427536.1	XP_031881008.1
OG0003010	XP_060427537.1	XP_066007561.1
OG0003011	XP_060427539.1	XP_031880961.1
OG0003012	XP_060427541.1	XP_031881039.1
OG0003013	XP_060427542.1	XP_031881065.1
OG0003014	XP_060427545.1	XP_031881066.1
OG0003015	XP_060427548.1	XP_031881070.2
OG0003016	XP_060427549.1	XP_031879058.1
OG0003017	XP_060427550.1	XP_031879108.1
OG0003018	XP_060427552.1	XP_031881028.1
OG0003019	XP_060427553.1	XP_031881007.1
OG0003020	XP_060427559.1	XP_031881102.1
OG0003021	XP_060427560.1	XP_031881002.1
OG0003022	XP_060427561.1	XP_031881586.1
OG0003023	XP_060427562.1	XP_031881585.1
OG0003024	XP_060427565.1	XP_031881097.1
OG0003025	XP_060427567.1	XP_031881021.1
OG0003026	XP_060427568.1	XP_031881017.1
OG0003027	XP_060427569.1	XP_031881018.1
OG0003028	XP_060427571.1	XP_031880984.1
OG0003029	XP_060427572.1	XP_031881105.1
OG0003030	XP_060427573.1	XP_031881079.1
OG0003031	XP_060427580.1	XP_031881112.1
OG0003032	XP_060427583.1	XP_031881111.1
OG0003033	XP_060427585.1	XP_031880985.1
OG0003034	XP_060430555.1	XP_031889739.2
OG0003035	XP_060430557.1	XP_031889778.2
OG0003036	XP_060430559.1	XP_031889896.1
OG0003037	XP_060430560.1	XP_031889543.1
OG0003038	XP_060430561.1	XP_031889545.1
OG0003039	XP_060430546.1	XP_031889656.1
OG0003040	XP_060430543.1	XP_031889804.1
OG0003041	XP_060430541.1	XP_031889809.1
OG0003042	XP_060430540.1	XP_031889810.1
OG0003043	XP_060430537.1	XP_031889881.1
OG0003044	XP_060430536.1	XP_031889665.1
OG0003045	XP_060430521.1	XP_031889862.1
OG0003046	XP_060430520.1	XP_066009583.1
OG0003047	XP_060430517.1	XP_031889870.1
OG0003048	XP_060430516.1	XP_031889635.1
OG0003049	XP_060430514.1	XP_031889634.1
OG0003050	XP_060430513.1	XP_031889633.1
OG0003051	XP_060430512.1	XP_031889632.2
OG0003052	XP_060430511.1	XP_031889639.1
OG0003053	XP_060430509.1	XP_031889638.1
OG0003054	XP_060430507.1	XP_031889637.1
OG0003055	XP_060430501.1	XP_066008045.1
OG0003056	XP_060430490.1	XP_031889846.1
OG0003057	XP_060430488.1	XP_066007920.1
OG0003058	XP_060430487.1	XP_031889845.1
OG0003059	XP_060430486.1	XP_031889620.2
OG0003060	XP_060430480.1	XP_031889828.1
OG0003061	XP_060430479.1	XP_031889827.1
OG0003062	XP_060430476.1	XP_031889614.1
OG0003063	XP_060428663.1	XP_031878285.1
OG0003064	XP_060428661.1	XP_031878177.1
OG0003065	XP_060428660.1	XP_031878176.1
OG0003066	XP_060428656.1	XP_031878215.1
OG0003067	XP_060428655.1	XP_031878246.1
OG0003068	XP_060428649.1	XP_031890073.1
OG0003069	XP_060428646.1	XP_031877396.1
OG0003070	XP_060428645.1	XP_031877395.2
OG0003071	XP_060428633.1	XP_031877382.1
OG0003072	XP_060428632.1	XP_031877388.1
OG0003073	XP_060431045.1	XP_031878081.1
OG0003074	XP_060428631.1	XP_031877406.1
OG0003075	XP_060428625.1	XP_031877381.1
OG0003076	XP_060428624.1	XP_031877385.1
OG0003077	XP_060428623.1	XP_031877386.1
OG0003078	XP_060428622.1	XP_031877383.1
OG0003079	XP_060428621.1	XP_031877384.1
OG0003080	XP_060428620.1	XP_031877421.1
OG0003081	XP_060428618.1	XP_031877414.1
OG0003082	XP_060428617.1	XP_031877413.1
OG0003083	XP_060428616.1	XP_031886497.1
OG0003084	XP_060428615.1	XP_031886498.2
OG0003085	XP_060428614.1	XP_031886495.1
OG0003086	XP_060428613.1	XP_031886496.1
OG0003087	XP_060428612.1	XP_066009720.1
OG0003088	XP_060428610.1	XP_031886426.1
OG0003089	XP_060428609.1	XP_031886257.1
OG0003090	XP_060428606.1	XP_031886472.1
OG0003091	XP_060428601.1	XP_031886473.1
OG0003092	XP_060428600.1	XP_031886474.1
OG0003093	XP_060428599.1	XP_031886475.2
OG0003094	XP_060428598.1	XP_066009752.1
OG0003095	XP_060429292.1	XP_066008912.1, XP_066008913.1
OG0003096	XP_060429294.1	XP_031878746.1
OG0003097	XP_060429295.1	XP_031878751.1
OG0003098	XP_060429296.1	XP_031889489.1
OG0003099	XP_060429300.1	XP_031889434.2
OG0003100	XP_060429301.1	XP_031889436.1
OG0003101	XP_060429304.1	XP_031889437.1
OG0003102	XP_060429305.1	XP_031889281.1
OG0003103	XP_060429306.1	XP_031889433.1
OG0003104	XP_060429307.1	XP_031889430.1
OG0003105	XP_060429311.1	XP_031889092.1
OG0003106	XP_060429312.1	XP_031889147.1
OG0003107	XP_060429314.1	XP_031889148.2
OG0003108	XP_060429315.1	XP_031889144.1
OG0003109	XP_060429316.1	XP_031889091.1
OG0003110	XP_060429317.1	XP_031889412.1
OG0003111	XP_060429318.1	XP_031889143.1
OG0003112	XP_060429319.1	XP_031889090.1
OG0003113	XP_060429320.1	XP_031889086.1
OG0003114	XP_060429321.1	XP_031889085.1
OG0003115	XP_060429322.1	XP_031889084.2
OG0003116	XP_060429324.1	XP_031889336.1
OG0003117	XP_060429325.1	XP_031889087.1
OG0003118	XP_060429326.1	XP_031889335.1
OG0003119	XP_060429327.1	XP_031889334.1
OG0003120	XP_060429329.1	XP_031889089.1
OG0003121	XP_060429330.1	XP_031889180.1
OG0003122	XP_060429333.1	XP_066009253.1
OG0003123	XP_060429334.1	XP_031889182.1
OG0003124	XP_060429335.1	XP_031889183.1
OG0003125	XP_060429337.1	XP_066009284.1
OG0003126	XP_060429338.1	XP_031875674.1
OG0003127	XP_060429340.1	XP_031875677.1
OG0003128	XP_060429341.1	XP_066009225.1
OG0003129	XP_060429343.1	XP_031875676.1
OG0003130	XP_060429344.1	XP_031892120.1
OG0003132	XP_060422465.1	XP_031878299.1
OG0003133	XP_060422463.1	XP_031878303.1
OG0003134	XP_060422459.1	XP_031878351.1
OG0003135	XP_060422458.1	XP_031878350.1
OG0003136	XP_060422454.1	XP_031878355.1
OG0003137	XP_060422453.1	XP_031878298.1
OG0003138	XP_060422451.1	XP_031878353.2
OG0003139	XP_060422449.1	XP_031878352.1
OG0003140	XP_060421557.1	XP_031878325.1
OG0003141	XP_060421559.1	XP_031878328.1
OG0003142	XP_060421560.1	XP_066009707.1
OG0003143	XP_060421561.1	XP_031890316.1
OG0003144	XP_060421562.1	XP_031890317.1
OG0003145	XP_060421564.1	XP_031878332.1
OG0003146	XP_060421565.1	XP_031878331.1
OG0003147	XP_060421566.1	XP_031878270.1
OG0003148	XP_060421570.1	XP_031878320.1
OG0003149	XP_060423481.1	XP_031879015.1
OG0003150	XP_060423479.1	XP_031876468.2
OG0003151	XP_060423477.1	XP_031876470.1
OG0003152	XP_060423476.1	XP_031876467.1
OG0003153	XP_060423473.1	XP_031878318.1
OG0003154	XP_060423472.1	XP_031878309.1
OG0003155	XP_060423471.1	XP_031878315.1
OG0003156	XP_060423468.1	XP_031878321.1
OG0003157	XP_060423465.1	XP_031876461.1
OG0003158	XP_060423464.1	XP_066009904.1
OG0003159	XP_060423463.1	XP_031876484.1
OG0003160	XP_060423462.1	XP_031876479.1
OG0003161	XP_060423460.1	XP_031884485.1
OG0003162	XP_060428007.1	XP_031891925.1
OG0003163	XP_060428006.1	XP_031891926.1
OG0003164	XP_060428004.1	XP_066008602.1
OG0003165	XP_060427990.1	XP_066008803.1
OG0003166	XP_060427989.1	XP_031892154.1
OG0003167	XP_060427987.1	XP_031892039.1
OG0003168	XP_060427986.1	XP_031892040.1
OG0003169	XP_060427984.1	XP_031891993.1
OG0003170	XP_060427980.1	XP_066008872.1
OG0003171	XP_060427979.1	XP_066008607.1
OG0003172	XP_060427977.1	XP_031891995.1
OG0003173	XP_060427976.1	XP_031892042.2
OG0003174	XP_060427975.1	XP_031891994.2
OG0003175	XP_060427974.1	XP_031892073.1
OG0003176	XP_060427972.1	XP_031885918.1
OG0003177	XP_060427970.1	XP_031892278.1
OG0003178	XP_060427969.1	XP_031891888.1
OG0003179	XP_060427968.1	XP_031891893.1
OG0003180	XP_060427966.1	XP_031891705.1
OG0003181	XP_060427965.1	XP_031891707.2
OG0003182	XP_060427963.1	XP_031891709.1
OG0003183	XP_060427962.1	XP_066008710.1
OG0003184	XP_060427960.1	XP_031892011.1
OG0003185	XP_060427954.1	XP_031892006.1
OG0003186	XP_060427953.1	XP_031892007.1
OG0003187	XP_060427952.1	XP_031892012.1
OG0003188	XP_060427949.1	XP_031891667.2
OG0003189	XP_060427948.1	XP_031891666.1
OG0003190	XP_060427947.1	XP_031891665.1
OG0003191	XP_060427945.1	XP_031892258.1
OG0003192	XP_060427944.1	XP_031892255.1
OG0003193	XP_060427943.1	XP_031892256.1
OG0003194	XP_060427942.1	XP_031892005.1
OG0003195	XP_060427941.1	XP_031892253.1
OG0003196	XP_060427940.1	XP_031891951.2
OG0003197	XP_060427939.1	XP_031891950.1
OG0003198	XP_060434563.1	XP_031882724.2
OG0003199	XP_060434562.1	XP_031882723.1
OG0003200	XP_060434561.1	XP_031882718.1
OG0003201	XP_060434560.1	XP_066009940.1
OG0003202	XP_060434559.1	XP_031882720.1
OG0003203	XP_060434558.1	XP_031882719.1
OG0003204	XP_060434557.1	XP_031882716.1
