Orthogroup	Colletotrichum_godetiae	Colletotrichum_truncatum
OG0002356	XP_060422059.1	XP_036580606.1
OG0002357	XP_060422056.1	XP_070061689.1
OG0002358	XP_060422055.1	XP_036580610.1
OG0002359	XP_060422054.1	XP_036580611.1
OG0002360	XP_060422053.1	XP_036580612.1
OG0002361	XP_060422052.1	XP_036580613.1
OG0002362	XP_060434290.1	XP_036580587.1
OG0002363	XP_060434294.1	XP_036580590.1
OG0002364	XP_060434297.1	XP_036580639.1
OG0002365	XP_060434299.1	XP_036580640.1
OG0002366	XP_060434312.1	XP_036580667.1
OG0002367	XP_060434311.1	XP_036580666.1
OG0002368	XP_060434310.1	XP_036580665.1
OG0002369	XP_060434308.1	XP_036580663.1
OG0002370	XP_060434307.1	XP_036580662.1
OG0002371	XP_060434306.1	XP_036580661.1
OG0002372	XP_060434305.1	XP_036580660.1
OG0002373	XP_060434302.1	XP_036580659.1
OG0002374	XP_060434301.1	XP_036580658.1
OG0002375	XP_060434323.1	XP_070061687.1
OG0002376	XP_060434322.1	XP_036580586.1
OG0002377	XP_060434321.1	XP_036580654.1
OG0002378	XP_060434320.1	XP_036580655.1
OG0002379	XP_060434319.1	XP_036580656.1
OG0002380	XP_060434326.1	XP_036580583.2
OG0002381	XP_060434329.1	XP_036580582.1
OG0002382	XP_060434332.1	XP_036580572.1
OG0002383	XP_060434333.1	XP_036580573.1
OG0002384	XP_060434336.1	XP_036580576.1
OG0002385	XP_060434337.1	XP_036580577.1
OG0002386	XP_060434338.1	XP_036580578.1
OG0002387	XP_060434340.1	XP_036580579.1
OG0002388	XP_060434342.1	XP_036580580.1
OG0002389	XP_060434344.1	XP_036580581.1
OG0002390	XP_060434346.1	XP_036580559.1
OG0002391	XP_060434347.1	XP_036580560.1
OG0002392	XP_060434349.1	XP_036580561.1
OG0002393	XP_060434350.1	XP_036580562.1
OG0002394	XP_060434351.1	XP_036580563.1
OG0002395	XP_060434352.1	XP_036580564.1
OG0002396	XP_060434353.1	XP_070061685.1
OG0002397	XP_060434354.1	XP_036580566.1
OG0002398	XP_060434355.1	XP_036580567.1
OG0002399	XP_060434359.1	XP_036580556.1
OG0002400	XP_060434360.1	XP_036580555.1
OG0002401	XP_060434365.1	XP_036580551.1
OG0002402	XP_060434364.1	XP_036580553.1
OG0002403	XP_060434366.1	XP_036580550.2
OG0002404	XP_060434367.1	XP_070061682.1
OG0002405	XP_060434369.1	XP_036580548.1
OG0002406	XP_060434370.1	XP_036580547.1
OG0002407	XP_060434371.1	XP_070061681.1
OG0002408	XP_060434374.1	XP_036580544.1
OG0002409	XP_060434376.1	XP_070061679.1
OG0002410	XP_060434377.1	XP_036580541.1
OG0002411	XP_060434378.1	XP_036580540.1
OG0002412	XP_060434382.1	XP_036580538.1
OG0002413	XP_060434383.1	XP_036580537.1
OG0002414	XP_060434384.1	XP_036580536.2
OG0002415	XP_060434386.1	XP_036580535.1
OG0002416	XP_060434387.1	XP_036580534.1
OG0002417	XP_060434388.1	XP_036580533.1
OG0002418	XP_060434389.1	XP_036580532.1
OG0002419	XP_060434390.1	XP_036580530.1
OG0002420	XP_060434391.1	XP_036580529.1
OG0002421	XP_060434393.1	XP_036580528.1
OG0002422	XP_060434394.1	XP_070061677.1
OG0002423	XP_060434395.1	XP_070061676.1
OG0002424	XP_060434396.1	XP_036580525.1
OG0002425	XP_060434397.1	XP_036580524.1
OG0002426	XP_060434399.1	XP_070061675.1
OG0002427	XP_060434400.1	XP_036580521.1
OG0002428	XP_060434401.1	XP_036580520.1
OG0002429	XP_060434402.1	XP_036580519.1
OG0002430	XP_060434403.1	XP_036580518.1
OG0002431	XP_060434404.1	XP_036580517.1
OG0002432	XP_060434406.1	XP_036580515.1
OG0002433	XP_060434407.1	XP_036580514.1
OG0002434	XP_060434409.1	XP_036585757.2
OG0002435	XP_060434410.1	XP_036585756.1
OG0002436	XP_060434411.1	XP_036585755.1
OG0002437	XP_060434412.1	XP_036585754.1
OG0002438	XP_060434414.1	XP_036585752.1
OG0002439	XP_060434415.1	XP_036585751.1
OG0002440	XP_060434416.1	XP_036585750.1
OG0002441	XP_060434417.1	XP_036585749.1
OG0002442	XP_060434418.1	XP_070061673.1
OG0002443	XP_060434419.1	XP_036585747.2
OG0002444	XP_060434423.1	XP_036585744.1
OG0002445	XP_060434424.1	XP_036585743.1
OG0002446	XP_060434426.1	XP_036585741.1
OG0002447	XP_060434427.1	XP_036585740.1
OG0002448	XP_060434428.1	XP_036585739.1
OG0002449	XP_060434429.1	XP_036585737.1
OG0002450	XP_060434430.1	XP_070061672.1
OG0002451	XP_060434432.1	XP_036585731.1
OG0002452	XP_060434435.1	XP_070061671.1
OG0002453	XP_060434436.1	XP_036585729.1
OG0002454	XP_060434437.1	XP_036585728.1
OG0002455	XP_060434438.1	XP_036585727.1
OG0002456	XP_060434439.1	XP_036585726.1
OG0002457	XP_060434440.1	XP_036585725.1
OG0002458	XP_060434444.1	XP_036585723.1
OG0002459	XP_060434445.1	XP_036585722.1
OG0002460	XP_060434446.1	XP_036585721.1
OG0002461	XP_060434447.1	XP_036585720.1
OG0002462	XP_060434449.1	XP_036585719.1
OG0002463	XP_060435498.1	XP_070062575.1
OG0002464	XP_060435500.1	XP_036588279.1
OG0002465	XP_060435501.1	XP_036588280.1
OG0002466	XP_060435502.1	XP_036588281.2
OG0002467	XP_060435516.1	XP_036588290.1
OG0002468	XP_060435515.1	XP_070062577.1
OG0002469	XP_060435512.1	XP_070062576.1
OG0002470	XP_060435511.1	XP_036588285.1
OG0002471	XP_060435510.1	XP_036588284.1
OG0002472	XP_060435509.1	XP_036588283.2
OG0002473	XP_060435507.1	XP_036588282.1
OG0002474	XP_060435504.1	XP_036588292.1
OG0002475	XP_060435519.1	XP_036588293.1
OG0002476	XP_060435520.1	XP_036588294.1
OG0002477	XP_060435522.1	XP_036588295.1
OG0002478	XP_060435523.1	XP_070062580.1
OG0002479	XP_060433445.1	XP_036586066.1
OG0002480	XP_060433444.1	XP_036586067.1
OG0002481	XP_060433443.1	XP_036586068.1
OG0002482	XP_060433442.1	XP_036586069.1
OG0002483	XP_060433441.1	XP_036586070.1
OG0002484	XP_060433439.1	XP_036586071.1
OG0002485	XP_060433438.1	XP_070062037.1
OG0002486	XP_060433437.1	XP_036586047.1
OG0002487	XP_060433435.1	XP_036586048.1
OG0002488	XP_060433434.1	XP_036586049.1
OG0002489	XP_060433446.1	XP_036586051.1
OG0002490	XP_060433447.1	XP_036586050.1
OG0002491	XP_060433448.1	XP_036586043.1
OG0002492	XP_060433449.1	XP_036586042.1
OG0002493	XP_060433451.1	XP_070062036.1
OG0002494	XP_060433452.1	XP_036586039.1
OG0002495	XP_060433453.1	XP_036586038.1
OG0002496	XP_060433454.1	XP_036586037.1
OG0002497	XP_060433455.1	XP_036586036.1
OG0002498	XP_060433456.1	XP_036586035.1
OG0002499	XP_060433457.1	XP_036586034.1
OG0002500	XP_060433458.1	XP_036586033.1
OG0002501	XP_060433461.1	XP_036586031.1
OG0002502	XP_060433462.1	XP_070062035.1
OG0002503	XP_060433464.1	XP_036586029.1
OG0002504	XP_060425065.1	XP_036578622.1
OG0002505	XP_060425066.1	XP_036578621.1
OG0002506	XP_060425067.1	XP_036578620.1
OG0002507	XP_060425069.1	XP_036578618.1
OG0002508	XP_060425070.1	XP_036578617.1
OG0002509	XP_060425071.1	XP_036578615.1
OG0002510	XP_060425073.1	XP_036578612.1
OG0002511	XP_060425074.1	XP_036578610.1
OG0002512	XP_060425075.1	XP_036578609.2
OG0002513	XP_060425076.1	XP_036578608.2
OG0002514	XP_060425077.1	XP_036578606.1
OG0002515	XP_060425079.1	XP_036578604.1
OG0002516	XP_060425080.1	XP_036578603.1
OG0002517	XP_060425081.1	XP_070061072.1
OG0002518	XP_060425083.1	XP_036578601.1
OG0002519	XP_060425084.1	XP_036578600.1
OG0002520	XP_060425087.1	XP_036578598.1
OG0002521	XP_060425088.1	XP_036578597.1
OG0002522	XP_060425089.1	XP_036578596.2
OG0002523	XP_060425090.1	XP_036578595.1
OG0002524	XP_060425091.1	XP_036578594.1
OG0002525	XP_060425092.1	XP_036578593.1
OG0002526	XP_060425093.1	XP_036578592.1
OG0002527	XP_060425094.1	XP_036578591.2
OG0002528	XP_060425096.1	XP_036578589.1
OG0002529	XP_060430743.1	XP_036586736.1
OG0002530	XP_060430742.1	XP_036586737.1
OG0002531	XP_060430741.1	XP_036586738.1
OG0002532	XP_060430733.1	XP_036586729.1
OG0002533	XP_060430736.1	XP_036586727.1
OG0002534	XP_060430737.1	XP_036586726.1
OG0002535	XP_060430731.1	XP_036586724.1
OG0002536	XP_060430730.1	XP_036586723.1
OG0002537	XP_060430729.1	XP_036586722.1
OG0002538	XP_060430727.1	XP_036586721.1
OG0002539	XP_060430726.1	XP_036586720.1
OG0002540	XP_060430725.1	XP_036586719.1
OG0002541	XP_060430724.1	XP_036586718.1
OG0002542	XP_060430723.1	XP_036586717.1
OG0002543	XP_060430722.1	XP_036586716.1
OG0002544	XP_060430721.1	XP_036586715.1
OG0002545	XP_060430720.1	XP_036586714.1
OG0002546	XP_060430718.1	XP_036586712.1
OG0002547	XP_060430716.1	XP_036586710.1
OG0002548	XP_060430715.1	XP_036586709.1
OG0002549	XP_060430714.1	XP_036586708.1
OG0002550	XP_060430713.1	XP_036586706.1
OG0002551	XP_060436571.1	XP_036575193.1
OG0002552	XP_060436570.1	XP_070061323.1
OG0002553	XP_060436567.1	XP_036575190.1
OG0002554	XP_060436566.1	XP_070061321.1
OG0002555	XP_060436564.1	XP_036575187.1
OG0002556	XP_060436563.1	XP_036575186.1
OG0002557	XP_060436561.1	XP_036575185.1
OG0002558	XP_060436560.1	XP_036575184.1
OG0002559	XP_060436559.1	XP_036575183.1
OG0002560	XP_060436558.1	XP_036575281.1
OG0002561	XP_060421722.1	XP_070061315.1
OG0002562	XP_060421721.1	XP_036575268.1
OG0002563	XP_060421719.1	XP_036575270.1
OG0002564	XP_060421717.1	XP_036575272.1
OG0002565	XP_060421716.1	XP_036575273.1
OG0002566	XP_060421715.1	XP_036575274.1
OG0002567	XP_060421714.1	XP_036575263.1
OG0002568	XP_060421711.1	XP_036575260.1
OG0002569	XP_060422694.1	XP_036582046.1
OG0002570	XP_060435028.1	XP_036584810.1
OG0002571	XP_060435027.1	XP_036584811.1
OG0002572	XP_060435025.1	XP_036584812.1
OG0002573	XP_060435024.1	XP_036584813.1
OG0002574	XP_060435023.1	XP_036584814.1
OG0002575	XP_060435022.1	XP_036584816.1
OG0002576	XP_060435020.1	XP_036584818.2
OG0002577	XP_060435018.1	XP_036584820.1
OG0002578	XP_060435017.1	XP_036584821.1
OG0002579	XP_060435016.1	XP_036584775.1
OG0002580	XP_060435008.1	XP_036584783.1
OG0002581	XP_060435009.1	XP_036584781.1
OG0002582	XP_060435010.1	XP_036584780.2
OG0002583	XP_060435012.1	XP_036584779.1
OG0002584	XP_060435013.1	XP_036584778.1
OG0002585	XP_060435006.1	XP_036584784.1
OG0002586	XP_060435005.1	XP_036584774.1
OG0002587	XP_060435004.1	XP_036584773.1
OG0002588	XP_060435002.1	XP_036584771.1
OG0002589	XP_060435001.1	XP_036584770.1
OG0002590	XP_060435000.1	XP_036584768.1
OG0002591	XP_060434999.1	XP_036584767.1
OG0002592	XP_060434997.1	XP_070060283.1
OG0002593	XP_060421887.1	XP_036587973.2
OG0002594	XP_060425781.1	XP_070060829.1
OG0002595	XP_060425782.1	XP_036587968.2
OG0002596	XP_060425783.1	XP_036587969.2
OG0002597	XP_060425790.1	XP_036587970.1
OG0002598	XP_060425786.1	XP_036587971.1
OG0002599	XP_060425792.1	XP_036587979.1
OG0002600	XP_060425794.1	XP_070060832.1
OG0002601	XP_060425795.1	XP_070060831.1
OG0002602	XP_060425796.1	XP_036587976.2
OG0002603	XP_060425804.1	XP_036588046.2
OG0002604	XP_060425808.1	XP_036588044.1
OG0002605	XP_060425809.1	XP_036588043.2
OG0002606	XP_060425810.1	XP_036588053.1
OG0002607	XP_060425816.1	XP_036587983.1
OG0002608	XP_060436956.1	XP_036589071.1
OG0002609	XP_060436955.1	XP_036589072.1
OG0002610	XP_060436954.1	XP_036589073.1
OG0002611	XP_060436953.1	XP_036589074.1
OG0002612	XP_060436952.1	XP_036589075.1
OG0002613	XP_060436951.1	XP_036589076.1
OG0002614	XP_060436950.1	XP_036589077.1
OG0002615	XP_060436947.1	XP_036589106.2
OG0002616	XP_060436944.1	XP_036589102.1
OG0002617	XP_060436939.1	XP_036589079.1
OG0002618	XP_060436938.1	XP_036589078.1
OG0002619	XP_060436937.1	XP_036589108.1
OG0002620	XP_060436936.1	XP_070061386.1
OG0002621	XP_060436934.1	XP_036579679.1
OG0002622	XP_060436933.1	XP_036579677.1
OG0002623	XP_060436932.1	XP_036579676.1
OG0002624	XP_060436925.1	XP_036589123.1
OG0002625	XP_060436924.1	XP_036589122.1
OG0002626	XP_060436923.1	XP_036589121.1
OG0002627	XP_060436922.1	XP_036589120.1
OG0002628	XP_060436921.1	XP_036589119.1
OG0002629	XP_060436920.1	XP_036589118.1
OG0002630	XP_060436918.1	XP_036589116.1
OG0002631	XP_060436917.1	XP_036589115.1
OG0002632	XP_060436915.1	XP_036589127.1
OG0002633	XP_060436914.1	XP_036589128.1
OG0002634	XP_060436913.1	XP_036589129.1
OG0002635	XP_060436908.1	XP_070061381.1
OG0002636	XP_060436905.1	XP_036589144.1
OG0002637	XP_060436904.1	XP_036589143.1
OG0002638	XP_060436903.1	XP_036589142.1
OG0002639	XP_060436902.1	XP_036589141.1
OG0002640	XP_060436901.1	XP_036589140.1
OG0002641	XP_060436898.1	XP_036589133.1
OG0002642	XP_060436897.1	XP_070061382.1
OG0002643	XP_060433786.1	XP_070060236.1
OG0002644	XP_060433787.1, XP_060433788.1	XP_070060237.1
OG0002645	XP_060433791.1	XP_036590009.1
OG0002646	XP_060433793.1	XP_036578714.1
OG0002647	XP_060422594.1	XP_036578722.1
OG0002648	XP_060422595.1	XP_036578723.1
OG0002649	XP_060422596.1	XP_070060244.1
OG0002650	XP_060422602.1	XP_070060246.1
OG0002651	XP_060422603.1	XP_036578728.1
OG0002652	XP_060422604.1	XP_036578729.1
OG0002653	XP_060422606.1	XP_036578730.1
OG0002654	XP_060422607.1	XP_036578731.1
OG0002655	XP_060422610.1	XP_036578732.1
OG0002656	XP_060422612.1	XP_070060248.1
OG0002657	XP_060422613.1	XP_036578736.1
OG0002658	XP_060422615.1	XP_036578737.1
OG0002659	XP_060422616.1	XP_036578738.1
OG0002660	XP_060422617.1	XP_036578739.1
OG0002661	XP_060422618.1	XP_036578740.1
OG0002662	XP_060422620.1	XP_036578742.1
OG0002663	XP_060422623.1	XP_036578743.1
OG0002664	XP_060422624.1	XP_036578745.2
OG0002665	XP_060422625.1	XP_036578746.1
OG0002666	XP_060422626.1	XP_036578747.1
OG0002667	XP_060422628.1	XP_036578749.1
OG0002668	XP_060422629.1	XP_036578750.1
OG0002669	XP_060422632.1	XP_036578753.1
OG0002670	XP_060422633.1	XP_036578754.1
OG0002671	XP_060422634.1	XP_070060251.1
OG0002672	XP_060422635.1	XP_036578756.1
OG0002673	XP_060422636.1	XP_036578757.1
OG0002674	XP_060422637.1	XP_036574159.2
OG0002675	XP_060422638.1	XP_036574162.2
OG0002676	XP_060422639.1	XP_036578760.1
OG0002677	XP_060426555.1	XP_036582911.1
OG0002678	XP_060426556.1	XP_036582910.1
OG0002679	XP_060426559.1	XP_036582907.1
OG0002680	XP_060426562.1	XP_036582906.1
OG0002681	XP_060426563.1	XP_036582905.1
OG0002682	XP_060426564.1	XP_036582871.1
OG0002683	XP_060426565.1	XP_036582872.1
OG0002684	XP_060426567.1	XP_036582874.1
OG0002685	XP_060426568.1	XP_036582875.1
OG0002686	XP_060426569.1	XP_036582878.1
OG0002687	XP_060426571.1	XP_036582879.1
OG0002688	XP_060426572.1	XP_036582880.1
OG0002689	XP_060426573.1	XP_036582881.1
OG0002690	XP_060426575.1	XP_036582882.2
OG0002691	XP_060426576.1	XP_036582884.1
OG0002692	XP_060426577.1	XP_070062521.1
OG0002693	XP_060426578.1	XP_036582886.1
OG0002694	XP_060426580.1	XP_036582888.1
OG0002695	XP_060426581.1	XP_036582889.2
OG0002696	XP_060426582.1	XP_036582890.1
OG0002697	XP_060426583.1	XP_036582891.1
OG0002698	XP_060426584.1	XP_036582892.1
OG0002699	XP_060426585.1	XP_036582893.1
OG0002700	XP_060426586.1	XP_036582894.1
OG0002701	XP_060426587.1	XP_036582895.1
OG0002702	XP_060426588.1	XP_036582896.1
OG0002703	XP_060426591.1	XP_036582899.2
OG0002704	XP_060426592.1	XP_036582900.1
OG0002705	XP_060426593.1	XP_036582902.1
OG0002706	XP_060426595.1	XP_070062523.1
OG0002707	XP_060426596.1	XP_070062524.1
OG0002708	XP_060428719.1	XP_036574898.1
OG0002709	XP_060428718.1	XP_070060600.1
OG0002710	XP_060428717.1	XP_036583163.1
OG0002711	XP_060428716.1	XP_070060601.1
OG0002712	XP_060428713.1	XP_036583161.1
OG0002713	XP_060428712.1	XP_036583160.1
OG0002714	XP_060428711.1	XP_036583159.1
OG0002715	XP_060428709.1	XP_036583158.1
OG0002716	XP_060428707.1	XP_036583157.1
OG0002717	XP_060428705.1	XP_036583155.1
OG0002718	XP_060428704.1	XP_036583154.1
OG0002719	XP_060428703.1	XP_036583152.1
OG0002720	XP_060428702.1	XP_036583151.1
OG0002721	XP_060428701.1	XP_036583150.1
OG0002722	XP_060428700.1	XP_036583149.1
OG0002723	XP_060428698.1	XP_036583146.1
OG0002724	XP_060428695.1	XP_036583144.1
OG0002725	XP_060428694.1	XP_036583143.1
OG0002726	XP_060428693.1	XP_036583142.2
OG0002727	XP_060428691.1	XP_036583141.1
OG0002728	XP_060428690.1	XP_070060605.1
OG0002729	XP_060428689.1	XP_036584529.1
OG0002730	XP_060428688.1	XP_036583126.1
OG0002731	XP_060428687.1	XP_036583125.1
OG0002732	XP_060428685.1	XP_036583124.1
OG0002733	XP_060428683.1	XP_070060607.1
OG0002734	XP_060428682.1	XP_036583119.1
OG0002735	XP_060428680.1	XP_036581348.1
OG0002736	XP_060428679.1	XP_036581349.1
OG0002737	XP_060428678.1	XP_036581350.1
OG0002738	XP_060428673.1	XP_036581362.1
OG0002739	XP_060428671.1	XP_036581361.1
OG0002740	XP_060428670.1	XP_036581360.1
OG0002741	XP_060428669.1	XP_036581353.1
OG0002742	XP_060428668.1	XP_070060616.1
OG0002743	XP_060428666.1	XP_036581355.1
OG0002744	XP_060428247.1	XP_036583114.1
OG0002745	XP_060428246.1	XP_036583115.1
OG0002746	XP_060428245.1	XP_036583116.2
OG0002747	XP_060428241.1	XP_036581342.2
OG0002748	XP_060428234.1	XP_070060619.1
OG0002749	XP_060428233.1	XP_036581335.1
OG0002750	XP_060428232.1	XP_036587775.1
OG0002751	XP_060428231.1	XP_036581310.1
OG0002752	XP_060428228.1	XP_036581308.1
OG0002753	XP_060428227.1	XP_036581307.1
OG0002754	XP_060428226.1	XP_036581306.1
OG0002755	XP_060428225.1	XP_036581305.1
OG0002756	XP_060428223.1	XP_036581303.1
OG0002757	XP_060428222.1	XP_036581302.1
OG0002758	XP_060428220.1	XP_070060623.1
OG0002759	XP_060428219.1	XP_036581300.1
OG0002760	XP_060428217.1	XP_036581298.1
OG0002761	XP_060428210.1	XP_036581291.1
OG0002762	XP_060428209.1	XP_036581292.1
OG0002763	XP_060428208.1	XP_036581293.1
OG0002764	XP_060428207.1	XP_036581294.1
OG0002765	XP_060428206.1	XP_036581295.1
OG0002766	XP_060428205.1	XP_036581296.1
OG0002767	XP_060428203.1	XP_036581289.1
OG0002768	XP_060423675.1	XP_036581071.1
OG0002769	XP_060423672.1	XP_036581075.1
OG0002770	XP_060423671.1	XP_036581073.1
OG0002771	XP_060423670.1	XP_036581074.1
OG0002772	XP_060423669.1	XP_036581083.1
OG0002773	XP_060423668.1	XP_036574336.1
OG0002777	XP_060423656.1	XP_036581087.1
OG0002778	XP_060423651.1	XP_036581106.1
OG0002780	XP_060423647.1	XP_070061925.1
OG0002781	XP_060423646.1	XP_036581041.1
OG0002782	XP_060423643.1	XP_036581100.1
OG0002783	XP_060425672.1	XP_036581098.1
OG0002784	XP_060425676.1	XP_036581092.1
OG0002785	XP_060425677.1	XP_036589638.1
OG0002786	XP_060425678.1	XP_036581714.1
OG0002787	XP_060425683.1	XP_036580056.1
OG0002789	XP_060425690.1	XP_036575611.1
OG0002790	XP_060425691.1	XP_036575609.1
OG0002791	XP_060425693.1	XP_036575594.1
OG0002792	XP_060425694.1	XP_036575595.1
OG0002793	XP_060425695.1	XP_036575596.1
OG0002794	XP_060425696.1	XP_036575597.1
OG0002795	XP_060425697.1	XP_036575598.1
OG0002796	XP_060425698.1	XP_036575599.1
OG0002797	XP_060425702.1	XP_036575604.1
OG0002798	XP_060425705.1	XP_036577012.1
OG0002799	XP_060425706.1	XP_036577013.1
OG0002800	XP_060425708.1	XP_036577014.1
OG0002801	XP_060425713.1	XP_036580066.1
OG0002802	XP_060425714.1	XP_036580065.1
OG0002803	XP_060425715.1	XP_036580064.1
OG0002804	XP_060425716.1	XP_036580063.1
OG0002806	XP_060425747.1	XP_036580086.1
OG0002807	XP_060425745.1	XP_036580084.1
OG0002808	XP_060425744.1	XP_036580073.2
OG0002809	XP_060425742.1	XP_036580075.1
OG0002810	XP_060425741.1	XP_036580076.1
OG0002811	XP_060425740.1	XP_036580077.1
OG0002812	XP_060425739.1	XP_070060408.1
OG0002813	XP_060422039.1	XP_036582187.1
OG0002814	XP_060425734.1	XP_070061056.1
OG0002815	XP_060425733.1	XP_036579921.1
OG0002816	XP_060425731.1	XP_036579925.1
OG0002817	XP_060425727.1	XP_070062095.1
OG0002818	XP_060425749.1	XP_036580072.1
OG0002819	XP_060425750.1	XP_036580071.1
OG0002820	XP_060425761.1	XP_036579917.1
OG0002821	XP_060425763.1	XP_036579918.1
OG0002822	XP_060425767.1	XP_036579915.1
OG0002823	XP_060425768.1	XP_036579914.1
OG0002825	XP_060425774.1	XP_036579913.2
OG0002826	XP_060425775.1	XP_036579910.1
OG0002827	XP_060425776.1	XP_070062094.1
OG0002828	XP_060425777.1	XP_036579907.1
OG0002829	XP_060424446.1	XP_036579903.1
OG0002830	XP_060424444.1	XP_036577008.2
OG0002831	XP_060424443.1	XP_036577009.1
OG0002832	XP_060424442.1	XP_036577005.1
OG0002833	XP_060424437.1	XP_036577003.1
OG0002834	XP_060424436.1	XP_036577002.1
OG0002835	XP_060424434.1	XP_036577000.1
OG0002836	XP_060424433.1	XP_036576999.1
OG0002837	XP_060424431.1	XP_070062132.1
OG0002838	XP_060424430.1	XP_036576996.1
OG0002839	XP_060424428.1	XP_036576991.1
OG0002841	XP_060424422.1	XP_036576978.1
OG0002842	XP_060424421.1	XP_036576977.1
OG0002843	XP_060424420.1	XP_036576976.1
OG0002844	XP_060424418.1	XP_036576975.1
OG0002845	XP_060424414.1	XP_036576973.1
OG0002846	XP_060424411.1	XP_036576970.1
OG0002847	XP_060424410.1	XP_036576969.1
OG0002848	XP_060424407.1	XP_036576922.1
OG0002849	XP_060424406.1	XP_036576921.2
OG0002850	XP_060424405.1	XP_036576920.1
OG0002851	XP_060424402.1	XP_036576919.1
OG0002852	XP_060424401.1	XP_070062114.1
OG0002853	XP_060424399.1	XP_070062112.1
OG0002854	XP_060424398.1	XP_036580096.1
OG0002855	XP_060424394.1	XP_036576935.1
OG0002856	XP_060424393.1	XP_036576931.1
OG0002857	XP_060424391.1	XP_036576930.1
OG0002858	XP_060424390.1	XP_036576929.1
OG0002859	XP_060424389.1	XP_036576928.1
OG0002860	XP_060424386.1	XP_070062124.1
OG0002861	XP_060424385.1	XP_036576939.1
OG0002862	XP_060424384.1	XP_036576940.1
OG0002863	XP_060424382.1	XP_036576953.1
OG0002864	XP_060424381.1	XP_036576952.1
OG0002865	XP_060424379.1	XP_036576950.1
OG0002866	XP_060424378.1	XP_036576949.1
OG0002867	XP_060424377.1	XP_036576948.1
OG0002868	XP_060424376.1	XP_036576947.1
OG0002869	XP_060424374.1	XP_036576946.1
OG0002870	XP_060424373.1	XP_036576945.1
OG0002871	XP_060424368.1	XP_036576965.1
OG0002872	XP_060424361.1	XP_036580090.2
OG0002873	XP_060429574.1	XP_036579933.1
OG0002874	XP_060429575.1	XP_070062294.1
OG0002875	XP_060429576.1	XP_070062692.1
OG0002876	XP_060429577.1	XP_036579945.2
OG0002877	XP_060429580.1	XP_036579942.1
OG0002878	XP_060429581.1	XP_036586939.2
OG0002879	XP_060429582.1	XP_036586937.1
