Orthogroup	Colletotrichum_godetiae	Colletotrichum_siamense
OG0003283	XP_060437247.1	XP_036490872.1
OG0003284	XP_060437238.1	XP_036490205.1
OG0003285	XP_060437237.1	XP_036491056.1
OG0003286	XP_060437229.1	XP_036490667.1
OG0003287	XP_060437226.1	XP_036490666.1
OG0003288	XP_060437223.1	XP_036490668.1
OG0003289	XP_060437222.1	XP_036490671.1
OG0003290	XP_060437219.1	XP_036490838.1
OG0003291	XP_060437217.1	XP_036491250.1
OG0003292	XP_060437216.1	XP_036491251.1
OG0003293	XP_060437215.1	XP_036491248.1
OG0003294	XP_060437214.1	XP_036491249.1
OG0003295	XP_060437212.1	XP_036490948.1
OG0003296	XP_060437211.1	XP_036491246.1
OG0003297	XP_060437210.1	XP_036490946.1
OG0003298	XP_060437209.1	XP_036490949.1
OG0003299	XP_060437207.1	XP_036490853.1
OG0003300	XP_060437205.1	XP_036490852.1
OG0003301	XP_060437204.1	XP_036490908.1
OG0003302	XP_060437200.1	XP_036490851.1
OG0003303	XP_060437199.1	XP_036491081.1
OG0003304	XP_060437198.1	XP_036490856.1
OG0003305	XP_060437194.1	XP_036490290.1
OG0003306	XP_060437192.1	XP_036490291.1
OG0003307	XP_060437191.1	XP_036490162.1
OG0003308	XP_060437189.1	XP_036490951.1
OG0003309	XP_060437188.1	XP_036490643.1
OG0003310	XP_060437185.1	XP_036490286.1
OG0003311	XP_060437182.1	XP_036490284.1
OG0003312	XP_060437179.1	XP_036490282.1
OG0003313	XP_060437176.1	XP_036490281.1
OG0003314	XP_060437175.1	XP_036490280.1
OG0003315	XP_060437174.1	XP_036490283.1
OG0003316	XP_060437173.1	XP_036490341.1
OG0003317	XP_060437172.1	XP_036490844.1
OG0003318	XP_060437171.1	XP_036490886.1
OG0003319	XP_060437170.1	XP_036490845.1
OG0003320	XP_060437169.1	XP_036490887.1
OG0003321	XP_060437167.1	XP_036490846.1
OG0003322	XP_060437165.1	XP_036490921.1
OG0003323	XP_060437163.1	XP_036490847.1
OG0003324	XP_060437162.1	XP_036490923.1
OG0003325	XP_060437161.1	XP_036490848.1
OG0003326	XP_060437156.1	XP_036490244.1
OG0003327	XP_060437154.1	XP_036490236.1
OG0003328	XP_060437153.1	XP_036490243.1
OG0003329	XP_060437147.1	XP_036490930.1
OG0003330	XP_060437145.1	XP_036490924.1
OG0003331	XP_060437144.1	XP_036490649.1
OG0003332	XP_060437143.1	XP_036490647.1
OG0003333	XP_060437140.1	XP_036490955.1
OG0003334	XP_060437138.1	XP_036490645.1
OG0003335	XP_060437137.1	XP_036490953.1
OG0003336	XP_060437135.1	XP_036490387.1
OG0003337	XP_060437134.1	XP_036490386.1
OG0003338	XP_060437133.1	XP_036490383.1
OG0003339	XP_060437132.1	XP_036490382.1
OG0003340	XP_060437131.1	XP_036490385.1
OG0003341	XP_060437130.1	XP_036490380.1
OG0003342	XP_060437129.1	XP_036490379.1
OG0003343	XP_060437127.1	XP_036490335.1
OG0003344	XP_060437126.1	XP_036490381.1
OG0003345	XP_060437125.1	XP_036490894.1
OG0003346	XP_060437124.1	XP_036490306.1
OG0003347	XP_060437123.1	XP_036490875.1
OG0003348	XP_060437118.1	XP_036490507.1
OG0003349	XP_060437115.1	XP_036491202.1
OG0003350	XP_060437111.1	XP_036491205.1
OG0003351	XP_060437110.1	XP_036491204.1
OG0003352	XP_060437108.1	XP_036491203.1
OG0003353	XP_060437107.1	XP_036491209.1
OG0003354	XP_060437106.1	XP_036491208.1
OG0003355	XP_060437105.1	XP_036493457.1
OG0003356	XP_060437104.1	XP_036493455.1
OG0003357	XP_060437098.1	XP_036490596.1
OG0003358	XP_060437096.1	XP_036491207.1
OG0003359	XP_060437095.1	XP_036491206.1
OG0003360	XP_060437093.1	XP_036490594.1
OG0003361	XP_060437091.1	XP_036490600.1
OG0003362	XP_060437090.1	XP_036490601.1
OG0003363	XP_060437088.1	XP_036490169.1
OG0003364	XP_060437087.1	XP_036490168.1
OG0003365	XP_060437086.1	XP_036490167.1
OG0003366	XP_060437081.1	XP_036490733.1
OG0003367	XP_060437080.1	XP_036490368.1
OG0003368	XP_060437079.1	XP_036490732.1
OG0003369	XP_060437078.1	XP_036490731.1
OG0003370	XP_060437077.1	XP_036490737.1
OG0003371	XP_060437076.1	XP_036490736.1
OG0003372	XP_060437075.1	XP_036491144.1
OG0003373	XP_060437070.1	XP_036491086.1
OG0003374	XP_060437069.1	XP_036491061.1
OG0003375	XP_060437068.1	XP_036490478.1
OG0003376	XP_060437066.1	XP_036491211.1
OG0003377	XP_060437065.1	XP_036490530.1
OG0003378	XP_060437062.1	XP_036491053.1
OG0003379	XP_060437061.1	XP_036490706.1
OG0003380	XP_060437060.1	XP_036490705.1
OG0003381	XP_060437058.1	XP_036491020.1
OG0003382	XP_060437057.1	XP_036490149.1
OG0003383	XP_060437055.1	XP_036491025.1
OG0003384	XP_060437054.1	XP_036491027.1
OG0003385	XP_060437052.1	XP_036491029.1
OG0003386	XP_060437051.1	XP_036491030.1
OG0003387	XP_060437049.1	XP_036491293.1
OG0003388	XP_060437048.1	XP_036490744.1
OG0003389	XP_060437046.1	XP_036490743.1
OG0003390	XP_060437044.1	XP_036490745.1
OG0003391	XP_060437042.1	XP_036490159.1
OG0003392	XP_060437036.1	XP_036490157.1
OG0003393	XP_060437034.1	XP_036490740.1
OG0003394	XP_060437033.1	XP_036490173.1
OG0003395	XP_060437032.1	XP_036490950.1
OG0003396	XP_060437031.1	XP_036490154.1
OG0003397	XP_060437029.1	XP_036490468.1
OG0003398	XP_060437026.1	XP_036490165.1
OG0003399	XP_060437025.1	XP_036490164.1
OG0003400	XP_060437024.1	XP_036490163.1
OG0003401	XP_060437022.1	XP_036490293.1
OG0003402	XP_060437021.1	XP_036490294.1
OG0003403	XP_060437020.1	XP_036490295.1
OG0003404	XP_060437018.1	XP_036490288.1
OG0003405	XP_060437015.1	XP_036490364.1
OG0003406	XP_060437014.1	XP_036490410.1
OG0003407	XP_060437013.1	XP_036490411.1
OG0003408	XP_060437012.1	XP_036490367.1
OG0003409	XP_060437011.1	XP_036490369.1
OG0003410	XP_060437010.1	XP_036490365.1
OG0003411	XP_060437009.1	XP_036490366.1
OG0003412	XP_060437008.1	XP_036490408.1
OG0003413	XP_060437007.1	XP_036490363.1
OG0003414	XP_060437005.1	XP_036490234.1
OG0003415	XP_060437004.1	XP_036490354.1
OG0003416	XP_060437001.1	XP_036490356.1
OG0003417	XP_060437000.1	XP_036490355.1
OG0003418	XP_060436999.1	XP_036490351.1
OG0003419	XP_060436998.1	XP_036490350.1
OG0003420	XP_060436996.1	XP_036490352.1
OG0003421	XP_060436995.1	XP_036490349.1
OG0003422	XP_060436994.1	XP_036491284.1
OG0003423	XP_060436993.1	XP_036490466.1
OG0003424	XP_060436992.1	XP_036490642.1
OG0003425	XP_060436990.1	XP_036490467.1
OG0003426	XP_060436989.1	XP_036491285.1
OG0003427	XP_060436988.1	XP_036491288.1
OG0003428	XP_060436987.1	XP_036490911.1
OG0003429	XP_060436986.1	XP_036491165.1
OG0003430	XP_060436985.1	XP_036491164.1
OG0003431	XP_060436984.1	XP_036491163.1
OG0003432	XP_060436983.1	XP_036491162.1
OG0003433	XP_060436982.1	XP_036491168.1
OG0003434	XP_060436980.1	XP_036491167.1
OG0003435	XP_060436977.1	XP_036490307.1
OG0003436	XP_060436973.1	XP_036490896.1
OG0003438	XP_060425100.1	XP_036492532.1
OG0003439	XP_060425105.1	XP_036491867.1
OG0003440	XP_060425106.1	XP_036491586.1
OG0003441	XP_060425107.1	XP_036491776.1
OG0003443	XP_060425114.1	XP_036491862.1
OG0003444	XP_060425115.1	XP_036492375.1
OG0003445	XP_060425116.1	XP_036492376.1
OG0003446	XP_060425117.1	XP_036491545.1
OG0003447	XP_060425118.1	XP_036491546.1
OG0003448	XP_060425121.1	XP_036492208.1
OG0003449	XP_060425122.1	XP_036492209.1
OG0003450	XP_060425126.1	XP_036491928.1
OG0003451	XP_060425128.1	XP_036492203.1
OG0003452	XP_060425129.1	XP_036492206.1
OG0003453	XP_060425131.1	XP_036492210.1
OG0003454	XP_060425134.1	XP_036489768.1
OG0003455	XP_060425135.1	XP_036490034.1
OG0003456	XP_060425136.1	XP_036490276.1
OG0003457	XP_060425139.1	XP_036491445.1
OG0003458	XP_060425142.1	XP_036492113.1
OG0003459	XP_060425143.1	XP_036492116.1
OG0003460	XP_060425144.1	XP_036492115.1
OG0003461	XP_060425149.1	XP_036492112.1
OG0003462	XP_060422101.1	XP_036491820.1
OG0003463	XP_060422100.1	XP_036492486.1
OG0003464	XP_060422093.1	XP_036491697.1
OG0003465	XP_060428302.1	XP_036499124.1
OG0003466	XP_060428300.1	XP_036500019.1
OG0003467	XP_060428296.1	XP_036499278.1
OG0003468	XP_060428294.1	XP_036499546.1
OG0003469	XP_060428293.1	XP_036499547.1
OG0003470	XP_060428291.1	XP_036499535.1
OG0003471	XP_060428289.1	XP_036499277.1
OG0003472	XP_060428288.1	XP_036500732.1
OG0003473	XP_060428287.1	XP_036500293.1
OG0003474	XP_060428284.1	XP_036500296.1
OG0003475	XP_060428283.1	XP_036499344.1
OG0003476	XP_060428280.1	XP_036499343.1
OG0003477	XP_060428279.1	XP_036499340.1
OG0003478	XP_060428278.1	XP_036499384.1
OG0003479	XP_060428277.1	XP_036499383.1
OG0003480	XP_060421271.1, XP_060428276.1	XP_036499382.1
OG0003481	XP_060424041.1	XP_036499385.1
OG0003482	XP_060424042.1	XP_036499342.1
OG0003483	XP_060424046.1	XP_036499123.1
OG0003484	XP_060424047.1	XP_036499122.1
OG0003485	XP_060424048.1	XP_036499749.1
OG0003486	XP_060424049.1	XP_036499697.1
OG0003487	XP_060424050.1	XP_036499696.1
OG0003488	XP_060424051.1	XP_036499699.1
OG0003489	XP_060424053.1	XP_036499698.1
OG0003490	XP_060433465.1	XP_036498989.1
OG0003491	XP_060433466.1	XP_036498988.1
OG0003492	XP_060433467.1	XP_036498985.1
OG0003493	XP_060433468.1	XP_036498987.1
OG0003494	XP_060433470.1	XP_036498986.1
OG0003495	XP_060433473.1	XP_036498981.1
OG0003496	XP_060433474.1	XP_036498980.1
OG0003497	XP_060433475.1	XP_036498983.1
OG0003498	XP_060433477.1	XP_036498982.1
OG0003499	XP_060433478.1	XP_036499915.1
OG0003500	XP_060433480.1	XP_036499909.1
OG0003501	XP_060433482.1	XP_036499907.1
OG0003502	XP_060433483.1	XP_036499908.1
OG0003503	XP_060433484.1	XP_036499913.1
OG0003504	XP_060433486.1	XP_036499914.1
OG0003505	XP_060433487.1	XP_036499911.1
OG0003506	XP_060433489.1	XP_036500875.1
OG0003507	XP_060433492.1	XP_036500860.1
OG0003508	XP_060433495.1	XP_036500880.1
OG0003509	XP_060433498.1	XP_036500878.1
OG0003510	XP_060433501.1	XP_036499845.1
OG0003511	XP_060433502.1	XP_036499846.1
OG0003512	XP_060433505.1	XP_036499852.1
OG0003513	XP_060433506.1	XP_036499853.1
OG0003514	XP_060433507.1	XP_036499847.1
OG0003515	XP_060433508.1	XP_036499848.1
OG0003516	XP_060433509.1	XP_036499849.1
OG0003517	XP_060433513.1	XP_036500813.1
OG0003518	XP_060433515.1	XP_036500815.1
OG0003519	XP_060433516.1	XP_036500817.1
OG0003520	XP_060433519.1	XP_036500818.1
OG0003521	XP_060433520.1	XP_036500819.1
OG0003522	XP_060433521.1	XP_036500822.1
OG0003523	XP_060433522.1	XP_036500821.1
OG0003524	XP_060433523.1	XP_036499793.1
OG0003525	XP_060433524.1	XP_036499794.1
OG0003526	XP_060433525.1	XP_036499792.1
OG0003527	XP_060433526.1	XP_036499789.1
OG0003528	XP_060433527.1	XP_036499790.1
OG0003529	XP_060433530.1	XP_036499786.1
OG0003530	XP_060433536.1	XP_036500159.1
OG0003531	XP_060433537.1	XP_036500160.1
OG0003532	XP_060433540.1	XP_036500162.1
OG0003533	XP_060433542.1	XP_036499727.1
OG0003534	XP_060433543.1	XP_036499726.1
OG0003535	XP_060433544.1	XP_036499725.1
OG0003536	XP_060433545.1	XP_036499724.1
OG0003537	XP_060433547.1	XP_036499722.1
OG0003538	XP_060433550.1	XP_036499720.1
OG0003539	XP_060433551.1	XP_036499728.1
OG0003540	XP_060433552.1	XP_036500757.1
OG0003541	XP_060431259.1	XP_036496682.1
OG0003542	XP_060431258.1	XP_036496683.1
OG0003543	XP_060431257.1	XP_036496684.1
OG0003544	XP_060431255.1	XP_036496760.1
OG0003545	XP_060431252.1	XP_036496753.1
OG0003546	XP_060431251.1	XP_036496752.1
OG0003547	XP_060431250.1	XP_036495908.1
OG0003548	XP_060431249.1	XP_036495909.1
OG0003549	XP_060431246.1	XP_036495904.1
OG0003550	XP_060431245.1	XP_036495949.1
OG0003551	XP_060431244.1	XP_036495902.1
OG0003552	XP_060431241.1	XP_036495911.1
OG0003553	XP_060431240.1	XP_036496688.1
OG0003554	XP_060431238.1	XP_036496685.1
OG0003555	XP_060431237.1	XP_036496686.1
OG0003556	XP_060431236.1	XP_036496687.1
OG0003557	XP_060431232.1	XP_036495600.1
OG0003558	XP_060431228.1	XP_036495970.1
OG0003559	XP_060431226.1	XP_036495967.1
OG0003560	XP_060431225.1	XP_036495966.1
OG0003561	XP_060431223.1	XP_036495965.1
OG0003562	XP_060431220.1	XP_036495963.1
OG0003563	XP_060431219.1	XP_036495962.1
OG0003564	XP_060431218.1	XP_036496831.1
OG0003565	XP_060431217.1	XP_036496832.1
OG0003566	XP_060431216.1	XP_036496827.1
OG0003567	XP_060431215.1	XP_036496828.1
OG0003568	XP_060431214.1	XP_036496829.1
OG0003569	XP_060431213.1	XP_036496830.1
OG0003570	XP_060431212.1	XP_036496823.1
OG0003572	XP_060431211.1	XP_036496826.1
OG0003573	XP_060431207.1	XP_036496063.1
OG0003575	XP_060431205.1	XP_036496065.1
OG0003576	XP_060431198.1	XP_036496902.1
OG0003577	XP_060431197.1	XP_036495262.1
OG0003578	XP_060431195.1	XP_036496901.1
OG0003579	XP_060436578.1	XP_036490262.1
OG0003580	XP_060436580.1	XP_036491283.1
OG0003581	XP_060436581.1	XP_036490888.1
OG0003582	XP_060436582.1	XP_036491189.1
OG0003583	XP_060436584.1	XP_036490919.1
OG0003584	XP_060436585.1	XP_036490151.1
OG0003585	XP_060436587.1	XP_036490917.1
OG0003586	XP_060436588.1	XP_036490918.1
OG0003587	XP_060436598.1	XP_036490660.1
OG0003588	XP_060436607.1	XP_036491280.1
OG0003589	XP_060436608.1	XP_036491200.1
OG0003590	XP_060436609.1	XP_036491196.1
OG0003591	XP_060436610.1	XP_036491197.1
OG0003592	XP_060436611.1	XP_036491195.1
OG0003593	XP_060436612.1	XP_036490823.1
OG0003594	XP_060436613.1	XP_036491199.1
OG0003595	XP_060436617.1	XP_036490214.1
OG0003596	XP_060436618.1	XP_036491057.1
OG0003597	XP_060436631.1	XP_036491009.1
OG0003598	XP_060436632.1	XP_036490465.1
OG0003599	XP_060436635.1	XP_036491024.1
OG0003600	XP_060436636.1	XP_036491001.1
OG0003601	XP_060436637.1	XP_036490252.1
OG0003602	XP_060436638.1	XP_036490250.1
OG0003603	XP_060436645.1	XP_036490254.1
OG0003604	XP_060436649.1	XP_036495821.1
OG0003605	XP_060436652.1	XP_036491298.1
OG0003606	XP_060436653.1	XP_036491299.1
OG0003607	XP_060436654.1	XP_036491300.1
OG0003608	XP_060436656.1	XP_036491301.1
OG0003609	XP_060436657.1	XP_036491302.1
OG0003610	XP_060436658.1	XP_036490588.1
OG0003611	XP_060436660.1	XP_036490864.1
OG0003612	XP_060436661.1	XP_036500345.1
OG0003613	XP_060436663.1	XP_036491296.1
OG0003614	XP_060436665.1	XP_036490190.1
OG0003615	XP_060436669.1	XP_036490797.1
OG0003616	XP_060436674.1	XP_036490174.1
OG0003617	XP_060436675.1	XP_036490175.1
OG0003618	XP_060436677.1	XP_036490319.1
OG0003619	XP_060436678.1	XP_036490322.1
OG0003620	XP_060436679.1	XP_036490312.1
OG0003621	XP_060435495.1	XP_036497105.1
OG0003622	XP_060435494.1	XP_036497110.1
OG0003623	XP_060435493.1	XP_036497111.1
OG0003624	XP_060435491.1	XP_036497108.1
OG0003625	XP_060435490.1	XP_036497109.1
OG0003626	XP_060435489.1	XP_036497102.1
OG0003627	XP_060435487.1	XP_036498710.1
OG0003628	XP_060435482.1	XP_036498709.1
OG0003629	XP_060435481.1	XP_036498714.1
OG0003630	XP_060435480.1	XP_036498715.1
OG0003631	XP_060435479.1	XP_036498712.1
OG0003632	XP_060435478.1	XP_036498713.1
OG0003633	XP_060435477.1	XP_036498718.1
OG0003634	XP_060435476.1	XP_036497694.1
OG0003635	XP_060435475.1	XP_036497693.1
OG0003636	XP_060435474.1	XP_036497696.1
OG0003637	XP_060435473.1	XP_036497695.1
OG0003638	XP_060435470.1	XP_036497698.1
OG0003639	XP_060435469.1	XP_036497691.1
OG0003640	XP_060435468.1	XP_036497692.1
OG0003641	XP_060435464.1	XP_036498625.1
OG0003642	XP_060435462.1	XP_036498627.1
OG0003643	XP_060435461.1	XP_036498628.1
OG0003644	XP_060435460.1	XP_036498629.1
OG0003645	XP_060435458.1	XP_036498630.1
OG0003646	XP_060435456.1	XP_036498631.1
OG0003647	XP_060435455.1	XP_036498621.1
OG0003648	XP_060435453.1	XP_036498622.1
OG0003649	XP_060435448.1	XP_036497610.1
OG0003650	XP_060435446.1	XP_036497608.1
OG0003651	XP_060435445.1	XP_036497614.1
OG0003652	XP_060435444.1	XP_036497613.1
OG0003653	XP_060435443.1	XP_036497612.1
OG0003654	XP_060435442.1	XP_036497607.1
OG0003655	XP_060435441.1	XP_036497606.1
OG0003656	XP_060435439.1	XP_036498550.1
OG0003657	XP_060435438.1	XP_036498547.1
OG0003658	XP_060435436.1	XP_036498548.1
OG0003659	XP_060435435.1	XP_036498545.1
OG0003660	XP_060435433.1	XP_036498546.1
OG0003661	XP_060435431.1	XP_036498544.1
OG0003662	XP_060435430.1	XP_036498541.1
OG0003663	XP_060435429.1	XP_036498542.1
OG0003664	XP_060435427.1	XP_036497554.1
OG0003665	XP_060435426.1	XP_036497557.1
OG0003666	XP_060435425.1	XP_036497556.1
OG0003667	XP_060435424.1	XP_036497559.1
OG0003668	XP_060435423.1	XP_036497558.1
OG0003670	XP_060435417.1	XP_036497560.1
OG0003671	XP_060435415.1	XP_036497563.1
OG0003672	XP_060435414.1	XP_036497562.1
OG0003673	XP_060435411.1	XP_036498489.1
OG0003674	XP_060435410.1	XP_036498490.1
OG0003675	XP_060435409.1	XP_036498483.1
OG0003676	XP_060422971.1	XP_036495169.1
OG0003677	XP_060422972.1	XP_036494901.1
OG0003678	XP_060422973.1	XP_036494875.1
OG0003679	XP_060422974.1	XP_036494873.1
OG0003680	XP_060422975.1	XP_036494838.1
OG0003681	XP_060422976.1	XP_036494870.1
OG0003682	XP_060422977.1	XP_036494871.1
OG0003683	XP_060422979.1	XP_036494794.1
OG0003684	XP_060422980.1	XP_036501379.1
OG0003685	XP_060422982.1	XP_036494811.1
OG0003686	XP_060422983.1	XP_036494606.1
OG0003687	XP_060422984.1	XP_036494607.1
OG0003688	XP_060422985.1	XP_036493961.1
OG0003689	XP_060422986.1	XP_036493963.1
OG0003690	XP_060422987.1	XP_036493962.1
OG0003691	XP_060422989.1	XP_036494256.1
OG0003692	XP_060422990.1	XP_036494260.1
OG0003693	XP_060422991.1	XP_036494258.1
OG0003694	XP_060422992.1	XP_036495062.1
OG0003695	XP_060422995.1	XP_036494228.1
OG0003696	XP_060425473.1	XP_036494010.1
OG0003697	XP_060425472.1	XP_036494012.1
OG0003699	XP_060425457.1	XP_036495178.1
OG0003700	XP_060425455.1	XP_036494495.1
OG0003701	XP_060425452.1	XP_036494743.1
OG0003702	XP_060425450.1	XP_036494741.1
OG0003703	XP_060425448.1	XP_036494492.1
OG0003704	XP_060425446.1	XP_036494487.1
OG0003705	XP_060425445.1	XP_036495180.1
OG0003706	XP_060425444.1	XP_036494485.1
OG0003707	XP_060425439.1	XP_036494953.1
OG0003708	XP_060425438.1	XP_036494855.1
OG0003709	XP_060425437.1	XP_036494857.1
OG0003710	XP_060425436.1	XP_036494288.1
OG0003711	XP_060425435.1	XP_036494948.1
OG0003712	XP_060425433.1	XP_036494952.1
OG0003713	XP_060425431.1	XP_036494368.1
OG0003714	XP_060425428.1	XP_036494815.1
OG0003715	XP_060425425.1	XP_036494165.1
OG0003716	XP_060425423.1	XP_036495010.1
OG0003717	XP_060425422.1	XP_036495013.1
OG0003718	XP_060431978.1	XP_036493474.1
OG0003719	XP_060431975.1	XP_036493473.1
OG0003720	XP_060431973.1	XP_036493477.1
OG0003721	XP_060431972.1	XP_036493476.1
OG0003722	XP_060431971.1	XP_036493479.1
OG0003723	XP_060431970.1	XP_036493478.1
OG0003724	XP_060431968.1	XP_036492845.1
OG0003725	XP_060431967.1	XP_036492710.1
OG0003726	XP_060431966.1	XP_036492711.1
OG0003727	XP_060431965.1	XP_036492712.1
OG0003728	XP_060431963.1	XP_036492713.1
OG0003729	XP_060431962.1	XP_036492714.1
OG0003730	XP_060431961.1	XP_036492715.1
OG0003731	XP_060431959.1	XP_036492716.1
OG0003732	XP_060431958.1	XP_036493424.1
OG0003733	XP_060431957.1	XP_036493423.1
OG0003734	XP_060431956.1	XP_036493514.1
OG0003735	XP_060431951.1	XP_036493416.1
OG0003736	XP_060431949.1	XP_036493422.1
OG0003737	XP_060431944.1	XP_036493421.1
OG0003738	XP_060431941.1	XP_036493420.1
OG0003739	XP_060431928.1	XP_036492799.1
OG0003740	XP_060431927.1	XP_036492800.1
OG0003741	XP_060431925.1	XP_036492832.1
OG0003742	XP_060431922.1	XP_036492797.1
OG0003743	XP_060431921.1	XP_036492796.1
OG0003744	XP_060431920.1	XP_036492652.1
OG0003745	XP_060431919.1	XP_036492830.1
OG0003746	XP_060431918.1	XP_036492801.1
OG0003747	XP_060431917.1	XP_036492804.1
OG0003748	XP_060431915.1	XP_036492705.1
OG0003749	XP_060431914.1	XP_036492729.1
OG0003750	XP_060431913.1	XP_036492708.1
OG0003751	XP_060431912.1	XP_036492709.1
OG0003752	XP_060431911.1	XP_036492706.1
OG0003753	XP_060431906.1	XP_036492707.1
OG0003754	XP_060431905.1	XP_036493641.1
OG0003755	XP_060431904.1	XP_036493640.1
OG0003756	XP_060431903.1	XP_036493645.1
OG0003757	XP_060431902.1	XP_036493644.1
OG0003758	XP_060431901.1	XP_036493643.1
OG0003759	XP_060431899.1	XP_036493649.1
OG0003760	XP_060431898.1	XP_036493648.1
OG0003761	XP_060431897.1	XP_036493647.1
OG0003762	XP_060431896.1	XP_036493646.1
OG0003763	XP_060431894.1	XP_036492950.1
OG0003764	XP_060431893.1	XP_036492951.1
OG0003765	XP_060431892.1	XP_036492952.1
OG0003766	XP_060431891.1	XP_036492953.1
OG0003767	XP_060431889.1	XP_036492955.1
OG0003768	XP_060429291.1	XP_036489087.1
OG0003769	XP_060429289.1	XP_036489920.1
OG0003770	XP_060429288.1	XP_036489080.1
OG0003771	XP_060429283.1	XP_036489085.1
OG0003772	XP_060429282.1	XP_036489082.1
OG0003773	XP_060429281.1	XP_036488405.1
OG0003774	XP_060429280.1	XP_036489670.1
OG0003775	XP_060429279.1	XP_036489664.1
OG0003776	XP_060429277.1	XP_036489663.1
OG0003777	XP_060429275.1	XP_036489665.1
OG0003778	XP_060429274.1	XP_036489746.1
OG0003779	XP_060429273.1	XP_036490052.1
OG0003780	XP_060429272.1	XP_036490047.1
OG0003781	XP_060429269.1	XP_036490049.1
OG0003782	XP_060429268.1	XP_036490050.1
OG0003783	XP_060429267.1	XP_036489625.1
OG0003784	XP_060429266.1	XP_036490051.1
OG0003785	XP_060429265.1	XP_036489323.1
OG0003786	XP_060429261.1	XP_036489525.1
OG0003787	XP_060429258.1	XP_036490106.1
OG0003788	XP_060429257.1	XP_036490105.1
OG0003789	XP_060429254.1	XP_036490108.1
OG0003790	XP_060429253.1	XP_036490107.1
OG0003791	XP_060429252.1	XP_036490109.1
OG0003792	XP_060429251.1	XP_036489958.1
OG0003793	XP_060429249.1	XP_036489523.1
OG0003794	XP_060429244.1	XP_036500312.1
OG0003795	XP_060429243.1	XP_036490104.1
OG0003796	XP_060429242.1	XP_036498305.1
OG0003797	XP_060429241.1	XP_036490102.1
OG0003798	XP_060429240.1	XP_036497682.1
OG0003799	XP_060429237.1	XP_036489576.1
OG0003800	XP_060429235.1	XP_036489575.1
OG0003801	XP_060429233.1	XP_036489577.1
OG0003802	XP_060429232.1	XP_036489579.1
OG0003803	XP_060429231.1	XP_036489578.1
OG0003805	XP_060429226.1	XP_036490083.1
