Orthogroup	Colletotrichum_siamense	Colletotrichum_fructicola
OG0003012	XP_036498203.1	XP_031881039.1
OG0003013	XP_036498202.1	XP_031881065.1
OG0003014	XP_036498199.1	XP_031881066.1
OG0003015	XP_036497238.1	XP_031881070.2
OG0003016	XP_036495156.1	XP_031879058.1
OG0003017	XP_036495155.1	XP_031879108.1
OG0003018	XP_036497245.1	XP_031881028.1
OG0003019	XP_036497242.1	XP_031881007.1
OG0003020	XP_036497311.1	XP_031881102.1
OG0003021	XP_036497313.1	XP_031881002.1
OG0003022	XP_036490464.1	XP_031881586.1
OG0003023	XP_036490463.1	XP_031881585.1
OG0003024	XP_036497584.1	XP_031881097.1
OG0003025	XP_036498081.1	XP_031881021.1
OG0003026	XP_036497583.1	XP_031881017.1
OG0003027	XP_036497582.1	XP_031881018.1
OG0003028	XP_036497119.1	XP_031880984.1
OG0003029	XP_036498079.1	XP_031881105.1
OG0003030	XP_036498086.1	XP_031881079.1
OG0003031	XP_036498084.1	XP_031881112.1
OG0003032	XP_036498087.1	XP_031881111.1
OG0003033	XP_036497114.1	XP_031880985.1
OG0003034	XP_036491621.1	XP_031889739.2
OG0003035	XP_036491863.1	XP_031889778.2
OG0003036	XP_036492329.1	XP_031889896.1
OG0003037	XP_036492237.1	XP_031889543.1
OG0003038	XP_036492240.1	XP_031889545.1
OG0003039	XP_036491980.1	XP_031889656.1
OG0003040	XP_036491977.1	XP_031889804.1
OG0003041	XP_036492517.1	XP_031889809.1
OG0003042	XP_036492519.1	XP_031889810.1
OG0003043	XP_036492391.1	XP_031889881.1
OG0003044	XP_036492395.1	XP_031889665.1
OG0003045	XP_036491401.1	XP_031889862.1
OG0003046	XP_036497310.1	XP_066009583.1
OG0003047	XP_036491403.1	XP_031889870.1
OG0003048	XP_036491402.1	XP_031889635.1
OG0003049	XP_036491397.1	XP_031889634.1
OG0003050	XP_036491396.1	XP_031889633.1
OG0003051	XP_036491399.1	XP_031889632.2
OG0003052	XP_036491398.1	XP_031889639.1
OG0003053	XP_036492030.1	XP_031889638.1
OG0003054	XP_036492031.1	XP_031889637.1
OG0003055	XP_036491680.1	XP_066008045.1
OG0003056	XP_036492027.1	XP_031889846.1
OG0003057	XP_036491358.1	XP_066007920.1
OG0003058	XP_036491366.1	XP_031889845.1
OG0003059	XP_036491365.1	XP_031889620.2
OG0003060	XP_036491999.1	XP_031889828.1
OG0003061	XP_036491998.1	XP_031889827.1
OG0003062	XP_036491992.1	XP_031889614.1
OG0003063	XP_036500476.1	XP_031878285.1
OG0003064	XP_036501168.1	XP_031878177.1
OG0003065	XP_036501169.1	XP_031878176.1
OG0003066	XP_036501160.1	XP_031878215.1
OG0003067	XP_036501161.1	XP_031878246.1
OG0003068	XP_036492431.1	XP_031890073.1
OG0003069	XP_036501026.1	XP_031877396.1
OG0003070	XP_036501025.1	XP_031877395.2
OG0003071	XP_036502028.1	XP_031877382.1
OG0003072	XP_036502029.1	XP_031877388.1
OG0003073	XP_036489677.1	XP_031878081.1
OG0003074	XP_036502035.1	XP_031877406.1
OG0003075	XP_036502034.1	XP_031877381.1
OG0003076	XP_036502033.1	XP_031877385.1
OG0003077	XP_036502032.1	XP_031877386.1
OG0003078	XP_036500980.1	XP_031877383.1
OG0003079	XP_036500979.1	XP_031877384.1
OG0003080	XP_036500986.1	XP_031877421.1
OG0003081	XP_036500985.1	XP_031877414.1
OG0003082	XP_036500988.1	XP_031877413.1
OG0003083	XP_036502380.1	XP_031886497.1
OG0003084	XP_036502120.1	XP_031886498.2
OG0003085	XP_036502378.1	XP_031886495.1
OG0003086	XP_036502119.1	XP_031886496.1
OG0003087	XP_036502114.1	XP_066009720.1
OG0003088	XP_036501180.1	XP_031886426.1
OG0003089	XP_036502623.1	XP_031886257.1
OG0003090	XP_036501050.1	XP_031886472.1
OG0003091	XP_036501051.1	XP_031886473.1
OG0003092	XP_036501944.1	XP_031886474.1
OG0003093	XP_036501943.1	XP_031886475.2
OG0003094	XP_036501945.1	XP_066009752.1
OG0003096	XP_036494144.1	XP_031878746.1
OG0003097	XP_036494342.1	XP_031878751.1
OG0003098	XP_036489086.1	XP_031889489.1
OG0003099	XP_036489631.1	XP_031889434.2
OG0003100	XP_036490022.1	XP_031889436.1
OG0003101	XP_036489632.1	XP_031889437.1
OG0003102	XP_036489492.1	XP_031889281.1
OG0003103	XP_036490006.1	XP_031889433.1
OG0003104	XP_036489627.1	XP_031889430.1
OG0003105	XP_036489027.1	XP_031889092.1
OG0003106	XP_036489026.1	XP_031889147.1
OG0003107	XP_036489032.1	XP_031889148.2
OG0003108	XP_036489031.1	XP_031889144.1
OG0003109	XP_036489029.1	XP_031889091.1
OG0003110	XP_036489131.1	XP_031889412.1
OG0003111	XP_036489025.1	XP_031889143.1
OG0003112	XP_036489375.1	XP_031889090.1
OG0003113	XP_036489192.1	XP_031889086.1
OG0003114	XP_036489373.1	XP_031889085.1
OG0003115	XP_036489374.1	XP_031889084.2
OG0003116	XP_036489371.1	XP_031889336.1
OG0003117	XP_036489372.1	XP_031889087.1
OG0003118	XP_036489370.1	XP_031889335.1
OG0003119	XP_036489162.1	XP_031889334.1
OG0003120	XP_036489376.1	XP_031889089.1
OG0003121	XP_036489377.1	XP_031889180.1
OG0003122	XP_036489933.1	XP_066009253.1
OG0003123	XP_036489935.1	XP_031889182.1
OG0003124	XP_036489934.1	XP_031889183.1
OG0003125	XP_036489936.1	XP_066009284.1
OG0003126	XP_036489023.1	XP_031875674.1
OG0003127	XP_036489937.1	XP_031875677.1
OG0003128	XP_036489839.1	XP_066009225.1
OG0003129	XP_036489034.1	XP_031875676.1
OG0003130	XP_036495437.1	XP_031892120.1
OG0003131	XP_036492026.1	XP_031889849.1
OG0003132	XP_036499511.1	XP_031878299.1
OG0003133	XP_036500403.1	XP_031878303.1
OG0003134	XP_036499451.1	XP_031878351.1
OG0003135	XP_036499732.1	XP_031878350.1
OG0003136	XP_036499442.1	XP_031878355.1
OG0003137	XP_036499443.1	XP_031878298.1
OG0003138	XP_036499444.1	XP_031878353.2
OG0003139	XP_036499446.1	XP_031878352.1
OG0003140	XP_036500547.1	XP_031878325.1
OG0003141	XP_036500546.1	XP_031878328.1
OG0003142	XP_036500545.1	XP_066009707.1
OG0003143	XP_036495105.1	XP_031890316.1
OG0003144	XP_036495104.1	XP_031890317.1
OG0003145	XP_036500552.1	XP_031878332.1
OG0003146	XP_036499458.1	XP_031878331.1
OG0003147	XP_036499457.1	XP_031878270.1
OG0003149	XP_036494047.1	XP_031879015.1
OG0003150	XP_036500409.1	XP_031876468.2
OG0003151	XP_036500408.1	XP_031876470.1
OG0003152	XP_036499372.1	XP_031876467.1
OG0003153	XP_036500485.1	XP_031878318.1
OG0003154	XP_036500482.1	XP_031878309.1
OG0003155	XP_036500488.1	XP_031878315.1
OG0003156	XP_036500487.1	XP_031878321.1
OG0003157	XP_036500410.1	XP_031876461.1
OG0003158	XP_036500414.1	XP_066009904.1
OG0003159	XP_036500405.1	XP_031876484.1
OG0003160	XP_036499327.1	XP_031876479.1
OG0003161	XP_036491450.1	XP_031884485.1
OG0003162	XP_036496294.1	XP_031891925.1
OG0003163	XP_036496287.1	XP_031891926.1
OG0003164	XP_036495514.1	XP_066008602.1
OG0003165	XP_036496468.1	XP_066008803.1
OG0003166	XP_036496469.1	XP_031892154.1
OG0003167	XP_036496166.1	XP_031892039.1
OG0003168	XP_036495400.1	XP_031892040.1
OG0003169	XP_036495392.1	XP_031891993.1
OG0003170	XP_036495393.1	XP_066008872.1
OG0003171	XP_036496160.1	XP_066008607.1
OG0003172	XP_036496165.1	XP_031891995.1
OG0003173	XP_036496163.1	XP_031892042.2
OG0003174	XP_036496164.1	XP_031891994.2
OG0003175	XP_036495503.1	XP_031892073.1
OG0003176	XP_036500313.1	XP_031885918.1
OG0003177	XP_036495406.1	XP_031892278.1
OG0003178	XP_036496298.1	XP_031891888.1
OG0003179	XP_036496297.1	XP_031891893.1
OG0003180	XP_036496305.1	XP_031891705.1
OG0003181	XP_036496304.1	XP_031891707.2
OG0003182	XP_036496303.1	XP_031891709.1
OG0003183	XP_036496302.1	XP_066008710.1
OG0003184	XP_036496242.1	XP_031892011.1
OG0003185	XP_036495346.1	XP_031892006.1
OG0003186	XP_036495349.1	XP_031892007.1
OG0003187	XP_036495348.1	XP_031892012.1
OG0003188	XP_036495351.1	XP_031891667.2
OG0003189	XP_036495350.1	XP_031891666.1
OG0003190	XP_036495353.1	XP_031891665.1
OG0003191	XP_036495342.1	XP_031892258.1
OG0003192	XP_036495343.1	XP_031892255.1
OG0003193	XP_036495273.1	XP_031892256.1
OG0003194	XP_036495347.1	XP_031892005.1
OG0003195	XP_036495344.1	XP_031892253.1
OG0003196	XP_036495274.1	XP_031891951.2
OG0003197	XP_036495345.1	XP_031891950.1
OG0003198	XP_036502290.1	XP_031882724.2
OG0003199	XP_036502289.1	XP_031882723.1
OG0003200	XP_036502288.1	XP_031882718.1
OG0003201	XP_036501263.1	XP_066009940.1
OG0003202	XP_036501264.1	XP_031882720.1
OG0003203	XP_036501259.1	XP_031882719.1
OG0003204	XP_036501260.1	XP_031882716.1
OG0003205	XP_036501262.1	XP_031882925.2
OG0003206	XP_036501255.1	XP_031882923.1
OG0003207	XP_036501256.1	XP_031882924.1
OG0003208	XP_036501257.1	XP_031882920.1
OG0003209	XP_036501258.1	XP_031882785.1
OG0003210	XP_036502359.1	XP_031882784.1
OG0003211	XP_036502365.1	XP_031882783.1
OG0003212	XP_036502358.1	XP_066009712.1
OG0003213	XP_036502364.1	XP_031882831.2
OG0003214	XP_036502367.1	XP_031882738.1
OG0003215	XP_036502366.1	XP_031882737.1
OG0003216	XP_036502363.1	XP_031882834.1
OG0003217	XP_036502362.1	XP_031882734.1
OG0003218	XP_036501347.1	XP_031882732.2
OG0003219	XP_036501348.1	XP_031882741.1
OG0003220	XP_036501352.1	XP_031882837.1
OG0003221	XP_036501350.1	XP_031882838.1
OG0003222	XP_036501355.1	XP_031882840.1
OG0003223	XP_036502646.1	XP_031888525.1
OG0003224	XP_036502642.1	XP_031888523.1
OG0003225	XP_036502643.1	XP_031888524.1
OG0003226	XP_036502644.1	XP_031888521.1
OG0003227	XP_036502645.1	XP_031888522.1
OG0003228	XP_036502638.1	XP_031888529.1
OG0003229	XP_036502639.1	XP_031888530.1
OG0003230	XP_036502640.1	XP_031888322.1
OG0003231	XP_036502641.1	XP_031888324.1
OG0003232	XP_036501860.1	XP_031888323.1
OG0003233	XP_036501859.1	XP_031888318.1
OG0003234	XP_036501862.1	XP_066009823.1
OG0003235	XP_036501863.1	XP_066010009.1
OG0003236	XP_036501868.1	XP_031888566.1
OG0003237	XP_036502856.1	XP_031888568.2
OG0003238	XP_036502857.1	XP_031888570.1
OG0003239	XP_036502854.1	XP_031888571.1
OG0003240	XP_036502855.1	XP_031888572.1
OG0003241	XP_036502852.1	XP_031888573.1
OG0003242	XP_036502853.1	XP_031888575.1
OG0003243	XP_036502848.1	XP_031888375.1
OG0003244	XP_036502849.1	XP_031888374.1
OG0003245	XP_036501796.1	XP_031888373.1
OG0003246	XP_036501795.1	XP_031888372.1
OG0003247	XP_036501790.1	XP_031888371.1
OG0003248	XP_036501788.1	XP_031888369.1
OG0003249	XP_036501787.1	XP_031888378.1
OG0003250	XP_036501793.1	XP_031888555.1
OG0003251	XP_036501792.1	XP_031888556.1
OG0003252	XP_036490526.1	XP_031891300.2
OG0003253	XP_036490527.1	XP_031891297.1
OG0003254	XP_036490524.1	XP_066008108.1
OG0003255	XP_036490525.1	XP_031891295.2
OG0003256	XP_036491228.1	XP_031891293.1
OG0003257	XP_036491126.1	XP_031891260.1
OG0003258	XP_036491123.1	XP_031891543.1
OG0003259	XP_036491124.1	XP_031891544.1
OG0003260	XP_036496375.1	XP_031891686.1
OG0003261	XP_036491127.1	XP_031891548.1
OG0003262	XP_036490535.1	XP_066008107.1
OG0003263	XP_036490539.1	XP_031891552.1
OG0003264	XP_036490536.1	XP_031891546.1
OG0003265	XP_036490537.1	XP_031891545.1
OG0003266	XP_036491097.1	XP_031891334.1
OG0003267	XP_036490912.1	XP_031891331.1
OG0003268	XP_036491106.1	XP_031891330.1
OG0003269	XP_036491190.1	XP_031891595.1
OG0003270	XP_036490910.1	XP_031891599.1
OG0003271	XP_036490836.1	XP_031891603.1
OG0003272	XP_036490833.1	XP_031891600.1
OG0003273	XP_036490834.1	XP_031891601.1
OG0003274	XP_036490012.1	XP_031888263.1
OG0003275	XP_036490803.1	XP_031891345.1
OG0003276	XP_036490699.1	XP_031891343.1
OG0003277	XP_036490697.1	XP_031891514.1
OG0003278	XP_036490223.1	XP_066008205.1
OG0003279	XP_036490695.1	XP_031891520.1
OG0003280	XP_036491122.1	XP_031891268.1
OG0003281	XP_036494530.1	XP_031878738.1
OG0003282	XP_036490176.1	XP_031891263.1
OG0003283	XP_036490872.1	XP_031891586.2
OG0003284	XP_036490205.1	XP_031891333.1
OG0003285	XP_036491056.1	XP_031891332.1
OG0003286	XP_036490667.1	XP_031876006.1
OG0003287	XP_036490666.1	XP_031877725.1
OG0003288	XP_036490668.1	XP_031877721.1
OG0003289	XP_036490671.1	XP_031877722.1
OG0003290	XP_036490838.1	XP_031877730.1
OG0003291	XP_036491250.1	XP_031877728.1
OG0003292	XP_036491251.1	XP_031877723.1
OG0003293	XP_036491248.1	XP_031877724.1
OG0003294	XP_036491249.1	XP_031877700.1
OG0003295	XP_036490948.1	XP_031877698.1
OG0003296	XP_036491246.1	XP_031877697.1
OG0003297	XP_036490946.1	XP_031877702.1
OG0003298	XP_036490949.1	XP_031877708.1
OG0003299	XP_036490853.1	XP_066008286.1
OG0003300	XP_036490852.1	XP_031877715.1
OG0003301	XP_036490908.1	XP_031877707.1
OG0003302	XP_036490851.1	XP_031877737.1
OG0003303	XP_036491081.1	XP_031877738.1
OG0003304	XP_036490856.1	XP_066008142.1
OG0003305	XP_036490290.1	XP_031877696.1
OG0003306	XP_036490291.1	XP_066008296.1
OG0003307	XP_036490162.1	XP_031892541.1
OG0003308	XP_036490951.1	XP_031892759.1
OG0003309	XP_036490643.1	XP_031892752.1
OG0003310	XP_036490286.1	XP_031892754.1
OG0003311	XP_036490284.1	XP_031892755.1
OG0003312	XP_036490282.1	XP_066008208.1
OG0003313	XP_036490281.1	XP_031892446.1
OG0003314	XP_036490280.1	XP_031892447.1
OG0003315	XP_036490283.1	XP_031892444.1
OG0003316	XP_036490341.1	XP_031892451.1
OG0003317	XP_036490844.1	XP_031892450.1
OG0003318	XP_036490886.1	XP_031892736.1
OG0003319	XP_036490845.1	XP_031892737.2
OG0003320	XP_036490887.1	XP_031892730.1
OG0003321	XP_036490846.1	XP_031892728.1
OG0003322	XP_036490921.1	XP_031892734.1
OG0003323	XP_036490847.1	XP_031892732.1
OG0003324	XP_036490923.1	XP_031892733.1
OG0003325	XP_036490848.1	XP_031892546.1
OG0003326	XP_036490244.1	XP_031892498.1
OG0003327	XP_036490236.1	XP_031892490.1
OG0003328	XP_036490243.1	XP_031892491.2
OG0003329	XP_036490930.1	XP_031892301.1
OG0003330	XP_036490924.1	XP_066008301.1
OG0003331	XP_036490649.1	XP_031892496.1
OG0003332	XP_036490647.1	XP_031892760.1
OG0003333	XP_036490955.1	XP_031892756.1
OG0003334	XP_036490645.1	XP_031892757.1
OG0003335	XP_036490953.1	XP_031892758.1
OG0003336	XP_036490387.1	XP_031892618.1
OG0003337	XP_036490386.1	XP_031892623.1
OG0003338	XP_036490383.1	XP_031892624.1
OG0003339	XP_036490382.1	XP_031892621.1
OG0003340	XP_036490385.1	XP_031892622.1
OG0003341	XP_036490380.1	XP_031892626.1
OG0003342	XP_036490379.1	XP_031892345.1
OG0003343	XP_036490335.1	XP_031892347.1
OG0003344	XP_036490381.1	XP_031892348.1
OG0003345	XP_036490894.1	XP_031892351.1
OG0003346	XP_036490306.1	XP_066008264.1
OG0003347	XP_036490875.1	XP_031891594.1
OG0003348	XP_036490507.1	XP_031891588.1
OG0003349	XP_036491202.1	XP_031876021.1
OG0003350	XP_036491205.1	XP_066008183.1
OG0003351	XP_036491204.1	XP_031876009.1
OG0003352	XP_036491203.1	XP_031876008.1
OG0003353	XP_036491209.1	XP_031876025.1
OG0003354	XP_036491208.1	XP_066008154.1
OG0003355	XP_036493457.1	XP_031884814.1
OG0003356	XP_036493455.1	XP_031884812.1
OG0003357	XP_036490596.1	XP_031892658.1
OG0003358	XP_036491207.1	XP_031892661.1
OG0003359	XP_036491206.1	XP_031892660.1
OG0003360	XP_036490594.1	XP_031892742.2
OG0003361	XP_036490600.1	XP_066008267.1
OG0003362	XP_036490601.1	XP_031892370.1
OG0003363	XP_036490169.1	XP_031892823.1
OG0003364	XP_036490168.1	XP_031892822.1
OG0003365	XP_036490167.1	XP_031892563.1
OG0003366	XP_036490733.1	XP_031892825.1
OG0003367	XP_036490368.1	XP_031892826.1
OG0003368	XP_036490732.1	XP_031892827.1
OG0003369	XP_036490731.1	XP_031892828.1
OG0003370	XP_036490737.1	XP_031892829.1
OG0003371	XP_036490736.1	XP_066008073.1
OG0003372	XP_036491144.1	XP_031892526.1
OG0003373	XP_036491086.1	XP_031892523.1
OG0003374	XP_036491061.1	XP_066008193.1
OG0003375	XP_036490478.1	XP_066008272.1
OG0003376	XP_036491211.1	XP_031892801.1
OG0003377	XP_036490530.1	XP_031892802.1
OG0003378	XP_036491053.1	XP_066008322.1
OG0003379	XP_036490706.1	XP_031892800.1
OG0003380	XP_036490705.1	XP_031892797.1
OG0003381	XP_036491020.1	XP_031892796.1
OG0003382	XP_036490149.1	XP_066008320.1
OG0003383	XP_036491025.1	XP_066008319.1
OG0003384	XP_036491027.1	XP_031892777.1
OG0003385	XP_036491029.1	XP_031892779.1
OG0003386	XP_036491030.1	XP_031892772.1
OG0003387	XP_036491293.1	XP_031892774.1
OG0003388	XP_036490744.1	XP_031892775.1
OG0003389	XP_036490743.1	XP_031892480.1
OG0003390	XP_036490745.1	XP_031892478.1
OG0003391	XP_036490159.1	XP_031892672.1
OG0003392	XP_036490157.1	XP_031892674.2
OG0003393	XP_036490740.1	XP_031892317.1
OG0003394	XP_036490173.1	XP_031892318.1
OG0003395	XP_036490950.1	XP_031892315.1
OG0003396	XP_036490154.1	XP_031892316.1
OG0003397	XP_036490468.1	XP_031892859.2
OG0003398	XP_036490165.1	XP_031892538.1
OG0003399	XP_036490164.1	XP_031892539.1
OG0003400	XP_036490163.1	XP_031892540.1
OG0003401	XP_036490293.1	XP_031877678.1
OG0003402	XP_036490294.1	XP_031877677.1
OG0003403	XP_036490295.1	XP_031877681.1
OG0003404	XP_036490288.1	XP_031877689.1
OG0003405	XP_036490364.1	XP_031877717.1
OG0003406	XP_036490410.1	XP_031877716.1
OG0003407	XP_036490411.1	XP_031877718.1
OG0003408	XP_036490367.1	XP_031877709.1
OG0003409	XP_036490369.1	XP_031877720.1
OG0003410	XP_036490365.1	XP_031877719.1
OG0003411	XP_036490366.1	XP_031877710.1
OG0003412	XP_036490408.1	XP_066008170.1
OG0003413	XP_036490363.1	XP_031877692.1
OG0003414	XP_036490234.1	XP_031877685.1
OG0003415	XP_036490354.1	XP_031877742.1
OG0003416	XP_036490356.1	XP_031877740.1
OG0003417	XP_036490355.1	XP_031877694.1
OG0003418	XP_036490351.1	XP_031877683.1
OG0003419	XP_036490350.1	XP_031877741.1
OG0003420	XP_036490352.1	XP_066008304.1
OG0003421	XP_036490349.1	XP_031877712.1
OG0003422	XP_036491284.1	XP_031877690.1
OG0003423	XP_036490466.1	XP_031877703.2
OG0003424	XP_036490642.1	XP_031877704.1
OG0003425	XP_036490467.1	XP_031877714.1
OG0003426	XP_036491285.1	XP_066008162.1
OG0003427	XP_036491288.1	XP_031891555.2
OG0003428	XP_036490911.1	XP_066008293.1
OG0003429	XP_036491165.1	XP_031891563.1
OG0003430	XP_036491164.1	XP_031891304.1
OG0003431	XP_036491163.1	XP_031891303.1
OG0003432	XP_036491162.1	XP_031891302.1
OG0003433	XP_036491168.1	XP_031891308.1
OG0003434	XP_036491167.1	XP_031891306.1
OG0003435	XP_036490307.1	XP_031891305.1
OG0003436	XP_036490896.1	XP_031892654.1
OG0003438	XP_036492532.1	XP_031884422.1
OG0003439	XP_036491867.1	XP_031884642.1
OG0003440	XP_036491586.1	XP_031884421.1
OG0003441	XP_036491776.1	XP_031884626.1
OG0003443	XP_036491862.1	XP_031884609.1
OG0003444	XP_036492375.1	XP_031884455.1
OG0003445	XP_036492376.1	XP_031884449.1
OG0003446	XP_036491545.1	XP_031884450.1
OG0003447	XP_036491546.1	XP_031884451.1
OG0003448	XP_036492208.1	XP_031884456.1
OG0003449	XP_036492209.1	XP_031884452.1
OG0003450	XP_036491928.1	XP_031884587.1
OG0003451	XP_036492203.1	XP_031884447.2
OG0003452	XP_036492206.1	XP_031884448.1
OG0003453	XP_036492210.1	XP_031884672.1
OG0003454	XP_036489768.1	XP_031889422.1
OG0003455	XP_036490034.1	XP_031889423.1
OG0003456	XP_036490276.1	XP_031887865.2, XP_031887860.1
OG0003457	XP_036491445.1	XP_031884487.1
OG0003458	XP_036492113.1	XP_066008016.1
OG0003459	XP_036492116.1	XP_031884601.1
OG0003460	XP_036492115.1	XP_031884407.1
OG0003461	XP_036492112.1	XP_031884671.1
OG0003462	XP_036491820.1	XP_031884516.1
OG0003463	XP_036492486.1	XP_031884513.1
OG0003464	XP_036491697.1	XP_031884515.1
OG0003465	XP_036499124.1	XP_031882590.1
OG0003466	XP_036500019.1	XP_066008389.1
OG0003467	XP_036499278.1	XP_031882640.1
OG0003468	XP_036499546.1	XP_031882589.2
OG0003469	XP_036499547.1	XP_066008388.1
OG0003470	XP_036499535.1	XP_031882542.2
OG0003471	XP_036499277.1	XP_066008386.1
OG0003472	XP_036500732.1	XP_031882692.2
OG0003473	XP_036500293.1	XP_031882553.2
OG0003474	XP_036500296.1	XP_031882548.1
OG0003475	XP_036499344.1	XP_031882549.1
OG0003476	XP_036499343.1	XP_031882660.1
OG0003477	XP_036499340.1	XP_031882659.1
OG0003478	XP_036499384.1	XP_031882658.1
OG0003479	XP_036499383.1	XP_066008406.1
OG0003480	XP_036499382.1	XP_031882664.1
OG0003481	XP_036499385.1	XP_031882662.1
OG0003482	XP_036499342.1	XP_031882564.2
OG0003483	XP_036499123.1	XP_031882561.1
OG0003484	XP_036499122.1	XP_031882562.1
OG0003485	XP_036499749.1	XP_031882563.1
OG0003486	XP_036499697.1	XP_031883386.1
OG0003487	XP_036499696.1	XP_031883387.1
OG0003488	XP_036499699.1	XP_031883300.1
OG0003489	XP_036499698.1	XP_031883268.1
OG0003490	XP_036498989.1	XP_031879412.1
OG0003491	XP_036498988.1	XP_031879479.1
OG0003492	XP_036498985.1	XP_031879465.1
OG0003493	XP_036498987.1	XP_031879413.1
OG0003494	XP_036498986.1	XP_031878047.1
OG0003495	XP_036498981.1	XP_031878049.1
OG0003496	XP_036498980.1	XP_066008457.1
OG0003497	XP_036498983.1	XP_066008456.1
OG0003498	XP_036498982.1	XP_031878039.1
OG0003499	XP_036499915.1	XP_031877992.1
OG0003500	XP_036499909.1	XP_031878022.1
OG0003501	XP_036499907.1	XP_031878006.1
OG0003502	XP_036499908.1	XP_031878005.1
OG0003503	XP_036499913.1	XP_066008351.1
OG0003504	XP_036499914.1	XP_066008578.1
OG0003505	XP_036499911.1	XP_031878060.1
OG0003506	XP_036500875.1	XP_031878054.1
OG0003507	XP_036500860.1	XP_031883253.2
OG0003508	XP_036500880.1	XP_031878052.1
OG0003509	XP_036500878.1	XP_031877995.1
OG0003510	XP_036499845.1	XP_031877984.1
OG0003511	XP_036499846.1	XP_031877990.1
OG0003512	XP_036499852.1	XP_031878058.1
OG0003513	XP_036499853.1	XP_031878074.1
OG0003514	XP_036499847.1	XP_031878001.1
OG0003515	XP_036499848.1	XP_031877998.1
OG0003516	XP_036499849.1	XP_031877999.1
OG0003517	XP_036500813.1	XP_066008510.1
OG0003518	XP_036500815.1	XP_031878002.1
OG0003519	XP_036500817.1	XP_031878059.1
OG0003520	XP_036500818.1	XP_031878003.2
OG0003521	XP_036500819.1	XP_031878010.1
OG0003522	XP_036500822.1	XP_031878009.1
OG0003523	XP_036500821.1	XP_031878025.1
OG0003524	XP_036499793.1	XP_031878024.1
OG0003525	XP_036499794.1	XP_031878004.1
OG0003526	XP_036499792.1	XP_031878042.1
OG0003527	XP_036499789.1	XP_031878027.1
OG0003528	XP_036499790.1	XP_031878007.1
OG0003529	XP_036499786.1	XP_031878073.1
OG0003530	XP_036500159.1	XP_031885500.2
OG0003531	XP_036500160.1	XP_031885504.2
