Orthogroup	Colletotrichum_siamense	Colletotrichum_gloeosporioides
OG0003868	XP_036497370.1	XP_045269023.1
OG0003869	XP_036497369.1	XP_045269022.1
OG0003870	XP_036491889.1	XP_045264416.1
OG0003871	XP_036492527.1	XP_045264417.1
OG0003872	XP_036492526.1	XP_045264418.1
OG0003873	XP_036491703.1	XP_045264419.1
OG0003874	XP_036491610.1	XP_045264420.1
OG0003875	XP_036491722.1	XP_045264421.1
OG0003876	XP_036491847.1	XP_045264427.1
OG0003877	XP_036491848.1	XP_045264428.1
OG0003878	XP_036492324.1	XP_045264429.1
OG0003879	XP_036492325.1	XP_045264430.1
OG0003880	XP_036491748.1	XP_045264431.1
OG0003881	XP_036491369.1	XP_045264432.1
OG0003882	XP_036492319.1	XP_045264433.1
OG0003883	XP_036492462.1	XP_045266665.1
OG0003884	XP_036492459.1	XP_045266666.1
OG0003885	XP_036492460.1	XP_045266667.1
OG0003886	XP_036491367.1	XP_045266668.1
OG0003887	XP_036492536.1	XP_045265910.1
OG0003888	XP_036491787.1	XP_045266672.1
OG0003889	XP_036491939.1	XP_045265921.1
OG0003890	XP_036492320.1	XP_045265922.1
OG0003891	XP_036491937.1	XP_045265925.1
OG0003892	XP_036491635.1	XP_045265924.1
OG0003893	XP_036492589.1	XP_045265928.1
OG0003894	XP_036492584.1	XP_045265930.1
OG0003895	XP_036492490.1	XP_045265931.1
OG0003896	XP_036492587.1	XP_045265932.1
OG0003897	XP_036492586.1	XP_045265933.1
OG0003898	XP_036492588.1	XP_045265935.1
OG0003899	XP_036491881.1	XP_045265936.1
OG0003900	XP_036491880.1	XP_045265937.1
OG0003901	XP_036491875.1	XP_045265939.1
OG0003902	XP_036491873.1	XP_045265941.1
OG0003903	XP_036491879.1	XP_045266633.1
OG0003904	XP_036491878.1	XP_045266634.1
OG0003905	XP_036491877.1	XP_045266635.1
OG0003906	XP_036491876.1	XP_045266636.1
OG0003907	XP_036492500.1	XP_045266637.1
OG0003908	XP_036492501.1	XP_045266638.1
OG0003909	XP_036492492.1	XP_045266639.1
OG0003910	XP_036492493.1	XP_045266640.1
OG0003911	XP_036502085.1	XP_045259150.1
OG0003912	XP_036492496.1	XP_045266643.1
OG0003913	XP_036492497.1	XP_045266644.1
OG0003914	XP_036492498.1	XP_045266645.1
OG0003915	XP_036492499.1	XP_045266646.1
OG0003916	XP_036491828.1	XP_045266647.1
OG0003917	XP_036491827.1	XP_045266648.1
OG0003918	XP_036491835.1	XP_045266652.1
OG0003919	XP_036491829.1	XP_045266654.1
OG0003920	XP_036493150.1	XP_045264309.1
OG0003921	XP_036493368.1	XP_045264308.1
OG0003922	XP_036493714.1	XP_045264306.1
OG0003923	XP_036493713.1	XP_045264305.1
OG0003924	XP_036492892.1	XP_045264304.1
OG0003925	XP_036493715.1	XP_045264303.1
OG0003926	XP_036492887.1	XP_045264302.1
OG0003927	XP_036493710.1	XP_045264301.1
OG0003928	XP_036493711.1	XP_045264300.1
OG0003929	XP_036493074.1	XP_045264299.1
OG0003930	XP_036493075.1	XP_045264298.1
OG0003931	XP_036493078.1	XP_045264297.1
OG0003932	XP_036493076.1	XP_045264295.1
OG0003933	XP_036493077.1	XP_045264294.1
OG0003934	XP_036493082.1	XP_045264293.1
OG0003935	XP_036493083.1	XP_045264292.1
OG0003936	XP_036493080.1	XP_045264291.1
OG0003937	XP_036493081.1	XP_045264290.1
OG0003938	XP_036493770.1	XP_045264289.1
OG0003939	XP_036493769.1	XP_045264288.1
OG0003940	XP_036493764.1	XP_045264287.1
OG0003941	XP_036489990.1	XP_045268178.1
OG0003942	XP_036493763.1	XP_045264286.1
OG0003943	XP_036498967.1	XP_045270408.1
OG0003944	XP_036493767.1	XP_045264282.1
OG0003945	XP_036493766.1	XP_045264281.1
OG0003946	XP_036493765.1	XP_045264280.1
OG0003947	XP_036493055.1	XP_045264279.1
OG0003948	XP_036493057.1	XP_045264278.1
OG0003949	XP_036493105.1	XP_045264277.1
OG0003950	XP_036493817.1	XP_045264270.1
OG0003951	XP_036493819.1	XP_045264267.1
OG0003952	XP_036493818.1	XP_045264266.1
OG0003953	XP_036493821.1	XP_045264265.1
OG0003954	XP_036493820.1	XP_045264264.1
OG0003955	XP_036493823.1	XP_045264263.1
OG0003956	XP_036493480.1	XP_045264262.1
OG0003957	XP_036501638.1	XP_045259162.1
OG0003958	XP_036498025.1	XP_045258447.1
OG0003959	XP_036493162.1	XP_045264258.1
OG0003960	XP_036493199.1	XP_045264251.1
OG0003961	XP_036493874.1	XP_045264248.1
OG0003962	XP_036493143.1	XP_045264247.1
OG0003963	XP_036493872.1	XP_045264246.1
OG0003964	XP_036493869.1	XP_045264242.1
OG0003965	XP_036493210.1	XP_045264241.1
OG0003966	XP_036493218.1	XP_045264237.1
OG0003967	XP_036493219.1	XP_045264236.1
OG0003968	XP_036493212.1	XP_045264235.1
OG0003969	XP_036493213.1	XP_045264234.1
OG0003970	XP_036493215.1	XP_045264232.1
OG0003971	XP_036492621.1	XP_045264230.1
OG0003972	XP_036492620.1	XP_045264229.1
OG0003973	XP_036492623.1	XP_045264228.1
OG0003974	XP_036492622.1	XP_045264227.1
OG0003975	XP_036492617.1	XP_045264226.1
OG0003976	XP_036492616.1	XP_045264225.1
OG0003977	XP_036492619.1	XP_045264224.1
OG0003978	XP_036492618.1	XP_045264223.1
OG0003979	XP_036493262.1	XP_045264222.1
OG0003980	XP_036493263.1	XP_045264221.1
OG0003981	XP_036493257.1	XP_045264220.1
OG0003982	XP_036493804.1	XP_045264219.1
OG0003983	XP_036493258.1	XP_045264213.1
OG0003984	XP_036492779.1	XP_045264198.1
OG0003985	XP_036492775.1	XP_045264194.1
OG0003986	XP_036492774.1	XP_045264193.1
OG0003987	XP_036493575.1	XP_045264192.1
OG0003989	XP_036493631.1	XP_045264187.1
OG0003990	XP_036493630.1	XP_045264188.1
OG0003991	XP_036493633.1	XP_045264178.1
OG0003992	XP_036493671.1	XP_045264166.1
OG0003993	XP_036493676.1	XP_045264160.1
OG0003994	XP_036493632.1	XP_045264179.1
OG0003995	XP_036493673.1	XP_045264168.1
OG0003996	XP_036493733.1	XP_045264170.1
OG0003997	XP_036493000.1	XP_045264172.1
OG0003998	XP_036493004.1	XP_045264173.1
OG0003999	XP_036493905.1	XP_045264156.1
OG0004000	XP_036493064.1	XP_045264154.1
OG0004001	XP_036493904.1	XP_045264155.1
OG0004002	XP_036493062.1	XP_045264152.1
OG0004003	XP_036493556.1	XP_045264150.1
OG0004004	XP_036493061.1	XP_045264151.1
OG0004005	XP_036493557.1	XP_045264149.1
OG0004006	XP_036493553.1	XP_045264143.1
OG0004007	XP_036492907.1	XP_045264140.1
OG0004008	XP_036492908.1	XP_045264141.1
OG0004009	XP_036492947.1	XP_045256621.1
OG0004010	XP_036493134.1	XP_045256620.1
OG0004011	XP_036493138.1	XP_045256619.1
OG0004012	XP_036493135.1	XP_045256617.1
OG0004013	XP_036493141.1	XP_045256616.1
OG0004014	XP_036493140.1	XP_045256615.1
OG0004015	XP_036493139.1	XP_045256614.1
OG0004016	XP_036493734.1	XP_045256613.1
OG0004017	XP_036493735.1	XP_045256612.1
OG0004018	XP_036493740.1	XP_045264832.1
OG0004019	XP_036493742.1	XP_045264834.1
OG0004020	XP_036493743.1	XP_045264835.1
OG0004021	XP_036493492.1	XP_045264846.1
OG0004022	XP_036493493.1	XP_045264839.1
OG0004023	XP_036492786.1	XP_045264850.1
OG0004024	XP_036492785.1	XP_045264852.1
OG0004025	XP_036489079.1	XP_045256861.1
OG0004026	XP_036492790.1	XP_045264854.1
OG0004027	XP_036492791.1	XP_045264855.1
OG0004028	XP_036493451.1	XP_045264863.1
OG0004029	XP_036493454.1	XP_045264860.1
OG0004030	XP_036493396.1	XP_045264886.1
OG0004031	XP_036493394.1	XP_045264884.1
OG0004032	XP_036493395.1	XP_045264883.1
OG0004033	XP_036495795.1	XP_045267325.1
OG0004034	XP_036493088.1	XP_045264964.1
OG0004035	XP_036493089.1	XP_045264963.1
OG0004036	XP_036495634.1	XP_045259889.1
OG0004037	XP_036501222.1	XP_045267662.1
OG0004038	XP_036492767.1	XP_045264946.1
OG0004039	XP_036492766.1	XP_045264945.1
OG0004040	XP_036499488.1	XP_045261705.1
OG0004041	XP_036492771.1	XP_045264940.1
OG0004042	XP_036492770.1	XP_045264938.1
OG0004043	XP_036492731.1	XP_045264936.1
OG0004044	XP_036492733.1	XP_045264931.1
OG0004045	XP_036492643.1	XP_045264912.1
OG0004046	XP_036492642.1	XP_045264911.1
OG0004047	XP_036492644.1	XP_045264913.1
OG0004048	XP_036492645.1	XP_045264914.1
OG0004049	XP_036492646.1	XP_045264915.1
OG0004050	XP_036492648.1	XP_045264917.1
OG0004051	XP_036493385.1	XP_045264921.1
OG0004052	XP_036497601.1	XP_045263435.1
OG0004053	XP_036493381.1	XP_045264925.1
OG0004054	XP_036493380.1	XP_045264924.1
OG0004055	XP_036493245.1	XP_045264923.1
OG0004056	XP_036493244.1	XP_045264922.1
OG0004057	XP_036492694.1	XP_045264892.1
OG0004058	XP_036492689.1	XP_045264894.1
OG0004059	XP_036492690.1	XP_045264895.1
OG0004060	XP_036492687.1	XP_045264896.1
OG0004061	XP_036492688.1	XP_045264897.1
OG0004062	XP_036492630.1	XP_045264973.1
OG0004063	XP_036492631.1	XP_045264972.1
OG0004064	XP_036493084.1	XP_045264971.1
OG0004065	XP_036493313.1	XP_045264978.1
OG0004066	XP_036493310.1	XP_045264979.1
OG0004067	XP_036493388.1	XP_045264879.1
OG0004068	XP_036492744.1	XP_045264876.1
OG0004069	XP_036494868.1	XP_045259979.1
OG0004070	XP_036492743.1	XP_045264875.1
OG0004071	XP_036492739.1	XP_045260071.1
OG0004072	XP_036489129.1	XP_045268295.1
OG0004073	XP_036493315.1	XP_045264982.1
OG0004074	XP_036493408.1	XP_045260067.1
OG0004075	XP_036501268.1	XP_045262882.1
OG0004076	XP_036501269.1	XP_045262881.1
OG0004077	XP_036501271.1	XP_045262879.1
OG0004078	XP_036501272.1	XP_045262878.1
OG0004079	XP_036501266.1	XP_045262876.1
OG0004080	XP_036502222.1	XP_045262874.1
OG0004081	XP_036502226.1	XP_045262871.1
OG0004082	XP_036502225.1	XP_045262870.1
OG0004083	XP_036501202.1	XP_045262868.1
OG0004084	XP_036501203.1	XP_045262867.1
OG0004085	XP_036501199.1	XP_045262863.1
OG0004086	XP_036501196.1	XP_045262862.1
OG0004087	XP_036501197.1	XP_045262861.1
OG0004088	XP_036501194.1	XP_045262860.1
OG0004089	XP_036501195.1	XP_045262859.1
OG0004090	XP_036502138.1	XP_045262858.1
OG0004091	XP_036502140.1	XP_045262856.1
OG0004092	XP_036502139.1	XP_045262855.1
OG0004093	XP_036502142.1	XP_045262854.1
OG0004094	XP_036502141.1	XP_045262853.1
OG0004095	XP_036502143.1	XP_045262852.1
OG0004096	XP_036502146.1	XP_045262851.1
OG0004097	XP_036502145.1	XP_045262850.1
OG0004098	XP_036501132.1	XP_045262849.1
OG0004099	XP_036501133.1	XP_045262848.1
OG0004100	XP_036501134.1	XP_045262847.1
OG0004101	XP_036501135.1	XP_045262846.1
OG0004102	XP_036502923.1	XP_045262800.1
OG0004103	XP_036502924.1	XP_045262801.1
OG0004104	XP_036502929.1	XP_045262802.1
OG0004105	XP_036501058.1	XP_045262827.1
OG0004106	XP_036501057.1	XP_045262829.1
OG0004107	XP_036502071.1	XP_045262830.1
OG0004108	XP_036501059.1	XP_045262824.1
OG0004109	XP_036502012.1	XP_045262820.1
OG0004110	XP_036501054.1	XP_045262821.1
OG0004111	XP_036501053.1	XP_045262822.1
OG0004112	XP_036502014.1	XP_045262817.1
OG0004113	XP_036502008.1	XP_045262816.1
OG0004114	XP_036502007.1	XP_045262815.1
OG0004115	XP_036502010.1	XP_045262814.1
OG0004116	XP_036502009.1	XP_045262813.1
OG0004117	XP_036502930.1	XP_045262803.1
OG0004118	XP_036502931.1	XP_045262804.1
OG0004119	XP_036502925.1	XP_045262806.1
OG0004120	XP_036502926.1	XP_045262808.1
OG0004121	XP_036502927.1	XP_045262809.1
OG0004122	XP_036502928.1	XP_045262810.1
OG0004123	XP_036502005.1	XP_045262811.1
OG0004124	XP_036501137.1	XP_045262840.1
OG0004125	XP_036502070.1	XP_045262839.1
OG0004126	XP_036502069.1	XP_045262838.1
OG0004127	XP_036502068.1	XP_045262837.1
OG0004128	XP_036502067.1	XP_045262836.1
OG0004129	XP_036502066.1	XP_045262835.1
OG0004131	XP_036502064.1	XP_045262833.1
OG0004132	XP_036502063.1	XP_045262832.1
OG0004133	XP_036501128.1	XP_045262845.1
OG0004134	XP_036501129.1	XP_045262844.1
OG0004135	XP_036501130.1	XP_045262843.1
OG0004136	XP_036501131.1	XP_045262842.1
OG0004137	XP_036501136.1	XP_045262841.1
OG0004138	XP_036501929.1	XP_045262799.1
OG0004139	XP_036501931.1	XP_045262797.1
OG0004140	XP_036501932.1	XP_045262796.1
OG0004141	XP_036501933.1	XP_045262795.1
OG0004142	XP_036501934.1	XP_045262794.1
OG0004143	XP_036501935.1	XP_045262793.1
OG0004144	XP_036501927.1	XP_045262791.1
OG0004145	XP_036501928.1	XP_045262790.1
OG0004146	XP_036500974.1	XP_045262789.1
OG0004147	XP_036500969.1	XP_045262787.1
OG0004148	XP_036500972.1	XP_045262786.1
OG0004149	XP_036501985.1	XP_045262781.1
OG0004150	XP_036501987.1	XP_045262783.1
OG0004151	XP_036500977.1	XP_045262784.1
OG0004152	XP_036501994.1	XP_045262774.1
OG0004153	XP_036501993.1	XP_045262775.1
OG0004154	XP_036501989.1	XP_045262777.1
OG0004155	XP_036502294.1	XP_045262545.1
OG0004156	XP_036502293.1	XP_045262546.1
OG0004157	XP_036502292.1	XP_045262547.1
OG0004158	XP_036501344.1	XP_045262548.1
OG0004159	XP_036501343.1	XP_045262549.1
OG0004161	XP_036492581.1	XP_045257287.1
OG0004162	XP_036492096.1	XP_045265840.1
OG0004163	XP_036492097.1	XP_045265841.1
OG0004164	XP_036492095.1	XP_045265842.1
OG0004165	XP_036492148.1	XP_045265843.1
OG0004166	XP_036492093.1	XP_045265844.1
OG0004167	XP_036492094.1	XP_045265845.1
OG0004168	XP_036492091.1	XP_045265846.1
OG0004169	XP_036492092.1	XP_045265847.1
OG0004170	XP_036491477.1	XP_045265849.1
OG0004171	XP_036491480.1	XP_045265850.1
OG0004172	XP_036491479.1	XP_045265851.1
OG0004173	XP_036491482.1	XP_045265852.1
OG0004174	XP_036491483.1	XP_045265854.1
OG0004175	XP_036491486.1	XP_045265855.1
OG0004176	XP_036491974.1	XP_045265857.1
OG0004177	XP_036491975.1	XP_045265858.1
OG0004178	XP_036491970.1	XP_045265859.1
OG0004179	XP_036491971.1	XP_045265860.1
OG0004180	XP_036491972.1	XP_045265861.1
OG0004181	XP_036491966.1	XP_045265862.1
OG0004182	XP_036491967.1	XP_045265863.1
OG0004183	XP_036491968.1	XP_045265864.1
OG0004184	XP_036491969.1	XP_045265865.1
OG0004185	XP_036491443.1	XP_045265866.1
OG0004186	XP_036491344.1	XP_045265868.1
OG0004187	XP_036491343.1	XP_045265869.1
OG0004188	XP_036491342.1	XP_045265870.1
OG0004189	XP_036491341.1	XP_045265871.1
OG0004190	XP_036491442.1	XP_045265872.1
OG0004191	XP_036491340.1	XP_045265873.1
OG0004192	XP_036491338.1	XP_045265875.1
OG0004193	XP_036492015.1	XP_045265877.1
OG0004194	XP_036492214.1	XP_045265878.1
OG0004195	XP_036492016.1	XP_045265879.1
OG0004196	XP_036492017.1	XP_045265880.1
OG0004197	XP_036492021.1	XP_045265881.1
OG0004198	XP_036491611.1	XP_045265882.1
OG0004199	XP_036492019.1	XP_045265883.1
OG0004200	XP_036492020.1	XP_045265884.1
OG0004201	XP_036491777.1	XP_045265885.1
OG0004202	XP_036491389.1	XP_045265886.1
OG0004203	XP_036491778.1	XP_045265887.1
OG0004204	XP_036491393.1	XP_045265888.1
OG0004205	XP_036491390.1	XP_045265891.1
OG0004206	XP_036491392.1	XP_045265892.1
OG0004207	XP_036491391.1	XP_045265893.1
OG0004208	XP_036500259.1	XP_045257134.1
OG0004209	XP_036492054.1	XP_045265896.1
OG0004210	XP_036492534.1	XP_045265906.1
OG0004211	XP_036492455.1	XP_045266662.1
OG0004212	XP_036492457.1	XP_045266660.1
OG0004213	XP_036492453.1	XP_045266657.1
OG0004214	XP_036491831.1	XP_045266656.1
OG0004215	XP_036491832.1	XP_045266655.1
OG0004217	XP_036489010.1	XP_045261048.1
OG0004218	XP_036489008.1	XP_045261043.1
OG0004219	XP_036493889.1	XP_045271375.1
OG0004220	XP_036488465.1	XP_045261039.1
OG0004221	XP_036488350.1	XP_045261013.1
OG0004222	XP_036488355.1	XP_045261019.1
OG0004223	XP_036488860.1	XP_045261020.1
OG0004224	XP_036488858.1	XP_045261022.1
OG0004225	XP_036488854.1	XP_045261026.1
OG0004226	XP_036488855.1	XP_045261028.1
OG0004227	XP_036488856.1	XP_045261029.1
OG0004228	XP_036488352.1	XP_045261015.1
OG0004229	XP_036488351.1	XP_045261014.1
OG0004230	XP_036488347.1	XP_045261009.1
OG0004231	XP_036488431.1	XP_045261006.1
OG0004232	XP_036488934.1	XP_045261005.1
OG0004233	XP_036488409.1	XP_045260996.1
OG0004234	XP_036488410.1	XP_045260993.1
OG0004235	XP_036488542.1	XP_045260992.1
OG0004236	XP_036488543.1	XP_045260991.1
OG0004237	XP_036488407.1	XP_045260990.1
OG0004238	XP_036488776.1	XP_045260989.1
OG0004240	XP_036488779.1	XP_045260984.1
OG0004241	XP_036488451.1	XP_045260985.1
OG0004242	XP_036488778.1	XP_045260986.1
OG0004243	XP_036488777.1	XP_045260987.1
OG0004244	XP_036488780.1	XP_045260982.1
OG0004245	XP_036488966.1	XP_045260977.1
OG0004246	XP_036488270.1	XP_045260976.1
OG0004247	XP_036488269.1	XP_045260975.1
OG0004248	XP_036488302.1	XP_045260972.1
OG0004249	XP_036488943.1	XP_045260971.1
OG0004250	XP_036488271.1	XP_045260969.1
OG0004251	XP_036488982.1	XP_045260968.1
OG0004252	XP_036488273.1	XP_045260964.1
OG0004253	XP_036488371.1	XP_045260959.1
OG0004254	XP_036497604.1	XP_045263439.1
OG0004255	XP_036492661.1	XP_045260131.1
OG0004256	XP_036488305.1	XP_045260949.1
OG0004257	XP_036488763.1	XP_045260942.1
OG0004259	XP_036501035.1	XP_045258184.1
OG0004260	XP_036501041.1	XP_045258178.1
OG0004261	XP_036501040.1	XP_045258179.1
OG0004262	XP_036502790.1	XP_045258173.1
OG0004263	XP_036502793.1	XP_045258174.1
OG0004264	XP_036498575.1	XP_045256684.1
OG0004265	XP_036502795.1	XP_045258176.1
OG0004266	XP_036502794.1	XP_045258177.1
OG0004267	XP_036502791.1	XP_045258172.1
OG0004268	XP_036502788.1	XP_045258171.1
OG0004269	XP_036502789.1	XP_045258170.1
OG0004270	XP_036501797.1	XP_045258160.1
OG0004271	XP_036502149.1	XP_045258162.1
OG0004272	XP_036501801.1	XP_045258157.1
OG0004273	XP_036501800.1	XP_045258156.1
OG0004274	XP_036501802.1	XP_045258154.1
OG0004275	XP_036502786.1	XP_045258168.1
OG0004276	XP_036502558.1	XP_045258149.1
OG0004277	XP_036502552.1	XP_045258147.1
OG0004278	XP_036501613.1	XP_045258139.1
OG0004279	XP_036501614.1	XP_045258140.1
OG0004280	XP_036501615.1	XP_045258141.1
OG0004281	XP_036502555.1	XP_045258144.1
OG0004282	XP_036501616.1	XP_045258143.1
OG0004283	XP_036502471.1	XP_045258089.1
OG0004284	XP_036502468.1	XP_045258088.1
OG0004285	XP_036502469.1	XP_045258087.1
OG0004286	XP_036501540.1	XP_045258082.1
OG0004287	XP_036502462.1	XP_045258092.1
OG0004288	XP_036501447.1	XP_045258097.1
OG0004289	XP_036502399.1	XP_045258106.1
OG0004290	XP_036502400.1	XP_045258105.1
OG0004291	XP_036501441.1	XP_045258104.1
OG0004292	XP_036501444.1	XP_045258102.1
OG0004293	XP_036501443.1	XP_045258101.1
OG0004294	XP_036501442.1	XP_045258100.1
OG0004295	XP_036501449.1	XP_045258099.1
OG0004296	XP_036502394.1	XP_045258110.1
OG0004297	XP_036502393.1	XP_045258111.1
OG0004298	XP_036502392.1	XP_045258112.1
OG0004299	XP_036502391.1	XP_045258113.1
OG0004300	XP_036501677.1	XP_045258114.1
OG0004301	XP_036501676.1	XP_045258116.1
OG0004302	XP_036501682.1	XP_045258118.1
OG0004303	XP_036501679.1	XP_045258119.1
OG0004304	XP_036501680.1	XP_045258120.1
OG0004305	XP_036501673.1	XP_045258121.1
OG0004306	XP_036501674.1	XP_045258122.1
OG0004307	XP_036502664.1	XP_045258123.1
OG0004308	XP_036502663.1	XP_045258124.1
OG0004309	XP_036502666.1	XP_045258125.1
OG0004310	XP_036502665.1	XP_045258126.1
OG0004311	XP_036502657.1	XP_045258133.1
OG0004312	XP_036496517.1	XP_045260383.1
OG0004313	XP_036496516.1	XP_045260382.1
OG0004314	XP_036496518.1	XP_045260381.1
OG0004315	XP_036496006.1	XP_045260379.1
OG0004316	XP_036496909.1	XP_045260375.1
OG0004317	XP_036496908.1	XP_045260374.1
OG0004318	XP_036496897.1	XP_045260373.1
OG0004319	XP_036496894.1	XP_045260372.1
OG0004320	XP_036495670.1	XP_045260389.1
OG0004321	XP_036495669.1	XP_045260390.1
OG0004322	XP_036495671.1	XP_045260392.1
OG0004323	XP_036496186.1	XP_045260393.1
OG0004324	XP_036495673.1	XP_045260394.1
OG0004325	XP_036495676.1	XP_045260395.1
OG0004326	XP_036495675.1	XP_045260397.1
OG0004327	XP_036495678.1	XP_045260398.1
OG0004328	XP_036496387.1	XP_045263281.1
OG0004329	XP_036496388.1	XP_045263280.1
OG0004330	XP_036496383.1	XP_045263279.1
OG0004331	XP_036496384.1	XP_045263278.1
OG0004332	XP_036496385.1	XP_045263277.1
OG0004333	XP_036496386.1	XP_045263276.1
OG0004334	XP_036496379.1	XP_045263275.1
OG0004335	XP_036496380.1	XP_045263274.1
OG0004336	XP_036496381.1	XP_045263273.1
OG0004337	XP_036495529.1	XP_045263271.1
OG0004338	XP_036495528.1	XP_045263270.1
OG0004339	XP_036495527.1	XP_045263269.1
OG0004340	XP_036495525.1	XP_045263268.1
OG0004341	XP_036495522.1	XP_045263265.1
OG0004342	XP_036495520.1	XP_045263263.1
OG0004343	XP_036495281.1	XP_045263262.1
OG0004344	XP_036490780.1	XP_045261176.1
OG0004345	XP_036496435.1	XP_045263260.1
OG0004346	XP_036496440.1	XP_045263255.1
OG0004347	XP_036496434.1	XP_045263257.1
OG0004348	XP_036500807.1	XP_045258653.1
OG0004349	XP_036495567.1	XP_045263254.1
OG0004350	XP_036495574.1	XP_045263252.1
OG0004351	XP_036495573.1	XP_045263251.1
OG0004352	XP_036495576.1	XP_045263250.1
OG0004353	XP_036495569.1	XP_045263247.1
OG0004354	XP_036495572.1	XP_045263246.1
OG0004355	XP_036495571.1	XP_045263245.1
OG0004356	XP_036496249.1	XP_045263244.1
OG0004357	XP_036496250.1	XP_045263243.1
OG0004358	XP_036496251.1	XP_045263242.1
OG0004359	XP_036496252.1	XP_045263241.1
OG0004360	XP_036496253.1	XP_045263240.1
OG0004361	XP_036496254.1	XP_045263239.1
OG0004362	XP_036496258.1	XP_045263232.1
OG0004363	XP_036496257.1	XP_045263233.1
OG0004364	XP_036496256.1	XP_045263234.1
OG0004365	XP_036496309.1	XP_045263214.1
OG0004366	XP_036496315.1	XP_045263215.1
OG0004367	XP_036496314.1	XP_045263216.1
OG0004368	XP_036495422.1	XP_045263225.1
OG0004369	XP_036495421.1	XP_045263224.1
OG0004370	XP_036495420.1	XP_045263223.1
OG0004371	XP_036496312.1	XP_045263222.1
OG0004372	XP_036496307.1	XP_045263221.1
OG0004373	XP_036496317.1	XP_045263220.1
OG0004374	XP_036502297.1	XP_045263843.1
OG0004375	XP_036501365.1	XP_045263839.1
OG0004376	XP_036501366.1	XP_045263838.1
OG0004377	XP_036501359.1	XP_045263837.1
OG0004378	XP_036502164.1	XP_045263835.1
OG0004379	XP_036502538.1	XP_045263830.1
OG0004380	XP_036502539.1	XP_045263831.1
OG0004381	XP_036502162.1	XP_045263833.1
OG0004382	XP_036501357.1	XP_045263834.1
OG0004383	XP_036502536.1	XP_045263824.1
OG0004384	XP_036502533.1	XP_045263823.1
OG0004385	XP_036501594.1	XP_045263818.1
OG0004386	XP_036502715.1	XP_045263789.1
OG0004387	XP_036501518.1	XP_045263794.1
OG0004388	XP_036501517.1	XP_045263795.1
OG0004389	XP_036501516.1	XP_045263796.1
