Orthogroup	Colletotrichum_siamense	Colletotrichum_acutatum
OG0003425	XP_036490467.1	XP_060371671.1
OG0003426	XP_036491285.1	XP_060371672.1
OG0003427	XP_036491288.1	XP_060371674.1
OG0003428	XP_036490911.1	XP_060371675.1
OG0003429	XP_036491165.1	XP_060371676.1
OG0003430	XP_036491164.1	XP_060371678.1
OG0003431	XP_036491163.1	XP_060371679.1
OG0003432	XP_036491162.1	XP_060371680.1
OG0003433	XP_036491168.1	XP_060371681.1
OG0003434	XP_036491167.1	XP_060371683.1
OG0003435	XP_036490307.1	XP_060371685.1
OG0003436	XP_036490896.1	XP_060371691.1
OG0003438	XP_036492532.1	XP_060366538.1
OG0003439	XP_036491867.1	XP_060366534.1
OG0003440	XP_036491586.1	XP_060366533.1
OG0003441	XP_036491776.1	XP_060366532.1
OG0003443	XP_036491862.1	XP_060366526.1
OG0003444	XP_036492375.1	XP_060366525.1
OG0003445	XP_036492376.1	XP_060366524.1
OG0003446	XP_036491545.1	XP_060366523.1
OG0003447	XP_036491546.1	XP_060366522.1
OG0003448	XP_036492208.1	XP_060366517.1
OG0003449	XP_036492209.1	XP_060366516.1
OG0003450	XP_036491928.1	XP_060366512.1
OG0003451	XP_036492203.1	XP_060366509.1
OG0003452	XP_036492206.1	XP_060366508.1
OG0003453	XP_036492210.1	XP_060366506.1
OG0003454	XP_036489768.1	XP_060366503.1
OG0003455	XP_036490034.1	XP_060366502.1
OG0003456	XP_036490276.1	XP_060366501.1
OG0003457	XP_036491445.1	XP_060366498.1
OG0003458	XP_036492113.1	XP_060366495.1
OG0003459	XP_036492116.1	XP_060366494.1
OG0003460	XP_036492115.1	XP_060366493.1
OG0003461	XP_036492112.1	XP_060366488.1
OG0003462	XP_036491820.1	XP_060366478.1
OG0003463	XP_036492486.1	XP_060366477.1
OG0003464	XP_036491697.1	XP_060366474.1
OG0003465	XP_036499124.1	XP_060363862.1
OG0003466	XP_036500019.1	XP_060363863.1
OG0003467	XP_036499278.1	XP_060363865.1
OG0003468	XP_036499546.1	XP_060363867.1
OG0003469	XP_036499547.1	XP_060363868.1
OG0003470	XP_036499535.1	XP_060363870.1
OG0003471	XP_036499277.1	XP_060363872.1
OG0003472	XP_036500732.1	XP_060363873.1
OG0003473	XP_036500293.1	XP_060363874.1
OG0003474	XP_036500296.1	XP_060363877.1
OG0003475	XP_036499344.1	XP_060363878.1
OG0003476	XP_036499343.1	XP_060363881.1
OG0003477	XP_036499340.1	XP_060363882.1
OG0003478	XP_036499384.1	XP_060363883.1
OG0003479	XP_036499383.1	XP_060363884.1
OG0003480	XP_036499382.1	XP_060363885.1
OG0003481	XP_036499385.1	XP_060364361.1
OG0003482	XP_036499342.1	XP_060364362.1
OG0003483	XP_036499123.1	XP_060364364.1
OG0003484	XP_036499122.1	XP_060364365.1
OG0003485	XP_036499749.1	XP_060364366.1
OG0003486	XP_036499697.1	XP_060364368.1
OG0003487	XP_036499696.1	XP_060364370.1
OG0003488	XP_036499699.1	XP_060364371.1
OG0003489	XP_036499698.1	XP_060364372.1
OG0003490	XP_036498989.1	XP_060370650.1
OG0003491	XP_036498988.1	XP_060370651.1
OG0003492	XP_036498985.1	XP_060370652.1
OG0003493	XP_036498987.1	XP_060370653.1
OG0003494	XP_036498986.1	XP_060370655.1
OG0003495	XP_036498981.1	XP_060370658.1
OG0003496	XP_036498980.1	XP_060370659.1
OG0003497	XP_036498983.1	XP_060370660.1
OG0003498	XP_036498982.1	XP_060370662.1
OG0003499	XP_036499915.1	XP_060370664.1
OG0003500	XP_036499909.1	XP_060370666.1
OG0003501	XP_036499907.1	XP_060370668.1
OG0003502	XP_036499908.1	XP_060370669.1
OG0003503	XP_036499913.1	XP_060370670.1
OG0003504	XP_036499914.1	XP_060370671.1
OG0003505	XP_036499911.1	XP_060370674.1
OG0003506	XP_036500875.1	XP_060370676.1
OG0003507	XP_036500860.1	XP_060370678.1
OG0003508	XP_036500880.1	XP_060370681.1
OG0003509	XP_036500878.1	XP_060370684.1
OG0003510	XP_036499845.1	XP_060370686.1
OG0003511	XP_036499846.1	XP_060370687.1
OG0003512	XP_036499852.1	XP_060370690.1
OG0003513	XP_036499853.1	XP_060370691.1
OG0003514	XP_036499847.1	XP_060370692.1
OG0003515	XP_036499848.1	XP_060370693.1
OG0003516	XP_036499849.1	XP_060370694.1
OG0003517	XP_036500813.1	XP_060370697.1
OG0003518	XP_036500815.1	XP_060370699.1
OG0003519	XP_036500817.1	XP_060370700.1
OG0003520	XP_036500818.1	XP_060370702.1
OG0003521	XP_036500819.1	XP_060370703.1
OG0003522	XP_036500822.1	XP_060370704.1
OG0003523	XP_036500821.1	XP_060370705.1
OG0003524	XP_036499793.1	XP_060370706.1
OG0003525	XP_036499794.1	XP_060370707.1
OG0003526	XP_036499792.1	XP_060370709.1
OG0003527	XP_036499789.1	XP_060370710.1
OG0003528	XP_036499790.1	XP_060370711.1
OG0003529	XP_036499786.1	XP_060370715.1
OG0003530	XP_036500159.1	XP_060370722.1
OG0003531	XP_036500160.1	XP_060370723.1
OG0003532	XP_036500162.1	XP_060370728.1
OG0003533	XP_036499727.1	XP_060358185.1
OG0003534	XP_036499726.1	XP_060358186.1
OG0003535	XP_036499725.1	XP_060358187.1
OG0003536	XP_036499724.1	XP_060358188.1
OG0003537	XP_036499722.1	XP_060358190.1
OG0003538	XP_036499720.1	XP_060358193.1
OG0003539	XP_036499728.1	XP_060358194.1
OG0003540	XP_036500757.1	XP_060358195.1
OG0003541	XP_036496682.1	XP_060359250.1
OG0003542	XP_036496683.1	XP_060359251.1
OG0003543	XP_036496684.1	XP_060359252.1
OG0003544	XP_036496760.1	XP_060359255.1
OG0003545	XP_036496753.1	XP_060359259.1
OG0003546	XP_036496752.1	XP_060359260.1
OG0003547	XP_036495908.1	XP_060359261.1
OG0003548	XP_036495909.1	XP_060359262.1
OG0003549	XP_036495904.1	XP_060359265.1
OG0003550	XP_036495949.1	XP_060359266.1
OG0003551	XP_036495902.1	XP_060359267.1
OG0003552	XP_036495911.1	XP_060359270.1
OG0003553	XP_036496688.1	XP_060359272.1
OG0003554	XP_036496685.1	XP_060359275.1
OG0003555	XP_036496686.1	XP_060359276.1
OG0003556	XP_036496687.1	XP_060359277.1
OG0003557	XP_036495600.1	XP_060359280.1
OG0003558	XP_036495970.1	XP_060357005.1
OG0003559	XP_036495967.1	XP_060360683.1
OG0003560	XP_036495966.1	XP_060360684.1
OG0003561	XP_036495965.1	XP_060360685.1
OG0003562	XP_036495963.1	XP_060360688.1
OG0003563	XP_036495962.1	XP_060360689.1
OG0003564	XP_036496831.1	XP_060360690.1
OG0003565	XP_036496832.1	XP_060360691.1
OG0003566	XP_036496827.1	XP_060360692.1
OG0003567	XP_036496828.1	XP_060360693.1
OG0003568	XP_036496829.1	XP_060360694.1
OG0003569	XP_036496830.1	XP_060360695.1
OG0003570	XP_036496823.1	XP_060360696.1
OG0003571	XP_036496824.1	XP_060360697.1
OG0003572	XP_036496826.1	XP_060360700.1
OG0003573	XP_036496063.1	XP_060360702.1
OG0003575	XP_036496065.1	XP_060360705.1
OG0003576	XP_036496902.1	XP_060360712.1
OG0003577	XP_036495262.1	XP_060360713.1
OG0003578	XP_036496901.1	XP_060360715.1
OG0003579	XP_036490262.1	XP_060364319.1
OG0003580	XP_036491283.1	XP_060364318.1
OG0003581	XP_036490888.1	XP_060364317.1
OG0003582	XP_036491189.1	XP_060364315.1
OG0003583	XP_036490919.1	XP_060364313.1
OG0003584	XP_036490151.1	XP_060364312.1
OG0003585	XP_036490917.1	XP_060364311.1
OG0003586	XP_036490918.1	XP_060364310.1
OG0003587	XP_036490660.1	XP_060364302.1
OG0003588	XP_036491280.1	XP_060364297.1
OG0003589	XP_036491200.1	XP_060364296.1
OG0003590	XP_036491196.1	XP_060364294.1
OG0003591	XP_036491197.1	XP_060364293.1
OG0003592	XP_036491195.1	XP_060364291.1
OG0003593	XP_036490823.1	XP_060364290.1
OG0003594	XP_036491199.1	XP_060364289.1
OG0003595	XP_036490214.1	XP_060364287.1
OG0003596	XP_036491057.1	XP_060364286.1
OG0003597	XP_036491009.1	XP_060362042.1
OG0003598	XP_036490465.1	XP_060362043.1
OG0003599	XP_036491024.1	XP_060362046.1
OG0003600	XP_036491001.1	XP_060362047.1
OG0003601	XP_036490252.1	XP_060362048.1
OG0003602	XP_036490250.1	XP_060362049.1
OG0003603	XP_036490254.1	XP_060362057.1
OG0003604	XP_036495821.1	XP_060362060.1
OG0003605	XP_036491298.1	XP_060362061.1
OG0003606	XP_036491299.1	XP_060362062.1
OG0003607	XP_036491300.1	XP_060362063.1
OG0003608	XP_036491301.1	XP_060362065.1
OG0003609	XP_036491302.1	XP_060362066.1
OG0003610	XP_036490588.1	XP_060362067.1
OG0003611	XP_036490864.1	XP_060362069.1
OG0003612	XP_036500345.1	XP_060362070.1
OG0003613	XP_036491296.1	XP_060362072.1
OG0003614	XP_036490190.1	XP_060362074.1
OG0003615	XP_036490797.1	XP_060362078.1
OG0003616	XP_036490174.1	XP_060362080.1
OG0003617	XP_036490175.1	XP_060362081.1
OG0003618	XP_036490319.1	XP_060362083.1
OG0003619	XP_036490322.1	XP_060362084.1
OG0003620	XP_036490312.1	XP_060362085.1
OG0003621	XP_036497105.1	XP_060369204.1
OG0003622	XP_036497110.1	XP_060369203.1
OG0003623	XP_036497111.1	XP_060369202.1
OG0003624	XP_036497108.1	XP_060369201.1
OG0003625	XP_036497109.1	XP_060369199.1
OG0003626	XP_036497102.1	XP_060369198.1
OG0003627	XP_036498710.1	XP_060369196.1
OG0003628	XP_036498709.1	XP_060369192.1
OG0003629	XP_036498714.1	XP_060369191.1
OG0003630	XP_036498715.1	XP_060369190.1
OG0003631	XP_036498712.1	XP_060369189.1
OG0003632	XP_036498713.1	XP_060369188.1
OG0003633	XP_036498718.1	XP_060369186.1
OG0003634	XP_036497694.1	XP_060369185.1
OG0003635	XP_036497693.1	XP_060369184.1
OG0003636	XP_036497696.1	XP_060369183.1
OG0003637	XP_036497695.1	XP_060369182.1
OG0003638	XP_036497698.1	XP_060369178.1
OG0003639	XP_036497691.1	XP_060369177.1
OG0003640	XP_036497692.1	XP_060369174.1
OG0003641	XP_036498625.1	XP_060369168.1
OG0003642	XP_036498627.1	XP_060369166.1
OG0003643	XP_036498628.1	XP_060369165.1
OG0003644	XP_036498629.1	XP_060369164.1
OG0003645	XP_036498630.1	XP_060369163.1
OG0003646	XP_036498631.1	XP_060369161.1
OG0003647	XP_036498621.1	XP_060369160.1
OG0003648	XP_036498622.1	XP_060369158.1
OG0003649	XP_036497610.1	XP_060369155.1
OG0003650	XP_036497608.1	XP_060369153.1
OG0003651	XP_036497614.1	XP_060369152.1
OG0003652	XP_036497613.1	XP_060369151.1
OG0003653	XP_036497612.1	XP_060369150.1
OG0003654	XP_036497607.1	XP_060369149.1
OG0003655	XP_036497606.1	XP_060369148.1
OG0003656	XP_036498550.1	XP_060369146.1
OG0003657	XP_036498547.1	XP_060369145.1
OG0003658	XP_036498548.1	XP_060369144.1
OG0003659	XP_036498545.1	XP_060369143.1
OG0003660	XP_036498546.1	XP_060369141.1
OG0003661	XP_036498544.1	XP_060369139.1
OG0003662	XP_036498541.1	XP_060369138.1
OG0003663	XP_036498542.1	XP_060369137.1
OG0003664	XP_036497554.1	XP_060369135.1
OG0003665	XP_036497557.1	XP_060369133.1
OG0003666	XP_036497556.1	XP_060369132.1
OG0003667	XP_036497559.1	XP_060369131.1
OG0003668	XP_036497558.1	XP_060369130.1
OG0003670	XP_036497560.1	XP_060369125.1
OG0003671	XP_036497563.1	XP_060369124.1
OG0003672	XP_036497562.1	XP_060369123.1
OG0003673	XP_036498489.1	XP_060369120.1
OG0003674	XP_036498490.1	XP_060369119.1
OG0003675	XP_036498483.1	XP_060369117.1
OG0003676	XP_036495169.1	XP_060365900.1
OG0003677	XP_036494901.1	XP_060365901.1
OG0003678	XP_036494875.1	XP_060365902.1
OG0003679	XP_036494873.1	XP_060365903.1
OG0003680	XP_036494838.1	XP_060365904.1
OG0003681	XP_036494870.1	XP_060365905.1
OG0003682	XP_036494871.1	XP_060365907.1
OG0003683	XP_036494794.1	XP_060365909.1
OG0003684	XP_036501379.1	XP_060365914.1
OG0003685	XP_036494811.1	XP_060365916.1
OG0003686	XP_036494606.1	XP_060365917.1
OG0003687	XP_036494607.1	XP_060365918.1
OG0003688	XP_036493961.1	XP_060365919.1
OG0003689	XP_036493963.1	XP_060365921.1
OG0003690	XP_036493962.1	XP_060365922.1
OG0003691	XP_036494256.1	XP_060365924.1
OG0003692	XP_036494260.1	XP_060365925.1
OG0003693	XP_036494258.1	XP_060365926.1
OG0003694	XP_036495062.1	XP_060365927.1
OG0003695	XP_036494228.1	XP_060365929.1
OG0003696	XP_036494010.1	XP_060365933.1
OG0003697	XP_036494012.1	XP_060365934.1
OG0003699	XP_036495178.1	XP_060365950.1
OG0003700	XP_036494495.1	XP_060365952.1
OG0003701	XP_036494743.1	XP_060365955.1
OG0003702	XP_036494741.1	XP_060365958.1
OG0003703	XP_036494492.1	XP_060365959.1
OG0003704	XP_036494487.1	XP_060365961.1
OG0003705	XP_036495180.1	XP_060365962.1
OG0003706	XP_036494485.1	XP_060365963.1
OG0003707	XP_036494953.1	XP_060365969.1
OG0003708	XP_036494855.1	XP_060365972.1
OG0003709	XP_036494857.1	XP_060365973.1
OG0003710	XP_036494288.1	XP_060365974.1
OG0003711	XP_036494948.1	XP_060365975.1
OG0003712	XP_036494952.1	XP_060365977.1
OG0003713	XP_036494368.1	XP_060365978.1
OG0003714	XP_036494815.1	XP_060365982.1
OG0003715	XP_036494165.1	XP_060365985.1
OG0003716	XP_036495010.1	XP_060365986.1
OG0003717	XP_036495013.1	XP_060365987.1
OG0003718	XP_036493474.1	XP_060361258.1
OG0003719	XP_036493473.1	XP_060361260.1
OG0003720	XP_036493477.1	XP_060361262.1
OG0003721	XP_036493476.1	XP_060361263.1
OG0003722	XP_036493479.1	XP_060361264.1
OG0003723	XP_036493478.1	XP_060361265.1
OG0003724	XP_036492845.1	XP_060361266.1
OG0003725	XP_036492710.1	XP_060361267.1
OG0003726	XP_036492711.1	XP_060361268.1
OG0003727	XP_036492712.1	XP_060361269.1
OG0003728	XP_036492713.1	XP_060361270.1
OG0003729	XP_036492714.1	XP_060361271.1
OG0003730	XP_036492715.1	XP_060361272.1
OG0003731	XP_036492716.1	XP_060361273.1
OG0003732	XP_036493424.1	XP_060361274.1
OG0003733	XP_036493423.1	XP_060361275.1
OG0003734	XP_036493514.1	XP_060361276.1
OG0003735	XP_036493416.1	XP_060361281.1
OG0003736	XP_036493422.1	XP_060361282.1
OG0003737	XP_036493421.1	XP_060361285.1
OG0003738	XP_036493420.1	XP_060361288.1
OG0003739	XP_036492799.1	XP_060365796.1
OG0003740	XP_036492800.1	XP_060365797.1
OG0003741	XP_036492832.1	XP_060365798.1
OG0003742	XP_036492797.1	XP_060365801.1
OG0003743	XP_036492796.1	XP_060365802.1
OG0003744	XP_036492652.1	XP_060365803.1
OG0003745	XP_036492830.1	XP_060365804.1
OG0003746	XP_036492801.1	XP_060365805.1
OG0003747	XP_036492804.1	XP_060365806.1
OG0003748	XP_036492705.1	XP_060365808.1
OG0003749	XP_036492729.1	XP_060365809.1
OG0003750	XP_036492708.1	XP_060365810.1
OG0003751	XP_036492709.1	XP_060365811.1
OG0003752	XP_036492706.1	XP_060365812.1
OG0003753	XP_036492707.1	XP_060365815.1
OG0003754	XP_036493641.1	XP_060365816.1
OG0003755	XP_036493640.1	XP_060365817.1
OG0003756	XP_036493645.1	XP_060365818.1
OG0003757	XP_036493644.1	XP_060365819.1
OG0003758	XP_036493643.1	XP_060365820.1
OG0003759	XP_036493649.1	XP_060365824.1
OG0003760	XP_036493648.1	XP_060365825.1
OG0003761	XP_036493647.1	XP_060365826.1
OG0003762	XP_036493646.1	XP_060365827.1
OG0003763	XP_036492950.1	XP_060365829.1
OG0003764	XP_036492951.1	XP_060365830.1
OG0003765	XP_036492952.1	XP_060365831.1
OG0003766	XP_036492953.1	XP_060365832.1
OG0003767	XP_036492955.1	XP_060365835.1
OG0003768	XP_036489087.1	XP_060362591.1
OG0003769	XP_036489920.1	XP_060362593.1
OG0003770	XP_036489080.1	XP_060362594.1
OG0003771	XP_036489085.1	XP_060360161.1
OG0003772	XP_036489082.1	XP_060360160.1
OG0003773	XP_036488405.1	XP_060360159.1
OG0003774	XP_036489670.1	XP_060360158.1
OG0003775	XP_036489664.1	XP_060360157.1
OG0003776	XP_036489663.1	XP_060360156.1
OG0003777	XP_036489665.1	XP_060360154.1
OG0003778	XP_036489746.1	XP_060360153.1
OG0003779	XP_036490052.1	XP_060360152.1
OG0003780	XP_036490047.1	XP_060360151.1
OG0003781	XP_036490049.1	XP_060360147.1
OG0003782	XP_036490050.1	XP_060360146.1
OG0003783	XP_036489625.1	XP_060360145.1
OG0003784	XP_036490051.1	XP_060360144.1
OG0003785	XP_036489323.1	XP_060360143.1
OG0003786	XP_036489525.1	XP_060360138.1
OG0003787	XP_036490106.1	XP_060360137.1
OG0003788	XP_036490105.1	XP_060360136.1
OG0003789	XP_036490108.1	XP_060360133.1
OG0003790	XP_036490107.1	XP_060360132.1
OG0003791	XP_036490109.1	XP_060360131.1
OG0003792	XP_036489958.1	XP_060360130.1
OG0003793	XP_036489523.1	XP_060360129.1
OG0003794	XP_036500312.1	XP_060361507.1
OG0003795	XP_036490104.1	XP_060361504.1
OG0003796	XP_036498305.1	XP_060361503.1
OG0003797	XP_036490102.1	XP_060361502.1
OG0003798	XP_036497682.1	XP_060361501.1
OG0003799	XP_036489576.1	XP_060361496.1
OG0003800	XP_036489575.1	XP_060361494.1
OG0003801	XP_036489577.1	XP_060361493.1
OG0003802	XP_036489579.1	XP_060361492.1
OG0003803	XP_036489578.1	XP_060361491.1
OG0003805	XP_036490083.1	XP_060361484.1
OG0003806	XP_036495408.1	XP_060361483.1
OG0003807	XP_036495134.1	XP_060361481.1
OG0003808	XP_036490057.1	XP_060361477.1
OG0003809	XP_036489404.1	XP_060361476.1
OG0003810	XP_036489038.1	XP_060361475.1
OG0003811	XP_036489380.1	XP_060361474.1
OG0003812	XP_036489381.1	XP_060361473.1
OG0003813	XP_036497936.1	XP_060363311.1
OG0003814	XP_036497934.1	XP_060363313.1
OG0003815	XP_036498898.1	XP_060363314.1
OG0003816	XP_036498901.1	XP_060363316.1
OG0003817	XP_036498900.1	XP_060363318.1
OG0003818	XP_036498903.1	XP_060363319.1
OG0003819	XP_036498902.1	XP_060363320.1
OG0003820	XP_036498905.1	XP_060363321.1
OG0003821	XP_036498904.1	XP_060363322.1
OG0003822	XP_036498907.1	XP_060363323.1
OG0003823	XP_036498906.1	XP_060363324.1
OG0003824	XP_036497512.1	XP_060363325.1
OG0003825	XP_036497513.1	XP_060363326.1
OG0003826	XP_036497510.1	XP_060363327.1
OG0003827	XP_036498887.1	XP_060363329.1
OG0003828	XP_036498638.1	XP_060363330.1
OG0003829	XP_036497517.1	XP_060363332.1
OG0003830	XP_036497514.1	XP_060363333.1
OG0003831	XP_036497515.1	XP_060363334.1
OG0003832	XP_036498636.1	XP_060363335.1
OG0003833	XP_036497618.1	XP_060363337.1
OG0003834	XP_036497621.1	XP_060363338.1
OG0003835	XP_036497617.1	XP_060363341.1
OG0003836	XP_036487958.1, XP_036488975.1	XP_060363342.1
OG0003837	XP_036498558.1	XP_060363345.1
OG0003838	XP_036498559.1	XP_060363346.1
OG0003839	XP_036489317.1	XP_060359945.1
OG0003840	XP_036498523.1	XP_060363353.1
OG0003841	XP_036498609.1	XP_060363358.1
OG0003842	XP_036498253.1	XP_060363360.1
OG0003843	XP_036498252.1	XP_060363361.1
OG0003844	XP_036498623.1	XP_060363362.1
OG0003845	XP_036497699.1	XP_060363366.1
OG0003846	XP_036498067.1	XP_060363367.1
OG0003847	XP_036498889.1	XP_060363368.1
OG0003848	XP_036498065.1	XP_060363369.1
OG0003849	XP_036498062.1	XP_060363370.1
OG0003850	XP_036498063.1	XP_060363371.1
OG0003851	XP_036497493.1	XP_060363750.1
OG0003852	XP_036498922.1	XP_060363744.1
OG0003853	XP_036497902.1	XP_060363743.1
OG0003854	XP_036497908.1	XP_060363741.1
OG0003855	XP_036498142.1	XP_060363740.1
OG0003856	XP_036498141.1	XP_060363739.1
OG0003857	XP_036498140.1	XP_060363738.1
OG0003858	XP_036498139.1	XP_060363737.1
OG0003859	XP_036498145.1	XP_060363736.1
OG0003860	XP_036498481.1	XP_060363734.1
OG0003861	XP_036498384.1	XP_060363724.1
OG0003862	XP_036498383.1	XP_060363723.1
OG0003863	XP_036493959.1	XP_060363721.1
OG0003864	XP_036497480.1	XP_060363714.1
OG0003865	XP_036497481.1	XP_060363712.1
OG0003866	XP_036497907.1	XP_060363710.1
OG0003867	XP_036497377.1	XP_060363709.1
OG0003868	XP_036497370.1	XP_060363702.1
OG0003869	XP_036497369.1	XP_060363701.1
OG0003870	XP_036491889.1	XP_060360467.1
OG0003871	XP_036492527.1	XP_060360468.1
OG0003872	XP_036492526.1	XP_060360469.1
OG0003873	XP_036491703.1	XP_060360470.1
OG0003874	XP_036491610.1	XP_060360472.1
OG0003875	XP_036491722.1	XP_060360473.1
OG0003876	XP_036491847.1	XP_060360482.1
OG0003877	XP_036491848.1	XP_060360483.1
OG0003878	XP_036492324.1	XP_060360484.1
OG0003879	XP_036492325.1	XP_060360486.1
OG0003880	XP_036491748.1	XP_060360487.1
OG0003881	XP_036491369.1	XP_060360488.1
OG0003882	XP_036492319.1	XP_060360489.1
OG0003883	XP_036492462.1	XP_060360490.1
OG0003884	XP_036492459.1	XP_060360491.1
OG0003885	XP_036492460.1	XP_060360492.1
OG0003886	XP_036491367.1	XP_060360493.1
OG0003887	XP_036492536.1	XP_060360497.1
OG0003888	XP_036491787.1	XP_060360499.1
OG0003889	XP_036491939.1	XP_060360501.1
OG0003890	XP_036492320.1	XP_060360502.1, XP_060360503.1
OG0003891	XP_036491937.1	XP_060360314.1
OG0003892	XP_036491635.1	XP_060360315.1
OG0003893	XP_036492589.1	XP_060360317.1
OG0003894	XP_036492584.1	XP_060360319.1
OG0003895	XP_036492490.1	XP_060360320.1
OG0003896	XP_036492587.1	XP_060360322.1
OG0003897	XP_036492586.1	XP_060360323.1
OG0003898	XP_036492588.1	XP_060360324.1
OG0003899	XP_036491881.1	XP_060360325.1
OG0003900	XP_036491880.1	XP_060360326.1
OG0003901	XP_036491875.1	XP_060360327.1
OG0003902	XP_036491873.1	XP_060360330.1
OG0003903	XP_036491879.1	XP_060360333.1
OG0003904	XP_036491878.1	XP_060360334.1
OG0003905	XP_036491877.1	XP_060360336.1
OG0003906	XP_036491876.1	XP_060360337.1
OG0003907	XP_036492500.1	XP_060360338.1
OG0003908	XP_036492501.1	XP_060360339.1
OG0003909	XP_036492492.1	XP_060360340.1
OG0003910	XP_036492493.1	XP_060360341.1
OG0003911	XP_036502085.1	XP_060360344.1
OG0003912	XP_036492496.1	XP_060360345.1
OG0003913	XP_036492497.1	XP_060360346.1
OG0003914	XP_036492498.1	XP_060360347.1
OG0003915	XP_036492499.1	XP_060360348.1
OG0003916	XP_036491828.1	XP_060360349.1
OG0003917	XP_036491827.1	XP_060360350.1
OG0003918	XP_036491835.1	XP_060372030.1
OG0003919	XP_036491829.1	XP_060372028.1
OG0003920	XP_036493150.1	XP_060359408.1
OG0003921	XP_036493368.1	XP_060359409.1
OG0003922	XP_036493714.1	XP_060360853.1
OG0003923	XP_036493713.1	XP_060360854.1
OG0003924	XP_036492892.1	XP_060360855.1
OG0003925	XP_036493715.1	XP_060360856.1
OG0003926	XP_036492887.1	XP_060360857.1
OG0003927	XP_036493710.1	XP_060360858.1
OG0003928	XP_036493711.1	XP_060360859.1
OG0003929	XP_036493074.1	XP_060360860.1
OG0003930	XP_036493075.1	XP_060360861.1
OG0003931	XP_036493078.1	XP_060360862.1
OG0003932	XP_036493076.1	XP_060360863.1
OG0003933	XP_036493077.1	XP_060360864.1
OG0003934	XP_036493082.1	XP_060360865.1
OG0003935	XP_036493083.1	XP_060360866.1
OG0003936	XP_036493080.1	XP_060360867.1
OG0003937	XP_036493081.1	XP_060360868.1
OG0003938	XP_036493770.1	XP_060360869.1
OG0003939	XP_036493769.1	XP_060360870.1
OG0003940	XP_036493764.1	XP_060360871.1
OG0003941	XP_036489990.1	XP_060360872.1
OG0003942	XP_036493763.1	XP_060360873.1
OG0003943	XP_036498967.1	XP_060360878.1
OG0003944	XP_036493767.1	XP_060360881.1
OG0003945	XP_036493766.1	XP_060360882.1
