Orthogroup	Colletotrichum_siamense	Colletotrichum_abscissum
OG0002200	XP_036502590.1	XP_060390259.1
OG0002201	XP_036502583.1	XP_060390261.1
OG0002202	XP_036501152.1	XP_060390263.1
OG0002203	XP_036501155.1	XP_060390265.1
OG0002204	XP_036501154.1	XP_060390266.1
OG0002205	XP_036502169.1	XP_060390271.1
OG0002206	XP_036502168.1	XP_060390273.1
OG0002207	XP_036502165.1	XP_060390274.1
OG0002208	XP_036502496.1	XP_060390275.1
OG0002209	XP_036502497.1	XP_060390276.1
OG0002210	XP_036502494.1	XP_060390277.1
OG0002211	XP_036502498.1	XP_060390281.1
OG0002212	XP_036502501.1	XP_060390283.1
OG0002213	XP_036501468.1	XP_060390284.1
OG0002214	XP_036502500.1	XP_060390285.1
OG0002215	XP_036501469.1	XP_060390286.1
OG0002216	XP_036501466.1	XP_060390287.1
OG0002217	XP_036501467.1	XP_060390288.1
OG0002218	XP_036501464.1	XP_060390290.1
OG0002219	XP_036501465.1	XP_060390292.1
OG0002220	XP_036501462.1	XP_060390293.1
OG0002221	XP_036501463.1	XP_060390296.1
OG0002222	XP_036501460.1	XP_060390297.1
OG0002223	XP_036501461.1	XP_060390298.1
OG0002224	XP_036502906.1	XP_060390299.1
OG0002225	XP_036502905.1	XP_060390300.1
OG0002226	XP_036502910.1	XP_060390301.1
OG0002227	XP_036502909.1	XP_060390302.1
OG0002228	XP_036502908.1	XP_060390303.1
OG0002229	XP_036502907.1	XP_060390304.1
OG0002230	XP_036502914.1	XP_060390305.1
OG0002231	XP_036502913.1	XP_060390306.1
OG0002232	XP_036502912.1	XP_060390307.1
OG0002234	XP_036501850.1	XP_060390321.1
OG0002235	XP_036501851.1	XP_060390322.1
OG0002236	XP_036501852.1	XP_060390323.1
OG0002237	XP_036501853.1	XP_060390324.1
OG0002238	XP_036501854.1	XP_060390327.1
OG0002239	XP_036501855.1	XP_060390328.1
OG0002240	XP_036501857.1	XP_060390331.1
OG0002241	XP_036501858.1	XP_060390332.1
OG0002242	XP_036501391.1	XP_060390333.1
OG0002243	XP_036501390.1	XP_060390334.1
OG0002244	XP_036501386.1	XP_060390337.1
OG0002245	XP_036501389.1	XP_060390338.1
OG0002246	XP_036501388.1	XP_060390339.1
OG0002247	XP_036501383.1	XP_060390340.1
OG0002248	XP_036501311.1	XP_060390341.1
OG0002249	XP_036501303.1	XP_060390343.1
OG0002250	XP_036502319.1	XP_060390345.1
OG0002251	XP_036502322.1	XP_060390347.1
OG0002252	XP_036502321.1	XP_060390348.1
OG0002253	XP_036502316.1	XP_060390349.1
OG0002254	XP_036502315.1	XP_060390350.1
OG0002255	XP_036501384.1	XP_060390358.1
OG0002256	XP_036502253.1	XP_060390361.1
OG0002257	XP_036489474.1	XP_060390363.1
OG0002258	XP_036501309.1	XP_060390365.1
OG0002259	XP_036501308.1	XP_060390366.1
OG0002260	XP_036501307.1	XP_060390367.1
OG0002261	XP_036501306.1	XP_060390371.1
OG0002262	XP_036502254.1	XP_060390372.1
OG0002263	XP_036502255.1	XP_060390373.1
OG0002264	XP_036501213.1	XP_060390382.1
OG0002265	XP_036501211.1	XP_060390385.1
OG0002266	XP_036501208.1	XP_060390388.1
OG0002267	XP_036501209.1	XP_060390389.1
OG0002268	XP_036501206.1	XP_060390391.1
OG0002269	XP_036501207.1	XP_060390392.1
OG0002270	XP_036501205.1	XP_060390393.1
OG0002271	XP_036502152.1	XP_060390398.1
OG0002272	XP_036502155.1	XP_060390400.1
OG0002273	XP_036502157.1	XP_060390401.1
OG0002274	XP_036502156.1	XP_060390402.1
OG0002275	XP_036501141.1	XP_060390404.1
OG0002276	XP_036501142.1	XP_060390405.1
OG0002277	XP_036501143.1	XP_060390406.1
OG0002278	XP_036501149.1	XP_060390408.1
OG0002279	XP_036502153.1	XP_060390410.1
OG0002280	XP_036501145.1	XP_060390411.1
OG0002281	XP_036501250.1	XP_060390423.1
OG0002282	XP_036501247.1	XP_060390424.1
OG0002283	XP_036501248.1	XP_060390427.1
OG0002284	XP_036502287.1	XP_060390429.1
OG0002285	XP_036502280.1	XP_060390431.1
OG0002286	XP_036491261.1	XP_060390437.1, XP_060399048.1
OG0002287	XP_036498215.1	XP_060390442.1
OG0002288	XP_036496631.1	XP_060390446.1
OG0002289	XP_036502282.1	XP_060390448.1
OG0002290	XP_036501648.1	XP_060390449.1
OG0002291	XP_036501647.1	XP_060390450.1
OG0002292	XP_036501646.1	XP_060390451.1
OG0002293	XP_036501640.1	XP_060390454.1
OG0002294	XP_036502284.1	XP_060390455.1
OG0002295	XP_036502285.1	XP_060390456.1
OG0002296	XP_036501714.1	XP_060390461.1
OG0002297	XP_036501707.1	XP_060390462.1
OG0002298	XP_036501708.1	XP_060390463.1
OG0002299	XP_036501705.1	XP_060390464.1
OG0002300	XP_036501706.1	XP_060390465.1
OG0002301	XP_036501711.1	XP_060390466.1
OG0002302	XP_036501712.1	XP_060390467.1
OG0002303	XP_036501709.1	XP_060390468.1
OG0002304	XP_036502757.1	XP_060390470.1
OG0002305	XP_036501644.1	XP_060390472.1
OG0002306	XP_036502694.1	XP_060390474.1
OG0002307	XP_036502695.1	XP_060390475.1
OG0002308	XP_036502696.1	XP_060390476.1
OG0002309	XP_036502697.1	XP_060390477.1
OG0002310	XP_036502689.1	XP_060390478.1
OG0002311	XP_036501413.1	XP_060390479.1
OG0002312	XP_036501643.1	XP_060390482.1
OG0002313	XP_036502519.1	XP_060390485.1
OG0002314	XP_036502512.1	XP_060390486.1
OG0002315	XP_036502513.1	XP_060390487.1
OG0002316	XP_036502515.1	XP_060390489.1
OG0002317	XP_036502521.1	XP_060390491.1
OG0002318	XP_036501489.1	XP_060390492.1
OG0002319	XP_036501488.1	XP_060390493.1
OG0002320	XP_036501487.1	XP_060390494.1
OG0002321	XP_036502674.1	XP_060390495.1
OG0002322	XP_036502673.1	XP_060390496.1
OG0002323	XP_036502672.1	XP_060390497.1
OG0002324	XP_036501579.1	XP_060390499.1
OG0002325	XP_036501576.1	XP_060390500.1
OG0002326	XP_036502132.1	XP_060390502.1
OG0002327	XP_036501956.1	XP_060390503.1
OG0002328	XP_036501353.1	XP_060390504.1
OG0002329	XP_036501575.1	XP_060390505.1
OG0002330	XP_036502128.1	XP_060390507.1
OG0002331	XP_036502127.1	XP_060390508.1
OG0002332	XP_036502134.1	XP_060390509.1
OG0002334	XP_036502133.1	XP_060390514.1
OG0002335	XP_036501118.1	XP_060390515.1
OG0002336	XP_036501119.1	XP_060390516.1
OG0002337	XP_036502611.1	XP_060390518.1
OG0002338	XP_036502612.1	XP_060390519.1
OG0002339	XP_036501577.1	XP_060390522.1
OG0002340	XP_036502131.1	XP_060390523.1
OG0002341	XP_036502130.1	XP_060390524.1
OG0002342	XP_036502129.1	XP_060390525.1
OG0002343	XP_036502136.1	XP_060390526.1
OG0002344	XP_036502135.1	XP_060390528.1
OG0002345	XP_036502667.1	XP_060390535.1
OG0002346	XP_036502668.1	XP_060390536.1
OG0002347	XP_036502669.1	XP_060390537.1
OG0002348	XP_036502670.1	XP_060390538.1
OG0002349	XP_036501692.1	XP_060390539.1
OG0002350	XP_036501691.1	XP_060390540.1
OG0002351	XP_036501690.1	XP_060390541.1
OG0002352	XP_036501688.1	XP_060390544.1
OG0002353	XP_036501686.1	XP_060390545.1
OG0002354	XP_036501685.1	XP_060390546.1
OG0002355	XP_036501684.1	XP_060390547.1
OG0002356	XP_036501683.1	XP_060390548.1
OG0002357	XP_036501667.1	XP_060390551.1
OG0002358	XP_036501666.1	XP_060390552.1
OG0002359	XP_036501665.1	XP_060390553.1
OG0002360	XP_036501664.1	XP_060390554.1
OG0002361	XP_036501662.1	XP_060390555.1
OG0002362	XP_036501741.1	XP_060390556.1
OG0002363	XP_036502671.1	XP_060390562.1
OG0002364	XP_036501580.1	XP_060390565.1
OG0002365	XP_036501583.1	XP_060390566.1
OG0002366	XP_036502755.1	XP_060390567.1
OG0002367	XP_036502754.1	XP_060390568.1
OG0002368	XP_036502749.1	XP_060390569.1
OG0002369	XP_036502751.1	XP_060390571.1
OG0002370	XP_036502750.1	XP_060390572.1
OG0002371	XP_036501490.1	XP_060390573.1
OG0002372	XP_036501491.1	XP_060390574.1
OG0002373	XP_036501482.1	XP_060390575.1
OG0002374	XP_036501483.1	XP_060390576.1
OG0002375	XP_036501739.1	XP_060390579.1
OG0002376	XP_036501742.1	XP_060390580.1
OG0002377	XP_036501486.1	XP_060390581.1
OG0002378	XP_036501485.1	XP_060390582.1
OG0002379	XP_036501484.1	XP_060390584.1
OG0002380	XP_036502732.1	XP_060390592.1
OG0002381	XP_036502733.1	XP_060390593.1
OG0002382	XP_036501746.1	XP_060390595.1
OG0002383	XP_036501743.1	XP_060390596.1
OG0002384	XP_036501738.1	XP_060390599.1
OG0002385	XP_036502735.1	XP_060390600.1
OG0002386	XP_036502737.1	XP_060390601.1
OG0002387	XP_036502736.1	XP_060390603.1
OG0002388	XP_036502731.1	XP_060390607.1
OG0002389	XP_036502730.1	XP_060390609.1
OG0002390	XP_036501556.1	XP_060390611.1
OG0002391	XP_036501555.1	XP_060390612.1
OG0002392	XP_036501554.1	XP_060390613.1
OG0002393	XP_036501553.1	XP_060390615.1
OG0002394	XP_036501560.1	XP_060390616.1
OG0002395	XP_036501559.1	XP_060390617.1
OG0002396	XP_036501558.1	XP_060390618.1
OG0002397	XP_036501557.1	XP_060390619.1
OG0002398	XP_036502728.1	XP_060390620.1
OG0002399	XP_036502491.1	XP_060390622.1
OG0002400	XP_036502490.1	XP_060390623.1
OG0002401	XP_036502486.1	XP_060390625.1
OG0002402	XP_036502487.1	XP_060390626.1
OG0002403	XP_036502485.1	XP_060390630.1
OG0002404	XP_036502484.1	XP_060390631.1
OG0002405	XP_036502483.1	XP_060390634.1
OG0002406	XP_036502482.1	XP_060390635.1
OG0002407	XP_036501623.1	XP_060390636.1
OG0002408	XP_036501622.1	XP_060390638.1
OG0002409	XP_036501620.1	XP_060390640.1
OG0002410	XP_036501617.1	XP_060390641.1
OG0002411	XP_036501618.1	XP_060390642.1
OG0002412	XP_036501626.1	XP_060390645.1
OG0002413	XP_036502575.1	XP_060390646.1
OG0002414	XP_036502574.1	XP_060390647.1
OG0002415	XP_036502577.1	XP_060390649.1
OG0002416	XP_036502576.1	XP_060390650.1
OG0002417	XP_036502579.1	XP_060390651.1
OG0002418	XP_036502578.1	XP_060390652.1
OG0002419	XP_036502581.1	XP_060390654.1
OG0002420	XP_036502580.1	XP_060390655.1
OG0002421	XP_036502573.1	XP_060390656.1
OG0002422	XP_036502572.1	XP_060390657.1
OG0002423	XP_036501949.1	XP_060390658.1
OG0002424	XP_036501950.1	XP_060390659.1
OG0002425	XP_036501951.1	XP_060390660.1
OG0002426	XP_036501953.1	XP_060390662.1
OG0002427	XP_036501954.1	XP_060390663.1
OG0002428	XP_036501955.1	XP_060390664.1
OG0002429	XP_036501947.1	XP_060390665.1
OG0002430	XP_036501948.1	XP_060390666.1
OG0002431	XP_036500921.1	XP_060390667.1
OG0002432	XP_036500919.1	XP_060390669.1
OG0002433	XP_036500918.1	XP_060390670.1
OG0002434	XP_036500925.1	XP_060390672.1
OG0002435	XP_036500924.1	XP_060390673.1
OG0002436	XP_036500923.1	XP_060390674.1
OG0002437	XP_036500922.1	XP_060390676.1
OG0002438	XP_036500915.1	XP_060390679.1
OG0002439	XP_036501187.1	XP_060390680.1
OG0002440	XP_036501186.1	XP_060390681.1
OG0002441	XP_036501189.1	XP_060390682.1
OG0002442	XP_036501188.1	XP_060390683.1
OG0002443	XP_036501191.1	XP_060390684.1
OG0002444	XP_036501192.1	XP_060390687.1
OG0002445	XP_036501185.1	XP_060390689.1
OG0002446	XP_036502215.1	XP_060390691.1
OG0002447	XP_036502126.1	XP_060390692.1
OG0002448	XP_036502213.1	XP_060390693.1
OG0002449	XP_036502214.1	XP_060390694.1
OG0002450	XP_036502211.1	XP_060390695.1
OG0002451	XP_036502210.1	XP_060390700.1
OG0002452	XP_036502216.1	XP_060390702.1
OG0002453	XP_036502217.1	XP_060390703.1
OG0002454	XP_036501127.1	XP_060390704.1
OG0002455	XP_036501126.1	XP_060390705.1
OG0002456	XP_036501125.1	XP_060390706.1
OG0002457	XP_036501124.1	XP_060390707.1
OG0002458	XP_036501122.1	XP_060390713.1
OG0002459	XP_036502257.1	XP_060390714.1
OG0002460	XP_036501120.1	XP_060390715.1
OG0002461	XP_036502614.1	XP_060390716.1
OG0002462	XP_036502616.1	XP_060390717.1
OG0002463	XP_036497107.1	XP_060390722.1
OG0002464	XP_036498068.1	XP_060390723.1
OG0002465	XP_036498072.1	XP_060390727.1
OG0002466	XP_036498073.1	XP_060390728.1
OG0002467	XP_036497180.1	XP_060390731.1
OG0002468	XP_036497181.1	XP_060390732.1
OG0002469	XP_036498074.1	XP_060390735.1
OG0002470	XP_036498077.1	XP_060390736.1
OG0002471	XP_036498076.1	XP_060390738.1
OG0002472	XP_036498071.1	XP_060390739.1
OG0002473	XP_036498070.1	XP_060390741.1
OG0002474	XP_036497174.1	XP_060401840.1
OG0002475	XP_036497179.1	XP_060390748.1
OG0002476	XP_036497178.1	XP_060390749.1
OG0002477	XP_036497177.1	XP_060390750.1
OG0002478	XP_036497176.1	XP_060390751.1
OG0002479	XP_036499153.1	XP_060390753.1
OG0002480	XP_036499152.1	XP_060390754.1
OG0002481	XP_036499155.1	XP_060390755.1
OG0002482	XP_036499154.1	XP_060390756.1
OG0002483	XP_036499157.1	XP_060390757.1
OG0002484	XP_036499156.1	XP_060390759.1
OG0002485	XP_036500122.1	XP_060390760.1
OG0002486	XP_036500119.1	XP_060390761.1
OG0002487	XP_036500120.1	XP_060390763.1
OG0002488	XP_036500117.1	XP_060390764.1
OG0002489	XP_036500114.1	XP_060390766.1
OG0002490	XP_036500118.1	XP_060390767.1
OG0002491	XP_036500454.1	XP_060390768.1
OG0002492	XP_036500453.1	XP_060390769.1
OG0002493	XP_036500459.1	XP_060390771.1
OG0002494	XP_036500458.1	XP_060390772.1
OG0002495	XP_036500457.1	XP_060390773.1
OG0002496	XP_036500456.1	XP_060390774.1
OG0002497	XP_036499420.1	XP_060390775.1
OG0002498	XP_036499421.1	XP_060390776.1
OG0002499	XP_036499422.1	XP_060390777.1
OG0002500	XP_036499423.1	XP_060390778.1
OG0002501	XP_036499426.1	XP_060390782.1
OG0002502	XP_036499428.1	XP_060390784.1
OG0002503	XP_036499429.1	XP_060390787.1
OG0002504	XP_036492447.1	XP_060390791.1
OG0002505	XP_036492446.1	XP_060390792.1
OG0002506	XP_036492445.1	XP_060390793.1
OG0002507	XP_036492573.1	XP_060390795.1
OG0002508	XP_036492572.1	XP_060390796.1
OG0002509	XP_036491528.1	XP_060390798.1
OG0002510	XP_036491531.1	XP_060390800.1
OG0002511	XP_036491532.1	XP_060390801.1
OG0002512	XP_036491529.1	XP_060390802.1
OG0002513	XP_036491530.1	XP_060390803.1
OG0002514	XP_036491409.1	XP_060390804.1
OG0002515	XP_036491326.1	XP_060390806.1
OG0002516	XP_036491328.1	XP_060390808.1
OG0002517	XP_036491327.1	XP_060390809.1
OG0002518	XP_036491323.1	XP_060390811.1
OG0002519	XP_036491322.1	XP_060390812.1
OG0002520	XP_036491325.1	XP_060390814.1
OG0002521	XP_036491321.1	XP_060390815.1
OG0002522	XP_036491320.1	XP_060390816.1
OG0002523	XP_036492046.1	XP_060390817.1
OG0002524	XP_036491825.1	XP_060390818.1
OG0002525	XP_036492047.1	XP_060390819.1
OG0002526	XP_036492048.1	XP_060390820.1
OG0002527	XP_036491823.1	XP_060390821.1
OG0002528	XP_036492044.1	XP_060390822.1
OG0002529	XP_036496992.1	XP_060390830.1
OG0002530	XP_036496011.1	XP_060390831.1
OG0002531	XP_036496012.1	XP_060390832.1
OG0002532	XP_036496986.1	XP_060390834.1
OG0002533	XP_036496991.1	XP_060390836.1
OG0002534	XP_036496988.1	XP_060390838.1
OG0002535	XP_036496398.1	XP_060390841.1
OG0002536	XP_036495434.1	XP_060390842.1
OG0002537	XP_036495431.1	XP_060390843.1
OG0002538	XP_036495430.1	XP_060390844.1
OG0002539	XP_036495433.1	XP_060390845.1
OG0002540	XP_036495432.1	XP_060390846.1
OG0002541	XP_036495427.1	XP_060390847.1
OG0002542	XP_036495426.1	XP_060390848.1
OG0002543	XP_036495428.1	XP_060390849.1
OG0002544	XP_036496570.1	XP_060390850.1
OG0002545	XP_036495597.1	XP_060390851.1
OG0002546	XP_036496587.1	XP_060390853.1
OG0002547	XP_036496589.1	XP_060390855.1
OG0002548	XP_036496576.1	XP_060390856.1
OG0002549	XP_036496577.1	XP_060390858.1
OG0002550	XP_036496578.1	XP_060390863.1
OG0002551	XP_036490264.1	XP_060397219.1, XP_060390866.1
OG0002552	XP_036490412.1	XP_060390869.1
OG0002553	XP_036491135.1	XP_060390872.1
OG0002554	XP_036490265.1	XP_060390873.1
OG0002555	XP_036490417.1	XP_060390877.1
OG0002556	XP_036491133.1	XP_060390878.1
OG0002557	XP_036490246.1	XP_060390880.1
OG0002558	XP_036490542.1	XP_060390881.1
OG0002559	XP_036490541.1	XP_060390882.1
OG0002560	XP_036490421.1	XP_060390884.1
OG0002561	XP_036490727.1	XP_060390892.1
OG0002562	XP_036490470.1	XP_060390893.1
OG0002563	XP_036490636.1	XP_060390895.1
OG0002564	XP_036491087.1	XP_060390897.1
OG0002565	XP_036491084.1	XP_060390898.1
OG0002566	XP_036491082.1	XP_060390899.1
OG0002567	XP_036490589.1	XP_060390900.1
OG0002568	XP_036490500.1	XP_060390903.1
OG0002569	XP_036498692.1	XP_060404374.1, XP_060390906.1
OG0002570	XP_036496943.1	XP_060390909.1
OG0002571	XP_036496942.1	XP_060390911.1
OG0002572	XP_036496941.1	XP_060390913.1
OG0002573	XP_036496948.1	XP_060390915.1
OG0002574	XP_036496947.1	XP_060390916.1
OG0002575	XP_036496946.1	XP_060390917.1
OG0002576	XP_036496945.1	XP_060390920.1
OG0002577	XP_036496939.1	XP_060390922.1
OG0002578	XP_036496134.1	XP_060390923.1
OG0002579	XP_036496130.1	XP_060390924.1
OG0002580	XP_036496998.1	XP_060390928.1
OG0002581	XP_036496995.1	XP_060390930.1
OG0002582	XP_036496994.1	XP_060390931.1
OG0002583	XP_036496126.1	XP_060390932.1
OG0002584	XP_036496127.1	XP_060390933.1
OG0002585	XP_036496996.1	XP_060390934.1
OG0002586	XP_036496131.1	XP_060390935.1
OG0002587	XP_036496128.1	XP_060390936.1
OG0002588	XP_036496122.1	XP_060390938.1
OG0002589	XP_036496123.1	XP_060390939.1
OG0002590	XP_036495299.1	XP_060390941.1
OG0002591	XP_036495298.1	XP_060390942.1
OG0002592	XP_036496997.1	XP_060390947.1
OG0002593	XP_036488303.1	XP_060394017.1, XP_060390953.1, XP_060400548.1
OG0002594	XP_036488680.1	XP_060390956.1
OG0002595	XP_036488683.1	XP_060390957.1
OG0002596	XP_036488682.1	XP_060390958.1
OG0002597	XP_036488685.1	XP_060390961.1
OG0002598	XP_036488686.1	XP_060390964.1
OG0002599	XP_036488198.1	XP_060390966.1
OG0002600	XP_036488149.1	XP_060390968.1
OG0002601	XP_036488151.1	XP_060390969.1
OG0002602	XP_036488145.1	XP_060390970.1
OG0002603	XP_036488976.1	XP_060390975.1
OG0002604	XP_036488046.1	XP_060390979.1
OG0002605	XP_036488264.1	XP_060390980.1
OG0002606	XP_036488297.1	XP_060390981.1
OG0002607	XP_036488065.1	XP_060390982.1
OG0002608	XP_036490513.1	XP_060390990.1
OG0002609	XP_036490511.1	XP_060390991.1
OG0002610	XP_036491119.1	XP_060390992.1
OG0002611	XP_036490516.1	XP_060390993.1
OG0002612	XP_036490517.1	XP_060390994.1
OG0002613	XP_036490326.1	XP_060390995.1
OG0002614	XP_036490327.1	XP_060390996.1
OG0002615	XP_036490328.1	XP_060390999.1
OG0002616	XP_036490718.1	XP_060391002.1
OG0002617	XP_036491271.1	XP_060391006.1
OG0002618	XP_036491272.1	XP_060391007.1
OG0002619	XP_036491273.1	XP_060391008.1
OG0002620	XP_036490257.1	XP_060391009.1
OG0002621	XP_036493662.1	XP_060391011.1
OG0002622	XP_036493488.1	XP_060391012.1
OG0002623	XP_036493485.1	XP_060391013.1
OG0002624	XP_036490635.1	XP_060391019.1
OG0002625	XP_036491309.1	XP_060391020.1
OG0002626	XP_036491308.1	XP_060391021.1
OG0002627	XP_036491311.1	XP_060391023.1
OG0002628	XP_036491310.1	XP_060391024.1
OG0002629	XP_036491305.1	XP_060391025.1
OG0002630	XP_036491306.1	XP_060391027.1
OG0002631	XP_036491313.1	XP_060391028.1
OG0002632	XP_036490630.1	XP_060391030.1
OG0002633	XP_036490629.1	XP_060391031.1
OG0002634	XP_036490628.1	XP_060391032.1
OG0002635	XP_036491234.1	XP_060391038.1
OG0002636	XP_036491236.1	XP_060391040.1
OG0002637	XP_036491235.1	XP_060391041.1
OG0002638	XP_036491238.1	XP_060391042.1
OG0002639	XP_036491237.1	XP_060391043.1
OG0002640	XP_036490693.1	XP_060391044.1
OG0002641	XP_036490631.1	XP_060391047.1
OG0002642	XP_036491191.1	XP_060391048.1
OG0002643	XP_036502743.1	XP_060391054.1
OG0002644	XP_036502738.1	XP_060391055.1
OG0002645	XP_036487972.1	XP_060391058.1
OG0002646	XP_036501700.1	XP_060391060.1
OG0002647	XP_036501694.1	XP_060391064.1
OG0002648	XP_036501693.1	XP_060391065.1
OG0002649	XP_036502802.1	XP_060391066.1
OG0002650	XP_036502798.1	XP_060391074.1
OG0002651	XP_036502799.1	XP_060391075.1
OG0002652	XP_036502796.1	XP_060391076.1
OG0002653	XP_036502797.1	XP_060391078.1
OG0002654	XP_036502804.1	XP_060391079.1
OG0002655	XP_036502805.1	XP_060391081.1
OG0002656	XP_036501750.1	XP_060391088.1
OG0002657	XP_036501749.1	XP_060391090.1
OG0002658	XP_036501752.1	XP_060391092.1
OG0002659	XP_036501751.1	XP_060391093.1
OG0002660	XP_036501754.1	XP_060391094.1
OG0002661	XP_036501753.1	XP_060391095.1
OG0002662	XP_036501755.1	XP_060391097.1
OG0002663	XP_036501748.1	XP_060391098.1
OG0002664	XP_036501747.1	XP_060391099.1
OG0002665	XP_036501110.1	XP_060391100.1
OG0002666	XP_036501111.1	XP_060391101.1
OG0002667	XP_036501113.1	XP_060391103.1
OG0002668	XP_036501114.1	XP_060391104.1
OG0002669	XP_036501117.1	XP_060391107.1
OG0002670	XP_036501108.1	XP_060391108.1
OG0002671	XP_036501109.1	XP_060391109.1
OG0002672	XP_036502058.1	XP_060391110.1
OG0002673	XP_036502057.1	XP_060391111.1
OG0002674	XP_036501052.1	XP_060391112.1
OG0002675	XP_036501241.1	XP_060391113.1
OG0002676	XP_036502055.1	XP_060391114.1
OG0002677	XP_036497435.1	XP_060391115.1
OG0002678	XP_036497432.1	XP_060391116.1
OG0002679	XP_036498347.1	XP_060391119.1
OG0002680	XP_036498346.1	XP_060391125.1
OG0002681	XP_036498345.1	XP_060391126.1
OG0002682	XP_036498343.1	XP_060391127.1
OG0002683	XP_036498348.1	XP_060391128.1
OG0002684	XP_036497260.1	XP_060391130.1
OG0002685	XP_036497259.1	XP_060391131.1
OG0002686	XP_036497256.1	XP_060391134.1
OG0002687	XP_036497255.1	XP_060391137.1
OG0002688	XP_036497258.1	XP_060391138.1
OG0002689	XP_036497257.1	XP_060391139.1
OG0002690	XP_036497254.1	XP_060391140.1
OG0002691	XP_036498277.1	XP_060391141.1
OG0002692	XP_036498278.1	XP_060391142.1
OG0002693	XP_036498275.1	XP_060391144.1
OG0002694	XP_036498276.1	XP_060391146.1
OG0002695	XP_036498281.1	XP_060391147.1
OG0002696	XP_036498282.1	XP_060391148.1
OG0002697	XP_036498279.1	XP_060391149.1
OG0002698	XP_036498280.1	XP_060391150.1
OG0002699	XP_036498273.1	XP_060391151.1
OG0002700	XP_036498274.1	XP_060391152.1
OG0002701	XP_036497766.1	XP_060391153.1
OG0002702	XP_036498917.1	XP_060391154.1
OG0002703	XP_036498918.1	XP_060391157.1
OG0002704	XP_036498508.1	XP_060391158.1
OG0002705	XP_036498510.1	XP_060391159.1
OG0002706	XP_036498512.1	XP_060391160.1
OG0002707	XP_036498513.1	XP_060391161.1
OG0002708	XP_036490944.1	XP_060391167.1
OG0002709	XP_036495230.1	XP_060391168.1
OG0002710	XP_036495233.1	XP_060391169.1
OG0002711	XP_036495235.1	XP_060391170.1
OG0002712	XP_036495237.1	XP_060391172.1
OG0002713	XP_036495236.1	XP_060391173.1
OG0002714	XP_036494541.1	XP_060391174.1
OG0002715	XP_036494542.1	XP_060391178.1
