Orthogroup	Colletotrichum_siamense	Colletotrichum_truncatum
OG0002871	XP_036499683.1	XP_036576965.1
OG0002872	XP_036500271.1	XP_036580090.2
OG0002873	XP_036499651.1	XP_036579933.1
OG0002874	XP_036489343.1	XP_070062294.1
OG0002875	XP_036498506.1	XP_070062692.1
OG0002876	XP_036499059.1	XP_036579945.2
OG0002877	XP_036499192.1	XP_036579942.1
OG0002878	XP_036500188.1	XP_036586939.2
OG0002879	XP_036499039.1	XP_036586937.1
OG0002880	XP_036499653.1	XP_036579935.1
OG0002881	XP_036499961.1	XP_070062098.1
OG0002882	XP_036498978.1	XP_036579947.1
OG0002883	XP_036491931.1	XP_036574635.1
OG0002884	XP_036491419.1	XP_036574636.1
OG0002885	XP_036498972.1	XP_070062099.1
OG0002886	XP_036498971.1	XP_070062100.1
OG0002887	XP_036498970.1	XP_036579951.1
OG0002888	XP_036496537.1	XP_036578073.1
OG0002889	XP_036499739.1	XP_036579966.1
OG0002890	XP_036499740.1	XP_036579965.2
OG0002891	XP_036499741.1	XP_036579964.1
OG0002892	XP_036500780.1	XP_036579963.1
OG0002893	XP_036500779.1	XP_036579962.1
OG0002894	XP_036500774.1	XP_036579961.1
OG0002895	XP_036500773.1	XP_036579960.1
OG0002896	XP_036500772.1	XP_036579959.1
OG0002897	XP_036499743.1	XP_036579958.1
OG0002898	XP_036499734.1	XP_070062101.1
OG0002899	XP_036500777.1	XP_036579972.1
OG0002900	XP_036499644.1	XP_036579977.1
OG0002901	XP_036500041.1	XP_036579981.1
OG0002902	XP_036500040.1	XP_036579982.1
OG0002903	XP_036500035.1	XP_036579983.1
OG0002904	XP_036500034.1	XP_036579984.1
OG0002905	XP_036499057.1	XP_036579988.1
OG0002906	XP_036499058.1	XP_036579989.1
OG0002907	XP_036499055.1	XP_036579990.2
OG0002908	XP_036499903.1	XP_036580027.2, XP_036587259.2
OG0002909	XP_036499904.1	XP_036580026.1
OG0002910	XP_036499901.1	XP_036580025.1
OG0002911	XP_036499902.1	XP_036580022.1
OG0002912	XP_036499899.1	XP_036580021.1
OG0002913	XP_036499897.1	XP_036580015.2
OG0002914	XP_036499898.1	XP_070062108.1
OG0002915	XP_036499833.1	XP_036580013.1
OG0002916	XP_036499828.1	XP_036580037.1
OG0002917	XP_036499829.1	XP_036580036.1
OG0002918	XP_036499830.1	XP_036580035.1
OG0002919	XP_036500869.1	XP_036580033.1
OG0002920	XP_036500866.1	XP_036580032.1
OG0002921	XP_036500867.1	XP_036580031.1
OG0002922	XP_036499832.1	XP_036580012.1
OG0002923	XP_036500802.1	XP_070062105.1
OG0002924	XP_036500801.1	XP_070062106.1
OG0002925	XP_036500800.1	XP_036580002.1
OG0002926	XP_036500795.1	XP_036580004.1
OG0002927	XP_036500794.1	XP_036580006.1
OG0002928	XP_036500793.1	XP_036580008.1
OG0002929	XP_036499831.1	XP_036580011.1
OG0002930	XP_036499826.1	XP_036580029.1
OG0002931	XP_036499834.1	XP_036580040.1
OG0002932	XP_036499260.1	XP_036580044.1
OG0002933	XP_036499259.1	XP_070062110.1
OG0002934	XP_036499266.1	XP_036580045.1
OG0002935	XP_036500828.1	XP_036577006.1
OG0002936	XP_036499389.1	XP_036576454.1
OG0002937	XP_036500500.1	XP_070062075.1
OG0002938	XP_036500501.1	XP_036576457.1
OG0002939	XP_036500496.1	XP_036579894.1
OG0002940	XP_036490682.1	XP_036578805.1
OG0002941	XP_036490683.1	XP_036578807.1
OG0002942	XP_036490905.1	XP_036578811.1
OG0002943	XP_036491062.1	XP_036578812.1
OG0002944	XP_036490903.1	XP_070061362.1
OG0002945	XP_036491267.1	XP_070061361.1
OG0002946	XP_036491266.1	XP_036578816.1
OG0002947	XP_036491023.1	XP_036574304.1
OG0002948	XP_036490494.1	XP_036589151.1
OG0002949	XP_036490491.1	XP_036589150.1
OG0002950	XP_036490492.1	XP_036589149.1
OG0002951	XP_036491043.1	XP_036589154.1
OG0002952	XP_036491044.1	XP_036589155.1
OG0002953	XP_036491041.1	XP_036589156.1
OG0002954	XP_036491098.1	XP_036589158.1
OG0002955	XP_036491045.1	XP_070061379.1
OG0002956	XP_036490180.1	XP_036589161.1
OG0002957	XP_036494637.1	XP_036583188.2
OG0002958	XP_036494432.1	XP_036583190.1
OG0002959	XP_036494434.1	XP_036583191.2
OG0002960	XP_036494429.1	XP_070060595.1
OG0002961	XP_036494433.1	XP_036583189.1
OG0002962	XP_036494746.1	XP_036583193.1
OG0002963	XP_036494431.1	XP_036583194.1
OG0002964	XP_036494430.1	XP_036583195.1
OG0002965	XP_036493994.1	XP_036583196.2
OG0002966	XP_036493944.1	XP_070060597.1
OG0002967	XP_036493943.1	XP_070060598.1
OG0002968	XP_036493942.1	XP_036583183.1
OG0002969	XP_036493949.1	XP_036583182.1
OG0002970	XP_036493948.1	XP_036583181.1
OG0002971	XP_036493947.1	XP_036583180.1
OG0002972	XP_036493946.1	XP_036583179.1
OG0002973	XP_036493941.1	XP_036583178.1
OG0002974	XP_036493940.1	XP_036583177.1
OG0002975	XP_036494599.1	XP_036583176.1
OG0002976	XP_036494601.1	XP_070060599.1
OG0002977	XP_036494600.1	XP_036583175.1
OG0002978	XP_036494602.1	XP_036583173.1
OG0002979	XP_036494603.1	XP_036583171.1
OG0002980	XP_036494224.1	XP_036583170.1
OG0002981	XP_036494221.1	XP_036583168.1
OG0002982	XP_036495228.1	XP_036583166.2
OG0002983	XP_036495231.1	XP_036583165.1
OG0002984	XP_036497002.1	XP_036584765.1
OG0002985	XP_036497003.1	XP_036584764.2
OG0002986	XP_036497000.1	XP_036584763.1
OG0002987	XP_036496084.1	XP_070060285.1
OG0002988	XP_036496083.1	XP_036584758.1
OG0002989	XP_036496081.1	XP_036584756.1
OG0002990	XP_036496078.1	XP_036584753.2
OG0002991	XP_036496079.1	XP_036584754.1
OG0002992	XP_036496080.1	XP_070060286.1
OG0002993	XP_036492896.1	XP_070061730.1
OG0002994	XP_036496936.1	XP_036584749.1
OG0002997	XP_036496529.1	XP_070060288.1
OG0002998	XP_036496733.1	XP_036584744.1
OG0002999	XP_036496185.1	XP_036584743.1
OG0003000	XP_036496521.1	XP_036584742.1
OG0003001	XP_036496027.1	XP_036584740.2
OG0003002	XP_036496019.1	XP_036584739.1
OG0003003	XP_036496021.1	XP_036584736.2
OG0003004	XP_036497368.1	XP_036579486.1
OG0003005	XP_036498204.1	XP_036579436.1
OG0003006	XP_036497186.1	XP_036579443.1
OG0003007	XP_036497184.1	XP_036579449.1
OG0003008	XP_036497183.1	XP_036579450.2
OG0003009	XP_036498206.1	XP_036579435.1
OG0003010	XP_036493376.1	XP_036586655.1
OG0003011	XP_036498201.1	XP_036579434.2
OG0003012	XP_036498203.1	XP_036579432.1
OG0003013	XP_036498202.1	XP_036579431.1
OG0003014	XP_036498199.1	XP_036579430.1
OG0003015	XP_036497238.1	XP_036579428.1
OG0003016	XP_036495156.1	XP_070060642.1
OG0003017	XP_036495155.1	XP_036581226.1
OG0003018	XP_036497245.1	XP_036579426.1
OG0003019	XP_036497242.1	XP_036579425.2
OG0003020	XP_036497311.1	XP_036579421.1
OG0003021	XP_036497313.1	XP_036579422.1
OG0003022	XP_036490464.1	XP_036575266.1
OG0003023	XP_036490463.1	XP_036575265.1
OG0003024	XP_036497584.1	XP_036579417.1
OG0003025	XP_036498081.1	XP_036579411.1
OG0003026	XP_036497583.1	XP_036579412.1
OG0003027	XP_036497582.1	XP_036579416.1
OG0003028	XP_036497119.1	XP_036579395.1
OG0003029	XP_036498079.1	XP_036579410.1
OG0003030	XP_036498086.1	XP_070062665.1
OG0003031	XP_036498084.1	XP_036579407.1
OG0003032	XP_036498087.1	XP_036579408.1
OG0003033	XP_036497114.1	XP_070062663.1
OG0003034	XP_036491621.1	XP_036581547.1
OG0003035	XP_036491863.1	XP_036581549.1
OG0003036	XP_036492329.1	XP_036581550.1
OG0003037	XP_036492237.1	XP_036581551.2
OG0003038	XP_036492240.1	XP_036581558.1
OG0003039	XP_036491980.1	XP_070060898.1
OG0003040	XP_036491977.1	XP_036581533.2
OG0003041	XP_036492517.1	XP_036581531.1
OG0003042	XP_036492519.1	XP_036581530.1
OG0003043	XP_036492391.1	XP_036581526.2
OG0003044	XP_036492395.1	XP_036581525.1
OG0003045	XP_036491401.1	XP_036581503.1
OG0003046	XP_036497310.1	XP_036579420.1
OG0003047	XP_036491403.1	XP_036581502.1
OG0003048	XP_036491402.1	XP_070060903.1
OG0003049	XP_036491397.1	XP_036581500.1
OG0003050	XP_036491396.1	XP_070060904.1
OG0003051	XP_036491399.1	XP_036581498.1
OG0003052	XP_036491398.1	XP_036581497.2
OG0003053	XP_036492030.1	XP_036581496.1
OG0003054	XP_036492031.1	XP_036581495.1
OG0003055	XP_036491680.1	XP_036581491.2
OG0003056	XP_036492027.1	XP_036581490.1
OG0003057	XP_036491358.1	XP_070060907.1
OG0003058	XP_036491366.1	XP_036581488.1
OG0003059	XP_036491365.1	XP_036581487.1
OG0003060	XP_036491999.1	XP_036581482.1
OG0003061	XP_036491998.1	XP_036581481.1
OG0003062	XP_036491992.1	XP_036581479.1
OG0003063	XP_036500476.1	XP_070062186.1
OG0003064	XP_036501168.1	XP_036577198.1
OG0003065	XP_036501169.1	XP_036577197.1
OG0003066	XP_036501160.1	XP_036577179.1
OG0003067	XP_036501161.1	XP_036577180.1
OG0003068	XP_036492431.1	XP_036587712.1
OG0003069	XP_036501026.1	XP_036577159.1
OG0003070	XP_036501025.1	XP_036577160.1
OG0003071	XP_036502028.1	XP_036577150.1
OG0003072	XP_036502029.1	XP_036577151.1
OG0003073	XP_036489677.1	XP_036576917.1
OG0003074	XP_036502035.1	XP_036577149.1
OG0003075	XP_036502034.1	XP_070060162.1
OG0003076	XP_036502033.1	XP_036577144.1
OG0003077	XP_036502032.1	XP_036577143.1
OG0003078	XP_036500980.1	XP_036577142.1
OG0003079	XP_036500979.1	XP_070060161.1
OG0003080	XP_036500986.1	XP_036577140.1
OG0003081	XP_036500985.1	XP_036577139.1
OG0003082	XP_036500988.1	XP_036577138.1
OG0003083	XP_036502380.1	XP_036578257.2
OG0003084	XP_036502120.1	XP_036578258.1
OG0003085	XP_036502378.1	XP_036578259.1
OG0003086	XP_036502119.1	XP_070060132.1
OG0003087	XP_036502114.1	XP_070060131.1
OG0003088	XP_036501180.1	XP_036578261.1
OG0003089	XP_036502623.1	XP_036578262.1
OG0003090	XP_036501050.1	XP_070060160.1
OG0003091	XP_036501051.1	XP_036575363.1
OG0003092	XP_036501944.1	XP_036575364.1
OG0003093	XP_036501943.1	XP_036575366.1
OG0003094	XP_036501945.1	XP_036575367.1
OG0003096	XP_036494144.1	XP_070060010.1
OG0003097	XP_036494342.1	XP_036576512.2
OG0003098	XP_036489086.1	XP_036589936.1
OG0003099	XP_036489631.1	XP_036589940.1
OG0003100	XP_036490022.1	XP_036589942.1
OG0003101	XP_036489632.1	XP_036589941.1
OG0003102	XP_036489492.1	XP_036589946.1
OG0003103	XP_036490006.1	XP_036589943.1
OG0003104	XP_036489627.1	XP_036589944.1
OG0003105	XP_036489027.1	XP_036589948.1
OG0003106	XP_036489026.1	XP_036589949.1
OG0003107	XP_036489032.1	XP_036589950.1
OG0003108	XP_036489031.1	XP_070062348.1
OG0003109	XP_036489029.1	XP_036589953.1
OG0003110	XP_036489131.1	XP_036589954.1
OG0003111	XP_036489025.1	XP_036589956.1
OG0003112	XP_036489375.1	XP_036589957.1
OG0003113	XP_036489192.1	XP_036589958.2
OG0003114	XP_036489373.1	XP_036589959.2
OG0003115	XP_036489374.1	XP_070062350.1
OG0003116	XP_036489371.1	XP_036589963.1
OG0003117	XP_036489372.1	XP_036589964.1
OG0003118	XP_036489370.1	XP_036589965.1
OG0003119	XP_036489162.1	XP_036589966.1
OG0003120	XP_036489376.1	XP_036589967.1
OG0003121	XP_036489377.1	XP_036589968.1
OG0003122	XP_036489933.1	XP_036589971.1
OG0003123	XP_036489935.1	XP_036589972.1
OG0003124	XP_036489934.1	XP_070062352.1
OG0003125	XP_036489936.1	XP_036589976.1
OG0003126	XP_036489023.1	XP_036589982.1
OG0003127	XP_036489937.1	XP_036589985.1
OG0003128	XP_036489839.1	XP_036579095.2, XP_070062353.1
OG0003129	XP_036489034.1	XP_036589993.1
OG0003130	XP_036495437.1	XP_036578158.1
OG0003131	XP_036492026.1	XP_036575097.1
OG0003132	XP_036499511.1	XP_036587305.1
OG0003133	XP_036500403.1	XP_036587306.1
OG0003134	XP_036499451.1	XP_036587311.1
OG0003135	XP_036499732.1	XP_070062190.1
OG0003136	XP_036499442.1	XP_036587319.1
OG0003137	XP_036499443.1	XP_036587318.2
OG0003138	XP_036499444.1	XP_036587317.1
OG0003139	XP_036499446.1	XP_036587316.1
OG0003140	XP_036500547.1	XP_036587257.1
OG0003141	XP_036500546.1	XP_036587256.1
OG0003142	XP_036500545.1	XP_036587255.1
OG0003143	XP_036495105.1	XP_036589542.1
OG0003144	XP_036495104.1	XP_036589541.1
OG0003145	XP_036500552.1	XP_070062185.1
OG0003146	XP_036499458.1	XP_036587252.1
OG0003147	XP_036499457.1	XP_036587251.1
OG0003149	XP_036494047.1	XP_036582749.1
OG0003150	XP_036500409.1	XP_036587229.1
OG0003151	XP_036500408.1	XP_036587230.1
OG0003152	XP_036499372.1	XP_036587231.1
OG0003153	XP_036500485.1	XP_036587243.1
OG0003154	XP_036500482.1	XP_036587242.1
OG0003155	XP_036500488.1	XP_036587240.1
OG0003156	XP_036500487.1	XP_070062184.1
OG0003157	XP_036500410.1	XP_036587227.1
OG0003159	XP_036500405.1	XP_036587226.1
OG0003160	XP_036499327.1	XP_036587225.1
OG0003161	XP_036491450.1	XP_036586378.1
OG0003162	XP_036496294.1	XP_036580130.1
OG0003163	XP_036496287.1	XP_036580129.1
OG0003164	XP_036495514.1	XP_036580126.1
OG0003165	XP_036496468.1	XP_036580144.2
OG0003166	XP_036496469.1	XP_036580145.1
OG0003167	XP_036496166.1	XP_036580150.1
OG0003168	XP_036495400.1	XP_036580151.1
OG0003169	XP_036495392.1	XP_070061806.1
OG0003170	XP_036495393.1	XP_036580158.1
OG0003171	XP_036496160.1	XP_036580167.1
OG0003172	XP_036496165.1	XP_036580163.1
OG0003173	XP_036496163.1	XP_070061803.1
OG0003174	XP_036496164.1	XP_036580165.1
OG0003175	XP_036495503.1	XP_036580168.1
OG0003176	XP_036500313.1	XP_036581095.1
OG0003177	XP_036495406.1	XP_036580223.2
OG0003178	XP_036496298.1	XP_036580224.1
OG0003179	XP_036496297.1	XP_036580225.1
OG0003180	XP_036496305.1	XP_036580227.1
OG0003181	XP_036496304.1	XP_036580228.1
OG0003182	XP_036496303.1	XP_036580229.1
OG0003183	XP_036496302.1	XP_070061792.1
OG0003184	XP_036496242.1	XP_036580218.1
OG0003185	XP_036495346.1	XP_036580216.2
OG0003186	XP_036495349.1	XP_036580215.1
OG0003187	XP_036495348.1	XP_070061794.1
OG0003188	XP_036495351.1	XP_036580213.1
OG0003189	XP_036495350.1	XP_036580212.1
OG0003190	XP_036495353.1	XP_036580211.1
OG0003191	XP_036495342.1	XP_036580210.1
OG0003192	XP_036495343.1	XP_036580209.1
OG0003193	XP_036495273.1	XP_070061795.1
OG0003194	XP_036495347.1	XP_036580217.1
OG0003195	XP_036495344.1	XP_036580204.1
OG0003196	XP_036495274.1	XP_036580203.1
OG0003197	XP_036495345.1	XP_036580202.1
OG0003198	XP_036502290.1	XP_036585686.2
OG0003199	XP_036502289.1	XP_036585685.1
OG0003200	XP_036502288.1	XP_036585684.1
OG0003201	XP_036501263.1	XP_070061666.1
OG0003202	XP_036501264.1	XP_036585682.1
OG0003203	XP_036501259.1	XP_036585681.1
OG0003204	XP_036501260.1	XP_036585680.1
OG0003205	XP_036501262.1	XP_036585678.1
OG0003206	XP_036501255.1	XP_036585677.1
OG0003207	XP_036501256.1	XP_036585676.1
OG0003208	XP_036501257.1	XP_036585675.1
OG0003209	XP_036501258.1	XP_070061665.1
OG0003210	XP_036502359.1	XP_036585673.1
OG0003211	XP_036502365.1	XP_036585671.1
OG0003212	XP_036502358.1	XP_036585672.2
OG0003213	XP_036502364.1	XP_036585670.1
OG0003214	XP_036502367.1	XP_070061664.1
OG0003215	XP_036502366.1	XP_036585667.1
OG0003216	XP_036502363.1	XP_070061663.1
OG0003217	XP_036502362.1	XP_036585664.1
OG0003218	XP_036501347.1	XP_036585662.1
OG0003219	XP_036501348.1	XP_036585661.1
OG0003220	XP_036501352.1	XP_036585657.1
OG0003221	XP_036501350.1	XP_036585656.2
OG0003222	XP_036501355.1	XP_036585654.1
OG0003223	XP_036502646.1	XP_036585650.1
OG0003224	XP_036502642.1	XP_036585648.1
OG0003225	XP_036502643.1	XP_036585647.2
OG0003226	XP_036502644.1	XP_036585646.1
OG0003227	XP_036502645.1	XP_070061662.1
OG0003228	XP_036502638.1	XP_036585644.1
OG0003229	XP_036502639.1	XP_036585643.1
OG0003230	XP_036502640.1	XP_036585642.1
OG0003231	XP_036502641.1	XP_036585641.1
OG0003232	XP_036501860.1	XP_070061661.1
OG0003233	XP_036501859.1	XP_036585639.1
OG0003234	XP_036501862.1	XP_036585638.1
OG0003235	XP_036501863.1	XP_036585636.1
OG0003236	XP_036501868.1	XP_036585633.1
OG0003237	XP_036502856.1	XP_036585631.1
OG0003238	XP_036502857.1	XP_036585629.1
OG0003239	XP_036502854.1	XP_036585628.1
OG0003240	XP_036502855.1	XP_070061659.1
OG0003241	XP_036502852.1	XP_036585626.1
OG0003242	XP_036502853.1	XP_036585625.1
OG0003243	XP_036502848.1	XP_036585623.1
OG0003244	XP_036502849.1	XP_036585622.1
OG0003245	XP_036501796.1	XP_036585621.1
OG0003246	XP_036501795.1	XP_070061658.1
OG0003247	XP_036501790.1	XP_036585619.2
OG0003248	XP_036501788.1	XP_036585617.1
OG0003249	XP_036501787.1	XP_036585616.1
OG0003250	XP_036501793.1	XP_070061656.1
OG0003251	XP_036501792.1	XP_070061655.1
OG0003252	XP_036490526.1	XP_036588755.1
OG0003254	XP_036490524.1	XP_036588756.1
OG0003255	XP_036490525.1	XP_036588757.1
OG0003256	XP_036491228.1	XP_070061452.1
OG0003257	XP_036491126.1	XP_036588776.1
OG0003258	XP_036491123.1	XP_036588775.1
OG0003259	XP_036491124.1	XP_036588774.1
OG0003260	XP_036496375.1	XP_036580251.2
OG0003261	XP_036491127.1	XP_070061449.1
OG0003262	XP_036490535.1	XP_036588762.2
OG0003263	XP_036490539.1	XP_070061450.1
OG0003264	XP_036490536.1	XP_036588767.1
OG0003265	XP_036490537.1	XP_036588769.1
OG0003266	XP_036491097.1	XP_036588823.2
OG0003267	XP_036490912.1	XP_036588822.1
OG0003268	XP_036491106.1	XP_036588821.1
OG0003269	XP_036491190.1	XP_036588820.1
OG0003270	XP_036490910.1	XP_070061440.1
OG0003271	XP_036490836.1	XP_036588811.1
OG0003272	XP_036490833.1	XP_036588808.2
OG0003273	XP_036490834.1	XP_036588809.1
OG0003275	XP_036490803.1	XP_036588797.1
OG0003276	XP_036490699.1	XP_036588796.1
OG0003277	XP_036490697.1	XP_036588791.1
OG0003278	XP_036490223.1	XP_070061445.1
OG0003279	XP_036490695.1	XP_036588786.1
OG0003280	XP_036491122.1	XP_036588785.1
OG0003281	XP_036494530.1	XP_036575497.1
OG0003282	XP_036490176.1	XP_070061448.1
OG0003283	XP_036490872.1	XP_036588828.1
OG0003284	XP_036490205.1	XP_036588825.1
OG0003285	XP_036491056.1	XP_036588824.1
OG0003286	XP_036490667.1	XP_036588974.1
OG0003287	XP_036490666.1	XP_036588975.1
OG0003288	XP_036490668.1	XP_036588976.1
OG0003289	XP_036490671.1	XP_036588977.1
OG0003290	XP_036490838.1	XP_070061402.1
OG0003291	XP_036491250.1	XP_036588983.1
OG0003292	XP_036491251.1	XP_036588984.1
OG0003293	XP_036491248.1	XP_036588985.1
OG0003294	XP_036491249.1	XP_036588986.1
OG0003295	XP_036490948.1	XP_070061401.1
OG0003296	XP_036491246.1	XP_036588988.1
OG0003297	XP_036490946.1	XP_036588989.1
OG0003298	XP_036490949.1	XP_036588990.1
OG0003299	XP_036490853.1	XP_036588991.1
OG0003300	XP_036490852.1	XP_070061400.1
OG0003301	XP_036490908.1	XP_036588994.2
OG0003302	XP_036490851.1	XP_036588995.1
OG0003303	XP_036491081.1	XP_036588996.2
OG0003304	XP_036490856.1	XP_036588997.1
OG0003305	XP_036490290.1	XP_036589000.2
OG0003306	XP_036490291.1	XP_036589001.1
OG0003307	XP_036490162.1	XP_036588897.1
OG0003308	XP_036490951.1	XP_036588867.1
OG0003309	XP_036490643.1	XP_036588868.1
OG0003310	XP_036490286.1	XP_036588870.1
OG0003311	XP_036490284.1	XP_036588872.1
OG0003312	XP_036490282.1	XP_036588873.1
OG0003313	XP_036490281.1	XP_036588876.1
OG0003314	XP_036490280.1	XP_036588875.1
OG0003315	XP_036490283.1	XP_070061428.1
OG0003316	XP_036490341.1	XP_036588880.1
OG0003317	XP_036490844.1	XP_036588881.1
OG0003318	XP_036490886.1	XP_070061426.1
OG0003319	XP_036490845.1	XP_036588883.1
OG0003320	XP_036490887.1	XP_036588884.2
OG0003321	XP_036490846.1	XP_070061425.1
OG0003322	XP_036490921.1	XP_070061424.1
OG0003323	XP_036490847.1	XP_070061423.1
OG0003324	XP_036490923.1	XP_036588892.1
OG0003325	XP_036490848.1	XP_036588893.2
OG0003326	XP_036490244.1	XP_036588863.2
OG0003327	XP_036490236.1	XP_036588865.1
OG0003328	XP_036490243.1	XP_036588866.1
OG0003329	XP_036490930.1	XP_036588850.1
OG0003330	XP_036490924.1	XP_036588852.1
OG0003331	XP_036490649.1	XP_036588853.1
OG0003332	XP_036490647.1	XP_036588854.1
OG0003333	XP_036490955.1	XP_036588856.1
OG0003334	XP_036490645.1	XP_036588857.1
OG0003335	XP_036490953.1	XP_036588858.1
OG0003336	XP_036490387.1	XP_036588847.1
OG0003337	XP_036490386.1	XP_070061430.1
OG0003338	XP_036490383.1	XP_036588845.1
OG0003339	XP_036490382.1	XP_036588844.1
OG0003340	XP_036490385.1	XP_036588842.1
OG0003341	XP_036490380.1	XP_036588841.1
OG0003342	XP_036490379.1	XP_070061431.1
OG0003343	XP_036490335.1	XP_070061433.1
OG0003344	XP_036490381.1	XP_036588837.2
OG0003345	XP_036490894.1	XP_036588836.1
OG0003346	XP_036490306.1	XP_036588835.1
OG0003347	XP_036490875.1	XP_036588834.1
OG0003348	XP_036490507.1	XP_036588830.1
OG0003349	XP_036491202.1	XP_036588971.1
OG0003350	XP_036491205.1	XP_036588970.1
OG0003351	XP_036491204.1	XP_036588969.1
OG0003352	XP_036491203.1	XP_070061404.1
OG0003353	XP_036491209.1	XP_036588966.1
OG0003354	XP_036491208.1	XP_036588965.1
OG0003355	XP_036493457.1	XP_036579841.1
OG0003356	XP_036493455.1	XP_036579839.1
OG0003357	XP_036490596.1	XP_036588959.2
OG0003358	XP_036491207.1	XP_036588964.1
OG0003359	XP_036491206.1	XP_070061405.1
OG0003360	XP_036490594.1	XP_036588961.1
OG0003361	XP_036490600.1	XP_036588955.2
OG0003362	XP_036490601.1	XP_036588954.1
OG0003363	XP_036490169.1	XP_036588944.1
OG0003364	XP_036490168.1	XP_036588943.1
OG0003365	XP_036490167.1	XP_036588942.1
OG0003366	XP_036490733.1	XP_036588945.1
OG0003367	XP_036490368.1	XP_036588946.1
OG0003368	XP_036490732.1	XP_070061411.1
OG0003369	XP_036490731.1	XP_070061410.1
OG0003370	XP_036490737.1	XP_036588949.1
OG0003371	XP_036490736.1	XP_036588950.1
OG0003372	XP_036491144.1	XP_036588941.1
OG0003373	XP_036491086.1	XP_070061414.1
OG0003374	XP_036491061.1	XP_036588937.1
OG0003375	XP_036490478.1	XP_070061415.1
OG0003376	XP_036491211.1	XP_036588934.1
OG0003377	XP_036490530.1	XP_036588933.1
OG0003378	XP_036491053.1	XP_036588932.1
OG0003379	XP_036490706.1	XP_036588931.1
OG0003380	XP_036490705.1	XP_070061416.1
OG0003381	XP_036491020.1	XP_036588928.2
OG0003382	XP_036490149.1	XP_036588927.1
OG0003383	XP_036491025.1	XP_036588926.1
OG0003384	XP_036491027.1	XP_070061418.1
OG0003385	XP_036491029.1	XP_036588924.1
OG0003386	XP_036491030.1	XP_036588923.1
OG0003387	XP_036491293.1	XP_036588921.1
OG0003388	XP_036490744.1	XP_036588920.2
OG0003389	XP_036490743.1	XP_036588919.2
OG0003390	XP_036490745.1	XP_036588917.1
OG0003391	XP_036490159.1	XP_036588914.1
OG0003392	XP_036490157.1	XP_036588912.1
OG0003393	XP_036490740.1	XP_036588911.1
