Orthogroup	Colletotrichum_karsti	Colletotrichum_abscissum
OG0002354	XP_038748728.1	XP_060390546.1
OG0002355	XP_038748729.1	XP_060390547.1
OG0002356	XP_038748730.1	XP_060390548.1
OG0002357	XP_038748733.1	XP_060390551.1
OG0002358	XP_038748734.1	XP_060390552.1
OG0002359	XP_038748735.1	XP_060390553.1
OG0002360	XP_038748736.1	XP_060390554.1
OG0002361	XP_038748737.1	XP_060390555.1
OG0002362	XP_038748752.1	XP_060390556.1
OG0002363	XP_038748749.1	XP_060390562.1
OG0002364	XP_038748759.1	XP_060390565.1
OG0002365	XP_038748760.1	XP_060390566.1
OG0002366	XP_038748685.1	XP_060390567.1
OG0002367	XP_038748686.1	XP_060390568.1
OG0002368	XP_038748702.1	XP_060390569.1
OG0002369	XP_038748704.1	XP_060390571.1
OG0002370	XP_038748705.1	XP_060390572.1
OG0002371	XP_038748706.1	XP_060390573.1
OG0002372	XP_038748707.1	XP_060390574.1
OG0002373	XP_038748708.1	XP_060390575.1
OG0002374	XP_038748709.1	XP_060390576.1
OG0002375	XP_038748753.1	XP_060390579.1
OG0002376	XP_038748754.1	XP_060390580.1
OG0002377	XP_038748771.1	XP_060390581.1
OG0002378	XP_038748770.1	XP_060390582.1
OG0002379	XP_038748769.1	XP_060390584.1
OG0002380	XP_038749499.1	XP_060390592.1
OG0002381	XP_038749498.1	XP_060390593.1
OG0002382	XP_038749488.1	XP_060390595.1
OG0002383	XP_038749489.1	XP_060390596.1
OG0002384	XP_038749492.1	XP_060390599.1
OG0002385	XP_038749493.1	XP_060390600.1
OG0002386	XP_038749494.1	XP_060390601.1
OG0002387	XP_038749495.1	XP_060390603.1
OG0002388	XP_038749496.1	XP_060390607.1
OG0002389	XP_038749497.1	XP_060390609.1
OG0002390	XP_038749374.1	XP_060390611.1
OG0002391	XP_038749375.1	XP_060390612.1
OG0002392	XP_038749376.1	XP_060390613.1
OG0002393	XP_038749377.1	XP_060390615.1
OG0002394	XP_038749378.1	XP_060390616.1
OG0002395	XP_038749379.1	XP_060390617.1
OG0002396	XP_038749380.1	XP_060390618.1
OG0002397	XP_038749381.1	XP_060390619.1
OG0002398	XP_038749382.1	XP_060390620.1
OG0002399	XP_038749371.1	XP_060390622.1
OG0002400	XP_038749370.1	XP_060390623.1
OG0002401	XP_038749365.1	XP_060390625.1
OG0002402	XP_038749366.1	XP_060390626.1
OG0002403	XP_038749364.1	XP_060390630.1
OG0002404	XP_038749363.1	XP_060390631.1
OG0002405	XP_038749362.1	XP_060390634.1
OG0002406	XP_038749361.1	XP_060390635.1
OG0002407	XP_038749360.1	XP_060390636.1
OG0002408	XP_038749357.1	XP_060390638.1
OG0002409	XP_038749355.1	XP_060390640.1
OG0002410	XP_038749354.1	XP_060390641.1
OG0002411	XP_038749353.1	XP_060390642.1
OG0002412	XP_038749351.1	XP_060390645.1
OG0002413	XP_038749350.1	XP_060390646.1
OG0002414	XP_038749349.1	XP_060390647.1
OG0002415	XP_038749348.1	XP_060390649.1
OG0002416	XP_038749347.1	XP_060390650.1
OG0002417	XP_038749346.1	XP_060390651.1
OG0002418	XP_038749345.1	XP_060390652.1
OG0002419	XP_038749344.1	XP_060390654.1
OG0002420	XP_038749343.1	XP_060390655.1
OG0002421	XP_038749342.1	XP_060390656.1
OG0002422	XP_038749341.1	XP_060390657.1
OG0002423	XP_038749340.1	XP_060390658.1
OG0002424	XP_038749339.1	XP_060390659.1
OG0002425	XP_038749338.1	XP_060390660.1
OG0002426	XP_038749337.1	XP_060390662.1
OG0002427	XP_038749336.1	XP_060390663.1
OG0002428	XP_038749335.1	XP_060390664.1
OG0002429	XP_038749334.1	XP_060390665.1
OG0002430	XP_038749333.1	XP_060390666.1
OG0002431	XP_038749332.1	XP_060390667.1
OG0002432	XP_038749331.1	XP_060390669.1
OG0002433	XP_038749330.1	XP_060390670.1
OG0002434	XP_038749328.1	XP_060390672.1
OG0002435	XP_038749327.1	XP_060390673.1
OG0002436	XP_038749326.1	XP_060390674.1
OG0002437	XP_038749325.1	XP_060390676.1
OG0002438	XP_038749323.1	XP_060390679.1
OG0002439	XP_038749322.1	XP_060390680.1
OG0002440	XP_038749321.1	XP_060390681.1
OG0002441	XP_038749320.1	XP_060390682.1
OG0002442	XP_038749319.1	XP_060390683.1
OG0002443	XP_038749318.1	XP_060390684.1
OG0002444	XP_038749315.1	XP_060390687.1
OG0002445	XP_038749314.1	XP_060390689.1
OG0002446	XP_038749312.1	XP_060390691.1
OG0002447	XP_038749311.1	XP_060390692.1
OG0002448	XP_038749310.1	XP_060390693.1
OG0002449	XP_038749309.1	XP_060390694.1
OG0002450	XP_038749308.1	XP_060390695.1
OG0002451	XP_038749307.1	XP_060390700.1
OG0002452	XP_038749305.1	XP_060390702.1
OG0002453	XP_038749304.1	XP_060390703.1
OG0002454	XP_038749303.1	XP_060390704.1
OG0002455	XP_038749302.1	XP_060390705.1
OG0002456	XP_038749301.1	XP_060390706.1
OG0002457	XP_038749300.1	XP_060390707.1
OG0002458	XP_038749299.1	XP_060390713.1
OG0002459	XP_038749298.1	XP_060390714.1
OG0002460	XP_038749297.1	XP_060390715.1
OG0002461	XP_038749296.1	XP_060390716.1
OG0002462	XP_038749295.1	XP_060390717.1
OG0002463	XP_038751403.1	XP_060390722.1
OG0002464	XP_038751404.1	XP_060390723.1
OG0002465	XP_038751405.1	XP_060390727.1
OG0002466	XP_038751406.1	XP_060390728.1
OG0002467	XP_038751415.1	XP_060390731.1
OG0002468	XP_038751414.1	XP_060390732.1
OG0002469	XP_038751411.1	XP_060390735.1
OG0002470	XP_038751410.1	XP_060390736.1
OG0002471	XP_038751409.1	XP_060390738.1
OG0002472	XP_038751408.1	XP_060390739.1
OG0002473	XP_038751407.1	XP_060390741.1
OG0002475	XP_038751375.1	XP_060390748.1
OG0002476	XP_038751374.1	XP_060390749.1
OG0002477	XP_038751373.1	XP_060390750.1
OG0002478	XP_038751372.1	XP_060390751.1
OG0002479	XP_038747083.1	XP_060390753.1
OG0002480	XP_038747082.1	XP_060390754.1
OG0002481	XP_038747081.1	XP_060390755.1
OG0002482	XP_038747080.1	XP_060390756.1
OG0002483	XP_038747079.1	XP_060390757.1
OG0002484	XP_038747078.1	XP_060390759.1
OG0002485	XP_038747101.1	XP_060390760.1
OG0002486	XP_038747100.1	XP_060390761.1
OG0002487	XP_038747099.1	XP_060390763.1
OG0002488	XP_038747098.1	XP_060390764.1
OG0002489	XP_038747096.1	XP_060390766.1
OG0002490	XP_038747097.1	XP_060390767.1
OG0002491	XP_038747104.1	XP_060390768.1
OG0002492	XP_038747105.1	XP_060390769.1
OG0002493	XP_038747106.1	XP_060390771.1
OG0002494	XP_038747107.1	XP_060390772.1
OG0002495	XP_038747108.1	XP_060390773.1
OG0002496	XP_038747109.1	XP_060390774.1
OG0002497	XP_038747110.1	XP_060390775.1
OG0002498	XP_038747111.1	XP_060390776.1
OG0002499	XP_038747112.1	XP_060390777.1
OG0002500	XP_038747113.1	XP_060390778.1
OG0002501	XP_038747117.1	XP_060390782.1
OG0002502	XP_038747118.1	XP_060390784.1
OG0002503	XP_038747119.1	XP_060390787.1
OG0002504	XP_038742050.1	XP_060390791.1
OG0002505	XP_038742049.1	XP_060390792.1
OG0002506	XP_038742048.1	XP_060390793.1
OG0002507	XP_038742046.1	XP_060390795.1
OG0002508	XP_038742045.1	XP_060390796.1
OG0002509	XP_038742043.1	XP_060390798.1
OG0002510	XP_038742040.1	XP_060390800.1
OG0002511	XP_038742039.1	XP_060390801.1
OG0002512	XP_038742038.1	XP_060390802.1
OG0002513	XP_038742037.1	XP_060390803.1
OG0002514	XP_038742036.1	XP_060390804.1
OG0002515	XP_038742035.1	XP_060390806.1
OG0002516	XP_038742034.1	XP_060390808.1
OG0002517	XP_038740486.1, XP_038742033.1	XP_060390809.1
OG0002518	XP_038742032.1	XP_060390811.1
OG0002519	XP_038742031.1	XP_060390812.1
OG0002520	XP_038742029.1	XP_060390814.1
OG0002521	XP_038742027.1	XP_060390815.1
OG0002522	XP_038742026.1	XP_060390816.1
OG0002523	XP_038742025.1	XP_060390817.1
OG0002524	XP_038742024.1	XP_060390818.1
OG0002525	XP_038742023.1	XP_060390819.1
OG0002526	XP_038742022.1	XP_060390820.1
OG0002527	XP_038742021.1	XP_060390821.1
OG0002528	XP_038742020.1	XP_060390822.1
OG0002529	XP_038742122.1	XP_060390830.1
OG0002530	XP_038742125.1	XP_060390831.1
OG0002531	XP_038742126.1	XP_060390832.1
OG0002532	XP_038742119.1	XP_060390834.1
OG0002533	XP_038742118.1	XP_060390836.1
OG0002534	XP_038742117.1	XP_060390838.1
OG0002535	XP_038742115.1	XP_060390841.1
OG0002536	XP_038742114.1	XP_060390842.1
OG0002537	XP_038742113.1	XP_060390843.1
OG0002538	XP_038742112.1	XP_060390844.1
OG0002539	XP_038742111.1	XP_060390845.1
OG0002540	XP_038742110.1	XP_060390846.1
OG0002541	XP_038742109.1	XP_060390847.1
OG0002542	XP_038742108.1	XP_060390848.1
OG0002543	XP_038742105.1	XP_060390849.1
OG0002544	XP_038742104.1	XP_060390850.1
OG0002545	XP_038742103.1	XP_060390851.1
OG0002546	XP_038742101.1	XP_060390853.1
OG0002547	XP_038742099.1	XP_060390855.1
OG0002548	XP_038742098.1	XP_060390856.1
OG0002549	XP_038742097.1	XP_060390858.1
OG0002550	XP_038742096.1	XP_060390863.1
OG0002551	XP_038744659.1	XP_060397219.1, XP_060390866.1
OG0002552	XP_038744660.1	XP_060390869.1
OG0002553	XP_038744663.1	XP_060390872.1
OG0002554	XP_038744664.1	XP_060390873.1
OG0002555	XP_038744665.1	XP_060390877.1
OG0002556	XP_038744666.1	XP_060390878.1
OG0002557	XP_038744667.1	XP_060390880.1
OG0002558	XP_038744668.1	XP_060390881.1
OG0002559	XP_038744669.1	XP_060390882.1
OG0002560	XP_038744670.1	XP_060390884.1
OG0002561	XP_038744686.1	XP_060390892.1
OG0002562	XP_038744685.1	XP_060390893.1
OG0002563	XP_038744683.1	XP_060390895.1
OG0002564	XP_038744681.1	XP_060390897.1
OG0002565	XP_038744680.1	XP_060390898.1
OG0002566	XP_038744679.1	XP_060390899.1
OG0002567	XP_038744689.1	XP_060390900.1
OG0002568	XP_038744691.1	XP_060390903.1
OG0002570	XP_038741127.1	XP_060390909.1
OG0002571	XP_038741126.1	XP_060390911.1
OG0002572	XP_038741125.1	XP_060390913.1
OG0002573	XP_038741124.1	XP_060390915.1
OG0002574	XP_038741123.1	XP_060390916.1
OG0002575	XP_038741122.1	XP_060390917.1
OG0002576	XP_038741121.1	XP_060390920.1
OG0002577	XP_038741119.1	XP_060390922.1
OG0002578	XP_038741118.1	XP_060390923.1
OG0002579	XP_038741158.1	XP_060390924.1
OG0002580	XP_038741152.1	XP_060390928.1
OG0002581	XP_038741153.1	XP_060390930.1
OG0002582	XP_038741154.1	XP_060390931.1
OG0002583	XP_038741155.1	XP_060390932.1
OG0002584	XP_038741156.1	XP_060390933.1
OG0002585	XP_038741151.1	XP_060390934.1
OG0002586	XP_038741159.1	XP_060390935.1
OG0002587	XP_038741160.1	XP_060390936.1
OG0002588	XP_038741162.1	XP_060390938.1
OG0002589	XP_038741163.1	XP_060390939.1
OG0002590	XP_038741165.1	XP_060390941.1
OG0002591	XP_038741166.1	XP_060390942.1
OG0002592	XP_038741168.1	XP_060390947.1
OG0002594	XP_038747596.1	XP_060390956.1
OG0002595	XP_038747597.1	XP_060390957.1
OG0002596	XP_038747598.1	XP_060390958.1
OG0002597	XP_038747599.1	XP_060390961.1
OG0002598	XP_038747600.1	XP_060390964.1
OG0002599	XP_038747608.1	XP_060390966.1
OG0002600	XP_038747607.1	XP_060390968.1
OG0002601	XP_038747606.1	XP_060390969.1
OG0002602	XP_038747605.1	XP_060390970.1
OG0002603	XP_038747731.1	XP_060390975.1
OG0002604	XP_038747733.1	XP_060390979.1
OG0002605	XP_038747734.1	XP_060390980.1
OG0002606	XP_038747730.1	XP_060390981.1
OG0002607	XP_038747725.1	XP_060390982.1
OG0002608	XP_038748939.1	XP_060390990.1
OG0002609	XP_038748940.1	XP_060390991.1
OG0002610	XP_038748941.1	XP_060390992.1
OG0002611	XP_038748942.1	XP_060390993.1
OG0002612	XP_038748943.1	XP_060390994.1
OG0002613	XP_038748944.1	XP_060390995.1
OG0002614	XP_038748945.1	XP_060390996.1
OG0002615	XP_038748946.1	XP_060390999.1
OG0002616	XP_038748951.1	XP_060391002.1
OG0002617	XP_038748959.1	XP_060391006.1
OG0002618	XP_038748960.1	XP_060391007.1
OG0002619	XP_038748961.1	XP_060391008.1
OG0002620	XP_038748962.1	XP_060391009.1
OG0002621	XP_038740901.1	XP_060391011.1
OG0002622	XP_038740904.1	XP_060391012.1
OG0002623	XP_038740905.1	XP_060391013.1
OG0002624	XP_038748978.1	XP_060391019.1
OG0002625	XP_038748977.1	XP_060391020.1
OG0002626	XP_038748976.1	XP_060391021.1
OG0002627	XP_038748975.1	XP_060391023.1
OG0002628	XP_038748974.1	XP_060391024.1
OG0002629	XP_038748973.1	XP_060391025.1
OG0002630	XP_038748971.1	XP_060391027.1
OG0002631	XP_038748970.1	XP_060391028.1
OG0002632	XP_038748979.1	XP_060391030.1
OG0002633	XP_038748980.1	XP_060391031.1
OG0002634	XP_038748981.1	XP_060391032.1
OG0002635	XP_038749009.1	XP_060391038.1
OG0002636	XP_038751220.1, XP_038749008.1	XP_060391040.1
OG0002637	XP_038749006.1	XP_060391041.1
OG0002638	XP_038749005.1	XP_060391042.1
OG0002639	XP_038749004.1	XP_060391043.1
OG0002640	XP_038749003.1	XP_060391044.1
OG0002641	XP_038748986.1	XP_060391047.1
OG0002642	XP_038748985.1	XP_060391048.1
OG0002643	XP_038749129.1	XP_060391054.1
OG0002645	XP_038744842.1	XP_060391058.1
OG0002646	XP_038747507.1	XP_060391060.1
OG0002647	XP_038747515.1	XP_060391064.1
OG0002648	XP_038747516.1	XP_060391065.1
OG0002649	XP_038747517.1	XP_060391066.1
OG0002650	XP_038747520.1	XP_060391074.1
OG0002651	XP_038747521.1	XP_060391075.1
OG0002652	XP_038747522.1	XP_060391076.1
OG0002653	XP_038747523.1	XP_060391078.1
OG0002654	XP_038747524.1	XP_060391079.1
OG0002655	XP_038747525.1	XP_060391081.1
OG0002656	XP_038747526.1	XP_060391088.1
OG0002657	XP_038747527.1	XP_060391090.1
OG0002658	XP_038747528.1	XP_060391092.1
OG0002659	XP_038747529.1	XP_060391093.1
OG0002660	XP_038747530.1	XP_060391094.1
OG0002661	XP_038747531.1	XP_060391095.1
OG0002662	XP_038747532.1	XP_060391097.1
OG0002663	XP_038747533.1	XP_060391098.1
OG0002664	XP_038747534.1	XP_060391099.1
OG0002665	XP_038747535.1	XP_060391100.1
OG0002666	XP_038747536.1	XP_060391101.1
OG0002667	XP_038747538.1	XP_060391103.1
OG0002668	XP_038747539.1	XP_060391104.1
OG0002669	XP_038747541.1	XP_060391107.1
OG0002670	XP_038747542.1	XP_060391108.1
OG0002671	XP_038747543.1	XP_060391109.1
OG0002672	XP_038747544.1	XP_060391110.1
OG0002673	XP_038747545.1	XP_060391111.1
OG0002674	XP_038747554.1	XP_060391112.1
OG0002675	XP_038747553.1	XP_060391113.1
OG0002676	XP_038747546.1	XP_060391114.1
OG0002677	XP_038750695.1	XP_060391115.1
OG0002678	XP_038750696.1	XP_060391116.1
OG0002679	XP_038750687.1	XP_060391119.1
OG0002680	XP_038750686.1	XP_060391125.1
OG0002681	XP_038750685.1	XP_060391126.1
OG0002682	XP_038750683.1	XP_060391127.1
OG0002683	XP_038750682.1	XP_060391128.1
OG0002684	XP_038750680.1	XP_060391130.1
OG0002685	XP_038750679.1	XP_060391131.1
OG0002686	XP_038750677.1	XP_060391134.1
OG0002687	XP_038750676.1	XP_060391137.1
OG0002688	XP_038750675.1	XP_060391138.1
OG0002689	XP_038750674.1	XP_060391139.1
OG0002690	XP_038750673.1	XP_060391140.1
OG0002691	XP_038750671.1	XP_060391141.1
OG0002692	XP_038750670.1	XP_060391142.1
OG0002693	XP_038750669.1	XP_060391144.1
OG0002694	XP_038750667.1	XP_060391146.1
OG0002695	XP_038750666.1	XP_060391147.1
OG0002696	XP_038750665.1	XP_060391148.1
OG0002697	XP_038750664.1	XP_060391149.1
OG0002698	XP_038750663.1	XP_060391150.1
OG0002699	XP_038750662.1	XP_060391151.1
OG0002700	XP_038750661.1	XP_060391152.1
OG0002701	XP_038750660.1	XP_060391153.1
OG0002702	XP_038750659.1	XP_060391154.1
OG0002703	XP_038750656.1	XP_060391157.1
OG0002704	XP_038750655.1	XP_060391158.1
OG0002705	XP_038750654.1	XP_060391159.1
OG0002706	XP_038750653.1	XP_060391160.1
OG0002707	XP_038750652.1	XP_060391161.1
OG0002708	XP_038744518.1	XP_060391167.1
OG0002709	XP_038738999.1	XP_060391168.1
OG0002710	XP_038739000.1	XP_060391169.1
OG0002711	XP_038739001.1	XP_060391170.1
OG0002712	XP_038739003.1	XP_060391172.1
OG0002713	XP_038739004.1	XP_060391173.1
OG0002714	XP_038739005.1	XP_060391174.1
OG0002715	XP_038739006.1	XP_060391178.1
OG0002716	XP_038739007.1	XP_060391179.1
OG0002717	XP_038739009.1	XP_060391181.1
OG0002718	XP_038739010.1	XP_060391183.1
OG0002719	XP_038739012.1	XP_060391184.1
OG0002720	XP_038739013.1	XP_060391185.1
OG0002721	XP_038739014.1	XP_060391187.1
OG0002722	XP_038739015.1	XP_060391188.1
OG0002723	XP_038739018.1	XP_060391192.1
OG0002724	XP_038739024.1	XP_060391194.1
OG0002725	XP_038739023.1	XP_060391195.1
OG0002726	XP_038739022.1	XP_060391196.1
OG0002727	XP_038739021.1	XP_060391198.1
OG0002728	XP_038739020.1	XP_060391199.1
OG0002729	XP_038739019.1	XP_060391200.1
OG0002730	XP_038739035.1	XP_060391201.1
OG0002731	XP_038739034.1	XP_060391202.1
OG0002732	XP_038739033.1	XP_060391204.1
OG0002733	XP_038739031.1	XP_060391206.1
OG0002734	XP_038739030.1	XP_060391207.1
OG0002735	XP_038742697.1	XP_060391210.1
OG0002736	XP_038742696.1	XP_060391211.1
OG0002737	XP_038742695.1	XP_060391212.1
OG0002738	XP_038742712.1	XP_060391216.1
OG0002739	XP_038742711.1	XP_060391218.1
OG0002740	XP_038742710.1	XP_060391219.1
OG0002741	XP_038742701.1	XP_060391220.1
OG0002742	XP_038742700.1	XP_060391221.1
OG0002743	XP_038742699.1	XP_060391223.1
OG0002744	XP_038739044.1	XP_060391229.1
OG0002745	XP_038739045.1	XP_060391230.1
OG0002746	XP_038739046.1	XP_060391231.1
OG0002747	XP_038742693.1	XP_060391235.1
OG0002748	XP_038742691.1	XP_060391243.1
OG0002749	XP_038742687.1	XP_060391244.1
OG0002750	XP_038739697.1	XP_060391246.1
OG0002751	XP_038742688.1	XP_060391247.1
OG0002752	XP_038742684.1	XP_060391251.1
OG0002753	XP_038742683.1	XP_060391252.1
OG0002754	XP_038742682.1	XP_060391254.1
OG0002755	XP_038742681.1	XP_060391255.1
OG0002756	XP_038742679.1	XP_060391257.1
OG0002757	XP_038742678.1	XP_060391258.1
OG0002758	XP_038742672.1	XP_060391260.1
OG0002759	XP_038742673.1	XP_060391261.1
OG0002760	XP_038742674.1	XP_060391262.1
OG0002761	XP_038742666.1	XP_060391265.1
OG0002762	XP_038742665.1	XP_060391267.1
OG0002763	XP_038742664.1	XP_060391268.1
OG0002764	XP_038742663.1	XP_060391269.1
OG0002765	XP_038742662.1	XP_060391270.1
OG0002766	XP_038742661.1	XP_060391271.1
OG0002767	XP_038742659.1	XP_060391273.1
OG0002768	XP_038744032.1	XP_060391277.1
OG0002769	XP_038744035.1	XP_060391280.1
OG0002770	XP_038744033.1	XP_060391281.1
OG0002771	XP_038744034.1	XP_060391282.1
OG0002772	XP_038740582.1	XP_060391283.1
OG0002773	XP_038741906.1	XP_060391284.1
OG0002774	XP_038740581.1	XP_060401844.1, XP_060391286.1
OG0002775	XP_038747767.1	XP_060391291.1
OG0002776	XP_038743459.1	XP_060391294.1, XP_060391295.1
OG0002777	XP_038740585.1	XP_060391296.1
OG0002778	XP_038740606.1	XP_060391301.1
OG0002779	XP_038740588.1	XP_060391303.1
OG0002780	XP_038740590.1	XP_060391305.1
OG0002781	XP_038744000.1	XP_060391306.1
OG0002782	XP_038740593.1	XP_060391309.1
OG0002783	XP_038740595.1	XP_060391313.1
OG0002784	XP_038740601.1	XP_060391317.1
OG0002785	XP_038750277.1	XP_060391318.1
OG0002786	XP_038748353.1	XP_060391319.1
OG0002787	XP_038748157.1	XP_060391324.1
OG0002788	XP_038745142.1, XP_038743000.1	XP_060391327.1
OG0002789	XP_038740610.1	XP_060391331.1
OG0002790	XP_038740612.1	XP_060391332.1
OG0002791	XP_038740625.1	XP_060391334.1
OG0002792	XP_038740624.1	XP_060391335.1
OG0002793	XP_038740623.1	XP_060391337.1
OG0002794	XP_038740622.1	XP_060391338.1
OG0002795	XP_038740621.1	XP_060391339.1
OG0002796	XP_038740620.1	XP_060391340.1
OG0002797	XP_038740615.1	XP_060391346.1
OG0002798	XP_038740636.1	XP_060391352.1
OG0002799	XP_038740630.1	XP_060391353.1
OG0002800	XP_038740629.1	XP_060391359.1
OG0002801	XP_038748149.1	XP_060391365.1
OG0002802	XP_038748148.1	XP_060391366.1
OG0002803	XP_038748147.1	XP_060391367.1
OG0002804	XP_038748146.1	XP_060391368.1
OG0002805	XP_038742476.1	XP_060391371.1
OG0002806	XP_038748132.1	XP_060391376.1
OG0002807	XP_038748133.1	XP_060391378.1
OG0002808	XP_038748138.1	XP_060391379.1
OG0002809	XP_038748140.1	XP_060391381.1
OG0002810	XP_038748141.1	XP_060391382.1
OG0002811	XP_038748142.1	XP_060391383.1
OG0002812	XP_038748284.1	XP_060391384.1
OG0002814	XP_038741927.1	XP_060391398.1
OG0002815	XP_038748300.1	XP_060391400.1
OG0002816	XP_038748296.1	XP_060391404.1
OG0002817	XP_038748291.1	XP_060391408.1
OG0002818	XP_038748137.1	XP_060391415.1
OG0002819	XP_038748136.1	XP_060391417.1
OG0002820	XP_038748306.1	XP_060391422.1
OG0002821	XP_038748305.1	XP_060391425.1
OG0002822	XP_038748308.1	XP_060391432.1
OG0002823	XP_038748309.1	XP_060391433.1
OG0002824	XP_038741939.1	XP_060391434.1, XP_060391435.1
OG0002825	XP_038740478.1, XP_038740477.1	XP_060391439.1
OG0002826	XP_038748314.1	XP_060391440.1
OG0002827	XP_038748315.1	XP_060391441.1
OG0002828	XP_038748316.1	XP_060391443.1
OG0002829	XP_038748320.1	XP_060391444.1
OG0002830	XP_038740637.1	XP_060391446.1
OG0002831	XP_038740633.1	XP_060391448.1
OG0002832	XP_038740640.1	XP_060391449.1
OG0002833	XP_038740642.1	XP_060391451.1
OG0002834	XP_038740643.1	XP_060391452.1
OG0002835	XP_038740646.1	XP_060391455.1
OG0002836	XP_038740647.1	XP_060391456.1
OG0002837	XP_038740650.1	XP_060391458.1
OG0002838	XP_038740651.1	XP_060391459.1
OG0002839	XP_038740652.1	XP_060391461.1
OG0002841	XP_038740655.1	XP_060391469.1
OG0002842	XP_038740656.1	XP_060391470.1
OG0002843	XP_038740657.1	XP_060391472.1
OG0002844	XP_038740658.1	XP_060391474.1
OG0002845	XP_038740660.1	XP_060391478.1
OG0002846	XP_038740663.1	XP_060391480.1
OG0002847	XP_038740664.1	XP_060391481.1
OG0002848	XP_038748116.1	XP_060391484.1
OG0002849	XP_038748117.1	XP_060391485.1
OG0002850	XP_038748118.1	XP_060391486.1
OG0002851	XP_038748119.1	XP_060391489.1
OG0002852	XP_038748120.1	XP_060391490.1
OG0002853	XP_038748122.1	XP_060391492.1
OG0002854	XP_038748123.1	XP_060391493.1
OG0002855	XP_038740693.1	XP_060391496.1
OG0002856	XP_038740694.1	XP_060391498.1
OG0002857	XP_038740695.1	XP_060391502.1
OG0002858	XP_038748112.1	XP_060391503.1
OG0002859	XP_038748113.1	XP_060391504.1
OG0002860	XP_038740690.1	XP_060391507.1
OG0002861	XP_038740689.1	XP_060391508.1
OG0002862	XP_038740688.1	XP_060391509.1
OG0002863	XP_038740684.1	XP_060391512.1
OG0002864	XP_038740683.1	XP_060391513.1
OG0002865	XP_038740681.1	XP_060391515.1
OG0002866	XP_038740680.1	XP_060391517.1
OG0002867	XP_038740679.1	XP_060391518.1
OG0002868	XP_038740678.1	XP_060391519.1
OG0002869	XP_038740677.1	XP_060391522.1
OG0002870	XP_038740676.1	XP_060391523.1
OG0002871	XP_038740670.1	XP_060391530.1
OG0002872	XP_038748128.1	XP_060391537.1
