Orthogroup	Colletotrichum_karsti	Colletotrichum_gloeosporioides
OG0001773	XP_038750889.1	XP_045261769.1
OG0001774	XP_038741291.1	XP_045261898.1, XP_045268763.1, XP_045264005.1
OG0001775	XP_038747645.1	XP_045270936.1
OG0001775	XP_038739352.1	XP_045267288.1
OG0001776	XP_038747802.1	XP_045256905.1
OG0001778	XP_038740216.1	XP_045257743.1
OG0001778	XP_038744271.1	XP_045263641.1
OG0001779	XP_038751001.1	XP_045264211.1
OG0001779	XP_038742827.1	XP_045261069.1
OG0001782	XP_038742689.1	XP_045257400.1
OG0001782	XP_038739745.1	XP_045263184.1
OG0001783	XP_038740540.1	XP_045260412.1
OG0001784	XP_038746734.1	XP_045266905.1
OG0001784	XP_038741578.1	XP_045267197.1
OG0001787	XP_038740837.1	XP_045260145.1
OG0001788	XP_038742840.1	XP_045261095.1
OG0001789	XP_038742847.1	XP_045261130.1
OG0001790	XP_038749902.1	XP_045261142.1
OG0001791	XP_038749903.1	XP_045261143.1
OG0001792	XP_038749908.1	XP_045261150.1
OG0001793	XP_038742821.1	XP_045261054.1
OG0001794	XP_038744473.1	XP_045263371.1
OG0001799	XP_038749027.1	XP_045266362.1
OG0001800	XP_038749029.1	XP_045266364.1
OG0001801	XP_038749030.1	XP_045266365.1
OG0001802	XP_038749031.1	XP_045266366.1
OG0001803	XP_038749032.1	XP_045266367.1
OG0001804	XP_038749033.1	XP_045266368.1
OG0001805	XP_038749034.1	XP_045266369.1
OG0001806	XP_038749038.1	XP_045266372.1
OG0001807	XP_038749039.1	XP_045266373.1
OG0001808	XP_038749044.1	XP_045266378.1
OG0001809	XP_038748996.1	XP_045256248.1
OG0001810	XP_038743857.1	XP_045264698.1
OG0001811	XP_038743855.1	XP_045264700.1
OG0001812	XP_038743854.1	XP_045264701.1
OG0001813	XP_038743853.1	XP_045264702.1
OG0001814	XP_038743851.1	XP_045264705.1
OG0001815	XP_038743850.1	XP_045264706.1
OG0001816	XP_038743849.1	XP_045264707.1
OG0001817	XP_038743848.1	XP_045264708.1
OG0001818	XP_038743847.1	XP_045264709.1
OG0001819	XP_038743846.1	XP_045264710.1
OG0001820	XP_038743844.1	XP_045264713.1
OG0001821	XP_038743843.1	XP_045264714.1
OG0001822	XP_038743841.1	XP_045264719.1
OG0001823	XP_038751371.1	XP_045270745.1
OG0001824	XP_038751370.1	XP_045270746.1
OG0001825	XP_038751369.1	XP_045270748.1
OG0001826	XP_038751368.1	XP_045270749.1
OG0001827	XP_038751367.1	XP_045270750.1
OG0001828	XP_038751366.1	XP_045270751.1
OG0001829	XP_038751365.1	XP_045270752.1
OG0001830	XP_038751361.1	XP_045270754.1
OG0001831	XP_038751359.1	XP_045270756.1
OG0001833	XP_038751358.1	XP_045270757.1
OG0001834	XP_038751357.1	XP_045270758.1
OG0001835	XP_038751356.1	XP_045270759.1
OG0001836	XP_038751355.1	XP_045270760.1
OG0001837	XP_038751353.1	XP_045270763.1
OG0001838	XP_038751352.1	XP_045270764.1
OG0001839	XP_038751348.1	XP_045270767.1
OG0001840	XP_038751347.1	XP_045270768.1
OG0001841	XP_038751345.1	XP_045270770.1
OG0001842	XP_038751344.1	XP_045270771.1
OG0001843	XP_038751343.1	XP_045270772.1
OG0001844	XP_038751341.1	XP_045270774.1
OG0001845	XP_038751340.1	XP_045270776.1
OG0001846	XP_038751319.1	XP_045270779.1
OG0001847	XP_038751320.1	XP_045270780.1
OG0001848	XP_038751321.1	XP_045270781.1
OG0001849	XP_038751322.1	XP_045270782.1
OG0001850	XP_038751325.1	XP_045270785.1
OG0001851	XP_038751326.1	XP_045270786.1
OG0001852	XP_038751327.1	XP_045270787.1
OG0001853	XP_038751328.1	XP_045270788.1
OG0001854	XP_038751329.1	XP_045270789.1
OG0001855	XP_038751330.1	XP_045270790.1
OG0001856	XP_038751331.1	XP_045270792.1
OG0001857	XP_038751332.1	XP_045270793.1
OG0001858	XP_038741628.1	XP_045256786.1
OG0001859	XP_038751338.1	XP_045270799.1
OG0001860	XP_038751336.1	XP_045270797.1
OG0001861	XP_038751335.1	XP_045270796.1
OG0001862	XP_038751333.1	XP_045270794.1
OG0001863	XP_038751261.1	XP_045270801.1
OG0001864	XP_038751263.1	XP_045270802.1
OG0001865	XP_038751268.1	XP_045270805.1
OG0001866	XP_038751269.1	XP_045270806.1
OG0001867	XP_038751302.1	XP_045266302.1
OG0001868	XP_038751300.1	XP_045266301.1
OG0001869	XP_038751299.1	XP_045266300.1
OG0001870	XP_038751298.1	XP_045266299.1
OG0001871	XP_038751297.1	XP_045266298.1
OG0001872	XP_038751296.1	XP_045266297.1
OG0001873	XP_038751292.1	XP_045266293.1
OG0001874	XP_038751290.1	XP_045266291.1
OG0001875	XP_038751288.1	XP_045266289.1
OG0001876	XP_038751287.1	XP_045266287.1
OG0001877	XP_038751284.1	XP_045266285.1
OG0001878	XP_038751283.1	XP_045266283.1
OG0001879	XP_038751281.1	XP_045266281.1
OG0001880	XP_038751280.1	XP_045266280.1
OG0001881	XP_038751279.1	XP_045266279.1
OG0001882	XP_038751278.1	XP_045266278.1
OG0001883	XP_038751277.1	XP_045270815.1
OG0001884	XP_038751276.1	XP_045270814.1
OG0001885	XP_038751275.1	XP_045270813.1
OG0001886	XP_038751274.1	XP_045270812.1
OG0001887	XP_038751273.1	XP_045270811.1
OG0001888	XP_038751272.1	XP_045270810.1
OG0001889	XP_038751271.1	XP_045270809.1
OG0001890	XP_038751270.1	XP_045270808.1
OG0001891	XP_038751303.1	XP_045266303.1
OG0001892	XP_038751304.1	XP_045266304.1
OG0001894	XP_038751306.1	XP_045266306.1
OG0001895	XP_038751305.1	XP_045266305.1
OG0001896	XP_038751317.1	XP_045266315.1
OG0001897	XP_038751316.1	XP_045266314.1
OG0001898	XP_038751315.1	XP_045266313.1
OG0001899	XP_038751314.1	XP_045266312.1
OG0001900	XP_038751312.1	XP_045266309.1
OG0001901	XP_038751257.1	XP_045266316.1
OG0001902	XP_038751255.1	XP_045266318.1
OG0001903	XP_038751253.1	XP_045266320.1
OG0001904	XP_038751252.1	XP_045266321.1
OG0001905	XP_038751250.1	XP_045266323.1
OG0001906	XP_038751249.1	XP_045266324.1
OG0001907	XP_038751310.1	XP_045266307.1
OG0001908	XP_038751311.1	XP_045266308.1
OG0001909	XP_038751243.1	XP_045266328.1
OG0001910	XP_038751245.1	XP_045266327.1
OG0001911	XP_038751246.1	XP_045266326.1
OG0001912	XP_038751247.1	XP_045266325.1
OG0001913	XP_038751170.1	XP_045262387.1
OG0001914	XP_038751171.1	XP_045262388.1
OG0001915	XP_038751172.1	XP_045262389.1
OG0001916	XP_038751174.1	XP_045262376.1
OG0001917	XP_038751175.1	XP_045262375.1
OG0001918	XP_038751176.1	XP_045262373.1
OG0001919	XP_038751177.1	XP_045262374.1
OG0001920	XP_038751198.1	XP_045262369.1
OG0001921	XP_038751197.1	XP_045262367.1
OG0001922	XP_038751192.1	XP_045262361.1
OG0001923	XP_038751193.1	XP_045262362.1
OG0001924	XP_038751194.1	XP_045262363.1
OG0001925	XP_038751195.1	XP_045262365.1
OG0001926	XP_038751196.1	XP_045262366.1
OG0001927	XP_038751190.1	XP_045262359.1
OG0001928	XP_038751189.1	XP_045262358.1
OG0001929	XP_038751188.1	XP_045262357.1
OG0001930	XP_038751187.1	XP_045262356.1
OG0001931	XP_038751186.1	XP_045262355.1
OG0001932	XP_038751185.1	XP_045262354.1
OG0001933	XP_038751184.1	XP_045262353.1
OG0001934	XP_038751183.1	XP_045262352.1
OG0001935	XP_038751182.1	XP_045262351.1
OG0001936	XP_038751181.1	XP_045262350.1
OG0001937	XP_038751180.1	XP_045262349.1
OG0001938	XP_038751179.1	XP_045262344.1
OG0001939	XP_038751210.1	XP_045262343.1
OG0001940	XP_038751209.1	XP_045262342.1
OG0001941	XP_038751207.1	XP_045262341.1
OG0001942	XP_038751206.1	XP_045262340.1
OG0001943	XP_038751205.1	XP_045262339.1
OG0001944	XP_038751204.1	XP_045262337.1
OG0001945	XP_038751203.1	XP_045262336.1
OG0001946	XP_038751202.1	XP_045262335.1
OG0001948	XP_038751239.1	XP_045266331.1
OG0001949	XP_038751237.1	XP_045266333.1
OG0001950	XP_038751236.1	XP_045266334.1
OG0001951	XP_038751234.1	XP_045266336.1
OG0001952	XP_038751233.1	XP_045266337.1
OG0001953	XP_038751232.1	XP_045266338.1
OG0001954	XP_038751231.1	XP_045266340.1
OG0001955	XP_038751241.1	XP_045266330.1
OG0001956	XP_038751166.1	XP_045262380.1
OG0001957	XP_038751165.1	XP_045262381.1
OG0001958	XP_038751164.1	XP_045262382.1
OG0001959	XP_038751163.1	XP_045262383.1
OG0001960	XP_038751162.1	XP_045262384.1
OG0001961	XP_038751161.1	XP_045262385.1
OG0001962	XP_038751157.1	XP_045262392.1
OG0001963	XP_038751159.1	XP_045262391.1
OG0001964	XP_038751160.1	XP_045262390.1
OG0001965	XP_038751153.1	XP_045262399.1
OG0001966	XP_038751154.1	XP_045262400.1
OG0001967	XP_038751155.1	XP_045262401.1
OG0001968	XP_038744837.1	XP_045267113.1
OG0001969	XP_038751147.1	XP_045262407.1
OG0001970	XP_038751109.1	XP_045262459.1
OG0001971	XP_038747719.1	XP_045262421.1
OG0001972	XP_038750689.1	XP_045268025.1
OG0001973	XP_038750690.1	XP_045268024.1
OG0001974	XP_038751136.1	XP_045262441.1
OG0001975	XP_038751135.1	XP_045262439.1
OG0001976	XP_038751134.1	XP_045262438.1
OG0001977	XP_038750032.1	XP_045262437.1
OG0001978	XP_038751132.1	XP_045262434.1
OG0001979	XP_038751130.1	XP_045262432.1
OG0001980	XP_038751129.1	XP_045262431.1
OG0001981	XP_038751127.1	XP_045262429.1
OG0001982	XP_038751126.1	XP_045262428.1
OG0001983	XP_038751125.1	XP_045262427.1
OG0001984	XP_038751124.1	XP_045262426.1
OG0001985	XP_038751123.1	XP_045262425.1
OG0001986	XP_038751122.1	XP_045262424.1
OG0001987	XP_038751120.1	XP_045262423.1
OG0001988	XP_038751110.1	XP_045262420.1
OG0001989	XP_038751138.1	XP_045262414.1
OG0001990	XP_038751140.1	XP_045262410.1
OG0001991	XP_038751107.1	XP_045262455.1
OG0001992	XP_038751106.1	XP_045262454.1
OG0001993	XP_038751105.1	XP_045262453.1
OG0001994	XP_038751104.1	XP_045262451.1
OG0001995	XP_038751103.1	XP_045262450.1
OG0001996	XP_038751102.1	XP_045262449.1
OG0001997	XP_038751101.1	XP_045262448.1
OG0001998	XP_038751100.1	XP_045262447.1
OG0001999	XP_038751099.1	XP_045262446.1
OG0002000	XP_038750999.1	XP_045257616.1
OG0002001	XP_038751000.1	XP_045257617.1
OG0002002	XP_038751010.1	XP_045257621.1
OG0002003	XP_038751011.1	XP_045257622.1
OG0002004	XP_038751027.1	XP_045257663.1
OG0002005	XP_038751026.1	XP_045257662.1
OG0002006	XP_038751025.1	XP_045257661.1
OG0002007	XP_038751024.1	XP_045257660.1
OG0002008	XP_038751023.1	XP_045257659.1
OG0002009	XP_038751058.1	XP_045257694.1
OG0002010	XP_038751057.1	XP_045257693.1
OG0002011	XP_038751056.1	XP_045257692.1
OG0002012	XP_038751055.1	XP_045257691.1
OG0002013	XP_038751054.1	XP_045257690.1
OG0002014	XP_038751053.1	XP_045257689.1
OG0002015	XP_038751051.1	XP_045257688.1
OG0002016	XP_038751050.1	XP_045257687.1
OG0002017	XP_038751049.1	XP_045257686.1
OG0002018	XP_038751048.1	XP_045257685.1
OG0002019	XP_038751047.1	XP_045257683.1
OG0002020	XP_038751046.1	XP_045257682.1
OG0002021	XP_038751045.1	XP_045257681.1
OG0002022	XP_038751044.1	XP_045257680.1
OG0002023	XP_038741360.1	XP_045269680.1
OG0002024	XP_038751043.1	XP_045257679.1
OG0002025	XP_038751042.1	XP_045257678.1
OG0002026	XP_038751041.1	XP_045257675.1
OG0002027	XP_038751040.1	XP_045257674.1
OG0002028	XP_038751038.1	XP_045257673.1
OG0002029	XP_038751037.1	XP_045257672.1
OG0002030	XP_038751036.1	XP_045257671.1
OG0002031	XP_038751034.1	XP_045257669.1
OG0002033	XP_038751059.1	XP_045257696.1
OG0002035	XP_038751063.1	XP_045262496.1
OG0002036	XP_038751064.1	XP_045262495.1
OG0002037	XP_038751065.1	XP_045262468.1
OG0002038	XP_038751066.1	XP_045262483.1
OG0002039	XP_038751067.1	XP_045262482.1
OG0002040	XP_038751068.1	XP_045262481.1
OG0002041	XP_038751069.1	XP_045262480.1
OG0002042	XP_038751070.1	XP_045262479.1
OG0002043	XP_038751071.1	XP_045262478.1
OG0002044	XP_038751072.1	XP_045262477.1
OG0002045	XP_038751073.1	XP_045262476.1
OG0002046	XP_038751074.1	XP_045262475.1
OG0002047	XP_038751075.1	XP_045262474.1
OG0002048	XP_038751081.1	XP_045262469.1
OG0002049	XP_038751079.1	XP_045262470.1
OG0002050	XP_038751078.1	XP_045262471.1
OG0002051	XP_038751077.1	XP_045262472.1
OG0002052	XP_038751076.1	XP_045262473.1
OG0002053	XP_038751083.1	XP_045262484.1
OG0002054	XP_038751084.1	XP_045262485.1
OG0002055	XP_038751085.1	XP_045262486.1
OG0002056	XP_038751086.1	XP_045262487.1
OG0002057	XP_038751087.1	XP_045262488.1
OG0002058	XP_038751091.1	XP_045262491.1
OG0002059	XP_038751090.1	XP_045262490.1
OG0002060	XP_038751088.1	XP_045262489.1
OG0002062	XP_038751015.1	XP_045257631.1
OG0002063	XP_038744162.1	XP_045258498.1
OG0002064	XP_038748929.1	XP_045256327.1
OG0002065	XP_038748928.1	XP_045256326.1
OG0002066	XP_038748927.1	XP_045256325.1
OG0002067	XP_038748931.1	XP_045256324.1
OG0002068	XP_038748934.1	XP_045256322.1
OG0002069	XP_038748935.1	XP_045256321.1
OG0002070	XP_038748947.1	XP_045256316.1
OG0002071	XP_038748937.1	XP_045256304.1
OG0002072	XP_038748938.1	XP_045256306.1
OG0002073	XP_038738794.1	XP_045256090.1
OG0002074	XP_038738792.1	XP_045256092.1
OG0002075	XP_038738791.1	XP_045256093.1
OG0002076	XP_038738790.1	XP_045256094.1
OG0002077	XP_038739997.1	XP_045259657.1
OG0002078	XP_038739996.1	XP_045259658.1
OG0002079	XP_038740001.1	XP_045259659.1
OG0002080	XP_038740003.1	XP_045259661.1
OG0002081	XP_038740005.1	XP_045259664.1
OG0002082	XP_038740006.1	XP_045259665.1
OG0002083	XP_038744859.1	XP_045267429.1
OG0002084	XP_038740360.1	XP_045257222.1
OG0002085	XP_038740355.1	XP_045257226.1
OG0002086	XP_038740354.1	XP_045257228.1
OG0002087	XP_038740353.1	XP_045257229.1
OG0002088	XP_038740352.1	XP_045257230.1
OG0002089	XP_038740350.1	XP_045257240.1
OG0002090	XP_038740348.1	XP_045257242.1
OG0002091	XP_038740347.1	XP_045257243.1
OG0002092	XP_038740346.1	XP_045257246.1
OG0002093	XP_038743514.1	XP_045260384.1
OG0002094	XP_038743516.1	XP_045260386.1
OG0002095	XP_038743517.1	XP_045260387.1
OG0002096	XP_038743518.1	XP_045260388.1
OG0002097	XP_038741142.1	XP_045269894.1
OG0002098	XP_038741141.1	XP_045269893.1
OG0002099	XP_038741140.1	XP_045269892.1
OG0002100	XP_038741139.1	XP_045269891.1
OG0002101	XP_038741137.1	XP_045269889.1
OG0002102	XP_038741136.1	XP_045269888.1
OG0002103	XP_038741135.1	XP_045269887.1
OG0002104	XP_038741133.1	XP_045269886.1
OG0002105	XP_038741132.1	XP_045269885.1
OG0002106	XP_038741131.1	XP_045269884.1
OG0002107	XP_038741130.1	XP_045269882.1
OG0002108	XP_038741129.1	XP_045269881.1
OG0002109	XP_038741128.1	XP_045269880.1
OG0002110	XP_038743098.1	XP_045264310.1
OG0002111	XP_038743097.1	XP_045264311.1
OG0002112	XP_038743096.1	XP_045264312.1
OG0002113	XP_038743095.1	XP_045264313.1
OG0002114	XP_038743094.1	XP_045264314.1
OG0002115	XP_038743092.1	XP_045264317.1
OG0002116	XP_038743090.1	XP_045264319.1
OG0002117	XP_038743087.1	XP_045264322.1
OG0002118	XP_038743088.1	XP_045264321.1
OG0002119	XP_038743089.1	XP_045264320.1
OG0002120	XP_038743086.1	XP_045264323.1
OG0002121	XP_038743085.1	XP_045264324.1
OG0002122	XP_038743084.1	XP_045264326.1
OG0002123	XP_038751006.1	XP_045264202.1
OG0002124	XP_038739266.1	XP_045256180.1
OG0002125	XP_038739265.1	XP_045262111.1
OG0002126	XP_038739261.1	XP_045262114.1
OG0002127	XP_038739260.1	XP_045262115.1
OG0002128	XP_038739259.1	XP_045262116.1
OG0002129	XP_038739258.1	XP_045262117.1
OG0002130	XP_038739257.1	XP_045262118.1
OG0002131	XP_038739256.1	XP_045262119.1
OG0002132	XP_038739255.1	XP_045262120.1
OG0002133	XP_038739253.1	XP_045262122.1
OG0002134	XP_038739252.1	XP_045262123.1
OG0002135	XP_038739251.1	XP_045262124.1
OG0002136	XP_038751060.1	XP_045257698.1
OG0002137	XP_038741191.1, XP_038751061.1	XP_045257697.1
OG0002138	XP_038739346.1	XP_045267281.1
OG0002139	XP_038739347.1	XP_045267282.1
OG0002140	XP_038739348.1	XP_045267283.1
OG0002141	XP_038739349.1	XP_045267284.1
OG0002142	XP_038739350.1	XP_045267285.1
OG0002143	XP_038739351.1	XP_045267286.1
OG0002144	XP_038739353.1	XP_045267289.1
OG0002146	XP_038745381.1	XP_045260919.1
OG0002147	XP_038745380.1	XP_045260920.1
OG0002148	XP_038745388.1	XP_045260916.1
OG0002150	XP_038745377.1	XP_045260924.1
OG0002151	XP_038738652.1	XP_045260925.1
OG0002152	XP_038738654.1	XP_045260927.1
OG0002153	XP_038747569.1	XP_045260929.1
OG0002154	XP_038747572.1	XP_045260932.1
OG0002155	XP_038747571.1	XP_045260933.1
OG0002156	XP_038747570.1	XP_045260934.1
OG0002158	XP_038749289.1	XP_045262525.1
OG0002159	XP_038749288.1	XP_045262524.1
OG0002160	XP_038749287.1	XP_045262523.1
OG0002161	XP_038749286.1	XP_045262522.1
OG0002162	XP_038749284.1	XP_045262520.1
OG0002163	XP_038749281.1	XP_045262535.1
OG0002164	XP_038749280.1	XP_045262537.1
OG0002165	XP_038749279.1	XP_045262538.1
OG0002166	XP_038749278.1	XP_045262539.1
OG0002167	XP_038749277.1	XP_045262540.1
OG0002168	XP_038749404.1	XP_045262541.1
OG0002169	XP_038749276.1	XP_045262542.1
OG0002170	XP_038749275.1	XP_045262543.1
OG0002171	XP_038749273.1	XP_045262544.1
OG0002172	XP_038749477.1	XP_045262778.1
OG0002173	XP_038749475.1	XP_045262773.1
OG0002174	XP_038749474.1	XP_045262771.1
OG0002175	XP_038749472.1	XP_045262770.1
OG0002176	XP_038749471.1	XP_045262769.1
OG0002177	XP_038749470.1	XP_045262768.1
OG0002178	XP_038749469.1	XP_045262766.1
OG0002179	XP_038749468.1	XP_045262765.1
OG0002180	XP_038749467.1	XP_045262764.1
OG0002181	XP_038749466.1	XP_045262763.1
OG0002182	XP_038749465.1	XP_045262762.1
OG0002183	XP_038741030.1	XP_045269511.1
OG0002184	XP_038749708.1	XP_045269127.1
OG0002185	XP_038749707.1	XP_045269126.1
OG0002186	XP_038749705.1	XP_045269125.1
OG0002187	XP_038749704.1	XP_045269124.1
OG0002188	XP_038749701.1	XP_045269121.1
OG0002189	XP_038749699.1	XP_045269120.1
OG0002190	XP_038749696.1	XP_045269117.1
OG0002191	XP_038749697.1	XP_045269118.1
OG0002192	XP_038749698.1	XP_045269119.1
OG0002193	XP_038749695.1	XP_045269116.1
OG0002194	XP_038749694.1	XP_045269115.1
OG0002195	XP_038749693.1	XP_045269114.1
OG0002196	XP_038749691.1	XP_045269113.1
OG0002197	XP_038748474.1	XP_045264049.1
OG0002198	XP_038748473.1	XP_045264050.1
OG0002199	XP_038748472.1	XP_045264051.1
OG0002200	XP_038748471.1	XP_045264052.1
OG0002201	XP_038748470.1	XP_045264053.1
OG0002202	XP_038748468.1	XP_045264055.1
OG0002203	XP_038748466.1	XP_045264056.1
OG0002204	XP_038748465.1	XP_045264057.1
OG0002205	XP_038748460.1	XP_045264066.1
OG0002206	XP_038748457.1	XP_045264068.1
OG0002207	XP_038748451.1	XP_045264069.1
OG0002208	XP_038748520.1	XP_045263996.1
OG0002209	XP_038748519.1	XP_045263997.1
OG0002210	XP_038748518.1	XP_045263998.1
OG0002211	XP_038748524.1	XP_045263994.1
OG0002212	XP_038748525.1	XP_045263993.1
OG0002213	XP_038748527.1	XP_045263991.1
OG0002214	XP_038748526.1	XP_045263992.1
OG0002215	XP_038748528.1	XP_045263990.1
OG0002216	XP_038748529.1	XP_045263989.1
OG0002217	XP_038748530.1	XP_045263988.1
OG0002218	XP_038748531.1	XP_045263987.1
OG0002219	XP_038748532.1	XP_045263986.1
OG0002220	XP_038748533.1	XP_045263985.1
OG0002221	XP_038748534.1	XP_045263984.1
OG0002222	XP_038748535.1	XP_045263983.1
OG0002223	XP_038748536.1	XP_045263982.1
OG0002224	XP_038748537.1	XP_045263981.1
OG0002225	XP_038748538.1	XP_045263980.1
OG0002226	XP_038748539.1	XP_045263979.1
OG0002227	XP_038748540.1	XP_045263978.1
OG0002228	XP_038748541.1	XP_045263977.1
OG0002229	XP_038748542.1	XP_045263976.1
OG0002230	XP_038748543.1	XP_045263975.1
OG0002231	XP_038748544.1	XP_045263974.1
OG0002232	XP_038748545.1	XP_045263973.1
OG0002234	XP_038748550.1	XP_045263967.1
OG0002235	XP_038748551.1	XP_045263966.1
OG0002236	XP_038748552.1	XP_045263965.1
OG0002237	XP_038748553.1	XP_045263964.1
OG0002238	XP_038748554.1	XP_045263963.1
OG0002239	XP_038748555.1	XP_045263962.1
OG0002240	XP_038748557.1	XP_045263959.1
OG0002241	XP_038748558.1	XP_045263958.1
OG0002242	XP_038748559.1	XP_045263957.1
OG0002243	XP_038748560.1	XP_045263956.1
OG0002244	XP_038748562.1	XP_045263954.1
OG0002245	XP_038748563.1	XP_045263953.1
OG0002246	XP_038748564.1	XP_045263952.1
OG0002247	XP_038748565.1	XP_045263951.1
OG0002248	XP_038748577.1	XP_045263937.1
OG0002249	XP_038748575.1	XP_045263938.1
OG0002250	XP_038748573.1	XP_045263940.1
OG0002251	XP_038748572.1	XP_045263941.1
OG0002252	XP_038748571.1	XP_045263942.1
OG0002253	XP_038748570.1	XP_045263943.1
OG0002254	XP_038748568.1	XP_045263947.1
OG0002255	XP_038748567.1	XP_045263948.1
OG0002256	XP_038748585.1	XP_045263928.1
OG0002257	XP_038742980.1	XP_045256191.1
OG0002258	XP_038748583.1	XP_045263935.1
OG0002259	XP_038748582.1	XP_045263934.1
OG0002260	XP_038748581.1	XP_045263933.1
OG0002261	XP_038748580.1	XP_045263932.1
OG0002262	XP_038748587.1	XP_045263927.1
OG0002263	XP_038748588.1	XP_045263926.1
OG0002264	XP_038748594.1	XP_045265776.1
OG0002265	XP_038748596.1	XP_045265774.1
OG0002266	XP_038748597.1	XP_045265773.1
OG0002267	XP_038748598.1	XP_045265772.1
OG0002268	XP_038748599.1	XP_045265770.1
OG0002269	XP_038748600.1	XP_045265769.1
OG0002270	XP_038748602.1	XP_045265767.1
OG0002271	XP_038748611.1	XP_045265785.1
OG0002272	XP_038748609.1	XP_045265784.1
OG0002273	XP_038748608.1	XP_045265783.1
OG0002274	XP_038748607.1	XP_045265782.1
OG0002275	XP_038748616.1	XP_045265791.1
OG0002276	XP_038748615.1	XP_045265790.1
OG0002277	XP_038748614.1	XP_045265789.1
OG0002278	XP_038748613.1	XP_045265787.1
OG0002279	XP_038748612.1	XP_045265786.1
OG0002280	XP_038748620.1	XP_045265795.1
OG0002281	XP_038748643.1	XP_045265816.1
OG0002282	XP_038748642.1	XP_045265817.1
OG0002283	XP_038748639.1	XP_045265818.1
OG0002284	XP_038748638.1	XP_045265819.1
OG0002285	XP_038748637.1	XP_045265823.1
OG0002286	XP_038741415.1	XP_045261252.1
OG0002287	XP_038746641.1	XP_045258435.1
OG0002288	XP_038740520.1	XP_045259925.1
OG0002289	XP_038748647.1	XP_045265826.1
OG0002290	XP_038748654.1	XP_045265834.1
OG0002291	XP_038748653.1	XP_045265833.1
OG0002292	XP_038748652.1	XP_045265832.1
OG0002293	XP_038748650.1	XP_045265830.1
OG0002294	XP_038748649.1	XP_045265829.1
OG0002295	XP_038748648.1	XP_045265828.1
OG0002296	XP_038748677.1	XP_045271215.1
OG0002297	XP_038748676.1	XP_045271216.1
OG0002298	XP_038748675.1	XP_045271217.1
OG0002299	XP_038748674.1	XP_045271218.1
