Orthogroup	Colletotrichum_karsti	Colletotrichum_acutatum
OG0003125	XP_038749983.1	XP_060362544.1
OG0003126	XP_038749982.1	XP_060362543.1
OG0003127	XP_038749981.1	XP_060362542.1
OG0003129	XP_038749979.1	XP_060362539.1
OG0003130	XP_038743643.1	XP_060362538.1
OG0003132	XP_038740342.1	XP_060360075.1
OG0003133	XP_038740341.1	XP_060360074.1
OG0003134	XP_038740340.1	XP_060360068.1
OG0003135	XP_038740339.1	XP_060360067.1
OG0003136	XP_038740334.1	XP_060360064.1
OG0003137	XP_038740335.1	XP_060360063.1
OG0003138	XP_038740336.1	XP_060360061.1
OG0003139	XP_038740337.1	XP_060360060.1
OG0003140	XP_038740366.1	XP_060362809.1
OG0003141	XP_038740367.1	XP_060362807.1
OG0003142	XP_038740368.1	XP_060362806.1
OG0003143	XP_038742685.1	XP_060362805.1
OG0003144	XP_038742686.1	XP_060362804.1
OG0003145	XP_038740370.1	XP_060362802.1
OG0003146	XP_038740371.1	XP_060362801.1
OG0003147	XP_038740372.1	XP_060362800.1
OG0003148	XP_038748323.1, XP_038740381.1	XP_060362797.1
OG0003149	XP_038740835.1	XP_060362795.1
OG0003150	XP_038745621.1	XP_060362793.1
OG0003151	XP_038745622.1	XP_060362791.1
OG0003152	XP_038745624.1	XP_060362790.1
OG0003153	XP_038740383.1	XP_060362787.1
OG0003154	XP_038740384.1	XP_060362786.1
OG0003155	XP_038740385.1	XP_060362783.1
OG0003156	XP_038740389.1	XP_060362780.1
OG0003157	XP_038740445.1	XP_060362777.1
OG0003159	XP_038740443.1	XP_060362774.1
OG0003160	XP_038740442.1	XP_060362773.1
OG0003161	XP_038744695.1	XP_060362771.1
OG0003162	XP_038742355.1	XP_060363144.1
OG0003163	XP_038742356.1	XP_060363145.1
OG0003164	XP_038742363.1	XP_060363149.1
OG0003165	XP_038742334.1	XP_060357672.1
OG0003166	XP_038742335.1	XP_060357671.1
OG0003167	XP_038742322.1	XP_060357668.1
OG0003168	XP_038742323.1	XP_060357667.1
OG0003169	XP_038742325.1	XP_060357665.1
OG0003170	XP_038742327.1	XP_060360898.1
OG0003171	XP_038742314.1	XP_060360899.1
OG0003172	XP_038742321.1	XP_060360900.1
OG0003173	XP_038742315.1	XP_060360902.1
OG0003174	XP_038742316.1	XP_060360903.1
OG0003175	XP_038742313.1	XP_060360904.1
OG0003176	XP_038740597.1	XP_060360906.1
OG0003177	XP_038742247.1	XP_060360908.1
OG0003178	XP_038742246.1	XP_060360909.1
OG0003179	XP_038742245.1	XP_060360910.1
OG0003180	XP_038742242.1	XP_060360912.1
OG0003181	XP_038742241.1	XP_060360913.1
OG0003182	XP_038742240.1	XP_060360914.1
OG0003183	XP_038742239.1	XP_060360915.1
OG0003184	XP_038742263.1	XP_060360920.1
OG0003185	XP_038742265.1	XP_060360923.1
OG0003186	XP_038742266.1	XP_060360924.1
OG0003187	XP_038742267.1	XP_060360925.1
OG0003188	XP_038742268.1	XP_060360928.1
OG0003189	XP_038742269.1	XP_060360929.1
OG0003190	XP_038742270.1	XP_060360930.1
OG0003191	XP_038742271.1	XP_060360932.1
OG0003192	XP_038742272.1	XP_060360933.1
OG0003193	XP_038742273.1	XP_060360934.1
OG0003194	XP_038742264.1	XP_060360935.1
OG0003195	XP_038742274.1	XP_060360936.1
OG0003196	XP_038742277.1	XP_060360939.1
OG0003197	XP_038742278.1	XP_060360940.1
OG0003198	XP_038749392.1	XP_060370908.1
OG0003199	XP_038749393.1	XP_060370907.1
OG0003200	XP_038749394.1	XP_060370906.1
OG0003201	XP_038749395.1	XP_060370905.1
OG0003202	XP_038749396.1	XP_060370904.1
OG0003203	XP_038749397.1	XP_060370903.1
OG0003204	XP_038749398.1	XP_060370902.1
OG0003205	XP_038749399.1	XP_060370900.1
OG0003206	XP_038749400.1	XP_060370899.1
OG0003207	XP_038749401.1	XP_060370898.1
OG0003208	XP_038749402.1	XP_060370897.1
OG0003209	XP_038749403.1	XP_060370895.1
OG0003210	XP_038749405.1	XP_060370894.1
OG0003211	XP_038749407.1	XP_060370893.1
OG0003212	XP_038749406.1	XP_060370892.1
OG0003213	XP_038749408.1	XP_060370891.1
OG0003214	XP_038749409.1	XP_060370889.1
OG0003215	XP_038749410.1	XP_060370888.1
OG0003216	XP_038749413.1	XP_060370886.1
OG0003217	XP_038749414.1	XP_060370885.1
OG0003218	XP_038749416.1	XP_060370883.1
OG0003219	XP_038749417.1	XP_060370882.1
OG0003220	XP_038749418.1	XP_060370879.1
OG0003221	XP_038749419.1	XP_060370878.1
OG0003222	XP_038749422.1	XP_060370875.1
OG0003223	XP_038749425.1	XP_060370873.1
OG0003224	XP_038749427.1	XP_060370871.1
OG0003225	XP_038749428.1	XP_060370870.1
OG0003226	XP_038749429.1	XP_060370869.1
OG0003227	XP_038749430.1	XP_060370868.1
OG0003228	XP_038749431.1	XP_060370867.1
OG0003229	XP_038749432.1	XP_060370866.1
OG0003230	XP_038749433.1	XP_060370865.1
OG0003231	XP_038749435.1	XP_060370863.1
OG0003232	XP_038749436.1	XP_060370862.1
OG0003233	XP_038749438.1	XP_060370861.1
OG0003234	XP_038749439.1	XP_060370860.1
OG0003235	XP_038749442.1	XP_060370857.1
OG0003236	XP_038749445.1	XP_060370854.1
OG0003237	XP_038749447.1	XP_060370852.1
OG0003238	XP_038749448.1	XP_060370851.1
OG0003239	XP_038749449.1	XP_060370850.1
OG0003240	XP_038749450.1	XP_060370849.1
OG0003241	XP_038749451.1	XP_060370848.1
OG0003242	XP_038749452.1	XP_060370846.1
OG0003243	XP_038749454.1	XP_060370844.1
OG0003244	XP_038749455.1	XP_060370843.1
OG0003245	XP_038749456.1	XP_060370842.1
OG0003246	XP_038749457.1	XP_060370841.1
OG0003247	XP_038749458.1	XP_060370840.1
OG0003248	XP_038749460.1	XP_060370838.1
OG0003249	XP_038749461.1	XP_060370837.1
OG0003250	XP_038749463.1	XP_060370835.1
OG0003251	XP_038749464.1	XP_060370834.1
OG0003252	XP_038741624.1	XP_060366199.1
OG0003253	XP_038741625.1	XP_060366198.1
OG0003254	XP_038741626.1	XP_060366197.1
OG0003255	XP_038741627.1	XP_060366196.1
OG0003256	XP_038741629.1	XP_060366194.1
OG0003257	XP_038741639.1	XP_060366187.1
OG0003258	XP_038741638.1	XP_060366186.1
OG0003259	XP_038741637.1	XP_060366183.1
OG0003260	XP_038742223.1	XP_060366182.1
OG0003261	XP_038741636.1	XP_060366181.1
OG0003262	XP_038741630.1	XP_060366179.1
OG0003263	XP_038741633.1	XP_060366174.1
OG0003264	XP_038741634.1	XP_060366173.1
OG0003265	XP_038741635.1	XP_060366172.1
OG0003266	XP_038741036.1	XP_060366171.1
OG0003267	XP_038741039.1	XP_060366166.1
OG0003268	XP_038741040.1	XP_060366165.1
OG0003269	XP_038741041.1	XP_060366164.1
OG0003270	XP_038741045.1	XP_060366159.1
OG0003271	XP_038741049.1	XP_060366158.1
OG0003272	XP_038741046.1	XP_060366155.1
OG0003273	XP_038741047.1	XP_060366154.1
OG0003274	XP_038740451.1, XP_038747617.1	XP_060366148.1
OG0003275	XP_038741055.1	XP_060366147.1
OG0003276	XP_038741057.1	XP_060366145.1
OG0003277	XP_038738969.1	XP_060366139.1
OG0003278	XP_038738970.1	XP_060366138.1
OG0003279	XP_038738973.1	XP_060366131.1
OG0003280	XP_038738974.1	XP_060366130.1
OG0003281	XP_038740023.1	XP_060366129.1
OG0003282	XP_038741642.1	XP_060366126.1
OG0003283	XP_038741019.1	XP_060366121.1
OG0003284	XP_038741034.1	XP_060366118.1
OG0003285	XP_038741035.1	XP_060366117.1
OG0003286	XP_038748914.1	XP_060366114.1
OG0003287	XP_038748913.1	XP_060366111.1
OG0003288	XP_038748912.1	XP_060366107.1
OG0003289	XP_038748911.1	XP_060366105.1
OG0003290	XP_038748908.1	XP_060361146.1
OG0003291	XP_038748907.1	XP_060361144.1
OG0003292	XP_038748906.1	XP_060361143.1
OG0003293	XP_038748905.1	XP_060361142.1
OG0003294	XP_038748904.1	XP_060361141.1
OG0003295	XP_038748902.1	XP_060361139.1
OG0003296	XP_038748901.1	XP_060361138.1
OG0003297	XP_038748900.1	XP_060361137.1
OG0003298	XP_038748899.1	XP_060361135.1
OG0003299	XP_038748898.1	XP_060361134.1
OG0003300	XP_038748897.1	XP_060361132.1
OG0003301	XP_038748845.1	XP_060361130.1
OG0003302	XP_038748848.1	XP_060361128.1
OG0003303	XP_038748849.1	XP_060361127.1
OG0003304	XP_038748850.1	XP_060361125.1
OG0003305	XP_038748854.1	XP_060361121.1
OG0003306	XP_038748855.1	XP_060361119.1
OG0003307	XP_038748803.1	XP_060361118.1
OG0003308	XP_038748826.1	XP_060361115.1
OG0003309	XP_038748825.1	XP_060361114.1
OG0003310	XP_038748823.1	XP_060371467.1
OG0003311	XP_038748822.1	XP_060371469.1
OG0003312	XP_038748821.1	XP_060371472.1
OG0003313	XP_038748818.1	XP_060371477.1
OG0003314	XP_038748819.1	XP_060371478.1
OG0003315	XP_038748820.1	XP_060371479.1
OG0003316	XP_038748816.1	XP_060371481.1
OG0003317	XP_038748815.1	XP_060371483.1
OG0003318	XP_038748814.1	XP_060371484.1
OG0003319	XP_038748813.1	XP_060371485.1
OG0003320	XP_038748812.1	XP_060371486.1
OG0003321	XP_038748810.1	XP_060371488.1
OG0003322	XP_038748808.1	XP_060371490.1
OG0003323	XP_038748807.1	XP_060371491.1
OG0003324	XP_038748806.1	XP_060371492.1
OG0003325	XP_038748805.1	XP_060371493.1
OG0003326	XP_038748785.1	XP_060371502.1
OG0003327	XP_038748782.1	XP_060371503.1
OG0003328	XP_038748781.1	XP_060371505.1
OG0003329	XP_038741008.1	XP_060371513.1
OG0003330	XP_038741006.1	XP_060371515.1
OG0003331	XP_038738700.1	XP_060371516.1
OG0003332	XP_038738699.1	XP_060371517.1
OG0003333	XP_038738807.1	XP_060371518.1
OG0003334	XP_038738806.1	XP_060371519.1
OG0003335	XP_038738805.1	XP_060371520.1
OG0003336	XP_038741011.1	XP_060371522.1
OG0003337	XP_038741012.1	XP_060371523.1
OG0003338	XP_038741005.1	XP_060371524.1
OG0003339	XP_038741004.1	XP_060371525.1
OG0003340	XP_038741003.1	XP_060371526.1
OG0003341	XP_038741002.1	XP_060371527.1
OG0003342	XP_038741001.1	XP_060371528.1
OG0003343	XP_038741032.1	XP_060371530.1
OG0003344	XP_038741031.1	XP_060371531.1
OG0003345	XP_038741029.1	XP_060371532.1
OG0003346	XP_038741028.1	XP_060371533.1
OG0003347	XP_038741027.1	XP_060371534.1
OG0003348	XP_038741021.1	XP_060371539.1
OG0003349	XP_038748918.1	XP_060371543.1
OG0003350	XP_038748894.1	XP_060371545.1
OG0003351	XP_038748893.1	XP_060371546.1
OG0003352	XP_038748892.1	XP_060371547.1
OG0003353	XP_038748891.1	XP_060371548.1
OG0003354	XP_038748890.1	XP_060371549.1
OG0003355	XP_038746051.1	XP_060371550.1
OG0003356	XP_038746053.1	XP_060371551.1
OG0003357	XP_038740995.1	XP_060371567.1
OG0003358	XP_038740999.1	XP_060371569.1
OG0003359	XP_038740998.1	XP_060371570.1
OG0003360	XP_038740996.1	XP_060371572.1
OG0003361	XP_038740991.1	XP_060371573.1
OG0003362	XP_038740990.1	XP_060371574.1
OG0003363	XP_038740986.1	XP_060371576.1
OG0003364	XP_038740987.1	XP_060371577.1
OG0003365	XP_038740988.1	XP_060371578.1
OG0003366	XP_038740984.1	XP_060371579.1
OG0003367	XP_038740983.1	XP_060371580.1
OG0003368	XP_038740982.1	XP_060371581.1
OG0003369	XP_038740981.1	XP_060371582.1
OG0003370	XP_038740980.1	XP_060371583.1
OG0003371	XP_038740979.1	XP_060371584.1
OG0003372	XP_038740978.1	XP_060371585.1
OG0003373	XP_038740975.1	XP_060371591.1
OG0003374	XP_038740974.1	XP_060371592.1
OG0003375	XP_038740973.1	XP_060371593.1
OG0003376	XP_038740971.1	XP_060371594.1
OG0003377	XP_038740970.1	XP_060371595.1
OG0003378	XP_038741013.1	XP_060371597.1
OG0003379	XP_038741014.1	XP_060371598.1
OG0003380	XP_038741015.1	XP_060371599.1
OG0003381	XP_038741016.1	XP_060371602.1
OG0003382	XP_038741017.1	XP_060371604.1
OG0003383	XP_038748843.1	XP_060371605.1
OG0003384	XP_038748841.1	XP_060371606.1
OG0003385	XP_038748839.1	XP_060371609.1
OG0003386	XP_038748838.1	XP_060371611.1
OG0003387	XP_038748835.1	XP_060371613.1
OG0003388	XP_038748834.1	XP_060371614.1
OG0003389	XP_038748833.1	XP_060371615.1
OG0003390	XP_038748831.1	XP_060371617.1
OG0003391	XP_038748829.1	XP_060371620.1
OG0003392	XP_038748788.1	XP_060371623.1
OG0003393	XP_038748789.1	XP_060371624.1
OG0003394	XP_038748791.1	XP_060371625.1
OG0003395	XP_038748792.1	XP_060371626.1
OG0003396	XP_038748793.1	XP_060371627.1
OG0003397	XP_038748795.1	XP_060371629.1
OG0003398	XP_038748800.1	XP_060371632.1
OG0003399	XP_038748801.1	XP_060371633.1
OG0003400	XP_038748802.1	XP_060371634.1
OG0003401	XP_038748857.1	XP_060371637.1
OG0003402	XP_038748858.1	XP_060371638.1
OG0003403	XP_038748859.1	XP_060371639.1
OG0003404	XP_038748861.1	XP_060371641.1
OG0003405	XP_038748863.1	XP_060371644.1
OG0003406	XP_038748864.1	XP_060371645.1
OG0003407	XP_038748865.1	XP_060371646.1
OG0003408	XP_038748866.1	XP_060371647.1
OG0003409	XP_038748867.1	XP_060371648.1
OG0003410	XP_038748868.1	XP_060371649.1
OG0003411	XP_038748869.1	XP_060371650.1
OG0003412	XP_038748870.1	XP_060371651.1
OG0003413	XP_038748871.1	XP_060371652.1
OG0003414	XP_038748873.1	XP_060371654.1
OG0003415	XP_038748874.1	XP_060371655.1
OG0003416	XP_038748876.1	XP_060371658.1
OG0003417	XP_038748877.1	XP_060371659.1
OG0003418	XP_038748878.1	XP_060371660.1
OG0003419	XP_038748879.1	XP_060371661.1
OG0003420	XP_038748881.1	XP_060371663.1
OG0003421	XP_038748882.1	XP_060371664.1
OG0003422	XP_038748883.1	XP_060371665.1
OG0003423	XP_038748884.1	XP_060371667.1
OG0003424	XP_038748885.1	XP_060371668.1
OG0003425	XP_038748886.1	XP_060371671.1
OG0003426	XP_038748887.1	XP_060371672.1
OG0003427	XP_038748888.1	XP_060371674.1
OG0003428	XP_038748889.1	XP_060371675.1
OG0003429	XP_038748926.1	XP_060371676.1
OG0003430	XP_038748925.1	XP_060371678.1
OG0003431	XP_038748924.1	XP_060371679.1
OG0003432	XP_038748923.1	XP_060371680.1
OG0003433	XP_038748922.1	XP_060371681.1
OG0003434	XP_038748920.1	XP_060371683.1
OG0003435	XP_038748919.1	XP_060371685.1
OG0003436	XP_038748930.1	XP_060371691.1
OG0003438	XP_038742010.1	XP_060366538.1
OG0003439	XP_038742013.1	XP_060366534.1
OG0003440	XP_038742009.1	XP_060366533.1
OG0003441	XP_038742008.1	XP_060366532.1
OG0003442	XP_038742006.1, XP_038742005.1	XP_060366529.1
OG0003443	XP_038742004.1	XP_060366526.1
OG0003444	XP_038742001.1	XP_060366525.1
OG0003445	XP_038742000.1	XP_060366524.1
OG0003446	XP_038741999.1	XP_060366523.1
OG0003447	XP_038741998.1	XP_060366522.1
OG0003448	XP_038741996.1	XP_060366517.1
OG0003449	XP_038741997.1	XP_060366516.1
OG0003450	XP_038741994.1	XP_060366512.1
OG0003451	XP_038741992.1	XP_060366509.1
OG0003452	XP_038741991.1	XP_060366508.1
OG0003453	XP_038741995.1	XP_060366506.1
OG0003456	XP_038741339.1	XP_060366501.1
OG0003457	XP_038741947.1	XP_060366498.1
OG0003458	XP_038741948.1	XP_060366495.1
OG0003459	XP_038741949.1	XP_060366494.1
OG0003460	XP_038741950.1	XP_060366493.1
OG0003461	XP_038741954.1	XP_060366488.1
OG0003462	XP_038741977.1	XP_060366478.1
OG0003463	XP_038741976.1	XP_060366477.1
OG0003464	XP_038741975.1	XP_060366474.1
OG0003465	XP_038739942.1	XP_060363862.1
OG0003466	XP_038739943.1	XP_060363863.1
OG0003467	XP_038739944.1	XP_060363865.1
OG0003468	XP_038739946.1	XP_060363867.1
OG0003469	XP_038739941.1	XP_060363868.1
OG0003470	XP_038739939.1	XP_060363870.1
OG0003471	XP_038740000.1	XP_060363872.1
OG0003472	XP_038739999.1	XP_060363873.1
OG0003473	XP_038738789.1	XP_060363874.1
OG0003474	XP_038738786.1	XP_060363877.1
OG0003475	XP_038738785.1	XP_060363878.1
OG0003476	XP_038738784.1	XP_060363881.1
OG0003477	XP_038738783.1	XP_060363882.1
OG0003478	XP_038738782.1	XP_060363883.1
OG0003479	XP_038738781.1	XP_060363884.1
OG0003480	XP_038738780.1	XP_060363885.1
OG0003481	XP_038740016.1	XP_060364361.1
OG0003482	XP_038740015.1	XP_060364362.1
OG0003483	XP_038740013.1	XP_060364364.1
OG0003484	XP_038740012.1	XP_060364365.1
OG0003485	XP_038740011.1	XP_060364366.1
OG0003486	XP_038740010.1	XP_060364368.1
OG0003487	XP_038740009.1	XP_060364370.1
OG0003488	XP_038740008.1	XP_060364371.1
OG0003489	XP_038740007.1	XP_060364372.1
OG0003490	XP_038747131.1	XP_060370650.1
OG0003491	XP_038747129.1	XP_060370651.1
OG0003492	XP_038747128.1	XP_060370652.1
OG0003493	XP_038747126.1	XP_060370653.1
OG0003494	XP_038747125.1	XP_060370655.1
OG0003495	XP_038747124.1	XP_060370658.1
OG0003496	XP_038747123.1	XP_060370659.1
OG0003497	XP_038747122.1	XP_060370660.1
OG0003498	XP_038747120.1	XP_060370662.1
OG0003499	XP_038747142.1	XP_060370664.1
OG0003500	XP_038747140.1	XP_060370666.1
OG0003501	XP_038747139.1	XP_060370668.1
OG0003502	XP_038747138.1	XP_060370669.1
OG0003503	XP_038747137.1	XP_060370670.1
OG0003504	XP_038747136.1	XP_060370671.1
OG0003505	XP_038747135.1	XP_060370674.1
OG0003506	XP_038747133.1	XP_060370676.1
OG0003507	XP_038747143.1	XP_060370678.1
OG0003508	XP_038747144.1	XP_060370681.1
OG0003509	XP_038747146.1	XP_060370684.1
OG0003510	XP_038747148.1	XP_060370686.1
OG0003511	XP_038747149.1	XP_060370687.1
OG0003512	XP_038747150.1	XP_060370690.1
OG0003513	XP_038747151.1	XP_060370691.1
OG0003514	XP_038747152.1	XP_060370692.1
OG0003515	XP_038747153.1	XP_060370693.1
OG0003516	XP_038747154.1	XP_060370694.1
OG0003517	XP_038747156.1	XP_060370697.1
OG0003518	XP_038747158.1	XP_060370699.1
OG0003519	XP_038747159.1	XP_060370700.1
OG0003520	XP_038747161.1	XP_060370702.1
OG0003521	XP_038747162.1	XP_060370703.1
OG0003522	XP_038747163.1	XP_060370704.1
OG0003523	XP_038747164.1	XP_060370705.1
OG0003524	XP_038747165.1	XP_060370706.1
OG0003525	XP_038747166.1	XP_060370707.1
OG0003526	XP_038747168.1	XP_060370709.1
OG0003527	XP_038747169.1	XP_060370710.1
OG0003528	XP_038747170.1	XP_060370711.1
OG0003529	XP_038747172.1	XP_060370715.1
OG0003530	XP_038747196.1	XP_060370722.1
OG0003531	XP_038747195.1	XP_060370723.1
OG0003532	XP_038747192.1	XP_060370728.1
OG0003533	XP_038747191.1	XP_060358185.1
OG0003534	XP_038747190.1	XP_060358186.1
OG0003535	XP_038747189.1	XP_060358187.1
OG0003536	XP_038747188.1	XP_060358188.1
OG0003537	XP_038747186.1	XP_060358190.1
OG0003538	XP_038747184.1	XP_060358193.1
OG0003539	XP_038747183.1	XP_060358194.1
OG0003540	XP_038747182.1	XP_060358195.1
OG0003541	XP_038743820.1	XP_060359250.1
OG0003542	XP_038743819.1	XP_060359251.1
OG0003543	XP_038743818.1	XP_060359252.1
OG0003544	XP_038743802.1	XP_060359255.1
OG0003545	XP_038743803.1	XP_060359259.1
OG0003546	XP_038743804.1	XP_060359260.1
OG0003547	XP_038743805.1	XP_060359261.1
OG0003548	XP_038743806.1	XP_060359262.1
OG0003549	XP_038743808.1	XP_060359265.1
OG0003550	XP_038743809.1	XP_060359266.1
OG0003551	XP_038743810.1	XP_060359267.1
OG0003552	XP_038743812.1	XP_060359270.1
OG0003553	XP_038743813.1	XP_060359272.1
OG0003554	XP_038743817.1	XP_060359275.1
OG0003555	XP_038743816.1	XP_060359276.1
OG0003556	XP_038743815.1	XP_060359277.1
OG0003557	XP_038743798.1	XP_060359280.1
OG0003558	XP_038743794.1	XP_060357005.1
OG0003559	XP_038743791.1	XP_060360683.1
OG0003560	XP_038743790.1	XP_060360684.1
OG0003561	XP_038743789.1	XP_060360685.1
OG0003562	XP_038743787.1	XP_060360688.1
OG0003563	XP_038743786.1	XP_060360689.1
OG0003564	XP_038743785.1	XP_060360690.1
OG0003565	XP_038743784.1	XP_060360691.1
OG0003566	XP_038743783.1	XP_060360692.1
OG0003567	XP_038743782.1	XP_060360693.1
OG0003568	XP_038743781.1	XP_060360694.1
OG0003569	XP_038743780.1	XP_060360695.1
OG0003570	XP_038743779.1	XP_060360696.1
OG0003571	XP_038743778.1, XP_038749012.1	XP_060360697.1
OG0003572	XP_038743777.1	XP_060360700.1
OG0003573	XP_038743774.1	XP_060360702.1
OG0003574	XP_038749702.1	XP_060360704.1
OG0003575	XP_038743773.1	XP_060360705.1
OG0003576	XP_038743764.1	XP_060360712.1
OG0003577	XP_038742357.1	XP_060360713.1
OG0003578	XP_038743761.1	XP_060360715.1
OG0003579	XP_038744654.1	XP_060364319.1
OG0003580	XP_038744653.1	XP_060364318.1
OG0003581	XP_038744652.1	XP_060364317.1
OG0003582	XP_038744651.1	XP_060364315.1
OG0003583	XP_038744648.1	XP_060364313.1
OG0003584	XP_038744645.1	XP_060364312.1
OG0003585	XP_038744646.1	XP_060364311.1
OG0003586	XP_038744647.1	XP_060364310.1
OG0003587	XP_038744641.1	XP_060364302.1
OG0003588	XP_038744618.1	XP_060364297.1
OG0003589	XP_038744621.1	XP_060364296.1
OG0003590	XP_038744628.1	XP_060364294.1
OG0003591	XP_038744629.1	XP_060364293.1
OG0003592	XP_038744630.1	XP_060364291.1
OG0003593	XP_038744631.1	XP_060364290.1
OG0003594	XP_038744632.1	XP_060364289.1
OG0003595	XP_038744611.1	XP_060364287.1
OG0003596	XP_038744610.1	XP_060364286.1
OG0003597	XP_038744589.1	XP_060362042.1
OG0003598	XP_038744590.1	XP_060362043.1
OG0003599	XP_038744592.1	XP_060362046.1
OG0003600	XP_038744593.1	XP_060362047.1
OG0003601	XP_038744601.1	XP_060362048.1
OG0003602	XP_038744600.1	XP_060362049.1
OG0003603	XP_038744596.1	XP_060362057.1
OG0003604	XP_038744720.1	XP_060362060.1
OG0003605	XP_038744577.1	XP_060362061.1
OG0003606	XP_038744578.1	XP_060362062.1
OG0003607	XP_038744579.1	XP_060362063.1
OG0003608	XP_038744580.1	XP_060362065.1
OG0003609	XP_038744581.1	XP_060362066.1
OG0003610	XP_038744582.1	XP_060362067.1
OG0003611	XP_038744584.1	XP_060362069.1
OG0003612	XP_038748352.1	XP_060362070.1
OG0003613	XP_038740760.1	XP_060362072.1
OG0003614	XP_038744576.1	XP_060362074.1
OG0003615	XP_038744571.1	XP_060362078.1
OG0003616	XP_038744568.1	XP_060362080.1
OG0003617	XP_038744567.1	XP_060362081.1
OG0003618	XP_038744565.1	XP_060362083.1
OG0003619	XP_038744564.1	XP_060362084.1
OG0003620	XP_038744563.1	XP_060362085.1
OG0003621	XP_038751402.1	XP_060369204.1
OG0003622	XP_038751401.1	XP_060369203.1
OG0003623	XP_038751400.1	XP_060369202.1
OG0003624	XP_038751399.1	XP_060369201.1
OG0003625	XP_038751398.1	XP_060369199.1
OG0003626	XP_038751397.1	XP_060369198.1
OG0003627	XP_038751396.1	XP_060369196.1
OG0003628	XP_038751395.1	XP_060369192.1
OG0003629	XP_038751394.1	XP_060369191.1
OG0003630	XP_038751393.1	XP_060369190.1
OG0003631	XP_038751392.1	XP_060369189.1
OG0003632	XP_038751391.1	XP_060369188.1
OG0003633	XP_038751389.1	XP_060369186.1
OG0003634	XP_038751388.1	XP_060369185.1
OG0003635	XP_038751387.1	XP_060369184.1
OG0003636	XP_038751386.1	XP_060369183.1
OG0003637	XP_038751385.1	XP_060369182.1
OG0003638	XP_038751380.1	XP_060369178.1
OG0003639	XP_038751381.1	XP_060369177.1
OG0003640	XP_038751382.1	XP_060369174.1
OG0003641	XP_038751378.1	XP_060369168.1
OG0003642	XP_038751417.1	XP_060369166.1
OG0003643	XP_038751418.1	XP_060369165.1
OG0003644	XP_038751419.1	XP_060369164.1
OG0003645	XP_038751420.1	XP_060369163.1
