Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0008563	XP_060404751.1	XP_060365427.1	XP_031892783.1	XP_045268218.1	XP_060436327.1	XP_038751430.1	XP_036489742.1	XP_036589515.1
OG0008564	XP_060404752.1	XP_060365426.1	XP_031892488.1	XP_045268219.1	XP_060436328.1	XP_038751431.1	XP_036489743.1	XP_070062284.1
OG0008565	XP_060404755.1	XP_060365423.1	XP_031892489.1, XP_066009181.1	XP_045268221.1	XP_060436331.1	XP_038751433.1	XP_036489455.1	
OG0008566	XP_060404756.1	XP_060365414.1	XP_031880190.1	XP_045268203.1	XP_060436339.1	XP_038750394.1	XP_036489348.1	XP_036589519.1
OG0008567	XP_060404757.1	XP_060365415.1	XP_031880187.1	XP_045268202.1	XP_060436338.1	XP_038750390.1	XP_036490035.1	XP_036589520.1
OG0008568	XP_060404758.1	XP_060365417.1	XP_031880188.1	XP_045268201.1	XP_060436337.1	XP_038750391.1	XP_036489349.1	XP_036589521.1
OG0008569	XP_060404759.1	XP_060365418.1	XP_031880185.2	XP_045268200.1	XP_060436336.1	XP_038750392.1	XP_036490038.1	XP_036589522.1
OG0008570	XP_060404760.1	XP_060365419.1	XP_031880193.1	XP_045268199.1	XP_060436335.1	XP_038750393.1	XP_036489352.1	XP_036589523.1
OG0008571	XP_060404761.1	XP_060365420.1	XP_066009194.1	XP_045268198.1	XP_060436334.1	XP_038750389.1	XP_036489953.1	XP_036589524.1
OG0008572	XP_060404762.1	XP_060365421.1	XP_031880196.1	XP_045268187.1	XP_060436333.1	XP_038750387.1	XP_036489954.1	XP_036589533.1
OG0008573	XP_060404763.1	XP_060365422.1	XP_031880195.1	XP_045268188.1	XP_060436332.1	XP_038750386.1	XP_036489951.1	XP_036589532.1
OG0008574	XP_060404764.1	XP_060365413.1	XP_031880261.1	XP_045268189.1	XP_060436340.1	XP_038750385.1	XP_036489952.1	XP_036589531.1
OG0008575	XP_060404771.1	XP_060365408.1	XP_031880184.1	XP_045268192.1	XP_060436342.1	XP_038750382.1	XP_036489251.1	XP_036589528.1
OG0008576	XP_060404774.1	XP_060365405.1	XP_031880198.1		XP_060436344.1	XP_038750374.1	XP_036489981.1	XP_036575525.1, XP_036589534.1
OG0008577	XP_060404775.1	XP_060365404.1	XP_031880250.1	XP_045268185.1	XP_060436345.1	XP_038750375.1	XP_036489984.1	XP_036589535.1
OG0008578	XP_060404776.1	XP_060365403.1	XP_031880197.1	XP_045268186.1	XP_060436346.1	XP_038750376.1	XP_036489983.1	XP_036574691.1
OG0008579	XP_060404778.1	XP_060365401.1	XP_031880263.1	XP_045268174.1	XP_060436363.1	XP_038750371.1	XP_036489396.1	XP_036589544.1
OG0008580	XP_060404781.1	XP_060365398.1	XP_031880303.1	XP_045268160.1	XP_060436360.1	XP_038750364.1	XP_036489949.1	XP_036589548.1
OG0008581	XP_060404783.1	XP_060365395.1	XP_031880228.1	XP_045268162.1	XP_060436359.1	XP_038750367.1	XP_036489947.1	XP_036589550.1
OG0008582	XP_060404785.1	XP_060365394.1	XP_031880221.1	XP_045268170.1	XP_060436357.1	XP_038750368.1	XP_036489946.1	XP_036589551.1
OG0008583	XP_060404786.1	XP_060365393.1	XP_031880220.1	XP_045268171.1	XP_060436356.1	XP_038750369.1	XP_036489945.1	XP_070062290.1
OG0008584	XP_060404787.1	XP_060365392.1	XP_031880306.1	XP_045268157.1	XP_060436355.1	XP_038750360.1	XP_036489058.1	XP_036589553.1
OG0008585	XP_060404793.1	XP_060365387.1	XP_031880311.1	XP_045268155.1	XP_060436351.1	XP_038750361.1	XP_036489490.1	XP_036589557.2
OG0008586	XP_060404794.1	XP_060365386.1	XP_031880313.1	XP_045268154.1	XP_060436349.1	XP_038750362.1	XP_036489346.1	XP_036589558.1
OG0008587	XP_060404801.1	XP_060365378.1	XP_031880247.1	XP_045268121.1	XP_060436388.1	XP_038750337.1	XP_036489885.1	XP_036589579.1
OG0008588	XP_060404802.1	XP_060365377.1	XP_031880238.1	XP_045268120.1	XP_060436387.1	XP_038750336.1	XP_036489886.1	XP_036589580.1
OG0008589	XP_060404803.1	XP_060365376.1	XP_031880241.1	XP_045268119.1	XP_060436386.1	XP_038750335.1	XP_036489716.1	XP_036589581.1
OG0008590	XP_060404806.1	XP_060361675.1	XP_031885132.1	XP_045266943.1	XP_060436384.1	XP_038742500.1	XP_036496914.1	XP_036586834.1
OG0008591	XP_060404807.1	XP_060361676.1	XP_031880235.1	XP_045268137.1	XP_060436383.1	XP_038750341.1	XP_036489912.1	XP_036589560.1
OG0008592	XP_060404808.1	XP_060361677.1	XP_031880236.1	XP_045268136.1	XP_060436382.1	XP_038750342.1	XP_036489913.1	XP_036589561.1
OG0008593	XP_060404810.1	XP_060361680.1	XP_031880234.1	XP_045268134.1	XP_060436381.1	XP_038750344.1	XP_036489911.1	XP_036589562.2
OG0008594	XP_060404811.1	XP_060361681.1	XP_031880237.1	XP_045268133.1	XP_060436380.1	XP_038750345.1	XP_036489916.1	XP_036589563.1
OG0008595	XP_060404812.1	XP_060361682.1	XP_031880249.1	XP_045268132.1	XP_060436379.1	XP_038750346.1	XP_036489917.1	XP_036589564.1
OG0008596	XP_060404813.1	XP_060361683.1	XP_031880328.1	XP_045268131.1	XP_060436378.1	XP_038750347.1	XP_036489818.1	XP_036589565.1
OG0008597	XP_060404814.1	XP_060361684.1	XP_031880327.1	XP_045268130.1	XP_060436377.1	XP_038750348.1	XP_036489310.1	XP_036589566.1
OG0008598	XP_060404815.1	XP_060361685.1	XP_031880326.1	XP_045268129.1	XP_060436376.1	XP_038750349.1	XP_036489312.1	XP_036589567.1
OG0008599	XP_060404816.1	XP_060361686.1	XP_031880325.1	XP_045268128.1	XP_060436375.1	XP_038750350.1	XP_036489311.1	XP_036589568.2
OG0008600	XP_060404817.1	XP_060361687.1	XP_031880232.1	XP_045268143.1	XP_060436374.1	XP_038750351.1	XP_036489919.1	XP_070062292.1
OG0008601	XP_060404818.1	XP_060361688.1	XP_031880321.1	XP_045268144.1	XP_060436373.1	XP_038750352.1	XP_036489918.1	XP_036589570.1
OG0008602	XP_060404819.1	XP_060361689.1	XP_031880320.1	XP_045268145.1	XP_060436372.1	XP_038750353.1	XP_036490020.1	XP_070062293.1
OG0008603	XP_060404821.1	XP_060361691.1	XP_031880319.1	XP_045268146.1	XP_060436370.1	XP_038750355.1	XP_036489098.1	XP_036589573.1
OG0008604	XP_060404822.1	XP_060361692.1	XP_031880316.1	XP_045268147.1	XP_060436369.1	XP_038750356.1	XP_036489100.1	XP_036589574.1
OG0008605	XP_060404824.1	XP_060361694.1	XP_031890090.1	XP_045269533.1	XP_060436367.1	XP_038739696.1	XP_036491421.1	XP_036587776.1
OG0008606	XP_060404826.1	XP_060361696.1	XP_031880314.1	XP_045268150.1	XP_060436365.1	XP_038750359.1	XP_036489274.1	XP_036589578.1
OG0008607	XP_060404836.1	XP_060361702.1	XP_066009195.1	XP_045268111.1	XP_060436398.1	XP_038750328.1	XP_036489587.1	XP_036589586.1
OG0008608	XP_060404838.1	XP_060361704.1	XP_031880282.2	XP_045268109.1	XP_060436400.1	XP_038750326.1	XP_036489584.1	XP_070062296.1
OG0008609	XP_060404842.1	XP_060361708.1	XP_031880216.1	XP_045268101.1	XP_060436404.1	XP_038750323.1	XP_036489431.1	XP_036589592.1
OG0008610	XP_060404843.1	XP_060361709.1	XP_031880217.1	XP_045268100.1	XP_060436405.1	XP_038750322.1	XP_036489432.1	XP_036589593.1
OG0008611	XP_060404847.1	XP_060361714.1	XP_031880322.1	XP_045268084.1	XP_060436409.1	XP_038750314.1	XP_036489252.1	XP_036589594.1
OG0008612	XP_060404849.1	XP_060361717.1	XP_031889101.1	XP_045268058.1	XP_060436411.1	XP_038750295.1	XP_036489802.1	XP_036589621.1
OG0008613	XP_060404850.1	XP_060361718.1	XP_031880296.1	XP_045268092.1	XP_060425954.1, XP_060436412.1		XP_036489426.1	XP_070061462.1
OG0008614	XP_060404856.1	XP_060361723.1	XP_031880251.2	XP_045268097.1	XP_060436417.1	XP_038750316.1	XP_036489838.1	XP_036589600.1
OG0008615	XP_060404860.1	XP_060361725.1	XP_031889282.1	XP_045268063.1	XP_060436418.1	XP_038750303.1	XP_036489245.1	XP_036589612.1
OG0008616	XP_060404862.1	XP_060361727.1	XP_031889284.1	XP_045268061.1	XP_060436420.1	XP_038750305.1	XP_036489239.1	XP_036589610.1
OG0008617	XP_060404865.1	XP_060361729.1	XP_031889316.1	XP_045268049.1	XP_060436422.1	XP_038750286.1	XP_036489799.1	XP_036589629.1
OG0008618	XP_060404866.1	XP_060361731.1	XP_031889098.1	XP_045268050.1	XP_060436423.1	XP_038750287.1	XP_036489798.1	XP_036589628.1
OG0008619	XP_060404870.1	XP_060361735.1	XP_031889312.1	XP_045268069.1	XP_060436427.1	XP_038750301.1	XP_036489220.1	XP_036589615.1
OG0008620	XP_060404874.1	XP_060362291.1	XP_031889215.1	XP_045267896.1	XP_060436444.1	XP_038750168.1	XP_036489588.1	XP_036589766.1
OG0008621	XP_060404875.1	XP_060362292.1	XP_031889218.1	XP_045267897.1	XP_060436443.1	XP_038750169.1	XP_036489059.1	XP_036589765.1
OG0008622	XP_060404876.1	XP_060362293.1	XP_031889217.1	XP_045267898.1	XP_060436442.1	XP_038750170.1	XP_036489057.1	XP_036589764.1
OG0008623	XP_060404877.1	XP_060362294.1	XP_031889428.1	XP_045267899.1	XP_060436441.1	XP_038750171.1	XP_036489056.1	XP_036589763.1
OG0008624	XP_060404879.1	XP_060362295.1	XP_031889429.2	XP_045267900.1	XP_060436440.1	XP_038750172.1	XP_036489553.1	XP_036589762.1
OG0008625	XP_060404884.1	XP_060362300.1	XP_031889185.1	XP_045267905.1	XP_060436435.1	XP_038750178.1	XP_036489558.1	XP_036589759.1
OG0008626	XP_060404886.1	XP_060362302.1	XP_031875798.2	XP_045256747.1	XP_060436433.1	XP_038738871.1	XP_036490840.1	XP_036579107.1
OG0008627	XP_060404887.1	XP_060362304.1	XP_031889196.1	XP_045267906.1	XP_060436431.1	XP_038750180.1	XP_036489556.1	XP_070062321.1
OG0008628	XP_060404888.1	XP_060362305.1	XP_031889410.1	XP_045267907.1	XP_060436430.1	XP_038750181.1	XP_036490136.1	XP_036589756.1
OG0008629	XP_060404889.1	XP_060362306.1	XP_031889230.1	XP_045267908.1	XP_060436429.1	XP_038750182.1	XP_036490135.1	XP_036574877.1
OG0008630	XP_060404892.1	XP_060362309.1	XP_031889379.1	XP_045267915.1	XP_060436450.1	XP_038750185.1	XP_036490132.1	XP_036589748.1
OG0008631	XP_060404894.1	XP_060362311.1	XP_031889394.1	XP_045267917.1	XP_060436452.1	XP_038750187.1	XP_036490134.1	XP_036589746.1
OG0008632	XP_060404896.1	XP_060362313.1	XP_031889388.1	XP_045267919.1	XP_060436454.1	XP_038750189.1	XP_036489779.1	XP_036589741.1
OG0008633	XP_060404898.1	XP_060362314.1	XP_066009052.1	XP_045267920.1	XP_060436456.1	XP_038750190.1	XP_036489502.1	XP_036589740.1
OG0008634	XP_060404899.1	XP_060362315.1	XP_031889187.1	XP_045267928.1	XP_060436457.1	XP_038750196.1	XP_036489506.1	XP_036589733.1
OG0008635	XP_060404906.1	XP_060362319.1	XP_031889188.1	XP_045267930.1	XP_060436462.1	XP_038750198.1	XP_036489870.1	XP_070062317.1
OG0008636	XP_060404907.1	XP_060362320.1	XP_031889191.1	XP_045267931.1	XP_060436463.1	XP_038750199.1	XP_036490086.1	XP_036589729.1
OG0008637	XP_060404908.1	XP_060362321.1	XP_031889194.1	XP_045267927.1	XP_060436466.1	XP_038750195.1	XP_036489505.1	XP_036589734.1
OG0008638	XP_060404909.1	XP_060362322.1	XP_031889195.1	XP_045267926.1	XP_060436467.1	XP_038750194.1	XP_036489504.1	XP_036589736.1
OG0008639	XP_060404910.1	XP_060364323.1	XP_031881680.1	XP_045264535.1	XP_060436572.1	XP_038744658.1	XP_036490362.1	XP_036575194.1
OG0008640	XP_060404911.1	XP_060364322.1	XP_066008120.1	XP_045264534.1	XP_060436573.1	XP_038744657.1	XP_036490359.1	XP_036575195.1
OG0008641	XP_060404914.1	XP_060364320.1	XP_066008274.1	XP_045264531.1	XP_060436576.1	XP_038744655.1	XP_036490261.1	XP_036575198.1
OG0008642	XP_060404938.1	XP_060370479.1	XP_031880724.1	XP_045270317.1	XP_060431626.1	XP_038750478.1	XP_036497721.1	XP_070062489.1
OG0008643	XP_060404939.1	XP_060370478.1	XP_031880725.1	XP_045270316.1	XP_060431628.1	XP_038750479.1	XP_036497402.1	XP_070062488.1
OG0008644	XP_060404940.1	XP_060370477.1	XP_031880726.1	XP_045270315.1	XP_060431629.1	XP_038750480.1	XP_036497401.1	XP_036578363.1
OG0008645	XP_060404942.1	XP_060370475.1	XP_031880732.1	XP_045270313.1	XP_060431631.1	XP_038750481.1	XP_036498860.1	XP_036578361.1
OG0008646	XP_060404973.1, XP_060405556.1	XP_060361672.1	XP_031888897.2	XP_045258331.1		XP_038742922.1, XP_038746905.1	XP_036498816.1	
OG0008647	XP_060404996.1	XP_060358221.1	XP_031876896.2	XP_045259002.1	XP_060427151.1	XP_038740802.1	XP_036493491.1	XP_036582220.1
OG0008648	XP_060405008.1	XP_060358212.1	XP_031877337.1	XP_045259049.1	XP_060427144.1	XP_038739935.1	XP_036492684.1	XP_070061259.1
OG0008649	XP_060405009.1	XP_060358211.1	XP_031877349.1	XP_045259048.1	XP_060427143.1	XP_038739936.1	XP_036492683.1	XP_036582250.2
OG0008650	XP_060405016.1	XP_060365575.1	XP_031877316.1	XP_045259069.1	XP_060427138.1	XP_038739922.1	XP_036492637.1	XP_036582265.1
OG0008651	XP_060405022.1	XP_060365581.1	XP_031877377.1	XP_045259073.1	XP_060427131.1	XP_038739924.1	XP_036492697.1	XP_036582262.1
OG0008652	XP_060405023.1	XP_060365582.1	XP_031877378.1	XP_045259074.1	XP_060427130.1	XP_038739925.1	XP_036492912.1	XP_036582261.1
OG0008653	XP_060405024.1	XP_060365583.1	XP_031877317.1	XP_045259075.1	XP_060427129.1	XP_038739926.1	XP_036492702.1	XP_036582260.1
OG0008654	XP_060405030.1	XP_060365587.1	XP_066007825.1	XP_045259054.1	XP_060427125.1	XP_038739932.1	XP_036493324.1	XP_036582255.1
OG0008655	XP_060405032.1	XP_060365588.1	XP_031878237.1	XP_045267650.1	XP_060427124.1	XP_038746894.1	XP_036502266.1	XP_036577208.1
OG0008656	XP_060405033.1	XP_060365589.1	XP_031877345.1	XP_045259064.1	XP_060427123.1	XP_038739908.1	XP_036493568.1	XP_036582268.1
OG0008657	XP_060405038.1	XP_060365595.1	XP_066009999.1	XP_045257281.1	XP_060427118.1	XP_038746726.1	XP_036499363.1	XP_036576913.1
OG0008658	XP_060405040.1	XP_060365597.1	XP_031875699.1	XP_045257283.1	XP_060427116.1	XP_038746724.1	XP_036499365.1	XP_036576326.1
OG0008659	XP_060405042.1	XP_060365599.1	XP_031875697.2	XP_045257285.1	XP_060427114.1	XP_038746722.1	XP_036499367.1	XP_036576328.1
OG0008660	XP_060405043.1	XP_060365600.1	XP_031875702.1	XP_045257286.1	XP_060427113.1	XP_038746721.1	XP_036499366.1	XP_036576329.2
OG0008661	XP_060405044.1	XP_060365601.1	XP_031877336.1	XP_045259078.1	XP_060427112.1	XP_038739913.1	XP_036493286.1	XP_036582282.1
OG0008662	XP_060405045.1	XP_060365602.1	XP_031877360.1	XP_045259079.1	XP_060427111.1	XP_038739914.1	XP_036493285.1	XP_036582283.1
OG0008663	XP_060405048.1	XP_060365605.1	XP_031877305.1	XP_045259082.1	XP_060427108.1	XP_038739917.1	XP_036493899.1	XP_036582294.1
OG0008664	XP_060405049.1	XP_060365606.1	XP_031877335.2, XP_066007753.1	XP_045259083.1		XP_038739918.1	XP_036493900.1	XP_036582295.1
OG0008665	XP_060405055.1	XP_060365612.1	XP_031893390.2	XP_045267569.1	XP_060427103.1	XP_038749562.1	XP_036494439.1	XP_070061408.1
OG0008666	XP_060405056.1	XP_060365613.1, XP_060365614.1	XP_031877656.1	XP_045260267.1	XP_060427102.1	XP_038739899.1		XP_036582299.1
OG0008667	XP_060405057.1	XP_060365615.1	XP_031877657.1	XP_045260266.1	XP_060427101.1	XP_038739898.1	XP_036492814.1	XP_036582300.1
OG0008668	XP_060405064.1	XP_060365621.1	XP_031877625.1	XP_045260262.1	XP_060427094.1	XP_038739894.1	XP_036493843.1	XP_036582304.1
OG0008669	XP_060405065.1	XP_060365622.1	XP_031877623.1	XP_045260261.1	XP_060427093.1	XP_038739893.1	XP_036493844.1	XP_036582305.1
OG0008670	XP_060405067.1	XP_060365625.1	XP_031877622.1	XP_045260258.1	XP_060427090.1	XP_038739890.1	XP_036493839.1	XP_036582308.1
OG0008671	XP_060405068.1	XP_060365626.1	XP_031877627.1	XP_045260259.1	XP_060427089.1	XP_038739891.1	XP_036493838.1	XP_036582307.1
OG0008672	XP_060405070.1	XP_060365628.1	XP_031877619.1	XP_045260255.1	XP_060427087.1	XP_038739883.1	XP_036493846.1	XP_036582312.1
OG0008673	XP_060405071.1	XP_060365630.1	XP_031879076.1	XP_045257965.1, XP_045267146.1	XP_060427085.1		XP_036495153.1	XP_036587298.1
OG0008674	XP_060405072.1	XP_060365631.1	XP_031877674.1	XP_045260248.1	XP_060427077.1	XP_038739876.1	XP_036493181.1	XP_036582319.1
OG0008675	XP_060405073.1	XP_060365632.1	XP_031877626.2	XP_045260249.1	XP_060427078.1	XP_038739877.1	XP_036493182.1	XP_070061248.1
OG0008676	XP_060405074.1	XP_060365633.1	XP_031877662.1	XP_045260250.1	XP_060427079.1	XP_038739878.1	XP_036493184.1	XP_036582317.1
OG0008677	XP_060405075.1	XP_060365634.1	XP_031877617.1	XP_045260251.1	XP_060427080.1	XP_038739879.1	XP_036493466.1	XP_070061249.1
OG0008678	XP_060405076.1	XP_060365635.1	XP_031877660.1	XP_045260252.1	XP_060427081.1	XP_038739880.1	XP_036493185.1	XP_070061250.1
OG0008679	XP_060405077.1	XP_060365636.1	XP_031877675.1	XP_045260253.1	XP_060427083.1	XP_038739881.1	XP_036493186.1	XP_036582314.1
OG0008680	XP_060405078.1	XP_060365637.1	XP_031877616.1	XP_045260254.1	XP_060427084.1	XP_038739882.1	XP_036493847.1	XP_036582313.1
OG0008681	XP_060405079.1	XP_060365638.1	XP_031877638.1	XP_045260247.1	XP_060427076.1	XP_038739875.1	XP_036493180.1	XP_036582320.1
OG0008682	XP_060405082.1	XP_060365639.1	XP_031877640.1	XP_045260246.1	XP_060427074.1	XP_038739874.1	XP_036493188.1	XP_036582321.1
OG0008683	XP_060405084.1	XP_060365640.1	XP_031877641.1	XP_045260245.1	XP_060427072.1	XP_038739873.1	XP_036493187.1	XP_036582322.1
OG0008684	XP_060405085.1	XP_060365641.1	XP_031877642.1	XP_045260244.1	XP_060427071.1	XP_038739872.1	XP_036493796.1	XP_036582325.1
OG0008685	XP_060405087.1	XP_060365643.1	XP_031877618.1	XP_045260242.1	XP_060427069.1	XP_038739870.1	XP_036493794.1	XP_070061247.1
OG0008686	XP_060405091.1	XP_060365646.1	XP_066007808.1	XP_045260240.1	XP_060427067.1	XP_038739868.1	XP_036493800.1	XP_036582329.1
OG0008687	XP_060405092.1	XP_060365648.1	XP_031877614.2	XP_045260239.1	XP_060427065.1	XP_038739867.1	XP_036493798.1	XP_070061246.1
OG0008688	XP_060405093.1	XP_060365649.1	XP_031877615.1	XP_045260238.1	XP_060427064.1	XP_038739866.1	XP_036493799.1	XP_036582331.1
OG0008689	XP_060405094.1	XP_060365650.1	XP_031877613.1	XP_045260237.1	XP_060427063.1	XP_038739865.1	XP_036493792.1	XP_036582332.1
OG0008690	XP_060405095.1	XP_060365651.1	XP_031877611.1	XP_045260236.1	XP_060427062.1	XP_038739864.1	XP_036493124.1	XP_036582336.1
OG0008691	XP_060405096.1	XP_060365652.1	XP_031877610.2	XP_045260235.1	XP_060427061.1	XP_038739863.1	XP_036493123.1	XP_070061245.1
OG0008692	XP_060405097.1	XP_060365653.1	XP_066007666.1	XP_045260234.1	XP_060427060.1	XP_038739862.1	XP_036493126.1	XP_036582338.1
OG0008693	XP_060405098.1	XP_060365654.1	XP_031877608.1	XP_045260233.1	XP_060427059.1	XP_038739861.1	XP_036493125.1	XP_036582339.1
OG0008694	XP_060405099.1	XP_060365655.1	XP_031877607.1	XP_045260232.1	XP_060427058.1	XP_038739860.1	XP_036493120.1	XP_036582340.1
OG0008695	XP_060405100.1	XP_060365656.1	XP_031877606.1	XP_045260231.1	XP_060427057.1	XP_038739859.1	XP_036493119.1	XP_036582341.1
OG0008696	XP_060405101.1	XP_060365658.1	XP_031877636.1	XP_045260230.1	XP_060427056.1	XP_038739858.1	XP_036493122.1	XP_036582343.1
OG0008697	XP_060405102.1	XP_060365659.1	XP_031877637.1	XP_045260229.1	XP_060427055.1	XP_038739857.1	XP_036493121.1	XP_070061244.1
OG0008698	XP_060405106.1	XP_060365662.1	XP_031877628.2	XP_045260226.1	XP_060427050.1	XP_038739855.1	XP_036492882.1	XP_070061243.1
OG0008699	XP_060405107.1	XP_060365663.1	XP_031877629.1	XP_045260225.1	XP_060427049.1	XP_038739854.1	XP_036492885.1	XP_036582348.1
OG0008700	XP_060405108.1	XP_060365664.1	XP_031877634.1	XP_045260224.1	XP_060427048.1	XP_038739853.1	XP_036492884.1	XP_036582349.2
OG0008701	XP_060405110.1	XP_060365667.1	XP_031877633.1	XP_045260223.1	XP_060427044.1	XP_038739851.1	XP_036492879.1	XP_036582351.1
OG0008702	XP_060405111.1	XP_060365668.1	XP_031877673.1	XP_045260221.1	XP_060427043.1	XP_038739850.1	XP_036492878.1	XP_036582352.1
OG0008703	XP_060405113.1	XP_060365670.1	XP_031877664.2	XP_045260219.1	XP_060427041.1	XP_038739849.1	XP_036492880.1	XP_036582354.1
OG0008704	XP_060405114.1	XP_060365671.1	XP_031877653.1	XP_045256145.1	XP_060427040.1	XP_038739848.1	XP_036493093.1	XP_036582355.1
OG0008705	XP_060405115.1	XP_060365672.1	XP_031877666.1	XP_045256146.1	XP_060427039.1	XP_038739847.1	XP_036493092.1	XP_036582356.1
OG0008706	XP_060405116.1	XP_060365673.1	XP_066007669.1	XP_045256147.1	XP_060427038.1	XP_038739846.1	XP_036492848.1	XP_036582357.1
OG0008707	XP_060405117.1	XP_060365674.1	XP_031877668.2	XP_045256148.1	XP_060427037.1	XP_038739845.1	XP_036492849.1	XP_070061242.1
OG0008708	XP_060405118.1	XP_060365675.1	XP_031877667.1	XP_045256149.1	XP_060427035.1	XP_038739844.1	XP_036492846.1	XP_070061240.1
OG0008709	XP_060405119.1	XP_060365676.1	XP_031877670.2	XP_045256150.1	XP_060427034.1	XP_038739843.1	XP_036492847.1	XP_070061239.1
OG0008710	XP_060405120.1	XP_060365677.1	XP_031877669.1	XP_045256151.1	XP_060427033.1	XP_038739842.1	XP_036492852.1	XP_070061238.1
OG0008711	XP_060405121.1	XP_060365678.1	XP_031877649.1	XP_045256152.1	XP_060427032.1	XP_038739841.1	XP_036492853.1	XP_070061237.1
OG0008712	XP_060405123.1	XP_060365679.1	XP_031877650.1	XP_045256153.1	XP_060427031.1	XP_038739840.1	XP_036492850.1	XP_070061236.1
OG0008713	XP_060405125.1	XP_060365888.1	XP_031876490.1	XP_045256155.1	XP_060431831.1	XP_038739290.1	XP_036493044.1	XP_036583339.2
OG0008714	XP_060405126.1	XP_060365887.1	XP_031876486.1	XP_045256156.1	XP_060431832.1	XP_038739289.1	XP_036493045.1	XP_036583340.1
OG0008715	XP_060405128.1	XP_060365885.1	XP_031876487.1	XP_045256158.1	XP_060431834.1	XP_038739287.1	XP_036493042.1	XP_036583342.1
OG0008716	XP_060405129.1	XP_060365884.1	XP_066007787.1	XP_045256160.1	XP_060431835.1	XP_038739286.1	XP_036493612.1	XP_070061232.1
OG0008717	XP_060405130.1	XP_060365883.1	XP_031876514.1	XP_045256161.1	XP_060431836.1	XP_038739285.1	XP_036493611.1	XP_070061231.1
OG0008718	XP_060405131.1	XP_060365882.1	XP_031876489.2	XP_045256162.1	XP_060431838.1	XP_038739284.1	XP_036493627.1	XP_036583344.1
OG0008719	XP_060405134.1	XP_060365879.1	XP_031876510.1	XP_045256163.1	XP_060431841.1	XP_038739281.1	XP_036493616.1	XP_036583347.1
OG0008720	XP_060405135.1	XP_060365878.1	XP_031876511.2	XP_045256164.1	XP_060431842.1	XP_038739280.1	XP_036493068.1	XP_036583348.1
OG0008721	XP_060405136.1	XP_060365877.1	XP_031876505.1	XP_045256165.1	XP_060431843.1	XP_038739279.1	XP_036493067.1	XP_036583349.2
OG0008722	XP_060405140.1	XP_060365873.1	XP_031876508.1	XP_045256167.1	XP_060431847.1	XP_038739277.1	XP_036493702.1	XP_036583353.1
OG0008723	XP_060405141.1	XP_060365872.1	XP_066007648.1	XP_045256168.1, XP_045256169.1	XP_060431848.1		XP_036493703.1	XP_070061230.1
OG0008724	XP_060405144.1	XP_060365869.1	XP_031876497.2	XP_045256171.1	XP_060431851.1	XP_038739275.1	XP_036492922.1	XP_070061229.1
OG0008725	XP_060405146.1	XP_060365868.1	XP_066007802.1	XP_045256172.1	XP_060431852.1	XP_038739274.1	XP_036492929.1	XP_036583358.2
OG0008726	XP_060405147.1	XP_060365867.1	XP_031876495.1	XP_045256173.1	XP_060431853.1	XP_038739273.1	XP_036492932.1	XP_036583359.1
OG0008727	XP_060405149.1	XP_060365866.1	XP_031876494.1	XP_045256175.1	XP_060431855.1	XP_038739272.1	XP_036493009.1	XP_036583361.1
OG0008728	XP_060405150.1	XP_060365865.1	XP_031876502.1	XP_045256176.1	XP_060431856.1	XP_038739271.1	XP_036493008.1	XP_036583362.1
