Orthogroup	Colletotrichum_acutatum	Colletotrichum_abscissum
OG0001624	XP_060359768.1	XP_060402872.1, XP_060402698.1
OG0001625	XP_060359772.1	XP_060402702.1
OG0001626	XP_060357507.1	XP_060402719.1
OG0001627	XP_060357501.1	XP_060402725.1
OG0001628	XP_060357499.1	XP_060402727.1
OG0001629	XP_060366832.1	XP_060402755.1
OG0001630	XP_060366856.1	XP_060402777.1
OG0001631	XP_060366867.1	XP_060402789.1
OG0001632	XP_060366876.1	XP_060402798.1
OG0001633	XP_060366914.1	XP_060402833.1
OG0001634	XP_060359470.1	XP_060404218.1
OG0001635	XP_060357254.1	XP_060402981.1
OG0001636	XP_060359600.1	XP_060403014.1
OG0001637	XP_060359613.1	XP_060403029.1
OG0001638	XP_060359033.1	XP_060403079.1
OG0001639	XP_060360310.1	XP_060403085.1
OG0001640	XP_060360309.1	XP_060403086.1
OG0001641	XP_060360308.1	XP_060403087.1
OG0001642	XP_060360298.1	XP_060403096.1
OG0001643	XP_060360277.1	XP_060403120.1
OG0001644	XP_060363389.1	XP_060403134.1
OG0001645	XP_060363422.1	XP_060403165.1
OG0001646	XP_060359118.1	XP_060403229.1
OG0001647	XP_060359111.1	XP_060403237.1
OG0001648	XP_060362877.1	XP_060403241.1
OG0001649	XP_060362848.1	XP_060403272.1
OG0001650	XP_060360522.1	XP_060403345.1
OG0001651	XP_060360524.1	XP_060403347.1
OG0001652	XP_060360544.1	XP_060403368.1
OG0001653	XP_060358736.1	XP_060403446.1
OG0001654	XP_060358988.1	XP_060403451.1
OG0001655	XP_060359010.1	XP_060403472.1
OG0001656	XP_060364447.1	XP_060403546.1
OG0001657	XP_060364442.1	XP_060403551.1
OG0001658	XP_060364412.1	XP_060403585.1
OG0001659	XP_060364668.1	XP_060403605.1, XP_060405834.1
OG0001661	XP_060362767.1	XP_060403636.1
OG0001662	XP_060362764.1	XP_060403640.1, XP_060404511.1
OG0001663	XP_060362763.1	XP_060403641.1, XP_060404512.1
OG0001664	XP_060362758.1	XP_060403645.1
OG0001665	XP_060357190.1	XP_060403665.1
OG0001666	XP_060368747.1	XP_060403674.1
OG0001667	XP_060368685.1	XP_060403748.1
OG0001668	XP_060368648.1	XP_060403782.1
OG0001669	XP_060368632.1	XP_060403800.1
OG0001671	XP_060368602.1	XP_060403838.1
OG0001672	XP_060368597.1	XP_060403843.1
OG0001672	XP_060368598.1	XP_060403842.1
OG0001673	XP_060366017.1	XP_060403870.1
OG0001674	XP_060359059.1	XP_060404528.1
OG0001674	XP_060362973.1	XP_060404014.1
OG0001675	XP_060361347.1	XP_060404072.1
OG0001676	XP_060361866.1	XP_060404135.1
OG0001677	XP_060361904.1	XP_060404170.1
OG0001678	XP_060361906.1	XP_060404171.1
OG0001679	XP_060364221.1	XP_060404183.1
OG0001680	XP_060364196.1	XP_060404207.1
OG0001681	XP_060359465.1	XP_060404214.1
OG0001682	XP_060359489.1	XP_060404234.1
OG0001683	XP_060359492.1	XP_060404238.1
OG0001684	XP_060357549.1	XP_060404276.1
OG0001685	XP_060364224.1	XP_060404290.1
OG0001687	XP_060364264.1	XP_060404331.1
OG0001688	XP_060358845.1	XP_060404397.1
OG0001689	XP_060364810.1	XP_060404422.1, XP_060405695.1
OG0001690	XP_060360005.1	XP_060404441.1
OG0001691	XP_060359984.1	XP_060404463.1
OG0001692	XP_060359981.1	XP_060404466.1
OG0001693	XP_060359978.1	XP_060404471.1
OG0001694	XP_060357214.1	XP_060404480.1
OG0001694	XP_060371705.1	XP_060404479.1
OG0001695	XP_060368062.1	XP_060406451.1
OG0001696	XP_060358256.1	XP_060404557.1
OG0001697	XP_060371096.1	XP_060404582.1
OG0001698	XP_060371089.1	XP_060404589.1
OG0001699	XP_060371011.1	XP_060404676.1
OG0001700	XP_060370999.1	XP_060404688.1
OG0001701	XP_060365911.1, XP_060365469.1	XP_060404711.1
OG0001702	XP_060365444.1	XP_060404736.1
OG0001703	XP_060365399.1	XP_060404780.1
OG0001704	XP_060361722.1	XP_060404855.1
OG0001705	XP_060361726.1	XP_060404861.1
OG0001706	XP_060362288.1	XP_060404871.1
OG0001707	XP_060362289.1	XP_060404872.1
OG0001708	XP_060362297.1	XP_060404881.1
OG0001709	XP_060362301.1	XP_060404885.1
OG0001709	XP_060357029.1	XP_060405408.1
OG0001710	XP_060362308.1	XP_060404891.1
OG0001711	XP_060362310.1	XP_060404893.1
OG0001712	XP_060365598.1	XP_060405041.1
OG0001713	XP_060357261.1, XP_060365619.1	XP_060405062.1
OG0001714	XP_060365620.1, XP_060357260.1	XP_060405063.1
OG0001715	XP_060365623.1	XP_060405066.1
OG0001716	XP_060365627.1	XP_060405069.1
OG0001717	XP_060367829.1	XP_060405169.1
OG0001718	XP_060367817.1	XP_060405179.1
OG0001719	XP_060367794.1	XP_060405207.1
OG0001720	XP_060367787.1	XP_060405214.1
OG0001721	XP_060367759.1, XP_060367758.1	XP_060405241.1
OG0001722	XP_060357099.1	XP_060405303.1
OG0001723	XP_060362885.1, XP_060362886.1	XP_060405308.1
OG0001724	XP_060362896.1	XP_060405317.1
OG0001725	XP_060362901.1	XP_060405323.1
OG0001726	XP_060362904.1	XP_060405326.1
OG0001727	XP_060362921.1	XP_060405343.1
OG0001728	XP_060362948.1	XP_060405373.1
OG0001729	XP_060362949.1	XP_060405374.1
OG0001730	XP_060357030.1	XP_060405409.1
OG0001731	XP_060362323.1	XP_060405479.1
OG0001732	XP_060366347.1	XP_060405509.1
OG0001733	XP_060361637.1	XP_060405511.1
OG0001734	XP_060361638.1	XP_060405513.1
OG0001736	XP_060361967.1	XP_060405564.1
OG0001737	XP_060369033.1, XP_060361966.1	XP_060405565.1
OG0001738	XP_060366587.1, XP_060361933.1	XP_060405599.1
OG0001739	XP_060364843.1	XP_060405661.1
OG0001740	XP_060364813.1	XP_060405691.1
OG0001741	XP_060364806.1, XP_060364807.1	XP_060405699.1
OG0001742	XP_060364798.1	XP_060405707.1
OG0001743	XP_060364617.1	XP_060405776.1
OG0001744	XP_060364621.1	XP_060405781.1
OG0001745	XP_060364663.1	XP_060405828.1
OG0001746	XP_060366803.1, XP_060366805.1	XP_060405870.1
OG0001747	XP_060357539.1	XP_060405937.1
OG0001748	XP_060359826.1	XP_060405959.1
OG0001749	XP_060362396.1	XP_060406025.1
OG0001750	XP_060371214.1	XP_060406041.1
OG0001751	XP_060371320.1	XP_060406159.1
OG0001752	XP_060371370.1	XP_060406217.1
OG0001753	XP_060371381.1	XP_060406234.1
OG0001754	XP_060359907.1	XP_060406340.1
OG0001755	XP_060368005.1	XP_060406391.1
OG0001756	XP_060357267.1	XP_060406487.1
OG0001757	XP_060361183.1, XP_060369832.1	XP_060406518.1
OG0001758	XP_060369824.1	XP_060406525.1
OG0001759	XP_060369792.1	XP_060406556.1
OG0001787	XP_060360795.1	XP_060389448.1, XP_060395840.1
OG0001788	XP_060364969.1	XP_060389459.1
OG0001789	XP_060364970.1	XP_060389460.1
OG0001790	XP_060364971.1	XP_060389461.1
OG0001791	XP_060364972.1	XP_060389462.1
OG0001792	XP_060364973.1	XP_060389464.1
OG0001793	XP_060364977.1	XP_060389468.1
OG0001794	XP_060364979.1	XP_060389470.1
OG0001795	XP_060364064.1	XP_060389473.1, XP_060394216.1
OG0001796	XP_060367591.1	XP_060389475.1, XP_060394861.1
OG0001797	XP_060358935.1	XP_060399407.1
OG0001799	XP_060359866.1	XP_060389491.1
OG0001800	XP_060359868.1	XP_060389495.1
OG0001801	XP_060359869.1	XP_060389496.1
OG0001802	XP_060359870.1	XP_060389497.1
OG0001803	XP_060360427.1	XP_060389498.1
OG0001804	XP_060360426.1	XP_060389499.1
OG0001805	XP_060360425.1	XP_060389501.1
OG0001806	XP_060360418.1	XP_060389506.1
OG0001807	XP_060360417.1	XP_060389507.1
OG0001808	XP_060360406.1	XP_060389513.1
OG0001809	XP_060360404.1	XP_060389514.1
OG0001810	XP_060359189.1	XP_060389517.1
OG0001811	XP_060359186.1	XP_060389520.1
OG0001812	XP_060359185.1	XP_060389521.1
OG0001813	XP_060359184.1	XP_060389522.1
OG0001814	XP_060359181.1	XP_060389525.1
OG0001815	XP_060359180.1	XP_060389526.1
OG0001816	XP_060359179.1	XP_060389527.1
OG0001817	XP_060359178.1	XP_060389528.1
OG0001818	XP_060359177.1	XP_060389529.1
OG0001819	XP_060359175.1	XP_060389530.1
OG0001820	XP_060359174.1	XP_060389531.1
OG0001821	XP_060359173.1	XP_060389532.1
OG0001822	XP_060359170.1	XP_060389534.1
OG0001823	XP_060369236.1	XP_060389535.1
OG0001824	XP_060369237.1	XP_060389536.1
OG0001825	XP_060369239.1	XP_060389538.1
OG0001826	XP_060369241.1	XP_060389540.1
OG0001827	XP_060369242.1	XP_060389541.1
OG0001828	XP_060369243.1	XP_060389542.1
OG0001829	XP_060369244.1	XP_060389543.1
OG0001830	XP_060369249.1	XP_060389547.1
OG0001831	XP_060369252.1	XP_060389549.1
OG0001832	XP_060364495.1	XP_060389550.1, XP_060403495.1
OG0001833	XP_060369253.1	XP_060389551.1
OG0001834	XP_060369254.1	XP_060389552.1
OG0001835	XP_060369255.1	XP_060389554.1
OG0001836	XP_060369256.1	XP_060389555.1
OG0001837	XP_060369259.1	XP_060389558.1
OG0001838	XP_060369260.1	XP_060389559.1
OG0001839	XP_060369262.1	XP_060389561.1
OG0001840	XP_060369263.1	XP_060389562.1
OG0001841	XP_060369264.1	XP_060389564.1
OG0001842	XP_060369265.1	XP_060389565.1
OG0001843	XP_060369268.1	XP_060389569.1
OG0001844	XP_060369270.1	XP_060389570.1
OG0001845	XP_060369273.1	XP_060389575.1
OG0001846	XP_060369649.1	XP_060389581.1
OG0001847	XP_060369648.1	XP_060389582.1
OG0001848	XP_060369647.1	XP_060389583.1
OG0001849	XP_060369646.1	XP_060389584.1
OG0001850	XP_060369642.1	XP_060389588.1
OG0001851	XP_060369640.1	XP_060389592.1
OG0001852	XP_060369639.1	XP_060389593.1
OG0001853	XP_060369638.1	XP_060389595.1
OG0001854	XP_060369637.1	XP_060389596.1
OG0001855	XP_060369636.1	XP_060389597.1
OG0001856	XP_060369632.1	XP_060389603.1
OG0001857	XP_060369631.1	XP_060389604.1
OG0001858	XP_060369630.1	XP_060389606.1
OG0001859	XP_060369628.1	XP_060389608.1
OG0001860	XP_060369626.1	XP_060389612.1
OG0001861	XP_060369625.1	XP_060389613.1
OG0001862	XP_060369623.1	XP_060389615.1
OG0001863	XP_060369621.1	XP_060389617.1
OG0001864	XP_060369619.1	XP_060389619.1
OG0001865	XP_060369609.1	XP_060389629.1
OG0001866	XP_060369608.1	XP_060389630.1
OG0001867	XP_060369607.1	XP_060389631.1
OG0001868	XP_060369605.1	XP_060389633.1
OG0001869	XP_060369604.1	XP_060389634.1
OG0001870	XP_060369603.1	XP_060389635.1
OG0001871	XP_060369602.1	XP_060389636.1
OG0001872	XP_060369601.1	XP_060389637.1
OG0001873	XP_060369596.1	XP_060389644.1
OG0001874	XP_060369594.1	XP_060389647.1
OG0001875	XP_060369591.1	XP_060389649.1
OG0001876	XP_060369585.1	XP_060389655.1
OG0001877	XP_060369583.1	XP_060389658.1
OG0001878	XP_060369581.1	XP_060389660.1
OG0001879	XP_060369579.1	XP_060389662.1
OG0001880	XP_060369578.1	XP_060389663.1
OG0001881	XP_060369577.1	XP_060389664.1
OG0001882	XP_060369576.1	XP_060389665.1
OG0001883	XP_060369574.1	XP_060389666.1
OG0001884	XP_060369573.1	XP_060389667.1
OG0001885	XP_060369572.1	XP_060389668.1
OG0001886	XP_060369571.1	XP_060389669.1
OG0001887	XP_060369570.1	XP_060389670.1
OG0001888	XP_060369566.1	XP_060389675.1
OG0001889	XP_060369565.1	XP_060389676.1
OG0001890	XP_060369564.1	XP_060389677.1
OG0001891	XP_060369563.1	XP_060389678.1
OG0001892	XP_060369562.1	XP_060389679.1
OG0001893	XP_060369559.1	XP_060389681.1
OG0001894	XP_060369557.1	XP_060389688.1
OG0001895	XP_060369556.1	XP_060389689.1
OG0001896	XP_060369554.1	XP_060389691.1
OG0001897	XP_060369551.1	XP_060389693.1
OG0001898	XP_060369550.1	XP_060389694.1
OG0001899	XP_060369549.1	XP_060389695.1
OG0001900	XP_060369546.1	XP_060389698.1
OG0001901	XP_060369544.1	XP_060389700.1
OG0001902	XP_060369542.1	XP_060389702.1
OG0001903	XP_060369540.1	XP_060389704.1
OG0001904	XP_060369539.1	XP_060389705.1
OG0001905	XP_060369537.1	XP_060389707.1
OG0001906	XP_060369536.1	XP_060389708.1
OG0001907	XP_060369535.1	XP_060389709.1
OG0001908	XP_060369534.1	XP_060389710.1
OG0001909	XP_060369533.1	XP_060389711.1
OG0001910	XP_060369531.1	XP_060389713.1
OG0001911	XP_060369530.1	XP_060389714.1
OG0001912	XP_060369529.1	XP_060389716.1
OG0001913	XP_060369526.1	XP_060389721.1
OG0001914	XP_060369525.1	XP_060389722.1
OG0001915	XP_060369523.1	XP_060389724.1
OG0001916	XP_060369519.1	XP_060389726.1
OG0001917	XP_060369518.1	XP_060389727.1
OG0001918	XP_060369517.1	XP_060389728.1
OG0001919	XP_060369516.1	XP_060389729.1
OG0001920	XP_060369514.1	XP_060389733.1
OG0001921	XP_060369512.1	XP_060389734.1
OG0001922	XP_060369511.1	XP_060389735.1
OG0001923	XP_060369510.1	XP_060389736.1
OG0001924	XP_060369509.1	XP_060389737.1
OG0001925	XP_060369503.1	XP_060389739.1
OG0001926	XP_060369499.1	XP_060389740.1
OG0001927	XP_060369498.1	XP_060389741.1
OG0001928	XP_060369497.1	XP_060389743.1
OG0001929	XP_060369495.1	XP_060389744.1
OG0001930	XP_060369494.1	XP_060389745.1
OG0001931	XP_060369493.1	XP_060389746.1
OG0001932	XP_060369491.1	XP_060389747.1
OG0001933	XP_060369490.1	XP_060389748.1
OG0001934	XP_060369489.1	XP_060389749.1
OG0001935	XP_060369488.1	XP_060389750.1
OG0001936	XP_060369487.1	XP_060389751.1
OG0001937	XP_060369486.1	XP_060389752.1
OG0001938	XP_060369485.1	XP_060389753.1
OG0001939	XP_060369484.1	XP_060389754.1
OG0001940	XP_060369483.1	XP_060389755.1
OG0001941	XP_060369481.1	XP_060389757.1
OG0001942	XP_060369479.1	XP_060389758.1
OG0001943	XP_060369476.1	XP_060389760.1
OG0001944	XP_060369474.1	XP_060389762.1
OG0001945	XP_060369473.1	XP_060389763.1
OG0001946	XP_060369472.1	XP_060389764.1
OG0001947	XP_060369469.1	XP_060389767.1
OG0001948	XP_060369465.1	XP_060389771.1
OG0001949	XP_060369461.1	XP_060389775.1
OG0001950	XP_060369460.1	XP_060389776.1
OG0001951	XP_060369458.1	XP_060389778.1
OG0001952	XP_060369457.1	XP_060389779.1
OG0001953	XP_060369455.1	XP_060389781.1
OG0001954	XP_060369454.1	XP_060389783.1
OG0001955	XP_060359554.1	XP_060389786.1
OG0001956	XP_060359550.1	XP_060389794.1
OG0001957	XP_060359549.1	XP_060389795.1
OG0001958	XP_060359548.1	XP_060389796.1
OG0001959	XP_060359547.1	XP_060389797.1
OG0001960	XP_060359546.1	XP_060389798.1
OG0001961	XP_060359545.1	XP_060389799.1
OG0001962	XP_060359544.1	XP_060389800.1
OG0001963	XP_060359542.1	XP_060389802.1
OG0001964	XP_060359541.1	XP_060389803.1
OG0001965	XP_060359538.1	XP_060389806.1
OG0001966	XP_060359537.1	XP_060389807.1
OG0001967	XP_060359536.1	XP_060389808.1
OG0001968	XP_060359535.1	XP_060389809.1
OG0001969	XP_060359533.1	XP_060389810.1
OG0001970	XP_060359529.1	XP_060389813.1
OG0001971	XP_060359528.1	XP_060389814.1
OG0001972	XP_060359527.1	XP_060389815.1
OG0001973	XP_060359526.1	XP_060389816.1
OG0001974	XP_060359524.1	XP_060389818.1
OG0001975	XP_060362161.1	XP_060389821.1
OG0001976	XP_060362160.1	XP_060389822.1
OG0001977	XP_060362159.1	XP_060389823.1
OG0001978	XP_060362156.1	XP_060389825.1
OG0001979	XP_060362154.1	XP_060389827.1
OG0001980	XP_060362152.1	XP_060389828.1
OG0001981	XP_060362150.1	XP_060389830.1
OG0001982	XP_060362148.1	XP_060389832.1
OG0001983	XP_060362147.1	XP_060389833.1
OG0001984	XP_060362146.1	XP_060389834.1
OG0001985	XP_060362145.1	XP_060389835.1
OG0001986	XP_060362144.1	XP_060389836.1
OG0001987	XP_060362142.1	XP_060389838.1
OG0001988	XP_060362141.1	XP_060389839.1
OG0001989	XP_060362136.1	XP_060389844.1
OG0001990	XP_060362129.1	XP_060389852.1
OG0001991	XP_060362127.1	XP_060389854.1
OG0001992	XP_060362126.1	XP_060389855.1
OG0001993	XP_060362125.1	XP_060389856.1
OG0001994	XP_060362123.1	XP_060389858.1
OG0001995	XP_060362122.1	XP_060389859.1
OG0001996	XP_060362120.1	XP_060389861.1
OG0001997	XP_060362119.1	XP_060389862.1
OG0001998	XP_060362118.1	XP_060389864.1
OG0001999	XP_060362117.1	XP_060389865.1
OG0002000	XP_060362114.1	XP_060389868.1
OG0002001	XP_060362113.1	XP_060389869.1
OG0002002	XP_060362108.1	XP_060389874.1
OG0002003	XP_060362107.1	XP_060389875.1
OG0002004	XP_060363511.1	XP_060389882.1
OG0002005	XP_060363510.1	XP_060389883.1
OG0002006	XP_060363509.1	XP_060389884.1
OG0002007	XP_060363507.1	XP_060389885.1
OG0002008	XP_060363506.1	XP_060389886.1
OG0002009	XP_060363503.1	XP_060389889.1
OG0002010	XP_060363502.1	XP_060389890.1
OG0002011	XP_060363501.1	XP_060389892.1
OG0002012	XP_060363497.1	XP_060389898.1
OG0002013	XP_060363496.1	XP_060389899.1
OG0002014	XP_060363495.1	XP_060389900.1
OG0002015	XP_060363494.1	XP_060389902.1
OG0002016	XP_060363493.1	XP_060389903.1
OG0002017	XP_060363492.1	XP_060389904.1
OG0002018	XP_060363491.1	XP_060389905.1
OG0002019	XP_060363489.1	XP_060389907.1
OG0002020	XP_060363487.1	XP_060389910.1
OG0002021	XP_060363486.1	XP_060389911.1
OG0002022	XP_060363485.1	XP_060389912.1
OG0002023	XP_060363484.1	XP_060389913.1
OG0002024	XP_060363483.1	XP_060389914.1
OG0002025	XP_060363482.1	XP_060389917.1
OG0002026	XP_060363481.1	XP_060389918.1
OG0002027	XP_060363480.1	XP_060389919.1
OG0002028	XP_060363478.1	XP_060389921.1
OG0002029	XP_060363477.1	XP_060389922.1
OG0002030	XP_060363476.1	XP_060389923.1
OG0002031	XP_060363473.1	XP_060389926.1
OG0002032	XP_060363468.1	XP_060393620.1, XP_060389932.1
OG0002033	XP_060363466.1	XP_060389935.1
OG0002034	XP_060363465.1	XP_060389936.1
OG0002035	XP_060363464.1	XP_060389937.1
OG0002036	XP_060363462.1	XP_060389939.1
OG0002037	XP_060359557.1	XP_060389956.1
OG0002038	XP_060359558.1	XP_060389957.1
OG0002039	XP_060359559.1	XP_060389958.1
OG0002040	XP_060359560.1	XP_060389959.1
OG0002041	XP_060359561.1	XP_060389960.1
OG0002042	XP_060359562.1	XP_060389961.1
OG0002043	XP_060359563.1	XP_060389962.1
OG0002044	XP_060359564.1	XP_060389963.1
OG0002045	XP_060359565.1	XP_060389964.1
OG0002046	XP_060359566.1	XP_060389965.1
OG0002047	XP_060359567.1	XP_060389966.1
OG0002048	XP_060359569.1	XP_060389967.1
OG0002049	XP_060359571.1	XP_060389969.1
OG0002050	XP_060359572.1	XP_060389970.1
OG0002051	XP_060359573.1	XP_060389971.1
OG0002052	XP_060359574.1	XP_060389972.1
OG0002053	XP_060359576.1	XP_060389974.1
OG0002054	XP_060359578.1	XP_060389976.1
OG0002055	XP_060359579.1	XP_060389977.1
OG0002056	XP_060359580.1	XP_060389978.1
OG0002057	XP_060359581.1	XP_060389979.1
OG0002058	XP_060359583.1	XP_060389980.1
OG0002059	XP_060359584.1	XP_060389981.1
OG0002060	XP_060359586.1	XP_060389983.1
OG0002061	XP_060359588.1, XP_060359587.1	XP_060389984.1
OG0002062	XP_060360052.1	XP_060389990.1
OG0002063	XP_060360049.1	XP_060389993.1
OG0002064	XP_060371692.1	XP_060390001.1
OG0002065	XP_060371693.1	XP_060390002.1
OG0002066	XP_060371694.1	XP_060390003.1
OG0002067	XP_060371695.1	XP_060390004.1
OG0002068	XP_060371699.1	XP_060390008.1
OG0002069	XP_060371701.1	XP_060390009.1
OG0002070	XP_060371702.1	XP_060390012.1
OG0002071	XP_060357094.1	XP_060390019.1
OG0002072	XP_060357095.1	XP_060390020.1
OG0002073	XP_060364391.1	XP_060390023.1
OG0002074	XP_060364389.1	XP_060390024.1
OG0002075	XP_060364388.1	XP_060390025.1
OG0002076	XP_060364386.1	XP_060390026.1
OG0002077	XP_060364383.1	XP_060390028.1
OG0002078	XP_060364380.1	XP_060390033.1
OG0002079	XP_060364379.1	XP_060390035.1
OG0002080	XP_060364377.1	XP_060390036.1
OG0002081	XP_060364374.1	XP_060390039.1
OG0002082	XP_060364373.1	XP_060390040.1
OG0002084	XP_060357679.1	XP_060390047.1
OG0002085	XP_060357681.1	XP_060390049.1
OG0002086	XP_060357682.1	XP_060390050.1
OG0002087	XP_060357683.1	XP_060390051.1
OG0002088	XP_060357684.1	XP_060390052.1
OG0002089	XP_060360089.1	XP_060390055.1
OG0002090	XP_060360087.1	XP_060390056.1
OG0002091	XP_060360083.1	XP_060390057.1
OG0002092	XP_060360081.1	XP_060390059.1
OG0002093	XP_060367390.1	XP_060390062.1
OG0002094	XP_060367388.1	XP_060390065.1
OG0002095	XP_060367387.1	XP_060390066.1
OG0002096	XP_060367386.1	XP_060390067.1
OG0002097	XP_060367384.1	XP_060390068.1
OG0002098	XP_060367382.1	XP_060390069.1
OG0002099	XP_060367381.1	XP_060390070.1
OG0002100	XP_060367380.1	XP_060390072.1
OG0002101	XP_060367378.1	XP_060390074.1
OG0002102	XP_060367377.1	XP_060390075.1
OG0002103	XP_060367376.1	XP_060390076.1
OG0002104	XP_060367374.1	XP_060390077.1
OG0002105	XP_060367373.1	XP_060390078.1
OG0002106	XP_060367372.1	XP_060390079.1
OG0002107	XP_060367370.1	XP_060390081.1
OG0002108	XP_060367369.1	XP_060390082.1
OG0002109	XP_060367366.1	XP_060390084.1
OG0002110	XP_060359406.1	XP_060390085.1
OG0002111	XP_060359405.1	XP_060390086.1
OG0002112	XP_060359404.1	XP_060390087.1
OG0002113	XP_060359403.1	XP_060390089.1
OG0002114	XP_060359400.1	XP_060390091.1
OG0002115	XP_060359398.1	XP_060390093.1
OG0002116	XP_060359396.1	XP_060390095.1
OG0002117	XP_060359394.1	XP_060390097.1
OG0002118	XP_060359393.1	XP_060390098.1
OG0002119	XP_060359392.1	XP_060390099.1
OG0002120	XP_060359391.1	XP_060390100.1
OG0002121	XP_060359390.1	XP_060390101.1
OG0002122	XP_060359389.1	XP_060390102.1
OG0002123	XP_060359387.1	XP_060390104.1
OG0002124	XP_060365859.1	XP_060390112.1
OG0002125	XP_060365858.1	XP_060390113.1
OG0002126	XP_060365853.1	XP_060390118.1
OG0002127	XP_060365852.1	XP_060390120.1
OG0002128	XP_060365849.1	XP_060390123.1
OG0002129	XP_060365848.1	XP_060390124.1
OG0002130	XP_060365846.1	XP_060390125.1
OG0002131	XP_060365845.1	XP_060390126.1
OG0002132	XP_060365844.1	XP_060390127.1
OG0002133	XP_060365839.1	XP_060390131.1
OG0002134	XP_060365838.1	XP_060390133.1
OG0002135	XP_060365837.1	XP_060390134.1
OG0002136	XP_060358083.1	XP_060390138.1
OG0002137	XP_060358085.1	XP_060390140.1
OG0002138	XP_060358088.1	XP_060390142.1
OG0002139	XP_060358089.1	XP_060390143.1
OG0002140	XP_060358090.1	XP_060390144.1
OG0002141	XP_060358093.1	XP_060390145.1
OG0002142	XP_060358094.1	XP_060390146.1
OG0002143	XP_060358095.1	XP_060390147.1
OG0002144	XP_060357222.1	XP_060390149.1
OG0002145	XP_060357219.1	XP_060390152.1
OG0002146	XP_060365358.1	XP_060390161.1
OG0002147	XP_060365357.1	XP_060390162.1
OG0002148	XP_060365370.1	XP_060390163.1
OG0002149	XP_060365371.1	XP_060390164.1
OG0002150	XP_060365373.1	XP_060390166.1
OG0002151	XP_060357448.1	XP_060390169.1
OG0002152	XP_060357440.1	XP_060390174.1
OG0002153	XP_060357764.1	XP_060390177.1
OG0002154	XP_060357763.1	XP_060390178.1
OG0002155	XP_060357762.1	XP_060390179.1
OG0002156	XP_060357759.1	XP_060390180.1
OG0002157	XP_060370798.1	XP_060390183.1, XP_060403615.1
OG0002158	XP_060370800.1	XP_060390185.1
OG0002159	XP_060370801.1	XP_060390186.1
