Orthogroup	Colletotrichum_acutatum	Colletotrichum_fructicola
OG0001756	XP_060357267.1	XP_031878995.1
OG0001757	XP_060361183.1, XP_060369832.1	XP_031878795.1
OG0001758	XP_060369824.1	XP_031885007.1
OG0001759	XP_060369792.1	XP_031885223.1
OG0001760	XP_060357140.1, XP_060357251.1	XP_031880620.2, XP_031877582.2, XP_031875655.2, XP_066009254.1
OG0001761	XP_060360048.1	XP_031878557.1
OG0001762	XP_060362953.1	XP_031884127.1, XP_031884125.1
OG0001763	XP_060363600.1	XP_066008365.1, XP_031883540.1
OG0001764	XP_060366689.1	XP_031892812.1, XP_066008375.1
OG0001787	XP_060360795.1	XP_031884844.1
OG0001788	XP_060364969.1	XP_031876435.1
OG0001789	XP_060364970.1	XP_031876412.1
OG0001790	XP_060364971.1	XP_031876082.1
OG0001791	XP_060364972.1	XP_031876074.1
OG0001792	XP_060364973.1	XP_031876067.1
OG0001793	XP_060364977.1	XP_031876664.1
OG0001794	XP_060364979.1	XP_031889032.1
OG0001795	XP_060364064.1	XP_031888581.1
OG0001796	XP_060367591.1	XP_031891349.1
OG0001797	XP_060358935.1	XP_031889733.1
OG0001799	XP_060359866.1	XP_066008290.1
OG0001800	XP_060359868.1	XP_031892366.1
OG0001801	XP_060359869.1	XP_031892367.1
OG0001802	XP_060359870.1	XP_031892368.2
OG0001803	XP_060360427.1	XP_031892395.1
OG0001804	XP_060360426.1	XP_031892396.1
OG0001805	XP_060360425.1	XP_031892397.1
OG0001806	XP_060360418.1	XP_031892814.1
OG0001807	XP_060360417.1	XP_031892341.2
OG0001808	XP_060360406.1	XP_031892846.1
OG0001809	XP_060360404.1	XP_031892766.1
OG0001810	XP_060359189.1	XP_031886197.1
OG0001811	XP_060359186.1	XP_066008414.1
OG0001812	XP_060359185.1	XP_031875839.1
OG0001813	XP_060359184.1	XP_031875820.1
OG0001814	XP_060359181.1	XP_031875845.1
OG0001815	XP_060359180.1	XP_031875825.2
OG0001816	XP_060359179.1	XP_031875826.1
OG0001817	XP_060359178.1	XP_031875824.1
OG0001818	XP_060359177.1	XP_031875843.1
OG0001819	XP_060359175.1	XP_031875828.1
OG0001820	XP_060359174.1	XP_031875832.1
OG0001821	XP_060359173.1	XP_031875829.1
OG0001822	XP_060359170.1	XP_031875836.1
OG0001823	XP_060369236.1	XP_031880550.1
OG0001824	XP_060369237.1	XP_031880549.1
OG0001825	XP_060369239.1	XP_031880589.1
OG0001826	XP_060369241.1	XP_031880588.1
OG0001827	XP_060369242.1	XP_031880546.1
OG0001828	XP_060369243.1	XP_031880491.1
OG0001829	XP_060369244.1	XP_031887688.2
OG0001830	XP_060369249.1	XP_031887685.2
OG0001831	XP_060369252.1	XP_031887687.1
OG0001832	XP_060364495.1	XP_031880864.1
OG0001833	XP_060369253.1	XP_031887454.1
OG0001834	XP_060369254.1	XP_031887511.1
OG0001835	XP_060369255.1	XP_066009318.1
OG0001836	XP_060369256.1	XP_031887513.1
OG0001837	XP_060369259.1	XP_031887517.1
OG0001838	XP_060369260.1	XP_031887516.1
OG0001839	XP_060369262.1	XP_031887745.1
OG0001840	XP_060369263.1	XP_031887746.1
OG0001841	XP_060369264.1	XP_031887744.1
OG0001842	XP_060369265.1	XP_031887487.2
OG0001843	XP_060369268.1	XP_031887472.1
OG0001844	XP_060369270.1	XP_031887741.1
OG0001845	XP_060369273.1	XP_031887579.1
OG0001846	XP_060369649.1	XP_066009303.1
OG0001847	XP_060369648.1	XP_031887572.1
OG0001848	XP_060369647.1	XP_031887571.1
OG0001849	XP_060369646.1	XP_031887574.1
OG0001850	XP_060369642.1	XP_031887751.1
OG0001851	XP_060369640.1	XP_031887752.1
OG0001852	XP_060369639.1	XP_031887753.1
OG0001853	XP_060369638.1	XP_031887557.1
OG0001854	XP_060369637.1	XP_031887754.1
OG0001855	XP_060369636.1	XP_031887755.1
OG0001856	XP_060369632.1	XP_031887757.1
OG0001857	XP_060369631.1	XP_031887588.1
OG0001858	XP_060369630.1	XP_031891296.1
OG0001859	XP_060369628.1	XP_031887592.1
OG0001860	XP_060369626.1	XP_031887594.1
OG0001861	XP_060369625.1	XP_031887595.1
OG0001862	XP_060369623.1	XP_031887587.1
OG0001863	XP_060369621.1	XP_031887590.2, XP_066009491.1
OG0001864	XP_060369619.1	XP_031887705.1
OG0001865	XP_060369609.1	XP_031887708.1
OG0001866	XP_060369608.1	XP_031887713.1
OG0001867	XP_060369607.1	XP_031887691.1
OG0001868	XP_060369605.1	XP_031887694.1
OG0001869	XP_060369604.1	XP_031887693.1
OG0001870	XP_060369603.1	XP_031887560.1
OG0001871	XP_060369602.1	XP_031887561.1
OG0001872	XP_060369601.1	XP_031887562.1
OG0001873	XP_060369596.1	XP_031887558.1
OG0001874	XP_060369594.1	XP_031887452.1
OG0001875	XP_060369591.1	XP_031887735.1
OG0001876	XP_060369585.1	XP_031887740.1
OG0001877	XP_060369583.1	XP_031887738.1
OG0001878	XP_060369581.1	XP_031887732.1
OG0001879	XP_060369579.1	XP_031887555.1
OG0001880	XP_060369578.1	XP_066009476.1
OG0001881	XP_060369577.1	XP_031887553.1
OG0001882	XP_060369576.1	XP_031887554.1
OG0001883	XP_060369574.1	XP_031887549.1
OG0001884	XP_060369573.1	XP_031887552.1
OG0001885	XP_060369572.1	XP_031887547.1
OG0001886	XP_060369571.1	XP_031887548.1
OG0001887	XP_060369570.1	XP_031887545.2
OG0001888	XP_060369566.1	XP_031887712.1
OG0001889	XP_060369565.1	XP_031887711.1
OG0001890	XP_060369564.1	XP_066009328.1
OG0001891	XP_060369563.1	XP_031887692.2
OG0001892	XP_060369562.1	XP_031887611.1
OG0001893	XP_060369559.1	XP_031885113.1, XP_031885148.1
OG0001894	XP_060369557.1	XP_031887607.2
OG0001895	XP_060369556.1	XP_031887612.1
OG0001896	XP_060369554.1	XP_031887476.1
OG0001897	XP_060369551.1	XP_031887729.2
OG0001898	XP_060369550.1	XP_031887730.1
OG0001899	XP_060369549.1	XP_031887725.1
OG0001900	XP_060369546.1	XP_031887728.1
OG0001901	XP_060369544.1	XP_031887672.1
OG0001902	XP_060369542.1	XP_031887670.1
OG0001903	XP_060369540.1	XP_031887668.1
OG0001904	XP_060369539.1	XP_031887669.1
OG0001905	XP_060369537.1	XP_031887667.1
OG0001906	XP_060369536.1	XP_031887665.1
OG0001907	XP_060369535.1	XP_031887779.1
OG0001908	XP_060369534.1	XP_031887778.1
OG0001909	XP_060369533.1	XP_031887494.1
OG0001910	XP_060369531.1	XP_031887495.1
OG0001911	XP_060369530.1	XP_031887498.1
OG0001912	XP_060369529.1	XP_031887499.1
OG0001913	XP_060369526.1	XP_031887633.1
OG0001914	XP_060369525.1	XP_031887632.1
OG0001915	XP_060369523.1	XP_031887631.1
OG0001916	XP_060369519.1	XP_031887697.1
OG0001917	XP_060369518.1	XP_031887704.1
OG0001918	XP_060369517.1	XP_031887525.1
OG0001919	XP_060369516.1	XP_031887703.1
OG0001920	XP_060369514.1	XP_031887521.1
OG0001921	XP_060369512.1	XP_031887522.1
OG0001922	XP_060369511.1	XP_031887484.1
OG0001923	XP_060369510.1	XP_031887483.1
OG0001924	XP_060369509.1	XP_031887481.1
OG0001925	XP_060369503.1	XP_031887520.1
OG0001926	XP_060369499.1	XP_031887519.1
OG0001927	XP_060369498.1	XP_031887477.1
OG0001928	XP_060369497.1	XP_031887478.1
OG0001929	XP_060369495.1	XP_031887479.1
OG0001930	XP_060369494.1	XP_031887480.1
OG0001931	XP_060369493.1	XP_031887485.1
OG0001932	XP_060369491.1	XP_031887486.1
OG0001933	XP_060369490.1	XP_031887647.1
OG0001934	XP_060369489.1	XP_031887646.1
OG0001935	XP_060369488.1	XP_066009489.1
OG0001936	XP_060369487.1	XP_031887644.1
OG0001937	XP_060369486.1	XP_031887651.1
OG0001938	XP_060369485.1	XP_031887643.1
OG0001939	XP_060369484.1	XP_031887642.1
OG0001940	XP_060369483.1	XP_031887471.2
OG0001941	XP_060369481.1	XP_031887615.1
OG0001942	XP_060369479.1	XP_031887616.1
OG0001943	XP_060369476.1	XP_031887614.1
OG0001944	XP_060369474.1	XP_031887613.1
OG0001945	XP_060369473.1	XP_031887790.1
OG0001946	XP_060369472.1	XP_031887458.1
OG0001947	XP_060369469.1	XP_031893166.2, XP_031887567.1
OG0001948	XP_060369465.1	XP_031887493.1
OG0001949	XP_060369461.1	XP_031887676.1
OG0001950	XP_060369460.1	XP_031887677.1
OG0001951	XP_060369458.1	XP_031887679.1
OG0001952	XP_060369457.1	XP_031887681.1
OG0001953	XP_060369455.1	XP_031887682.1
OG0001954	XP_060369454.1	XP_031887502.1
OG0001955	XP_060359554.1	XP_031887491.1
OG0001956	XP_060359550.1	XP_031887699.1
OG0001957	XP_060359549.1	XP_031887700.1
OG0001958	XP_060359548.1	XP_031887628.1
OG0001959	XP_060359547.1	XP_031887627.2
OG0001960	XP_060359546.1	XP_031887636.1
OG0001961	XP_060359545.1	XP_031887635.1
OG0001962	XP_060359544.1	XP_031887781.1
OG0001963	XP_060359542.1	XP_031887629.1
OG0001964	XP_060359541.1	XP_031887630.1
OG0001965	XP_060359538.1	XP_031887789.1
OG0001966	XP_060359537.1	XP_031887626.1
OG0001967	XP_060359536.1	XP_031887625.1
OG0001968	XP_060359535.1	XP_031883173.1
OG0001969	XP_060359533.1	XP_031887620.1
OG0001970	XP_060359529.1	XP_066009535.1
OG0001971	XP_060359528.1	XP_031887600.1
OG0001972	XP_060359527.1	XP_031889275.1
OG0001973	XP_060359526.1	XP_031889268.1
OG0001974	XP_060359524.1	XP_066009534.1
OG0001975	XP_060362161.1	XP_031887604.1
OG0001976	XP_060362160.1	XP_066009524.1
OG0001977	XP_060362159.1	XP_031887602.1
OG0001978	XP_060362156.1	XP_031887759.1
OG0001979	XP_060362154.1	XP_031887765.1
OG0001980	XP_060362152.1	XP_031887766.1
OG0001981	XP_060362150.1	XP_031887761.1
OG0001982	XP_060362148.1	XP_031887762.1
OG0001983	XP_060362147.1	XP_031887763.2
OG0001984	XP_060362146.1	XP_066009321.1
OG0001985	XP_060362145.1	XP_031887640.1
OG0001986	XP_060362144.1	XP_031887639.1
OG0001987	XP_060362142.1	XP_031887582.1
OG0001988	XP_060362141.1	XP_031887605.1
OG0001989	XP_060362136.1	XP_031887773.1
OG0001990	XP_060362129.1	XP_031887777.1
OG0001991	XP_060362127.1	XP_066009537.1
OG0001992	XP_060362126.1	XP_031887541.1
OG0001993	XP_060362125.1	XP_031887473.1
OG0001994	XP_060362123.1	XP_031887540.1
OG0001995	XP_060362122.1	XP_031887543.1
OG0001996	XP_060362120.1	XP_031887544.1
OG0001997	XP_060362119.1	XP_066009381.1
OG0001998	XP_060362118.1	XP_031887542.1
OG0001999	XP_060362117.1	XP_031887537.1
OG0002000	XP_060362114.1	XP_031878556.1
OG0002001	XP_060362113.1	XP_066009557.1
OG0002002	XP_060362108.1	XP_031878570.1
OG0002003	XP_060362107.1	XP_031878567.2
OG0002004	XP_060363511.1	XP_031878624.1
OG0002005	XP_060363510.1	XP_031878625.2
OG0002006	XP_060363509.1	XP_031878571.1
OG0002007	XP_060363507.1	XP_031878626.1
OG0002008	XP_060363506.1	XP_031878627.1
OG0002009	XP_060363503.1	XP_031878595.1
OG0002010	XP_060363502.1	XP_031878596.1
OG0002011	XP_060363501.1	XP_066009512.1
OG0002012	XP_060363497.1	XP_031878645.1
OG0002013	XP_060363496.1	XP_031878644.1
OG0002014	XP_060363495.1	XP_031878605.1
OG0002015	XP_060363494.1	XP_031878544.1
OG0002016	XP_060363493.1	XP_031878568.1
OG0002017	XP_060363492.1	XP_031878634.1
OG0002018	XP_060363491.1	XP_031878592.1
OG0002019	XP_060363489.1	XP_031878546.1
OG0002020	XP_060363487.1	XP_066009292.1
OG0002021	XP_060363486.1	XP_031878623.1
OG0002022	XP_060363485.1	XP_031878648.1
OG0002023	XP_060363484.1	XP_031889865.1
OG0002024	XP_060363483.1	XP_031878649.1
OG0002025	XP_060363482.1	XP_031878646.1
OG0002026	XP_060363481.1	XP_031878604.1
OG0002027	XP_060363480.1	XP_031878542.2
OG0002028	XP_060363478.1	XP_031878607.1
OG0002029	XP_060363477.1	XP_031878641.1
OG0002030	XP_060363476.1	XP_031878638.1
OG0002031	XP_060363473.1	XP_031878640.1
OG0002032	XP_060363468.1	XP_031891885.1
OG0002033	XP_060363466.1	XP_031878541.2
OG0002034	XP_060363465.1	XP_066007468.1, XP_066009988.1
OG0002035	XP_060363464.1	XP_066009338.1
OG0002036	XP_060363462.1	XP_031878575.1
OG0002037	XP_060359557.1	XP_031887723.1
OG0002038	XP_060359558.1	XP_031887461.1
OG0002039	XP_060359559.1	XP_031887460.1
OG0002040	XP_060359560.1	XP_066009319.1
OG0002041	XP_060359561.1	XP_031887466.1
OG0002042	XP_060359562.1	XP_031887465.1
OG0002043	XP_060359563.1	XP_031887464.1
OG0002044	XP_060359564.1	XP_031887469.1
OG0002045	XP_060359565.1	XP_031887468.1
OG0002046	XP_060359566.1	XP_031887717.1
OG0002047	XP_060359567.1	XP_031887718.1
OG0002048	XP_060359569.1	XP_031887720.1
OG0002049	XP_060359571.1	XP_031887722.1
OG0002050	XP_060359572.1	XP_031887721.1
OG0002051	XP_060359573.1	XP_031887716.1
OG0002052	XP_060359574.1	XP_031887715.1
OG0002053	XP_060359576.1	XP_031887462.1
OG0002054	XP_060359578.1	XP_031887653.1
OG0002055	XP_060359579.1	XP_031887652.1
OG0002056	XP_060359580.1	XP_031887657.1
OG0002057	XP_060359581.1	XP_031887656.1
OG0002058	XP_060359583.1	XP_031887660.1
OG0002059	XP_060359584.1	XP_031887661.1
OG0002060	XP_060359586.1	XP_031887655.1
OG0002061	XP_060359588.1	XP_066009539.1
OG0002062	XP_060360052.1	XP_031878598.1
OG0002063	XP_060360049.1	XP_031888850.1
OG0002064	XP_060371692.1	XP_031892653.1
OG0002065	XP_060371693.1	XP_031892607.1
OG0002066	XP_060371694.1	XP_066008273.1
OG0002067	XP_060371695.1	XP_031892652.1
OG0002068	XP_060371699.1	XP_031892604.2
OG0002069	XP_060371701.1	XP_031892651.1
OG0002070	XP_060371702.1	XP_031892338.1
OG0002071	XP_060357094.1	XP_031892429.1
OG0002072	XP_060357095.1	XP_031892430.1
OG0002073	XP_060364391.1	XP_031882546.1
OG0002074	XP_060364389.1	XP_066008417.1
OG0002075	XP_060364388.1	XP_031882555.1
OG0002076	XP_060364386.1	XP_066008533.1
OG0002077	XP_060364383.1	XP_066008387.1
OG0002078	XP_060364380.1	XP_031883410.1
OG0002079	XP_060364379.1	XP_066008421.1
OG0002080	XP_060364377.1	XP_066008514.1
OG0002081	XP_060364374.1	XP_066008512.1
OG0002082	XP_060364373.1	XP_066008513.1
OG0002084	XP_060357679.1	XP_031878283.1
OG0002085	XP_060357681.1	XP_031878278.1
OG0002086	XP_060357682.1	XP_066009918.1
OG0002087	XP_060357683.1	XP_031878333.1
OG0002088	XP_060357684.1	XP_031878356.1
OG0002089	XP_060360089.1	XP_031878335.1
OG0002090	XP_060360087.1	XP_031878338.1
OG0002091	XP_060360083.1	XP_031878345.1
OG0002092	XP_060360081.1	XP_031878310.1
OG0002093	XP_060367390.1	XP_031886792.1
OG0002094	XP_060367388.1	XP_066008781.1
OG0002095	XP_060367387.1	XP_031886618.1
OG0002096	XP_060367386.1	XP_031886617.1
OG0002097	XP_060367384.1	XP_031878391.1
OG0002098	XP_060367382.1	XP_031878402.1
OG0002099	XP_060367381.1	XP_031878401.1
OG0002100	XP_060367380.1	XP_031878433.1
OG0002101	XP_060367378.1	XP_031878400.1
OG0002102	XP_060367377.1	XP_031878399.1
OG0002103	XP_060367376.1	XP_066008617.1
OG0002104	XP_060367374.1	XP_066008659.1
OG0002105	XP_060367373.1	XP_031876929.1
OG0002106	XP_060367372.1	XP_031876956.1
OG0002107	XP_060367370.1	XP_031876940.1
OG0002108	XP_060367369.1	XP_031876941.1
OG0002109	XP_060367366.1	XP_031876922.2
OG0002110	XP_060359406.1	XP_031883880.1
OG0002111	XP_060359405.1	XP_031883950.1
OG0002112	XP_060359404.1	XP_031883883.1
OG0002113	XP_060359403.1	XP_031883885.1
OG0002114	XP_060359400.1	XP_031883882.1
OG0002115	XP_060359398.1	XP_031883842.1
OG0002116	XP_060359396.1	XP_031883963.1
OG0002117	XP_060359394.1	XP_031884024.1
OG0002118	XP_060359393.1	XP_031883820.1
OG0002119	XP_060359392.1	XP_031884025.1
OG0002120	XP_060359391.1	XP_031884021.1
OG0002121	XP_060359390.1	XP_031884022.1
OG0002122	XP_060359389.1	XP_031884020.1
OG0002123	XP_060359387.1	XP_031883873.1
OG0002124	XP_060365859.1	XP_066007575.1
OG0002125	XP_060365858.1	XP_031876519.2
OG0002126	XP_060365853.1	XP_031876516.1
OG0002127	XP_060365852.1	XP_031876515.1
OG0002128	XP_060365849.1	XP_031879874.1
OG0002129	XP_060365848.1	XP_031879875.1
OG0002130	XP_060365846.1	XP_031879828.1
OG0002131	XP_060365845.1	XP_031879842.1
OG0002132	XP_060365844.1	XP_031879841.1
OG0002133	XP_060365839.1	XP_031879811.1
OG0002134	XP_060365838.1	XP_031879877.1
OG0002135	XP_060365837.1	XP_066007796.1
OG0002136	XP_060358083.1	XP_031875621.2, XP_066009454.1
OG0002137	XP_060358085.1	XP_031878586.1
OG0002138	XP_060358088.1	XP_031893170.1
OG0002139	XP_060358089.1	XP_031893169.1
OG0002140	XP_060358090.1	XP_031893176.1
OG0002141	XP_060358093.1	XP_031893175.1
OG0002142	XP_060358094.1	XP_031893174.1
OG0002143	XP_060358095.1	XP_031893173.1
OG0002144	XP_060357222.1	XP_031892906.1
OG0002145	XP_060357219.1	XP_031878179.1
OG0002146	XP_060365358.1	XP_031883424.1
OG0002147	XP_060365357.1	XP_031883423.1
OG0002148	XP_060365370.1	XP_031883308.1
OG0002149	XP_060365371.1	XP_031890800.1
OG0002150	XP_060365373.1	XP_031883427.1
OG0002151	XP_060357448.1	XP_031883315.1
OG0002152	XP_060357440.1	XP_031883428.1
OG0002153	XP_060357764.1	XP_031883430.1
OG0002154	XP_060357763.1	XP_031875818.1
OG0002155	XP_060357762.1	XP_031875801.1
OG0002156	XP_060357759.1	XP_031875809.1
OG0002157	XP_060370798.1	XP_031882818.1
OG0002158	XP_060370800.1	XP_066009912.1
OG0002159	XP_060370801.1	XP_031882781.1
OG0002160	XP_060370802.1	XP_031882778.1
OG0002161	XP_060370803.1	XP_031882777.1
OG0002162	XP_060370805.1	XP_031882779.1
OG0002163	XP_060370808.1	XP_031882945.1
OG0002164	XP_060370809.1	XP_031882947.1
OG0002165	XP_060370811.1	XP_031882942.1
OG0002166	XP_060370812.1	XP_031882943.1
OG0002167	XP_060370813.1	XP_031882944.1
OG0002168	XP_060370814.1	XP_031882941.1
OG0002169	XP_060370815.1	XP_031882911.1
OG0002170	XP_060370816.1	XP_031882825.1
OG0002171	XP_060370818.1	XP_031882898.1
OG0002172	XP_060370819.1	XP_031888357.1
OG0002173	XP_060370820.1	XP_031888360.2
OG0002174	XP_060370822.1	XP_031888361.2
OG0002175	XP_060370823.1	XP_031888359.1
OG0002176	XP_060370825.1	XP_031888552.1
OG0002177	XP_060370826.1	XP_031888551.1
OG0002178	XP_060370829.1	XP_031888557.1
OG0002179	XP_060370830.1	XP_031888560.1
OG0002180	XP_060370831.1	XP_031888559.1
OG0002181	XP_060370832.1	XP_031888554.1
OG0002182	XP_060370833.1	XP_031888553.1
OG0002183	XP_060358349.1	XP_031884388.1
OG0002184	XP_060358347.1	XP_031880771.1
OG0002185	XP_060358341.1	XP_066009437.1
OG0002186	XP_060358339.1	XP_031880697.1
OG0002187	XP_060358337.1	XP_031880700.1
OG0002188	XP_060358335.1	XP_031880672.1
OG0002189	XP_060363300.1	XP_031880745.2
OG0002190	XP_060363301.1	XP_031880671.1
OG0002191	XP_060363302.1	XP_066009582.1
OG0002192	XP_060363303.1	XP_031880675.1
OG0002193	XP_060363304.1	XP_031880636.1
OG0002194	XP_060363305.1	XP_031880710.1
OG0002195	XP_060363307.1, XP_060363306.1	XP_031880711.1
OG0002196	XP_060363308.1	XP_066009445.1
OG0002197	XP_060366777.1	XP_066009725.1
OG0002198	XP_060366776.1	XP_031890568.1
OG0002199	XP_060366775.1	XP_031890540.1
OG0002200	XP_060366774.1	XP_031890569.1
OG0002201	XP_060366773.1	XP_031890571.1
OG0002202	XP_060366770.1	XP_031890538.1
OG0002203	XP_060366767.1	XP_031890512.1
OG0002204	XP_060366766.1	XP_031890511.1
OG0002205	XP_060366764.1	XP_031890487.1
OG0002206	XP_060366758.1	XP_031890493.1
OG0002207	XP_060366757.1	XP_031890494.1
OG0002208	XP_060366756.1	XP_031890683.1
OG0002209	XP_060366755.1	XP_031890684.1
OG0002210	XP_060366754.1	XP_031890685.1
OG0002211	XP_060366753.1	XP_031890681.1
OG0002212	XP_060366751.1	XP_031890680.1
OG0002213	XP_060366750.1	XP_031890499.2
OG0002214	XP_060366749.1	XP_066009696.1
OG0002215	XP_060366748.1	XP_031890500.1
OG0002216	XP_060366747.1	XP_031890501.1
OG0002217	XP_060366746.1	XP_031890502.1
OG0002218	XP_060366744.1	XP_031890503.1
OG0002219	XP_060366743.1	XP_031890504.1
OG0002220	XP_060366742.1	XP_031890505.1
OG0002221	XP_060366741.1	XP_031890507.1
OG0002222	XP_060366740.1	XP_031890508.1
OG0002223	XP_060366739.1	XP_031890602.1
OG0002224	XP_060366738.1	XP_031890601.1
OG0002225	XP_060366737.1	XP_031890594.1
OG0002226	XP_060366736.1	XP_031890593.1
OG0002227	XP_060366735.1	XP_031890596.2
OG0002228	XP_060366734.1	XP_031890595.1
OG0002229	XP_060366733.1	XP_031890598.1
OG0002230	XP_060366731.1	XP_031890597.1
OG0002231	XP_060366730.1	XP_031890600.1
OG0002232	XP_060366728.1	XP_031890599.1
OG0002234	XP_060369274.1	XP_031890397.1
OG0002235	XP_060369276.1	XP_031890394.1
OG0002236	XP_060369278.1	XP_031890400.1
OG0002237	XP_060369279.1	XP_031890401.1
OG0002238	XP_060369280.1	XP_031890399.1
OG0002239	XP_060369281.1	XP_031890604.1
OG0002240	XP_060369284.1	XP_031890419.2
OG0002241	XP_060369286.1	XP_031890418.2
OG0002242	XP_060369287.1	XP_066009831.1
OG0002243	XP_060369288.1	XP_066009832.1
OG0002244	XP_060369290.1	XP_066009830.1
OG0002245	XP_060369291.1	XP_031890412.1
OG0002246	XP_060369292.1	XP_031890413.1
OG0002247	XP_060369293.1	XP_031877880.1
OG0002248	XP_060369294.1	XP_031877829.1
OG0002249	XP_060369296.1	XP_031877811.1
OG0002250	XP_060369298.1	XP_031877815.1
OG0002251	XP_060369299.1	XP_031877865.1
OG0002252	XP_060369301.1	XP_031877860.1
OG0002253	XP_060369302.1	XP_031877863.1
OG0002254	XP_060369303.1	XP_066009850.1
OG0002255	XP_060369310.1	XP_031877871.1
OG0002256	XP_060369313.1	XP_066009711.1
OG0002257	XP_060369315.1	XP_031875357.1
OG0002258	XP_060369316.1	XP_031877825.1
OG0002259	XP_060369317.1	XP_031877823.1
OG0002260	XP_060369318.1	XP_066009629.1
OG0002261	XP_060369321.1	XP_031877810.1
OG0002262	XP_060369324.1	XP_031877876.1
OG0002263	XP_060369325.1	XP_031877874.1
OG0002264	XP_060369330.1	XP_031877831.1
OG0002265	XP_060369332.1	XP_031877833.1
OG0002266	XP_060369334.1	XP_031877834.1
OG0002267	XP_060369335.1	XP_031877861.1
OG0002268	XP_060369336.1	XP_031877818.1
OG0002269	XP_060369337.1	XP_031877819.1
OG0002270	XP_060369338.1	XP_031877832.1
OG0002271	XP_060369341.1	XP_031877877.1
OG0002272	XP_060369343.1	XP_031877864.1
OG0002273	XP_060369344.1	XP_066009961.1
OG0002274	XP_060369345.1	XP_031877869.1
OG0002275	XP_060369347.1	XP_031877839.1
OG0002276	XP_060369348.1	XP_031877838.1
OG0002277	XP_060369349.1	XP_031877841.1
OG0002278	XP_060369351.1	XP_031877872.1
OG0002279	XP_060369352.1	XP_031877835.1
OG0002280	XP_060369353.1	XP_031882805.2
OG0002281	XP_060369363.1	XP_031882858.1
OG0002282	XP_060369364.1	XP_031882861.1
OG0002283	XP_060369366.1	XP_031882860.1
OG0002284	XP_060369367.1	XP_031882863.1
OG0002285	XP_060369369.1	XP_031882744.1
OG0002287	XP_060369375.1	XP_031888807.1
OG0002288	XP_060369380.1	XP_031882987.1
OG0002289	XP_060369382.1	XP_031882750.1
OG0002290	XP_060369383.1	XP_031882885.1
