Orthogroup	Colletotrichum_abscissum	Colletotrichum_gloeosporioides
OG0001258	XP_060391575.1	XP_045270069.1
OG0001259	XP_060391579.1	XP_045270060.1
OG0001260	XP_060391591.1, XP_060397195.1	XP_045270057.1
OG0001261	XP_060391593.1, XP_060400510.1	XP_045263757.1
OG0001262	XP_060391646.1	XP_045269971.1
OG0001263	XP_060405519.1	XP_045263969.1, XP_045266897.1
OG0001263	XP_060391653.1	XP_045268089.1
OG0001264	XP_060391699.1	XP_045256204.1
OG0001265	XP_060391707.1	XP_045256198.1
OG0001266	XP_060391789.1, XP_060402181.1	XP_045257652.1
OG0001267	XP_060391803.1	XP_045269946.1, XP_045269947.1
OG0001268	XP_060391892.1	XP_045269645.1
OG0001269	XP_060391900.1	XP_045269656.1
OG0001270	XP_060391901.1	XP_045269657.1
OG0001271	XP_060391918.1, XP_060395300.1	XP_045262293.1
OG0001272	XP_060391921.1	XP_045258219.1, XP_045260981.1
OG0001273	XP_060391926.1	XP_045259202.1, XP_045269682.1
OG0001274	XP_060391947.1	XP_045270039.1
OG0001275	XP_060391971.1	XP_045267471.1, XP_045257265.1
OG0001276	XP_060391982.1	XP_045262348.1
OG0001277	XP_060392040.1, XP_060393789.1	XP_045257725.1
OG0001278	XP_060392100.1	XP_045257247.1
OG0001279	XP_060392103.1	XP_045257250.1
OG0001280	XP_060392210.1	XP_045260574.1
OG0001281	XP_060392370.1	XP_045256783.1
OG0001282	XP_060392380.1	XP_045256563.1
OG0001283	XP_060392406.1	XP_045256585.1
OG0001284	XP_060392477.1	XP_045256499.1
OG0001285	XP_060392518.1	XP_045256356.1
OG0001286	XP_060392582.1	XP_045271314.1
OG0001287	XP_060392586.1	XP_045260545.1
OG0001288	XP_060392625.1	XP_045256407.1
OG0001289	XP_060392690.1	XP_045256505.1
OG0001290	XP_060392766.1	XP_045258933.1
OG0001291	XP_060392899.1	XP_045258780.1
OG0001292	XP_060397207.1, XP_060392905.1	XP_045258775.1
OG0001293	XP_060392938.1	XP_045258743.1
OG0001294	XP_060392961.1	XP_045258730.1
OG0001295	XP_060392966.1, XP_060392967.1	XP_045266253.1
OG0001296	XP_060392978.1, XP_060392979.1	XP_045259332.1
OG0001297	XP_060392996.1	XP_045259316.1
OG0001298	XP_060393034.1	XP_045259287.1
OG0001299	XP_060400618.1, XP_060393290.1	XP_045267744.1
OG0001300	XP_060397930.1, XP_060393303.1	XP_045267509.1
OG0001301	XP_060393323.1	XP_045260150.1
OG0001302	XP_060393341.1	XP_045263068.1
OG0001303	XP_060393398.1	XP_045262159.1
OG0001304	XP_060393511.1	XP_045265975.1, XP_045262302.1
OG0001305	XP_060393541.1	XP_045262273.1
OG0001306	XP_060393554.1, XP_060397700.1	XP_045259185.1
OG0001307	XP_060393559.1	XP_045269111.1
OG0001308	XP_060393598.1	XP_045269069.1
OG0001309	XP_060393602.1	XP_045269066.1
OG0001310	XP_060393624.1	XP_045269044.1
OG0001311	XP_060393628.1	XP_045262103.1, XP_045269041.1
OG0001312	XP_060393647.1, XP_060402164.1	XP_045261982.1
OG0001313	XP_060403437.1, XP_060393686.1	XP_045264413.1
OG0001314	XP_060393688.1	XP_045264414.1
OG0001315	XP_060393822.1	XP_045264283.1
OG0001316	XP_060393854.1	XP_045269134.1
OG0001317	XP_060393864.1	XP_045264243.1
OG0001318	XP_060393900.1	XP_045264212.1
OG0001319	XP_060397366.1, XP_060393905.1	XP_045264196.1
OG0001320	XP_060393912.1	XP_045264191.1
OG0001321	XP_060393972.1	XP_045267082.1, XP_045256618.1
OG0001322	XP_060393995.1	XP_045264833.1
OG0001323	XP_060394044.1	XP_045257144.1
OG0001325	XP_060394089.1	XP_045264909.1
OG0001326	XP_060394098.1	XP_045268854.1
OG0001327	XP_060394153.1	XP_045257469.1
OG0001328	XP_060394167.1	XP_045264980.1
OG0001329	XP_060394172.1	XP_045264987.1
OG0001330	XP_060394184.1	XP_045264798.1, XP_045262877.1
OG0001331	XP_060394200.1	XP_045262865.1, XP_045257699.1
OG0001332	XP_060394201.1	XP_045262864.1
OG0001333	XP_060394209.1	XP_045262857.1
OG0001334	XP_060394244.1	XP_045262818.1
OG0001335	XP_060394258.1	XP_045262805.1
OG0001336	XP_060394312.1	XP_045262780.1
OG0001337	XP_060394314.1, XP_060399874.1	XP_045262782.1
OG0001338	XP_060394342.1	XP_045265838.1
OG0001339	XP_060394411.1	XP_045265889.1
OG0001340	XP_060394429.1	XP_045265904.1
OG0001341	XP_060394455.1, XP_060401303.1	XP_045268640.1
OG0001342	XP_060394475.1	XP_045261018.1
OG0001343	XP_060401418.1, XP_060394496.1	XP_045261030.1
OG0001344	XP_060394584.1	XP_045258180.1
OG0001345	XP_060394631.1	XP_045260347.1, XP_045258090.1
OG0001346	XP_060394691.1	XP_045258135.1
OG0001347	XP_060404239.1, XP_060394712.1	XP_045264147.1
OG0001348	XP_060394724.1	XP_045260391.1
OG0001349	XP_060394756.1	XP_045263266.1
OG0001350	XP_060394791.1	XP_045268123.1
OG0001351	XP_060394804.1	XP_045263226.1
OG0001352	XP_060397235.1, XP_060394830.1	XP_045263836.1
OG0001353	XP_060394848.1	XP_045260732.1
OG0001354	XP_060394873.1	XP_045263787.1
OG0001355	XP_060397429.1, XP_060394886.1	XP_045263776.1
OG0001356	XP_060394902.1	XP_045263762.1, XP_045258276.1
OG0001357	XP_060394904.1	XP_045263761.1
OG0001358	XP_060394975.1	XP_045268908.1
OG0001359	XP_060394983.1, XP_060403656.1	XP_045268979.1
OG0001360	XP_060395010.1	XP_045268945.1
OG0001361	XP_060395039.1	XP_045259210.1
OG0001362	XP_060395051.1	XP_045259230.1
OG0001363	XP_060395072.1	XP_045259255.1
OG0001364	XP_060395105.1	XP_045266976.1
OG0001365	XP_060395120.1, XP_060405669.1	XP_045264934.1
OG0001366	XP_060395126.1	XP_045266954.1
OG0001367	XP_060395131.1	XP_045263285.1, XP_045269298.1
OG0001368	XP_060395133.1	XP_045266949.1
OG0001369	XP_060395185.1	XP_045267023.1
OG0001370	XP_060395189.1	XP_045267040.1
OG0001371	XP_060395208.1	XP_045267072.1, XP_045267071.1
OG0001372	XP_060395222.1	XP_045267045.1
OG0001375	XP_060395359.1	XP_045267892.1
OG0001376	XP_060395365.1	XP_045265179.1
OG0001377	XP_060395371.1	XP_045261737.1
OG0001378	XP_060395384.1	XP_045261460.1
OG0001379	XP_060395438.1	XP_045261468.1
OG0001380	XP_060395447.1	XP_045261476.1
OG0001381	XP_060395484.1	XP_045270650.1
OG0001383	XP_060395535.1	XP_045261856.1
OG0001384	XP_060395561.1	XP_045261845.1
OG0001385	XP_060401843.1, XP_060395591.1	XP_045269593.1
OG0001386	XP_060395607.1	XP_045269629.1
OG0001387	XP_060395608.1	XP_045269630.1, XP_045269631.1
OG0001388	XP_060395645.1	XP_045271359.1
OG0001389	XP_060395692.1	XP_045271310.1
OG0001390	XP_060395696.1	XP_045271301.1
OG0001391	XP_060395707.1	XP_045271286.1
OG0001392	XP_060395715.1, XP_060403053.1	XP_045257003.1
OG0001393	XP_060395766.1	XP_045258134.1
OG0001394	XP_060395771.1	XP_045260197.1
OG0001395	XP_060395791.1	XP_045260213.1
OG0001396	XP_060395801.1, XP_060404084.1	XP_045258360.1
OG0001397	XP_060401445.1	XP_045269760.1
OG0001398	XP_060395851.1	XP_045265982.1, XP_045260136.1
OG0001399	XP_060395900.1	XP_045267745.1
OG0001400	XP_060395946.1	XP_045262911.1
OG0001401	XP_060395948.1	XP_045262916.1
OG0001402	XP_060396015.1, XP_060396014.1	XP_045270229.1
OG0001403	XP_060396019.1, XP_060403670.1	XP_045270238.1
OG0001404	XP_060396020.1	XP_045259130.1
OG0001405	XP_060396063.1	XP_045259152.1
OG0001406	XP_060396071.1	XP_045270168.1
OG0001407	XP_060397238.1, XP_060396101.1	XP_045270248.1
OG0001408	XP_060396115.1	XP_045259144.1
OG0001409	XP_060396121.1	XP_045270183.1
OG0001410	XP_060396151.1	XP_045264363.1
OG0001411	XP_060396152.1	XP_045264362.1
OG0001412	XP_060396177.1	XP_045258189.1
OG0001413	XP_060396257.1	XP_045260727.1
OG0001414	XP_060396375.1	XP_045259818.1, XP_045271395.1
OG0001415	XP_060405496.1, XP_060396379.1	XP_045271399.1
OG0001416	XP_060396400.1	XP_045269508.1
OG0001417	XP_060396444.1	XP_045262225.1
OG0001418	XP_060396475.1	XP_045262205.1, XP_045262206.1
OG0001419	XP_060396494.1	XP_045262191.1
OG0001421	XP_060396518.1	XP_045259638.1
OG0001422	XP_060396627.1	XP_045258660.1
OG0001423	XP_060396665.1	XP_045258691.1
OG0001424	XP_060396694.1	XP_045270541.1
OG0001425	XP_060396753.1	XP_045263025.1, XP_045270588.1
OG0001426	XP_060396762.1	XP_045270598.1
OG0001427	XP_060396764.1	XP_045270600.1
OG0001428	XP_060396820.1	XP_045268922.1
OG0001429	XP_060396839.1	XP_045267887.1
OG0001430	XP_060396840.1	XP_045267886.1
OG0001431	XP_060396843.1	XP_045261963.1, XP_045269578.1
OG0001432	XP_060396863.1	XP_045261952.1, XP_045258197.1, XP_045258944.1
OG0001433	XP_060396889.1	XP_045267864.1
OG0001434	XP_060396902.1	XP_045262247.1
OG0001435	XP_060396910.1	XP_045262258.1
OG0001436	XP_060396930.1	XP_045268045.1
OG0001437	XP_060396934.1	XP_045268014.1
OG0001438	XP_060396937.1	XP_045267866.1
OG0001439	XP_060396977.1	XP_045267972.1
OG0001440	XP_060397036.1	XP_045266545.1
OG0001441	XP_060397071.1	XP_045266511.1
OG0001442	XP_060397153.1	XP_045266435.1
OG0001443	XP_060397230.1	XP_045267844.1, XP_045267156.1
OG0001444	XP_060397248.1, XP_060402054.1	XP_045265647.1
OG0001445	XP_060397270.1, XP_060405089.1	XP_045260241.1
OG0001446	XP_060397271.1, XP_060397888.1	XP_045267389.1
OG0001447	XP_060397289.1	XP_045260539.1
OG0001448	XP_060397308.1	XP_045260529.1
OG0001449	XP_060397333.1	XP_045258202.1
OG0001450	XP_060397390.1	XP_045263468.1
OG0001451	XP_060398989.1, XP_060397395.1	XP_045260455.1
OG0001452	XP_060397402.1, XP_060399993.1	XP_045258863.1
OG0001453	XP_060397417.1	XP_045260405.1, XP_045260406.1
OG0001454	XP_060397428.1, XP_060406370.1	XP_045265450.1
OG0001457	XP_060397485.1	XP_045268865.1
OG0001458	XP_060397618.1	XP_045263563.1
OG0001459	XP_060397653.1	XP_045263558.1
OG0001461	XP_060397850.1, XP_060397748.1	XP_045259887.1
OG0001462	XP_060397814.1	XP_045267350.1
OG0001463	XP_060397822.1	XP_045267351.1
OG0001464	XP_060397833.1	XP_045267368.1
OG0001465	XP_060397839.1	XP_045267384.1
OG0001466	XP_060397847.1	XP_045267383.1
OG0001467	XP_060397887.1	XP_045267390.1
OG0001468	XP_060397889.1	XP_045261062.1, XP_045266560.1
OG0001469	XP_060397950.1	XP_045267517.1
OG0001470	XP_060397952.1	XP_045267518.1
OG0001471	XP_060397953.1	XP_045267519.1
OG0001472	XP_060398049.1	XP_045268598.1, XP_045266687.1
OG0001473	XP_060398072.1	XP_045265211.1, XP_045266700.1
OG0001474	XP_060398116.1	XP_045266731.1
OG0001475	XP_060398275.1	XP_045259575.1
OG0001476	XP_060398279.1	XP_045268545.1
OG0001477	XP_060398281.1	XP_045268544.1
OG0001478	XP_060398288.1	XP_045268525.1
OG0001479	XP_060398325.1	XP_045268501.1
OG0001480	XP_060406230.1, XP_060398336.1	XP_045268500.1
OG0001481	XP_060398356.1	XP_045261882.1, XP_045268483.1
OG0001482	XP_060398382.1	XP_045268459.1
OG0001483	XP_060398409.1	XP_045267148.1, XP_045268441.1
OG0001484	XP_060398486.1	XP_045268387.1
OG0001485	XP_060398531.1	XP_045261555.1
OG0001486	XP_060398571.1	XP_045261578.1
OG0001487	XP_060398612.1, XP_060398613.1	XP_045261615.1
OG0001488	XP_060398617.1	XP_045267149.1, XP_045261619.1
OG0001489	XP_060398636.1	XP_045261633.1
OG0001490	XP_060398639.1	XP_045261637.1
OG0001491	XP_060398648.1	XP_045269176.1, XP_045261649.1
OG0001492	XP_060398649.1	XP_045266877.1, XP_045261648.1
OG0001493	XP_060398743.1	XP_045264555.1
OG0001494	XP_060398759.1	XP_045256913.1
OG0001495	XP_060398760.1	XP_045256914.1
OG0001496	XP_060398785.1	XP_045270969.1
OG0001497	XP_060398812.1	XP_045267147.1, XP_045270978.1
OG0001498	XP_060398815.1	XP_045264788.1, XP_045271051.1
OG0001499	XP_060398831.1	XP_045256975.1
OG0001500	XP_060398842.1	XP_045270938.1
OG0001501	XP_060398920.1	XP_045270871.1
OG0001502	XP_060398942.1	XP_045268777.1
OG0001503	XP_060398999.1	XP_045261216.1
OG0001504	XP_060399028.1	XP_045261773.1, XP_045256780.1
OG0001505	XP_060399066.1	XP_045261272.1
OG0001506	XP_060399106.1	XP_045261299.1
OG0001507	XP_060399130.1	XP_045261355.1
OG0001509	XP_060399162.1	XP_045261386.1
OG0001510	XP_060399181.1	XP_045261403.1
OG0001511	XP_060399196.1	XP_045261432.1
OG0001512	XP_060399197.1	XP_045261431.1
OG0001513	XP_060399198.1	XP_045261430.1
OG0001514	XP_060399199.1	XP_045261429.1
OG0001515	XP_060402508.1, XP_060402134.1, XP_060399340.1	XP_045257514.1
OG0001516	XP_060399354.1	XP_045257480.1
OG0001517	XP_060399398.1	XP_045258023.1
OG0001518	XP_060399412.1	XP_045257969.1
OG0001519	XP_060399436.1	XP_045257951.1
OG0001520	XP_060399439.1	XP_045258825.1
OG0001521	XP_060399449.1	XP_045269972.1, XP_045270085.1
OG0001522	XP_060399459.1	XP_045257896.1
OG0001523	XP_060399582.1	XP_045269201.1
OG0001524	XP_060399597.1	XP_045257012.1
OG0001525	XP_060399602.1	XP_045269195.1
OG0001526	XP_060399606.1	XP_045267294.1, XP_045259538.1
OG0001527	XP_060399607.1	XP_045259537.1, XP_045257542.1
OG0001528	XP_060399610.1	XP_045257018.1
OG0001529	XP_060399616.1	XP_045269170.1
OG0001530	XP_060399620.1	XP_045269177.1
OG0001531	XP_060399647.1	XP_045269147.1
OG0001532	XP_060399660.1	XP_045269152.1
OG0001533	XP_060401852.1, XP_060399687.1	XP_045256988.1
OG0001534	XP_060399745.1	XP_045267103.1
OG0001535	XP_060399747.1	XP_045267111.1
OG0001536	XP_060399751.1	XP_045267094.1, XP_045267088.1, XP_045267089.1
OG0001537	XP_060399758.1, XP_060399759.1	XP_045260692.1
OG0001538	XP_060399771.1	XP_045260064.1
OG0001539	XP_060399798.1	XP_045263972.1, XP_045260046.1
OG0001540	XP_060399860.1	XP_045260000.1
OG0001541	XP_060400121.1, XP_060399862.1	XP_045259939.1
OG0001542	XP_060399873.1, XP_060404126.1	XP_045258386.1
OG0001543	XP_060399879.1, XP_060401240.1	XP_045267234.1
OG0001544	XP_060399882.1, XP_060401001.1	XP_045263702.1
OG0001545	XP_060405006.1, XP_060399885.1	XP_045259051.1
OG0001546	XP_060399888.1	XP_045268909.1
OG0001547	XP_060399897.1	XP_045259987.1
OG0001548	XP_060399909.1	XP_045259946.1
OG0001549	XP_060399962.1	XP_045263161.1
OG0001550	XP_060399963.1	XP_045271378.1, XP_045256590.1, XP_045263358.1
OG0001551	XP_060399992.1	XP_045256265.1
OG0001552	XP_060400035.1	XP_045259820.1
OG0001553	XP_060400116.1	XP_045268207.1, XP_045259734.1
OG0001554	XP_060400127.1	XP_045259729.1, XP_045259858.1
OG0001555	XP_060400151.1	XP_045259707.1, XP_045269254.1
OG0001556	XP_060400292.1	XP_045257296.1
OG0001557	XP_060400323.1	XP_045264447.1
OG0001558	XP_060400357.1	XP_045258065.1, XP_045268168.1
OG0001559	XP_060400359.1	XP_045258064.1
OG0001560	XP_060400441.1	XP_045262067.1
OG0001561	XP_060400500.1	XP_045258425.1
OG0001562	XP_060400506.1	XP_045262023.1
OG0001563	XP_060400569.1	XP_045257097.1
OG0001564	XP_060400573.1	XP_045267819.1
OG0001565	XP_060400589.1	XP_045267760.1
OG0001566	XP_060400620.1	XP_045267732.1
OG0001567	XP_060400642.1	XP_045267890.1, XP_045264784.1, XP_045264785.1
OG0001568	XP_060400688.1, XP_060401851.1	XP_045259024.1
OG0001569	XP_060400762.1	XP_045263920.1
OG0001570	XP_060400786.1	XP_045263880.1
OG0001571	XP_060400867.1	XP_045270414.1
OG0001572	XP_060404988.1, XP_060400877.1	XP_045270404.1
OG0001573	XP_060400935.1	XP_045270369.1
OG0001574	XP_060401117.1	XP_045258891.1, XP_045264735.1
OG0001575	XP_060401130.1	XP_045264800.1
OG0001576	XP_060401140.1	XP_045264827.1
OG0001577	XP_060401152.1	XP_045264816.1
OG0001578	XP_060401156.1	XP_045261172.1
OG0001579	XP_060401198.1	XP_045267242.1
OG0001580	XP_060401276.1	XP_045268615.1, XP_045262988.1
OG0001581	XP_060401330.1	XP_045268663.1
OG0001582	XP_060401334.1	XP_045268666.1
OG0001583	XP_060401337.1	XP_045268668.1, XP_045265142.1
OG0001584	XP_060401347.1	XP_045268678.1
OG0001585	XP_060401358.1	XP_045265147.1, XP_045262284.1
OG0001586	XP_060401375.1	XP_045259170.1
OG0001587	XP_060401388.1	XP_045268717.1
OG0001588	XP_060401422.1	XP_045258942.1
OG0001589	XP_060401847.1	XP_045270686.1
OG0001591	XP_060401476.1	XP_045268789.1
OG0001592	XP_060401518.1	XP_045267580.1
OG0001593	XP_060401521.1	XP_045267577.1
OG0001595	XP_060401587.1	XP_045260634.1, XP_045267525.1
OG0001598	XP_060401670.1	XP_045260881.1
OG0001599	XP_060401765.1	XP_045260812.1
OG0001600	XP_060402407.1	XP_045260804.1
OG0001601	XP_060401796.1	XP_045260789.1
OG0001602	XP_060401807.1	XP_045260783.1
OG0001603	XP_060401887.1	XP_045256953.1
OG0001604	XP_060401920.1	XP_045256949.1
OG0001605	XP_060401926.1	XP_045256967.1
OG0001606	XP_060401982.1	XP_045257847.1
OG0001607	XP_060402057.1	XP_045265649.1
OG0001608	XP_060402065.1	XP_045260525.1
OG0001609	XP_060402154.1	XP_045261997.1
OG0001610	XP_060402155.1	XP_045261992.1
OG0001611	XP_060402214.1	XP_045267837.1, XP_045269563.1
OG0001612	XP_060402216.1	XP_045269561.1
OG0001613	XP_060402221.1, XP_060404984.1	XP_045270841.1
OG0001615	XP_060402280.1	XP_045269496.1
OG0001616	XP_060402323.1	XP_045256136.1
OG0001618	XP_060402440.1	XP_045259505.1
OG0001619	XP_060402479.1, XP_060404446.1	XP_045259522.1
OG0001620	XP_060402580.1	XP_045269724.1
OG0001621	XP_060402622.1, XP_060404003.1	XP_045266344.1
OG0001622	XP_060402648.1	XP_045269754.1
OG0001623	XP_060402681.1	XP_045269736.1
OG0001624	XP_060402872.1, XP_060402698.1	XP_045265132.1
OG0001625	XP_060402702.1	XP_045265123.1
OG0001626	XP_060402719.1	XP_045258701.1, XP_045263899.1
OG0001627	XP_060402725.1	XP_045261359.1
OG0001628	XP_060402727.1	XP_045268164.1, XP_045268762.1
OG0001629	XP_060402755.1	XP_045265069.1
OG0001630	XP_060402777.1	XP_045265018.1
OG0001631	XP_060402789.1	XP_045265023.1
OG0001632	XP_060402798.1	XP_045268989.1
OG0001633	XP_060402833.1	XP_045267130.1, XP_045264389.1
OG0001634	XP_060402873.1, XP_060404218.1	XP_045258493.1
OG0001635	XP_060402981.1	XP_045268807.1
OG0001636	XP_060403014.1	XP_045261727.1, XP_045257377.1
OG0001637	XP_060403029.1	XP_045263427.1
OG0001638	XP_060403079.1	XP_045257398.1
OG0001639	XP_060403085.1	XP_045257393.1
OG0001640	XP_060403086.1	XP_045257392.1
OG0001641	XP_060403087.1	XP_045257391.1
OG0001642	XP_060403096.1	XP_045268217.1
OG0001643	XP_060403120.1	XP_045256185.1
OG0001644	XP_060403134.1	XP_045257323.1
OG0001645	XP_060403165.1	XP_045256087.1
OG0001646	XP_060403229.1	XP_045266262.1
OG0001647	XP_060403237.1	XP_045266244.1
OG0001648	XP_060403241.1	XP_045266233.1
OG0001649	XP_060403272.1	XP_045266207.1
OG0001650	XP_060403345.1	XP_045266096.1
OG0001651	XP_060403347.1	XP_045267746.1
OG0001652	XP_060403368.1	XP_045266119.1
OG0001653	XP_060403446.1	XP_045257613.1
OG0001654	XP_060403451.1	XP_045257964.1, XP_045265943.1
OG0001655	XP_060403472.1	XP_045269130.1
OG0001656	XP_060403546.1	XP_045261157.1
OG0001657	XP_060403551.1	XP_045266168.1
OG0001658	XP_060403585.1	XP_045261098.1
OG0001659	XP_060403605.1, XP_060405834.1	XP_045264016.1
OG0001661	XP_060403636.1	XP_045257166.1
OG0001662	XP_060403640.1, XP_060404511.1	XP_045257165.1
OG0001663	XP_060403641.1, XP_060404512.1	XP_045260709.1
OG0001664	XP_060403645.1	XP_045257158.1
OG0001665	XP_060403665.1	XP_045269463.1
OG0001666	XP_060403674.1	XP_045269453.1
OG0001667	XP_060403748.1	XP_045269412.1
OG0001668	XP_060403782.1	XP_045269357.1
OG0001669	XP_060403800.1	XP_045269371.1
OG0001670	XP_060403817.1	XP_045256247.1
OG0001671	XP_060403838.1	XP_045269391.1
OG0001672	XP_060403843.1, XP_060403842.1	XP_045269394.1
OG0001673	XP_060403870.1	XP_045269280.1
OG0001675	XP_060404072.1	XP_045258350.1, XP_045267136.1
OG0001676	XP_060404135.1	XP_045256142.1, XP_045258379.1
OG0001677	XP_060404170.1	XP_045258438.1
OG0001678	XP_060404171.1	XP_045258402.1
OG0001679	XP_060404183.1	XP_045258490.1
OG0001680	XP_060404207.1	XP_045259471.1
OG0001681	XP_060404214.1	XP_045258484.1
OG0001682	XP_060404234.1	XP_045268795.1
OG0001683	XP_060404238.1	XP_045258520.1
OG0001684	XP_060404276.1	XP_045263300.1, XP_045261490.1
OG0001685	XP_060404290.1	XP_045263290.1
OG0001687	XP_060404331.1	XP_045263357.1, XP_045263359.1
OG0001688	XP_060404397.1	XP_045268183.1, XP_045265482.1
OG0001689	XP_060404422.1, XP_060405695.1	XP_045265295.1
OG0001690	XP_060404441.1	XP_045263478.1
OG0001691	XP_060404463.1	XP_045263487.1
OG0001692	XP_060404466.1	XP_045263744.1, XP_045257014.1
OG0001693	XP_060404471.1	XP_045256777.1
OG0001695	XP_060404517.1, XP_060406451.1	XP_045265390.1
OG0001696	XP_060404557.1	XP_045261725.1
OG0001697	XP_060404582.1	XP_045268354.1
OG0001698	XP_060404589.1	XP_045268348.1
OG0001699	XP_060404676.1	XP_045264348.1
OG0001700	XP_060404688.1	XP_045268271.1
OG0001701	XP_060404711.1	XP_045268234.1
OG0001702	XP_060404736.1	XP_045268251.1
OG0001703	XP_060404780.1	XP_045268159.1
OG0001704	XP_060404855.1	XP_045268096.1
OG0001705	XP_060404861.1	XP_045267139.1, XP_045268062.1
OG0001706	XP_060404871.1	XP_045268070.1
OG0001707	XP_060404872.1	XP_045262282.1
OG0001708	XP_060404881.1	XP_045267901.1, XP_045270823.1
OG0001710	XP_060404891.1	XP_045267914.1
OG0001711	XP_060404893.1	XP_045260564.1, XP_045267916.1
OG0001712	XP_060405041.1	XP_045257282.1
OG0001713	XP_060405062.1	XP_045260264.1
OG0001714	XP_060405063.1	XP_045260263.1
OG0001715	XP_060405066.1	XP_045260260.1
OG0001716	XP_060405069.1	XP_045260256.1
OG0001717	XP_060405169.1	XP_045256603.1, XP_045260285.1
OG0001718	XP_060405179.1	XP_045271156.1
OG0001719	XP_060405207.1	XP_045271146.1
OG0001720	XP_060405214.1	XP_045271138.1
OG0001721	XP_060405241.1	XP_045264580.1
OG0001722	XP_060405303.1	XP_045262320.1
OG0001723	XP_060405308.1	XP_045264636.1
OG0001724	XP_060405317.1	XP_045264648.1
OG0001725	XP_060405323.1	XP_045264668.1
OG0001726	XP_060405326.1	XP_045264665.1
OG0001727	XP_060405343.1	XP_045264669.1
OG0001728	XP_060405373.1	XP_045266631.1, XP_045264677.1
OG0001729	XP_060405374.1	XP_045264676.1
OG0001730	XP_060405409.1	XP_045258899.1
OG0001731	XP_060405479.1	XP_045267924.1
OG0001732	XP_060405509.1, XP_060405508.1	XP_045257082.1
OG0001733	XP_060405511.1	XP_045264817.1
OG0001734	XP_060405513.1	XP_045264818.1
OG0001735	XP_060405516.1	XP_045265799.1
OG0001735	XP_060405515.1	XP_045263968.1
OG0001736	XP_060405564.1	XP_045265181.1
