Orthogroup	Colletotrichum_abscissum	Colletotrichum_godetiae
OG0003901	XP_060393751.1	XP_060433833.1
OG0003902	XP_060393754.1	XP_060433836.1
OG0003903	XP_060393756.1	XP_060433838.1
OG0003904	XP_060393757.1	XP_060433839.1
OG0003905	XP_060393760.1	XP_060433843.1
OG0003906	XP_060393761.1	XP_060433844.1
OG0003907	XP_060393762.1	XP_060433845.1
OG0003908	XP_060393763.1	XP_060433846.1
OG0003909	XP_060393764.1	XP_060433847.1
OG0003910	XP_060393765.1	XP_060433848.1
OG0003911	XP_060393769.1	XP_060433853.1
OG0003912	XP_060393770.1	XP_060433854.1
OG0003913	XP_060393771.1	XP_060433855.1
OG0003914	XP_060393772.1	XP_060433856.1
OG0003915	XP_060393773.1	XP_060433857.1
OG0003916	XP_060393775.1	XP_060433858.1
OG0003917	XP_060393776.1	XP_060433859.1
OG0003918	XP_060393784.1	XP_060433866.1
OG0003919	XP_060393788.1	XP_060433869.1
OG0003920	XP_060393790.1	XP_060429898.1
OG0003921	XP_060393791.1	XP_060429899.1
OG0003922	XP_060393793.1	XP_060429903.1
OG0003923	XP_060393794.1	XP_060429904.1
OG0003924	XP_060393795.1	XP_060429905.1
OG0003925	XP_060393796.1	XP_060429906.1
OG0003926	XP_060393797.1	XP_060429907.1
OG0003927	XP_060393798.1	XP_060429908.1
OG0003928	XP_060393799.1	XP_060429909.1
OG0003929	XP_060393800.1	XP_060429910.1
OG0003930	XP_060393801.1	XP_060429911.1
OG0003931	XP_060393802.1	XP_060429913.1
OG0003932	XP_060393803.1	XP_060429914.1
OG0003933	XP_060393804.1	XP_060429915.1
OG0003934	XP_060393805.1	XP_060429916.1
OG0003935	XP_060393807.1	XP_060429918.1
OG0003936	XP_060393808.1	XP_060429919.1
OG0003937	XP_060393809.1	XP_060429921.1
OG0003938	XP_060393810.1	XP_060429922.1
OG0003939	XP_060393811.1	XP_060429923.1
OG0003940	XP_060393812.1	XP_060429924.1
OG0003941	XP_060393813.1	XP_060429925.1
OG0003942	XP_060393814.1	XP_060429926.1
OG0003943	XP_060393819.1	XP_060429930.1
OG0003944	XP_060393823.1	XP_060429933.1
OG0003945	XP_060393824.1	XP_060429934.1
OG0003946	XP_060393825.1	XP_060429935.1
OG0003947	XP_060393826.1	XP_060429936.1
OG0003948	XP_060393827.1	XP_060429937.1
OG0003949	XP_060393828.1	XP_060429938.1
OG0003950	XP_060393832.1	XP_060429941.1
OG0003951	XP_060393836.1	XP_060429945.1
OG0003952	XP_060393837.1	XP_060429946.1
OG0003953	XP_060393842.1	XP_060429952.1
OG0003954	XP_060393843.1	XP_060429953.1
OG0003955	XP_060393844.1	XP_060429954.1
OG0003956	XP_060393846.1	XP_060429955.1
OG0003957	XP_060393847.1	XP_060429956.1
OG0003958	XP_060393849.1	XP_060429958.1
OG0003959	XP_060393851.1	XP_060429960.1
OG0003960	XP_060393856.1	XP_060429967.1
OG0003961	XP_060393858.1	XP_060429970.1
OG0003962	XP_060393859.1	XP_060429971.1
OG0003963	XP_060393860.1	XP_060429972.1
OG0003964	XP_060393865.1	XP_060429976.1
OG0003965	XP_060393866.1	XP_060429977.1
OG0003966	XP_060393869.1	XP_060429980.1
OG0003967	XP_060393870.1	XP_060429981.1
OG0003968	XP_060393871.1	XP_060429982.1
OG0003969	XP_060393872.1	XP_060429983.1
OG0003970	XP_060393880.1	XP_060429990.1
OG0003971	XP_060393883.1	XP_060429994.1
OG0003972	XP_060393884.1	XP_060429995.1
OG0003973	XP_060393885.1	XP_060429996.1
OG0003974	XP_060393886.1	XP_060429997.1
OG0003975	XP_060393887.1	XP_060429998.1
OG0003976	XP_060393888.1	XP_060429999.1
OG0003977	XP_060393889.1	XP_060430000.1
OG0003978	XP_060393890.1	XP_060430001.1
OG0003979	XP_060393891.1	XP_060430002.1
OG0003980	XP_060393892.1	XP_060430004.1
OG0003981	XP_060393893.1	XP_060430005.1
OG0003982	XP_060393894.1	XP_060430006.1
OG0003983	XP_060393899.1	XP_060430010.1
OG0003984	XP_060393903.1	XP_060430014.1
OG0003985	XP_060393909.1	XP_060430019.1
OG0003986	XP_060393910.1	XP_060430020.1
OG0003987	XP_060393911.1	XP_060430021.1
OG0003988	XP_060400716.1	XP_060424858.1
OG0003988	XP_060393914.1	XP_060430024.1
OG0003989	XP_060393916.1	XP_060430027.1
OG0003990	XP_060393917.1	XP_060430028.1
OG0003991	XP_060393921.1	XP_060430032.1
OG0003992	XP_060393923.1	XP_060430034.1
OG0003993	XP_060393927.1	XP_060430037.1
OG0003994	XP_060393935.1	XP_060430045.1
OG0003995	XP_060393937.1	XP_060430047.1
OG0003996	XP_060393939.1	XP_060430049.1
OG0003997	XP_060393941.1	XP_060430051.1
OG0003998	XP_060393942.1	XP_060430052.1
OG0003999	XP_060393943.1	XP_060430053.1
OG0004000	XP_060393945.1	XP_060430055.1
OG0004001	XP_060393948.1	XP_060430057.1
OG0004002	XP_060393950.1	XP_060430059.1
OG0004003	XP_060393951.1	XP_060430060.1
OG0004004	XP_060393952.1	XP_060430061.1
OG0004005	XP_060393953.1	XP_060430062.1
OG0004006	XP_060393958.1	XP_060430067.1
OG0004007	XP_060393963.1	XP_060430069.1
OG0004008	XP_060393964.1	XP_060430070.1
OG0004009	XP_060393968.1	XP_060430074.1
OG0004010	XP_060393969.1	XP_060430076.1
OG0004011	XP_060393975.1	XP_060430082.1
OG0004012	XP_060393976.1	XP_060430083.1
OG0004013	XP_060393986.1	XP_060430086.1
OG0004014	XP_060393988.1	XP_060430088.1
OG0004015	XP_060393989.1	XP_060430089.1
OG0004016	XP_060393990.1	XP_060430090.1
OG0004017	XP_060393991.1	XP_060430091.1
OG0004018	XP_060393994.1	XP_060430093.1
OG0004019	XP_060393996.1	XP_060430095.1
OG0004020	XP_060393997.1	XP_060430096.1
OG0004021	XP_060394001.1	XP_060430099.1
OG0004022	XP_060394009.1	XP_060430106.1
OG0004023	XP_060394012.1	XP_060430109.1
OG0004024	XP_060394014.1	XP_060430111.1
OG0004025	XP_060394015.1	XP_060430112.1
OG0004026	XP_060394019.1	XP_060434839.1
OG0004027	XP_060394020.1	XP_060430125.1
OG0004028	XP_060394030.1	XP_060430115.1
OG0004029	XP_060394033.1	XP_060430118.1
OG0004030	XP_060394039.1	XP_060434835.1
OG0004031	XP_060394041.1	XP_060434833.1
OG0004032	XP_060394043.1	XP_060434831.1
OG0004033	XP_060394045.1	XP_060434829.1
OG0004034	XP_060394050.1	XP_060434824.1
OG0004035	XP_060394051.1	XP_060434823.1
OG0004036	XP_060394054.1	XP_060434818.1
OG0004037	XP_060394055.1	XP_060434817.1
OG0004038	XP_060394062.1	XP_060434809.1
OG0004039	XP_060394063.1	XP_060434808.1
OG0004040	XP_060394067.1	XP_060434803.1
OG0004041	XP_060394069.1	XP_060434801.1
OG0004042	XP_060394072.1	XP_060434798.1
OG0004043	XP_060394080.1	XP_060434793.1
OG0004044	XP_060394085.1	XP_060434788.1
OG0004045	XP_060394091.1	XP_060434784.1
OG0004046	XP_060394092.1	XP_060434782.1
OG0004047	XP_060394093.1	XP_060434781.1
OG0004048	XP_060394094.1	XP_060434780.1
OG0004049	XP_060394095.1	XP_060434779.1
OG0004050	XP_060394096.1	XP_060434777.1
OG0004051	XP_060394097.1	XP_060434776.1
OG0004052	XP_060394104.1	XP_060434759.1
OG0004053	XP_060394112.1	XP_060434767.1
OG0004054	XP_060394113.1	XP_060434768.1
OG0004055	XP_060394114.1	XP_060434769.1
OG0004056	XP_060394115.1	XP_060434770.1
OG0004057	XP_060394116.1	XP_060434752.1
OG0004058	XP_060394118.1	XP_060434754.1
OG0004059	XP_060394119.1	XP_060434755.1
OG0004060	XP_060394120.1	XP_060434756.1
OG0004061	XP_060394122.1	XP_060434758.1
OG0004062	XP_060394134.1	XP_060434746.1
OG0004063	XP_060394135.1	XP_060434745.1
OG0004064	XP_060394136.1	XP_060434744.1
OG0004065	XP_060394139.1	XP_060434741.1
OG0004066	XP_060394140.1	XP_060434740.1
OG0004067	XP_060394148.1	XP_060434734.1
OG0004068	XP_060394150.1	XP_060434732.1
OG0004069	XP_060394156.1	XP_060434727.1
OG0004070	XP_060394159.1	XP_060434724.1
OG0004071	XP_060394164.1	XP_060434720.1
OG0004072	XP_060394165.1	XP_060434719.1
OG0004073	XP_060394166.1	XP_060434718.1
OG0004074	XP_060394169.1	XP_060434714.1
OG0004075	XP_060394173.1	XP_060434710.1
OG0004076	XP_060394174.1	XP_060434709.1
OG0004077	XP_060394177.1	XP_060434705.1
OG0004078	XP_060394179.1	XP_060434704.1
OG0004079	XP_060394185.1	XP_060434698.1
OG0004080	XP_060394187.1	XP_060434696.1
OG0004081	XP_060394192.1	XP_060434691.1
OG0004082	XP_060394194.1	XP_060434690.1
OG0004083	XP_060394198.1	XP_060434687.1
OG0004084	XP_060394199.1	XP_060434686.1
OG0004085	XP_060394202.1	XP_060434681.1
OG0004086	XP_060394204.1	XP_060434680.1
OG0004087	XP_060394205.1	XP_060434679.1
OG0004088	XP_060394206.1	XP_060434678.1
OG0004089	XP_060394207.1	XP_060434677.1
OG0004090	XP_060394208.1	XP_060434676.1
OG0004091	XP_060394211.1	XP_060434673.1
OG0004092	XP_060394213.1	XP_060434672.1
OG0004093	XP_060394214.1	XP_060434671.1
OG0004094	XP_060394215.1	XP_060434670.1
OG0004095	XP_060394217.1	XP_060434668.1
OG0004096	XP_060394218.1	XP_060434667.1
OG0004097	XP_060394219.1	XP_060434666.1
OG0004098	XP_060394220.1	XP_060434665.1
OG0004099	XP_060394221.1	XP_060434664.1
OG0004100	XP_060394222.1	XP_060434663.1
OG0004101	XP_060394223.1	XP_060434662.1
OG0004102	XP_060394228.1	XP_060434658.1
OG0004103	XP_060394229.1	XP_060434657.1
OG0004104	XP_060394230.1	XP_060434656.1
OG0004105	XP_060394231.1	XP_060434655.1
OG0004106	XP_060394233.1	XP_060434653.1
OG0004107	XP_060394234.1	XP_060434652.1
OG0004108	XP_060394239.1	XP_060434648.1
OG0004109	XP_060394241.1	XP_060434646.1
OG0004110	XP_060394242.1	XP_060434645.1
OG0004111	XP_060394243.1	XP_060434644.1
OG0004112	XP_060394246.1	XP_060434642.1
OG0004113	XP_060394250.1	XP_060434639.1
OG0004114	XP_060394251.1	XP_060434638.1
OG0004115	XP_060394252.1	XP_060434637.1
OG0004116	XP_060394253.1	XP_060434636.1
OG0004117	XP_060394255.1	XP_060434634.1
OG0004118	XP_060394257.1	XP_060434633.1
OG0004119	XP_060394260.1	XP_060434630.1
OG0004120	XP_060394263.1	XP_060434629.1
OG0004121	XP_060394264.1	XP_060434628.1
OG0004122	XP_060394265.1	XP_060434627.1
OG0004123	XP_060394267.1	XP_060434626.1
OG0004124	XP_060394270.1	XP_060434624.1
OG0004125	XP_060394271.1	XP_060434623.1
OG0004126	XP_060394272.1	XP_060434622.1
OG0004127	XP_060394273.1	XP_060434621.1
OG0004128	XP_060394277.1	XP_060434619.1
OG0004129	XP_060394280.1	XP_060434617.1
OG0004130	XP_060394282.1	XP_060434614.1
OG0004131	XP_060394283.1	XP_060434613.1
OG0004132	XP_060394284.1	XP_060434612.1
OG0004133	XP_060394286.1	XP_060434610.1
OG0004134	XP_060394287.1	XP_060434609.1
OG0004135	XP_060394290.1	XP_060434608.1
OG0004136	XP_060394291.1	XP_060434607.1
OG0004137	XP_060394292.1	XP_060434606.1
OG0004138	XP_060394293.1	XP_060434605.1
OG0004139	XP_060394295.1	XP_060434603.1
OG0004140	XP_060394296.1	XP_060434602.1
OG0004141	XP_060394297.1	XP_060434601.1
OG0004142	XP_060394298.1	XP_060434600.1
OG0004143	XP_060394299.1	XP_060434599.1
OG0004144	XP_060394301.1	XP_060434596.1
OG0004145	XP_060394302.1	XP_060434595.1
OG0004146	XP_060394303.1	XP_060434594.1
OG0004147	XP_060394307.1	XP_060434590.1
OG0004148	XP_060394310.1	XP_060434588.1
OG0004149	XP_060394313.1	XP_060434577.1
OG0004150	XP_060394315.1	XP_060434579.1
OG0004151	XP_060394317.1	XP_060434580.1
OG0004152	XP_060394319.1	XP_060434582.1
OG0004153	XP_060394320.1	XP_060434585.1
OG0004154	XP_060394321.1	XP_060434586.1
OG0004155	XP_060394324.1	XP_060434573.1
OG0004156	XP_060394325.1	XP_060434571.1
OG0004157	XP_060394327.1	XP_060434569.1
OG0004158	XP_060394328.1	XP_060434568.1
OG0004159	XP_060394329.1	XP_060434567.1
OG0004160	XP_060394333.1, XP_060398523.1, XP_060398517.1	XP_060422863.1, XP_060424563.1, XP_060421915.1
OG0004161	XP_060394341.1	XP_060433968.1
OG0004162	XP_060394344.1	XP_060433965.1
OG0004163	XP_060394345.1	XP_060433964.1
OG0004164	XP_060394346.1	XP_060433963.1
OG0004165	XP_060394347.1	XP_060433962.1
OG0004166	XP_060394349.1	XP_060433960.1
OG0004167	XP_060394350.1	XP_060433959.1
OG0004168	XP_060394351.1	XP_060433958.1
OG0004169	XP_060394352.1	XP_060433957.1
OG0004170	XP_060394354.1	XP_060433955.1
OG0004171	XP_060394355.1	XP_060433954.1
OG0004172	XP_060394356.1	XP_060433953.1
OG0004173	XP_060394357.1	XP_060433952.1
OG0004174	XP_060394367.1	XP_060433947.1
OG0004175	XP_060394368.1	XP_060433946.1
OG0004176	XP_060394371.1	XP_060433943.1
OG0004177	XP_060394372.1	XP_060433942.1
OG0004178	XP_060394373.1	XP_060433941.1
OG0004179	XP_060394374.1	XP_060433940.1
OG0004180	XP_060394375.1	XP_060433939.1
OG0004181	XP_060394377.1	XP_060433937.1
OG0004182	XP_060394378.1	XP_060433936.1
OG0004183	XP_060394379.1	XP_060433935.1
OG0004184	XP_060394382.1	XP_060433933.1
OG0004185	XP_060394383.1	XP_060433932.1
OG0004186	XP_060394384.1	XP_060433931.1
OG0004187	XP_060394386.1	XP_060433929.1
OG0004188	XP_060394388.1	XP_060433928.1
OG0004189	XP_060394389.1	XP_060433927.1
OG0004190	XP_060394390.1	XP_060433926.1
OG0004191	XP_060394391.1	XP_060433925.1
OG0004192	XP_060394393.1	XP_060433923.1
OG0004193	XP_060394396.1	XP_060433920.1
OG0004194	XP_060394397.1	XP_060433919.1
OG0004195	XP_060394398.1	XP_060433918.1
OG0004196	XP_060394399.1	XP_060433917.1
OG0004197	XP_060394400.1	XP_060433916.1
OG0004198	XP_060394401.1	XP_060433915.1
OG0004199	XP_060394402.1	XP_060433914.1
OG0004200	XP_060394403.1	XP_060433913.1
OG0004201	XP_060394404.1	XP_060433912.1
OG0004202	XP_060394405.1	XP_060433911.1
OG0004203	XP_060394406.1	XP_060433910.1
OG0004204	XP_060394408.1	XP_060433907.1
OG0004205	XP_060394412.1	XP_060433904.1
OG0004206	XP_060394413.1	XP_060433903.1
OG0004207	XP_060394414.1	XP_060433902.1
OG0004208	XP_060394416.1	XP_060433900.1
OG0004209	XP_060394417.1	XP_060433899.1
OG0004210	XP_060394427.1	XP_060433888.1
OG0004211	XP_060394433.1	XP_060433882.1
OG0004212	XP_060394434.1	XP_060433881.1
OG0004213	XP_060394439.1	XP_060433875.1
OG0004214	XP_060394441.1	XP_060433874.1
OG0004215	XP_060394442.1	XP_060433873.1
OG0004216	XP_060394444.1	XP_060421817.1, XP_060421818.1, XP_060421764.1
OG0004217	XP_060394453.1	XP_060429529.1
OG0004218	XP_060394457.1, XP_060394456.1	XP_060429531.1
OG0004219	XP_060394467.1	XP_060429539.1
OG0004220	XP_060394469.1	XP_060429541.1
OG0004221	XP_060394472.1	XP_060429545.1
OG0004222	XP_060394476.1	XP_060429549.1
OG0004223	XP_060394477.1	XP_060429550.1
OG0004224	XP_060394480.1	XP_060429553.1
OG0004225	XP_060394483.1	XP_060429556.1
OG0004226	XP_060394485.1	XP_060429558.1
OG0004227	XP_060394487.1	XP_060429559.1
OG0004228	XP_060394490.1	XP_060429562.1
OG0004229	XP_060394491.1	XP_060429563.1
OG0004230	XP_060394493.1	XP_060429565.1
OG0004231	XP_060394497.1	XP_060429569.1
OG0004232	XP_060394499.1	XP_060429858.1
OG0004233	XP_060394504.1	XP_060429855.1
OG0004234	XP_060394505.1	XP_060429854.1
OG0004235	XP_060394506.1	XP_060429853.1
OG0004236	XP_060394508.1	XP_060429851.1
OG0004237	XP_060394509.1	XP_060429850.1
OG0004238	XP_060394510.1	XP_060429849.1
OG0004239	XP_060394511.1	XP_060429848.1
OG0004240	XP_060394513.1	XP_060429845.1
OG0004241	XP_060394515.1	XP_060429844.1
OG0004242	XP_060394516.1	XP_060429843.1
OG0004243	XP_060394518.1	XP_060429842.1
OG0004244	XP_060394524.1	XP_060429837.1
OG0004245	XP_060394525.1	XP_060429836.1
OG0004246	XP_060394526.1	XP_060429835.1
OG0004247	XP_060394528.1	XP_060429833.1
OG0004248	XP_060394530.1	XP_060429831.1
OG0004249	XP_060394531.1	XP_060429830.1
OG0004250	XP_060394535.1	XP_060429826.1
OG0004251	XP_060394536.1	XP_060429825.1
OG0004252	XP_060394539.1	XP_060429822.1
OG0004253	XP_060394546.1	XP_060429815.1
OG0004254	XP_060401395.1, XP_060394549.1	XP_060429814.1
OG0004255	XP_060394551.1	XP_060429812.1
OG0004256	XP_060394553.1	XP_060429810.1
OG0004257	XP_060394561.1	XP_060429804.1
OG0004259	XP_060394582.1	XP_060424743.1
OG0004260	XP_060394585.1	XP_060424746.1
OG0004261	XP_060394586.1	XP_060424748.1
OG0004262	XP_060394587.1, XP_060394588.1	XP_060424749.1
OG0004263	XP_060394593.1	XP_060424753.1
OG0004264	XP_060394594.1	XP_060424754.1
OG0004265	XP_060394596.1	XP_060424756.1
OG0004266	XP_060394598.1	XP_060424757.1
OG0004267	XP_060394599.1	XP_060424759.1
OG0004268	XP_060394600.1	XP_060424760.1
OG0004269	XP_060394602.1	XP_060424762.1
OG0004270	XP_060394605.1	XP_060424764.1
OG0004271	XP_060394608.1	XP_060424766.1
OG0004272	XP_060394609.1	XP_060424767.1
OG0004273	XP_060394610.1	XP_060424768.1
OG0004274	XP_060394614.1	XP_060424772.1
OG0004275	XP_060394618.1	XP_060424775.1
OG0004276	XP_060394620.1	XP_060424777.1
OG0004277	XP_060394622.1	XP_060424779.1
OG0004278	XP_060394623.1	XP_060424780.1
OG0004279	XP_060394624.1	XP_060424781.1
OG0004280	XP_060394625.1	XP_060424782.1
OG0004281	XP_060394628.1	XP_060424785.1
OG0004282	XP_060394630.1	XP_060424788.1
OG0004283	XP_060394632.1	XP_060424790.1
OG0004284	XP_060394633.1	XP_060424792.1
OG0004285	XP_060394634.1	XP_060424793.1
OG0004286	XP_060394644.1	XP_060422762.1
OG0004287	XP_060394646.1	XP_060422760.1
OG0004288	XP_060394648.1	XP_060422758.1
OG0004289	XP_060394652.1	XP_060422753.1
OG0004290	XP_060394653.1	XP_060422752.1
OG0004291	XP_060394654.1	XP_060422751.1
OG0004292	XP_060394659.1	XP_060422747.1
OG0004293	XP_060394660.1	XP_060422746.1
OG0004294	XP_060394661.1	XP_060422745.1
OG0004295	XP_060394664.1	XP_060422743.1
OG0004296	XP_060394665.1	XP_060422742.1
OG0004297	XP_060394666.1	XP_060422741.1
OG0004298	XP_060394667.1	XP_060422740.1
OG0004299	XP_060394668.1	XP_060422739.1
OG0004300	XP_060394670.1	XP_060422737.1
OG0004301	XP_060394673.1	XP_060422734.1
OG0004302	XP_060394674.1	XP_060422733.1
OG0004303	XP_060394675.1	XP_060422732.1
OG0004304	XP_060394676.1	XP_060422731.1
OG0004305	XP_060394677.1	XP_060422730.1
OG0004306	XP_060394678.1	XP_060422729.1
OG0004307	XP_060394679.1	XP_060422728.1
OG0004308	XP_060394680.1	XP_060422727.1
OG0004309	XP_060394681.1	XP_060422726.1
OG0004310	XP_060394682.1	XP_060422725.1
OG0004311	XP_060394688.1	XP_060422719.1
OG0004312	XP_060394706.1	XP_060435053.1
OG0004313	XP_060394707.1	XP_060435054.1
OG0004314	XP_060394708.1	XP_060435055.1
OG0004315	XP_060394711.1	XP_060435057.1
OG0004316	XP_060394715.1	XP_060435064.1
OG0004317	XP_060394718.1	XP_060435067.1
OG0004318	XP_060394719.1	XP_060435068.1
OG0004319	XP_060394721.1	XP_060435069.1
OG0004320	XP_060394722.1	XP_060435070.1
OG0004321	XP_060394723.1	XP_060435071.1
OG0004322	XP_060394726.1	XP_060435075.1
OG0004323	XP_060394727.1	XP_060435076.1
OG0004324	XP_060394728.1	XP_060435077.1
OG0004325	XP_060394729.1	XP_060435078.1
OG0004326	XP_060394731.1	XP_060435080.1
OG0004327	XP_060394732.1	XP_060435082.1
OG0004328	XP_060394737.1	XP_060435087.1
OG0004329	XP_060394738.1	XP_060435088.1
OG0004330	XP_060394739.1	XP_060435089.1
OG0004331	XP_060394740.1	XP_060435090.1
OG0004332	XP_060394741.1	XP_060435091.1
OG0004333	XP_060394742.1	XP_060435092.1
OG0004334	XP_060394744.1	XP_060435095.1
OG0004335	XP_060394746.1	XP_060435097.1
OG0004336	XP_060394747.1	XP_060435098.1
OG0004337	XP_060394750.1	XP_060435107.1
OG0004338	XP_060394752.1	XP_060435106.1
OG0004339	XP_060394753.1	XP_060435105.1
OG0004340	XP_060394754.1	XP_060435104.1
OG0004341	XP_060394758.1	XP_060435101.1
OG0004342	XP_060394759.1	XP_060435108.1
OG0004343	XP_060394760.1	XP_060435110.1
OG0004344	XP_060394762.1	XP_060435111.1
OG0004345	XP_060394764.1	XP_060435112.1
OG0004346	XP_060394767.1	XP_060435115.1
OG0004347	XP_060394769.1	XP_060435117.1
OG0004348	XP_060394771.1	XP_060435121.1
OG0004349	XP_060394773.1	XP_060435123.1
OG0004350	XP_060394775.1	XP_060435127.1
OG0004351	XP_060394776.1	XP_060435128.1
OG0004352	XP_060394777.1	XP_060435129.1
OG0004353	XP_060394780.1	XP_060435132.1
OG0004354	XP_060394781.1	XP_060435133.1
OG0004355	XP_060394782.1	XP_060435134.1
OG0004356	XP_060394783.1	XP_060435135.1
OG0004357	XP_060394784.1	XP_060435136.1
OG0004358	XP_060394787.1	XP_060435137.1
OG0004359	XP_060394788.1	XP_060435138.1
OG0004360	XP_060394790.1	XP_060435139.1
OG0004361	XP_060394794.1	XP_060435144.1
OG0004362	XP_060394797.1	XP_060435148.1
OG0004363	XP_060394798.1	XP_060435147.1
OG0004364	XP_060394800.1	XP_060435146.1
OG0004365	XP_060394801.1	XP_060435150.1
OG0004366	XP_060394802.1	XP_060435151.1
OG0004367	XP_060394803.1	XP_060435152.1
OG0004368	XP_060394805.1	XP_060435155.1
OG0004369	XP_060394806.1	XP_060435156.1
OG0004370	XP_060394807.1	XP_060435157.1
OG0004371	XP_060394808.1	XP_060435158.1
OG0004372	XP_060394809.1	XP_060435159.1
OG0004373	XP_060394810.1	XP_060435160.1
OG0004374	XP_060394823.1	XP_060433673.1
OG0004375	XP_060394825.1	XP_060433675.1
OG0004376	XP_060394827.1	XP_060433678.1
OG0004377	XP_060394829.1	XP_060433679.1
OG0004378	XP_060394832.1	XP_060433682.1
OG0004379	XP_060394833.1	XP_060433683.1
OG0004380	XP_060394834.1	XP_060433684.1
OG0004381	XP_060394836.1	XP_060433686.1
OG0004382	XP_060394837.1	XP_060433688.1
OG0004383	XP_060394840.1	XP_060433692.1
OG0004384	XP_060394842.1	XP_060433693.1
OG0004385	XP_060394845.1	XP_060433695.1
OG0004386	XP_060394849.1	XP_060433698.1
OG0004387	XP_060394852.1	XP_060433700.1
OG0004388	XP_060394853.1	XP_060433701.1
OG0004389	XP_060394854.1	XP_060433702.1
OG0004390	XP_060394855.1	XP_060433703.1
OG0004391	XP_060394856.1	XP_060433704.1
OG0004392	XP_060394857.1	XP_060433705.1
OG0004393	XP_060394858.1	XP_060433706.1
OG0004394	XP_060394860.1	XP_060433708.1
OG0004395	XP_060394863.1	XP_060433712.1
OG0004396	XP_060394867.1	XP_060433716.1
OG0004397	XP_060394869.1	XP_060433718.1
OG0004398	XP_060394870.1	XP_060433719.1
OG0004399	XP_060394872.1	XP_060433721.1
OG0004400	XP_060394876.1	XP_060433724.1
OG0004401	XP_060394892.1	XP_060433742.1
OG0004402	XP_060394893.1	XP_060433743.1
OG0004403	XP_060394894.1	XP_060433744.1
OG0004404	XP_060394899.1	XP_060433751.1
OG0004405	XP_060394903.1	XP_060433754.1
OG0004406	XP_060394905.1	XP_060433757.1
OG0004407	XP_060394909.1	XP_060433759.1
OG0004408	XP_060394910.1	XP_060433760.1
OG0004409	XP_060394914.1	XP_060433764.1
OG0004410	XP_060394918.1	XP_060433767.1
OG0004411	XP_060394920.1	XP_060433769.1
OG0004412	XP_060394921.1	XP_060433770.1
OG0004413	XP_060394922.1	XP_060433771.1
