Orthogroup	Colletotrichum_abscissum	Colletotrichum_fructicola
OG0001909	XP_060389711.1	XP_031887494.1
OG0001910	XP_060389713.1	XP_031887495.1
OG0001911	XP_060389714.1	XP_031887498.1
OG0001912	XP_060389716.1	XP_031887499.1
OG0001913	XP_060389721.1	XP_031887633.1
OG0001914	XP_060389722.1	XP_031887632.1
OG0001915	XP_060389724.1	XP_031887631.1
OG0001916	XP_060389726.1	XP_031887697.1
OG0001917	XP_060389727.1	XP_031887704.1
OG0001918	XP_060389728.1	XP_031887525.1
OG0001919	XP_060389729.1	XP_031887703.1
OG0001920	XP_060389733.1	XP_031887521.1
OG0001921	XP_060389734.1	XP_031887522.1
OG0001922	XP_060389735.1	XP_031887484.1
OG0001923	XP_060389736.1	XP_031887483.1
OG0001924	XP_060389737.1	XP_031887481.1
OG0001925	XP_060389739.1	XP_031887520.1
OG0001926	XP_060389740.1	XP_031887519.1
OG0001927	XP_060389741.1	XP_031887477.1
OG0001928	XP_060389743.1	XP_031887478.1
OG0001929	XP_060389744.1	XP_031887479.1
OG0001930	XP_060389745.1	XP_031887480.1
OG0001931	XP_060389746.1	XP_031887485.1
OG0001932	XP_060389747.1	XP_031887486.1
OG0001933	XP_060389748.1	XP_031887647.1
OG0001934	XP_060389749.1	XP_031887646.1
OG0001935	XP_060389750.1	XP_066009489.1
OG0001936	XP_060389751.1	XP_031887644.1
OG0001937	XP_060389752.1	XP_031887651.1
OG0001938	XP_060389753.1	XP_031887643.1
OG0001939	XP_060389754.1	XP_031887642.1
OG0001940	XP_060389755.1	XP_031887471.2
OG0001941	XP_060389757.1	XP_031887615.1
OG0001942	XP_060389758.1	XP_031887616.1
OG0001943	XP_060389760.1	XP_031887614.1
OG0001944	XP_060389762.1	XP_031887613.1
OG0001945	XP_060389763.1	XP_031887790.1
OG0001946	XP_060389764.1	XP_031887458.1
OG0001947	XP_060389767.1	XP_031893166.2, XP_031887567.1
OG0001948	XP_060389771.1	XP_031887493.1
OG0001949	XP_060389775.1	XP_031887676.1
OG0001950	XP_060389776.1	XP_031887677.1
OG0001951	XP_060389778.1	XP_031887679.1
OG0001952	XP_060389779.1	XP_031887681.1
OG0001953	XP_060389781.1	XP_031887682.1
OG0001954	XP_060389783.1	XP_031887502.1
OG0001955	XP_060389786.1	XP_031887491.1
OG0001956	XP_060389794.1	XP_031887699.1
OG0001957	XP_060389795.1	XP_031887700.1
OG0001958	XP_060389796.1	XP_031887628.1
OG0001959	XP_060389797.1	XP_031887627.2
OG0001960	XP_060389798.1	XP_031887636.1
OG0001961	XP_060389799.1	XP_031887635.1
OG0001962	XP_060389800.1	XP_031887781.1
OG0001963	XP_060389802.1	XP_031887629.1
OG0001964	XP_060389803.1	XP_031887630.1
OG0001965	XP_060389806.1	XP_031887789.1
OG0001966	XP_060389807.1	XP_031887626.1
OG0001967	XP_060389808.1	XP_031887625.1
OG0001968	XP_060389809.1	XP_031883173.1
OG0001969	XP_060389810.1	XP_031887620.1
OG0001970	XP_060389813.1	XP_066009535.1
OG0001971	XP_060389814.1	XP_031887600.1
OG0001972	XP_060389815.1	XP_031889275.1
OG0001973	XP_060389816.1	XP_031889268.1
OG0001974	XP_060389818.1	XP_066009534.1
OG0001975	XP_060389821.1	XP_031887604.1
OG0001976	XP_060389822.1	XP_066009524.1
OG0001977	XP_060389823.1	XP_031887602.1
OG0001978	XP_060389825.1	XP_031887759.1
OG0001979	XP_060389827.1	XP_031887765.1
OG0001980	XP_060389828.1	XP_031887766.1
OG0001981	XP_060389830.1	XP_031887761.1
OG0001982	XP_060389832.1	XP_031887762.1
OG0001983	XP_060389833.1	XP_031887763.2
OG0001984	XP_060389834.1	XP_066009321.1
OG0001985	XP_060389835.1	XP_031887640.1
OG0001986	XP_060389836.1	XP_031887639.1
OG0001987	XP_060389838.1	XP_031887582.1
OG0001988	XP_060389839.1	XP_031887605.1
OG0001989	XP_060389844.1	XP_031887773.1
OG0001990	XP_060389852.1	XP_031887777.1
OG0001991	XP_060389854.1	XP_066009537.1
OG0001992	XP_060389855.1	XP_031887541.1
OG0001993	XP_060389856.1	XP_031887473.1
OG0001994	XP_060389858.1	XP_031887540.1
OG0001995	XP_060389859.1	XP_031887543.1
OG0001996	XP_060389861.1	XP_031887544.1
OG0001997	XP_060389862.1	XP_066009381.1
OG0001998	XP_060389864.1	XP_031887542.1
OG0001999	XP_060389865.1	XP_031887537.1
OG0002000	XP_060389868.1	XP_031878556.1
OG0002001	XP_060389869.1	XP_066009557.1
OG0002002	XP_060389874.1	XP_031878570.1
OG0002003	XP_060389875.1	XP_031878567.2
OG0002004	XP_060389882.1	XP_031878624.1
OG0002005	XP_060389883.1	XP_031878625.2
OG0002006	XP_060389884.1	XP_031878571.1
OG0002007	XP_060389885.1	XP_031878626.1
OG0002008	XP_060389886.1	XP_031878627.1
OG0002009	XP_060389889.1	XP_031878595.1
OG0002010	XP_060389890.1	XP_031878596.1
OG0002011	XP_060389892.1	XP_066009512.1
OG0002012	XP_060389898.1	XP_031878645.1
OG0002013	XP_060389899.1	XP_031878644.1
OG0002014	XP_060389900.1	XP_031878605.1
OG0002015	XP_060389902.1	XP_031878544.1
OG0002016	XP_060389903.1	XP_031878568.1
OG0002017	XP_060389904.1	XP_031878634.1
OG0002018	XP_060389905.1	XP_031878592.1
OG0002019	XP_060389907.1	XP_031878546.1
OG0002020	XP_060389910.1	XP_066009292.1
OG0002021	XP_060389911.1	XP_031878623.1
OG0002022	XP_060389912.1	XP_031878648.1
OG0002023	XP_060389913.1	XP_031889865.1
OG0002024	XP_060389914.1	XP_031878649.1
OG0002025	XP_060389917.1	XP_031878646.1
OG0002026	XP_060389918.1	XP_031878604.1
OG0002027	XP_060389919.1	XP_031878542.2
OG0002028	XP_060389921.1	XP_031878607.1
OG0002029	XP_060389922.1	XP_031878641.1
OG0002030	XP_060389923.1	XP_031878638.1
OG0002031	XP_060389926.1	XP_031878640.1
OG0002032	XP_060393620.1, XP_060389932.1	XP_031891885.1
OG0002033	XP_060389935.1	XP_031878541.2
OG0002034	XP_060389936.1	XP_066007468.1, XP_066009988.1
OG0002035	XP_060389937.1	XP_066009338.1
OG0002036	XP_060389939.1	XP_031878575.1
OG0002037	XP_060389956.1	XP_031887723.1
OG0002038	XP_060389957.1	XP_031887461.1
OG0002039	XP_060389958.1	XP_031887460.1
OG0002040	XP_060389959.1	XP_066009319.1
OG0002041	XP_060389960.1	XP_031887466.1
OG0002042	XP_060389961.1	XP_031887465.1
OG0002043	XP_060389962.1	XP_031887464.1
OG0002044	XP_060389963.1	XP_031887469.1
OG0002045	XP_060389964.1	XP_031887468.1
OG0002046	XP_060389965.1	XP_031887717.1
OG0002047	XP_060389966.1	XP_031887718.1
OG0002048	XP_060389967.1	XP_031887720.1
OG0002049	XP_060389969.1	XP_031887722.1
OG0002050	XP_060389970.1	XP_031887721.1
OG0002051	XP_060389971.1	XP_031887716.1
OG0002052	XP_060389972.1	XP_031887715.1
OG0002053	XP_060389974.1	XP_031887462.1
OG0002054	XP_060389976.1	XP_031887653.1
OG0002055	XP_060389977.1	XP_031887652.1
OG0002056	XP_060389978.1	XP_031887657.1
OG0002057	XP_060389979.1	XP_031887656.1
OG0002058	XP_060389980.1	XP_031887660.1
OG0002059	XP_060389981.1	XP_031887661.1
OG0002060	XP_060389983.1	XP_031887655.1
OG0002061	XP_060389984.1	XP_066009539.1
OG0002062	XP_060389990.1	XP_031878598.1
OG0002063	XP_060389993.1	XP_031888850.1
OG0002064	XP_060390001.1	XP_031892653.1
OG0002065	XP_060390002.1	XP_031892607.1
OG0002066	XP_060390003.1	XP_066008273.1
OG0002067	XP_060390004.1	XP_031892652.1
OG0002068	XP_060390008.1	XP_031892604.2
OG0002069	XP_060390009.1	XP_031892651.1
OG0002070	XP_060390012.1	XP_031892338.1
OG0002071	XP_060390019.1	XP_031892429.1
OG0002072	XP_060390020.1	XP_031892430.1
OG0002073	XP_060390023.1	XP_031882546.1
OG0002074	XP_060390024.1	XP_066008417.1
OG0002075	XP_060390025.1	XP_031882555.1
OG0002076	XP_060390026.1	XP_066008533.1
OG0002077	XP_060390028.1	XP_066008387.1
OG0002078	XP_060390033.1	XP_031883410.1
OG0002079	XP_060390035.1	XP_066008421.1
OG0002080	XP_060390036.1	XP_066008514.1
OG0002081	XP_060390039.1	XP_066008512.1
OG0002082	XP_060390040.1	XP_066008513.1
OG0002083	XP_060390044.1	XP_031883072.1, XP_031891907.1
OG0002084	XP_060390047.1	XP_031878283.1
OG0002085	XP_060390049.1	XP_031878278.1
OG0002086	XP_060390050.1	XP_066009918.1
OG0002087	XP_060390051.1	XP_031878333.1
OG0002088	XP_060390052.1	XP_031878356.1
OG0002089	XP_060390055.1	XP_031878335.1
OG0002090	XP_060390056.1	XP_031878338.1
OG0002091	XP_060390057.1	XP_031878345.1
OG0002092	XP_060390059.1	XP_031878310.1
OG0002093	XP_060390062.1	XP_031886792.1
OG0002094	XP_060390065.1	XP_066008781.1
OG0002095	XP_060390066.1	XP_031886618.1
OG0002096	XP_060390067.1	XP_031886617.1
OG0002097	XP_060390068.1	XP_031878391.1
OG0002098	XP_060390069.1	XP_031878402.1
OG0002099	XP_060390070.1	XP_031878401.1
OG0002100	XP_060390072.1	XP_031878433.1
OG0002101	XP_060390074.1	XP_031878400.1
OG0002102	XP_060390075.1	XP_031878399.1
OG0002103	XP_060390076.1	XP_066008617.1
OG0002104	XP_060390077.1	XP_066008659.1
OG0002105	XP_060390078.1	XP_031876929.1
OG0002106	XP_060390079.1	XP_031876956.1
OG0002107	XP_060390081.1	XP_031876940.1
OG0002108	XP_060390082.1	XP_031876941.1
OG0002109	XP_060390084.1	XP_031876922.2
OG0002110	XP_060390085.1	XP_031883880.1
OG0002111	XP_060390086.1	XP_031883950.1
OG0002112	XP_060390087.1	XP_031883883.1
OG0002113	XP_060390089.1	XP_031883885.1
OG0002114	XP_060390091.1	XP_031883882.1
OG0002115	XP_060390093.1	XP_031883842.1
OG0002116	XP_060390095.1	XP_031883963.1
OG0002117	XP_060390097.1	XP_031884024.1
OG0002118	XP_060390098.1	XP_031883820.1
OG0002119	XP_060390099.1	XP_031884025.1
OG0002120	XP_060390100.1	XP_031884021.1
OG0002121	XP_060390101.1	XP_031884022.1
OG0002122	XP_060390102.1	XP_031884020.1
OG0002123	XP_060390104.1	XP_031883873.1
OG0002124	XP_060390112.1	XP_066007575.1
OG0002125	XP_060390113.1	XP_031876519.2
OG0002126	XP_060390118.1	XP_031876516.1
OG0002127	XP_060390120.1	XP_031876515.1
OG0002128	XP_060390123.1	XP_031879874.1
OG0002129	XP_060390124.1	XP_031879875.1
OG0002130	XP_060390125.1	XP_031879828.1
OG0002131	XP_060390126.1	XP_031879842.1
OG0002132	XP_060390127.1	XP_031879841.1
OG0002133	XP_060390131.1	XP_031879811.1
OG0002134	XP_060390133.1	XP_031879877.1
OG0002135	XP_060390134.1	XP_066007796.1
OG0002136	XP_060390138.1	XP_031875621.2, XP_066009454.1
OG0002137	XP_060390140.1	XP_031878586.1
OG0002138	XP_060390142.1	XP_031893170.1
OG0002139	XP_060390143.1	XP_031893169.1
OG0002140	XP_060390144.1	XP_031893176.1
OG0002141	XP_060390145.1	XP_031893175.1
OG0002142	XP_060390146.1	XP_031893174.1
OG0002143	XP_060390147.1	XP_031893173.1
OG0002144	XP_060390149.1	XP_031892906.1
OG0002145	XP_060390152.1	XP_031878179.1
OG0002146	XP_060390161.1	XP_031883424.1
OG0002147	XP_060390162.1	XP_031883423.1
OG0002148	XP_060390163.1	XP_031883308.1
OG0002149	XP_060390164.1	XP_031890800.1
OG0002150	XP_060390166.1	XP_031883427.1
OG0002151	XP_060390169.1	XP_031883315.1
OG0002152	XP_060390174.1	XP_031883428.1
OG0002153	XP_060390177.1	XP_031883430.1
OG0002154	XP_060390178.1	XP_031875818.1
OG0002155	XP_060390179.1	XP_031875801.1
OG0002156	XP_060390180.1	XP_031875809.1
OG0002157	XP_060390183.1, XP_060403615.1	XP_031882818.1
OG0002158	XP_060390185.1	XP_066009912.1
OG0002159	XP_060390186.1	XP_031882781.1
OG0002160	XP_060390187.1	XP_031882778.1
OG0002161	XP_060390188.1	XP_031882777.1
OG0002162	XP_060390190.1	XP_031882779.1
OG0002163	XP_060390192.1	XP_031882945.1
OG0002164	XP_060390194.1	XP_031882947.1
OG0002165	XP_060390197.1	XP_031882942.1
OG0002166	XP_060390198.1	XP_031882943.1
OG0002167	XP_060390199.1	XP_031882944.1
OG0002168	XP_060390200.1	XP_031882941.1
OG0002169	XP_060390201.1	XP_031882911.1
OG0002170	XP_060390202.1	XP_031882825.1
OG0002171	XP_060390204.1	XP_031882898.1
OG0002172	XP_060390205.1	XP_031888357.1
OG0002173	XP_060390207.1	XP_031888360.2
OG0002174	XP_060390208.1	XP_031888361.2
OG0002175	XP_060390209.1	XP_031888359.1
OG0002176	XP_060390210.1	XP_031888552.1
OG0002177	XP_060390211.1	XP_031888551.1
OG0002178	XP_060390215.1	XP_031888557.1
OG0002179	XP_060390216.1	XP_031888560.1
OG0002180	XP_060390217.1	XP_031888559.1
OG0002181	XP_060390218.1	XP_031888554.1
OG0002182	XP_060390219.1	XP_031888553.1
OG0002183	XP_060390229.1, XP_060396328.1	XP_031884388.1
OG0002184	XP_060390230.1	XP_031880771.1
OG0002185	XP_060390234.1	XP_066009437.1
OG0002186	XP_060390236.1	XP_031880697.1
OG0002187	XP_060390237.1	XP_031880700.1
OG0002188	XP_060390239.1	XP_031880672.1
OG0002189	XP_060390241.1	XP_031880745.2
OG0002190	XP_060390242.1	XP_031880671.1
OG0002191	XP_060390243.1	XP_066009582.1
OG0002192	XP_060390244.1	XP_031880675.1
OG0002193	XP_060390245.1	XP_031880636.1
OG0002194	XP_060390246.1	XP_031880710.1
OG0002195	XP_060390247.1	XP_031880711.1
OG0002196	XP_060390249.1	XP_066009445.1
OG0002197	XP_060390256.1	XP_066009725.1
OG0002198	XP_060390257.1	XP_031890568.1
OG0002199	XP_060390258.1	XP_031890540.1
OG0002200	XP_060390259.1	XP_031890569.1
OG0002201	XP_060390261.1	XP_031890571.1
OG0002202	XP_060390263.1	XP_031890538.1
OG0002203	XP_060390265.1	XP_031890512.1
OG0002204	XP_060390266.1	XP_031890511.1
OG0002205	XP_060390271.1	XP_031890487.1
OG0002206	XP_060390273.1	XP_031890493.1
OG0002207	XP_060390274.1	XP_031890494.1
OG0002208	XP_060390275.1	XP_031890683.1
OG0002209	XP_060390276.1	XP_031890684.1
OG0002210	XP_060390277.1	XP_031890685.1
OG0002211	XP_060390281.1	XP_031890681.1
OG0002212	XP_060390283.1	XP_031890680.1
OG0002213	XP_060390284.1	XP_031890499.2
OG0002214	XP_060390285.1	XP_066009696.1
OG0002215	XP_060390286.1	XP_031890500.1
OG0002216	XP_060390287.1	XP_031890501.1
OG0002217	XP_060390288.1	XP_031890502.1
OG0002218	XP_060390290.1	XP_031890503.1
OG0002219	XP_060390292.1	XP_031890504.1
OG0002220	XP_060390293.1	XP_031890505.1
OG0002221	XP_060390296.1	XP_031890507.1
OG0002222	XP_060390297.1	XP_031890508.1
OG0002223	XP_060390298.1	XP_031890602.1
OG0002224	XP_060390299.1	XP_031890601.1
OG0002225	XP_060390300.1	XP_031890594.1
OG0002226	XP_060390301.1	XP_031890593.1
OG0002227	XP_060390302.1	XP_031890596.2
OG0002228	XP_060390303.1	XP_031890595.1
OG0002229	XP_060390304.1	XP_031890598.1
OG0002230	XP_060390305.1	XP_031890597.1
OG0002231	XP_060390306.1	XP_031890600.1
OG0002232	XP_060390307.1	XP_031890599.1
OG0002234	XP_060390321.1	XP_031890397.1
OG0002235	XP_060390322.1	XP_031890394.1
OG0002236	XP_060390323.1	XP_031890400.1
OG0002237	XP_060390324.1	XP_031890401.1
OG0002238	XP_060390327.1	XP_031890399.1
OG0002239	XP_060390328.1	XP_031890604.1
OG0002240	XP_060390331.1	XP_031890419.2
OG0002241	XP_060390332.1	XP_031890418.2
OG0002242	XP_060390333.1	XP_066009831.1
OG0002243	XP_060390334.1	XP_066009832.1
OG0002244	XP_060390337.1	XP_066009830.1
OG0002245	XP_060390338.1	XP_031890412.1
OG0002246	XP_060390339.1	XP_031890413.1
OG0002247	XP_060390340.1	XP_031877880.1
OG0002248	XP_060390341.1	XP_031877829.1
OG0002249	XP_060390343.1	XP_031877811.1
OG0002250	XP_060390345.1	XP_031877815.1
OG0002251	XP_060390347.1	XP_031877865.1
OG0002252	XP_060390348.1	XP_031877860.1
OG0002253	XP_060390349.1	XP_031877863.1
OG0002254	XP_060390350.1	XP_066009850.1
OG0002255	XP_060390358.1	XP_031877871.1
OG0002256	XP_060390361.1	XP_066009711.1
OG0002257	XP_060390363.1	XP_031875357.1
OG0002258	XP_060390365.1	XP_031877825.1
OG0002259	XP_060390366.1	XP_031877823.1
OG0002260	XP_060390367.1	XP_066009629.1
OG0002261	XP_060390371.1	XP_031877810.1
OG0002262	XP_060390372.1	XP_031877876.1
OG0002263	XP_060390373.1	XP_031877874.1
OG0002264	XP_060390382.1	XP_031877831.1
OG0002265	XP_060390385.1	XP_031877833.1
OG0002266	XP_060390388.1	XP_031877834.1
OG0002267	XP_060390389.1	XP_031877861.1
OG0002268	XP_060390391.1	XP_031877818.1
OG0002269	XP_060390392.1	XP_031877819.1
OG0002270	XP_060390393.1	XP_031877832.1
OG0002271	XP_060390398.1	XP_031877877.1
OG0002272	XP_060390400.1	XP_031877864.1
OG0002273	XP_060390401.1	XP_066009961.1
OG0002274	XP_060390402.1	XP_031877869.1
OG0002275	XP_060390404.1	XP_031877839.1
OG0002276	XP_060390405.1	XP_031877838.1
OG0002277	XP_060390406.1	XP_031877841.1
OG0002278	XP_060390408.1	XP_031877872.1
OG0002279	XP_060390410.1	XP_031877835.1
OG0002280	XP_060390411.1	XP_031882805.2
OG0002281	XP_060390423.1	XP_031882858.1
OG0002282	XP_060390424.1	XP_031882861.1
OG0002283	XP_060390427.1	XP_031882860.1
OG0002284	XP_060390429.1	XP_031882863.1
OG0002285	XP_060390431.1	XP_031882744.1
OG0002286	XP_060390437.1, XP_060399048.1	XP_031888017.1
OG0002287	XP_060390442.1	XP_031888807.1
OG0002288	XP_060390446.1	XP_031882987.1
OG0002289	XP_060390448.1	XP_031882750.1
OG0002290	XP_060390449.1	XP_031882885.1
OG0002291	XP_060390450.1	XP_031882810.1
OG0002292	XP_060390451.1	XP_031882886.1
OG0002293	XP_060390454.1	XP_031882888.2
OG0002294	XP_060390455.1	XP_031882889.1
OG0002295	XP_060390456.1	XP_031882743.1
OG0002296	XP_060390461.1	XP_031882812.1
OG0002297	XP_060390462.1	XP_031882821.1
OG0002298	XP_060390463.1	XP_031882814.1
OG0002299	XP_060390464.1	XP_031882914.1
OG0002300	XP_060390465.1	XP_031882915.1
OG0002301	XP_060390466.1	XP_031882727.1
OG0002302	XP_060390467.1	XP_031882726.1
OG0002303	XP_060390468.1	XP_031882922.1
OG0002304	XP_060390470.1	XP_031882927.1
OG0002305	XP_060390472.1	XP_031882916.1
OG0002306	XP_060390474.1	XP_031882917.2
OG0002307	XP_060390475.1	XP_031882800.1
OG0002308	XP_060390476.1	XP_031882804.1
OG0002309	XP_060390477.1	XP_031882803.1
OG0002310	XP_060390478.1	XP_066009617.1
OG0002311	XP_060390479.1	XP_031882801.1
OG0002312	XP_060390482.1	XP_031882891.1
OG0002313	XP_060390485.1	XP_031882896.1
OG0002314	XP_060390486.1	XP_031882895.2
OG0002315	XP_060390487.1	XP_031882894.1
OG0002316	XP_060390489.1	XP_031882790.1
OG0002317	XP_060390491.1	XP_031882796.1
OG0002318	XP_060390492.1	XP_031882797.1
OG0002319	XP_060390493.1	XP_066009874.1
OG0002320	XP_060390494.1	XP_031882792.1
OG0002321	XP_060390495.1	XP_031888310.1
OG0002322	XP_060390496.1	XP_031888309.1
OG0002323	XP_060390497.1	XP_031888312.1
OG0002324	XP_060390499.1	XP_031882879.1
OG0002325	XP_060390500.1	XP_031882880.1
OG0002326	XP_060390502.1	XP_031882755.1
OG0002327	XP_060390503.1	XP_031888448.1
OG0002328	XP_060390504.1	XP_031882842.2
OG0002329	XP_060390505.1	XP_031882820.1
OG0002330	XP_060390507.1	XP_066009951.1
OG0002331	XP_060390508.1	XP_031882836.1
OG0002332	XP_060390509.1	XP_066009633.1
OG0002333	XP_060390511.1, XP_060390510.1	XP_031882760.1
OG0002334	XP_060390514.1	XP_066009743.1
OG0002335	XP_060390515.1	XP_031882844.1
OG0002336	XP_060390516.1	XP_031882845.1
OG0002337	XP_060390518.1	XP_031882875.2
OG0002338	XP_060390519.1	XP_031882878.1
OG0002339	XP_060390522.1	XP_031882877.1
OG0002340	XP_060390523.1	XP_031882754.1
OG0002341	XP_060390524.1	XP_031882899.1
OG0002342	XP_060390525.1	XP_031882757.1
OG0002343	XP_060390526.1	XP_031882759.1
OG0002344	XP_060390528.1	XP_066009632.1
OG0002345	XP_060390535.1	XP_031888307.1
OG0002346	XP_060390536.1	XP_031888308.1
OG0002347	XP_060390537.1	XP_031888547.1
OG0002348	XP_060390538.1	XP_031888548.1
OG0002349	XP_060390539.1	XP_031888549.1
OG0002350	XP_060390540.1	XP_031888550.1
OG0002351	XP_060390541.1	XP_066009762.1
OG0002352	XP_060390544.1	XP_031888545.1
OG0002353	XP_060390545.1	XP_031888541.1
OG0002354	XP_060390546.1	XP_031888542.1
OG0002355	XP_060390547.1	XP_066009765.1
OG0002356	XP_060390548.1	XP_031888339.1
OG0002357	XP_060390551.1	XP_031888344.1
OG0002358	XP_060390552.1	XP_031888343.1
OG0002359	XP_060390553.1	XP_031888342.1
OG0002360	XP_060390554.1	XP_031888341.1
OG0002361	XP_060390555.1	XP_031888345.1
OG0002362	XP_060390556.1	XP_031888315.1
OG0002363	XP_060390562.1	XP_066009980.1
OG0002364	XP_060390565.1	XP_031882864.1
OG0002365	XP_060390566.1	XP_031882865.1
OG0002366	XP_060390567.1	XP_031882901.1
OG0002367	XP_060390568.1	XP_066009875.1
OG0002368	XP_060390569.1	XP_031882907.2
OG0002369	XP_060390571.1	XP_031882910.1
OG0002370	XP_060390572.1	XP_031882908.1
OG0002371	XP_060390573.1	XP_031882903.1
OG0002372	XP_060390574.1	XP_031882902.1
OG0002373	XP_060390575.1	XP_031882905.1
OG0002374	XP_060390576.1	XP_066009836.1
OG0002375	XP_060390579.1	XP_031888501.1
OG0002376	XP_060390580.1	XP_031888500.1
OG0002377	XP_060390581.1	XP_031882728.1
OG0002378	XP_060390582.1	XP_066009834.1
OG0002379	XP_060390584.1	XP_031882730.1
OG0002380	XP_060390592.1	XP_031888301.1
OG0002381	XP_060390593.1	XP_031888302.1
OG0002382	XP_060390595.1	XP_031888505.1
OG0002383	XP_060390596.1	XP_031888502.1
OG0002384	XP_060390599.1	XP_031888509.1
OG0002385	XP_060390600.1	XP_031888506.1
OG0002386	XP_060390601.1	XP_031888507.1
OG0002387	XP_060390603.1	XP_031888306.1
OG0002388	XP_060390607.1	XP_031888304.1
OG0002389	XP_060390609.1	XP_031888303.1
OG0002390	XP_060390611.1	XP_031888482.1
OG0002391	XP_060390612.1	XP_031888481.1
OG0002392	XP_060390613.1	XP_031888480.1
OG0002393	XP_060390615.1	XP_066009873.1
OG0002394	XP_060390616.1	XP_031888478.1
OG0002395	XP_060390617.1	XP_031888487.1
OG0002396	XP_060390618.1	XP_031888486.1
OG0002397	XP_060390619.1	XP_031888295.1
OG0002398	XP_060390620.1	XP_031888296.1
OG0002399	XP_060390622.1	XP_066009659.1
OG0002400	XP_060390623.1	XP_031888266.1
OG0002401	XP_060390625.1	XP_031888273.1
OG0002402	XP_060390626.1	XP_031888274.2
OG0002403	XP_060390630.1	XP_031888268.1
OG0002404	XP_060390631.1	XP_031888267.1
OG0002405	XP_060390634.1	XP_031888270.1
OG0002406	XP_060390635.1	XP_031888269.1
OG0002407	XP_060390636.1	XP_031888468.1
OG0002408	XP_060390638.1	XP_031888477.1
OG0002409	XP_060390640.1	XP_031888475.1
OG0002410	XP_060390641.1	XP_031888472.1
OG0002411	XP_060390642.1	XP_031888473.2
OG0002412	XP_060390645.1	XP_031888471.1
OG0002413	XP_060390646.1	XP_031888252.1
OG0002414	XP_060390647.1	XP_031888251.1
OG0002415	XP_060390649.1	XP_031888256.1
OG0002416	XP_060390650.1	XP_031888255.1
OG0002417	XP_060390651.1	XP_031888254.1
OG0002418	XP_060390652.1	XP_031888253.1
OG0002419	XP_060390654.1	XP_031888260.1
OG0002420	XP_060390655.1	XP_031888259.1
