Orthogroup	Colletotrichum_abscissum	Colletotrichum_truncatum
OG0001847	XP_060389582.1	XP_036588331.1
OG0001848	XP_060389583.1	XP_036588332.1
OG0001849	XP_060389584.1	XP_070062587.1
OG0001850	XP_060389588.1	XP_036588337.2
OG0001851	XP_060389592.1	XP_036588338.1
OG0001852	XP_060389593.1	XP_036588339.2
OG0001853	XP_060389595.1	XP_036588340.1
OG0001854	XP_060389596.1	XP_070062589.1
OG0001855	XP_060389597.1	XP_036588342.1
OG0001856	XP_060389603.1	XP_036588343.1
OG0001857	XP_060389604.1	XP_036588344.1
OG0001858	XP_060389606.1	XP_070061453.1
OG0001859	XP_060389608.1	XP_036588349.1
OG0001860	XP_060389612.1	XP_036588347.1
OG0001861	XP_060389613.1	XP_070062591.1
OG0001862	XP_060389615.1	XP_070062590.1
OG0001864	XP_060389619.1	XP_036588352.2
OG0001865	XP_060389629.1	XP_070062595.1
OG0001866	XP_060389630.1	XP_070062596.1
OG0001867	XP_060389631.1	XP_036588396.1
OG0001868	XP_060389633.1	XP_036588393.1
OG0001869	XP_060389634.1	XP_036588392.1
OG0001870	XP_060389635.1	XP_070062602.1
OG0001871	XP_060389636.1	XP_036588390.1
OG0001872	XP_060389637.1	XP_036588389.1
OG0001873	XP_060389644.1	XP_036588385.2
OG0001874	XP_060389647.1	XP_036588382.1
OG0001875	XP_060389649.1	XP_036588380.1
OG0001876	XP_060389655.1	XP_036588378.1
OG0001877	XP_060389658.1	XP_036588375.1
OG0001878	XP_060389660.1	XP_036588373.1
OG0001879	XP_060389662.1	XP_036588371.1
OG0001880	XP_060389663.1	XP_036588370.1
OG0001881	XP_060389664.1	XP_036588369.1
OG0001882	XP_060389665.1	XP_036588368.1
OG0001883	XP_060389666.1	XP_036588367.1
OG0001884	XP_060389667.1	XP_070062599.1
OG0001885	XP_060389668.1	XP_070062598.1
OG0001886	XP_060389669.1	XP_036588363.1
OG0001887	XP_060389670.1	XP_036588362.1
OG0001888	XP_060389675.1	XP_036588361.1
OG0001889	XP_060389676.1	XP_036588360.2
OG0001890	XP_060389677.1	XP_070062597.1
OG0001891	XP_060389678.1	XP_036588401.1
OG0001892	XP_060389679.1	XP_036588400.1
OG0001894	XP_060389688.1	XP_036588398.1
OG0001895	XP_060389689.1	XP_036588399.1
OG0001896	XP_060389691.1	XP_036588410.1
OG0001897	XP_060389693.1	XP_036588408.2
OG0001898	XP_060389694.1	XP_036588407.1
OG0001899	XP_060389695.1	XP_036588406.1
OG0001900	XP_060389698.1	XP_036588404.1
OG0001901	XP_060389700.1	XP_036588419.1
OG0001902	XP_060389702.1	XP_036588417.1
OG0001903	XP_060389704.1	XP_036588415.1
OG0001904	XP_060389705.1	XP_036588414.1
OG0001905	XP_060389707.1	XP_036588412.1
OG0001906	XP_060389708.1	XP_036588411.1
OG0001907	XP_060389709.1	XP_036588402.1
OG0001908	XP_060389710.1	XP_036588403.1
OG0001909	XP_060389711.1	XP_036588424.2
OG0001910	XP_060389713.1	XP_036588423.1
OG0001911	XP_060389714.1	XP_036588422.1
OG0001912	XP_060389716.1	XP_036588421.1
OG0001913	XP_060389721.1	XP_070062611.1
OG0001914	XP_060389722.1	XP_036588482.1
OG0001915	XP_060389724.1	XP_036588481.1
OG0001916	XP_060389726.1	XP_036588479.1
OG0001917	XP_060389727.1	XP_036588478.1
OG0001918	XP_060389728.1	XP_036588477.1
OG0001919	XP_060389729.1	XP_036588476.1
OG0001920	XP_060389733.1	XP_070062609.1
OG0001921	XP_060389734.1	XP_036588472.1
OG0001922	XP_060389735.1	XP_036588470.2
OG0001923	XP_060389736.1	XP_036588469.1
OG0001924	XP_060389737.1	XP_036588468.1
OG0001925	XP_060389739.1	XP_036588466.1
OG0001926	XP_060389740.1	XP_036588465.1
OG0001927	XP_060389741.1	XP_036588464.1
OG0001928	XP_060389743.1	XP_036588463.2
OG0001929	XP_060389744.1	XP_036588462.1
OG0001930	XP_060389745.1	XP_036588461.1
OG0001931	XP_060389746.1	XP_036588460.1
OG0001932	XP_060389747.1	XP_036588459.1
OG0001933	XP_060389748.1	XP_036588458.1
OG0001934	XP_060389749.1	XP_036588457.1
OG0001935	XP_060389750.1	XP_070062607.1
OG0001936	XP_060389751.1	XP_036588455.1
OG0001937	XP_060389752.1	XP_036588454.1
OG0001938	XP_060389753.1	XP_036588453.2
OG0001939	XP_060389754.1	XP_036588452.1
OG0001940	XP_060389755.1	XP_036588451.1
OG0001941	XP_060389757.1	XP_036588449.1
OG0001942	XP_060389758.1	XP_036588448.1
OG0001943	XP_060389760.1	XP_070062606.1
OG0001944	XP_060389762.1	XP_036588445.1
OG0001945	XP_060389763.1	XP_036588444.1
OG0001946	XP_060389764.1	XP_036588443.1
OG0001947	XP_060389767.1	XP_036588440.1
OG0001948	XP_060389771.1	XP_036588429.1
OG0001949	XP_060389775.1	XP_036588432.1
OG0001950	XP_060389776.1	XP_036588433.1
OG0001951	XP_060389778.1	XP_036588435.1
OG0001952	XP_060389779.1	XP_036588436.1
OG0001953	XP_060389781.1	XP_036588437.2
OG0001954	XP_060389783.1	XP_036588439.1
OG0001955	XP_060389786.1	XP_036588426.1
OG0001956	XP_060389794.1	XP_036588487.2
OG0001957	XP_060389795.1	XP_070062612.1
OG0001958	XP_060389796.1	XP_036588489.1
OG0001959	XP_060389797.1	XP_036588490.1
OG0001960	XP_060389798.1	XP_070062613.1
OG0001961	XP_060389799.1	XP_070062614.1
OG0001962	XP_060389800.1	XP_036588494.2
OG0001963	XP_060389802.1	XP_036588493.1
OG0001964	XP_060389803.1	XP_036588492.1
OG0001965	XP_060389806.1	XP_036588503.2
OG0001966	XP_060389807.1	XP_036588502.1
OG0001967	XP_060389808.1	XP_070062616.1
OG0001968	XP_060389809.1	XP_036577347.1
OG0001969	XP_060389810.1	XP_036588514.1
OG0001970	XP_060389813.1	XP_036588574.2
OG0001971	XP_060389814.1	XP_036588565.1
OG0001972	XP_060389815.1	XP_036581471.1
OG0001973	XP_060389816.1	XP_036581472.1
OG0001974	XP_060389818.1	XP_036588558.1
OG0001975	XP_060389821.1	XP_036588555.2
OG0001976	XP_060389822.1	XP_070062622.1
OG0001977	XP_060389823.1	XP_036588553.1
OG0001978	XP_060389825.1	XP_036588551.1
OG0001979	XP_060389827.1	XP_036588549.1
OG0001980	XP_060389828.1	XP_036588548.1
OG0001981	XP_060389830.1	XP_036588546.1
OG0001982	XP_060389832.1	XP_036588545.1
OG0001983	XP_060389833.1	XP_036588544.1
OG0001984	XP_060389834.1	XP_036588543.1
OG0001985	XP_060389835.1	XP_036588542.2
OG0001986	XP_060389836.1	XP_036588541.1
OG0001987	XP_060389838.1	XP_070062621.1
OG0001988	XP_060389839.1	XP_036588539.1
OG0001989	XP_060389844.1	XP_036588520.1
OG0001990	XP_060389852.1	XP_036588518.1
OG0001991	XP_060389854.1	XP_036588575.1
OG0001992	XP_060389855.1	XP_036588576.1
OG0001993	XP_060389856.1	XP_036588577.1
OG0001994	XP_060389858.1	XP_070062625.1
OG0001995	XP_060389859.1	XP_036588580.1
OG0001996	XP_060389861.1	XP_036588581.1
OG0001997	XP_060389862.1	XP_036588582.1
OG0001998	XP_060389864.1	XP_036588583.1
OG0001999	XP_060389865.1	XP_036588584.1
OG0002000	XP_060389868.1	XP_036588677.1
OG0002001	XP_060389869.1	XP_036588676.1
OG0002002	XP_060389874.1	XP_036588673.1
OG0002003	XP_060389875.1	XP_036588670.1
OG0002004	XP_060389882.1	XP_036588659.1
OG0002005	XP_060389883.1	XP_036588660.1
OG0002006	XP_060389884.1	XP_036588661.1
OG0002007	XP_060389885.1	XP_036588662.1
OG0002008	XP_060389886.1	XP_036588663.2
OG0002009	XP_060389889.1	XP_036588656.1
OG0002010	XP_060389890.1	XP_036588655.1
OG0002011	XP_060389892.1	XP_036588654.1
OG0002012	XP_060389898.1	XP_036588652.1
OG0002013	XP_060389899.1	XP_036588651.1
OG0002014	XP_060389900.1	XP_036588650.1
OG0002015	XP_060389902.1	XP_036588648.1
OG0002016	XP_060389903.1	XP_070062634.1
OG0002017	XP_060389904.1	XP_036588646.1
OG0002018	XP_060389905.1	XP_036588645.1
OG0002019	XP_060389907.1	XP_036588643.1
OG0002020	XP_060389910.1	XP_036588642.1
OG0002021	XP_060389911.1	XP_036588641.1
OG0002022	XP_060389912.1	XP_036588640.1
OG0002023	XP_060389913.1	XP_036582225.1
OG0002024	XP_060389914.1	XP_036588639.1
OG0002025	XP_060389917.1	XP_036588638.1
OG0002026	XP_060389918.1	XP_036588637.1
OG0002027	XP_060389919.1	XP_036588636.2
OG0002028	XP_060389921.1	XP_036588635.1
OG0002029	XP_060389922.1	XP_036588634.1
OG0002030	XP_060389923.1	XP_036588633.1
OG0002031	XP_060389926.1	XP_036588632.1
OG0002032	XP_060393620.1, XP_060389932.1	XP_036579064.1
OG0002033	XP_060389935.1	XP_036588628.1
OG0002034	XP_060389936.1	XP_036588627.1
OG0002035	XP_060389937.1	XP_036588625.1
OG0002036	XP_060389939.1	XP_036588620.1
OG0002037	XP_060389956.1	XP_036588617.1
OG0002038	XP_060389957.1	XP_036588601.1
OG0002039	XP_060389958.1	XP_036588602.2
OG0002040	XP_060389959.1	XP_036588603.1
OG0002041	XP_060389960.1	XP_036588604.1
OG0002042	XP_060389961.1	XP_036588605.1
OG0002043	XP_060389962.1	XP_036588606.1
OG0002044	XP_060389963.1	XP_036588607.1
OG0002045	XP_060389964.1	XP_036588608.1
OG0002046	XP_060389965.1	XP_036588609.1
OG0002047	XP_060389966.1	XP_070062629.1
OG0002048	XP_060389967.1	XP_036588616.1
OG0002049	XP_060389969.1	XP_036588614.1
OG0002050	XP_060389970.1	XP_036588613.1
OG0002051	XP_060389971.1	XP_036588612.1
OG0002052	XP_060389972.1	XP_036588611.1
OG0002053	XP_060389974.1	XP_036588600.1
OG0002054	XP_060389976.1	XP_036588598.1
OG0002055	XP_060389977.1	XP_036588597.2
OG0002056	XP_060389978.1	XP_036588596.1
OG0002057	XP_060389979.1	XP_036588595.1
OG0002058	XP_060389980.1	XP_036588589.1
OG0002059	XP_060389981.1	XP_036588590.1
OG0002060	XP_060389983.1	XP_036588594.1
OG0002062	XP_060389990.1	XP_036588668.1
OG0002063	XP_060389993.1	XP_036577283.1
OG0002064	XP_060390001.1	XP_036589046.1
OG0002065	XP_060390002.1	XP_036589048.1
OG0002066	XP_060390003.1	XP_036589049.1
OG0002067	XP_060390004.1	XP_036589050.1
OG0002068	XP_060390008.1	XP_036589056.1
OG0002069	XP_060390009.1	XP_036589057.1
OG0002070	XP_060390012.1	XP_036589105.1
OG0002071	XP_060390019.1	XP_036589069.1
OG0002072	XP_060390020.1	XP_036589070.1
OG0002073	XP_060390023.1	XP_036584298.1
OG0002074	XP_060390024.1	XP_036584300.1
OG0002075	XP_060390025.1	XP_036584301.1
OG0002076	XP_060390026.1	XP_036584302.1
OG0002077	XP_060390028.1	XP_070061998.1
OG0002078	XP_060390033.1	XP_036585774.1
OG0002079	XP_060390035.1	XP_036585773.1
OG0002080	XP_060390036.1	XP_036585771.2
OG0002081	XP_060390039.1	XP_070061995.1
OG0002082	XP_060390040.1	XP_036585768.1
OG0002083	XP_060390044.1	XP_036577405.1
OG0002084	XP_060390047.1	XP_036587266.1
OG0002085	XP_060390049.1	XP_036587270.1
OG0002086	XP_060390050.1	XP_036587272.1
OG0002087	XP_060390051.1	XP_036587273.2
OG0002088	XP_060390052.1	XP_036587274.2
OG0002089	XP_060390055.1	XP_036587286.1
OG0002090	XP_060390056.1	XP_036587288.1
OG0002091	XP_060390057.1	XP_036587289.2
OG0002092	XP_060390059.1	XP_036587293.2
OG0002093	XP_060390062.1	XP_070060295.1
OG0002094	XP_060390065.1	XP_070060296.1
OG0002095	XP_060390066.1	XP_036584689.1
OG0002096	XP_060390067.1	XP_036584688.1
OG0002097	XP_060390068.1	XP_036584794.1
OG0002098	XP_060390069.1	XP_036584795.1
OG0002099	XP_060390070.1	XP_036584796.2
OG0002100	XP_060390072.1	XP_070060282.1
OG0002101	XP_060390074.1	XP_036584801.1
OG0002102	XP_060390075.1	XP_036584802.1
OG0002103	XP_060390076.1	XP_036584803.1
OG0002104	XP_060390077.1	XP_070060281.1
OG0002105	XP_060390078.1	XP_036584805.1
OG0002106	XP_060390079.1	XP_036584806.2
OG0002107	XP_060390081.1	XP_070060279.1
OG0002108	XP_060390082.1	XP_070060278.1
OG0002109	XP_060390084.1	XP_036584809.1
OG0002110	XP_060390085.1	XP_036579035.1
OG0002111	XP_060390086.1	XP_036579036.1
OG0002112	XP_060390087.1	XP_036579039.1
OG0002113	XP_060390089.1	XP_036579040.1
OG0002114	XP_060390091.1	XP_036579041.1
OG0002115	XP_060390093.1	XP_036579043.1
OG0002116	XP_060390095.1	XP_036579045.1
OG0002117	XP_060390097.1	XP_036579048.1
OG0002118	XP_060390098.1	XP_036579047.1
OG0002119	XP_060390099.1	XP_036579046.2
OG0002120	XP_060390100.1	XP_036579053.1
OG0002121	XP_060390101.1	XP_036579054.1
OG0002122	XP_060390102.1	XP_036579057.1
OG0002123	XP_060390104.1	XP_036574280.1
OG0002124	XP_060390112.1	XP_036583368.1
OG0002125	XP_060390113.1	XP_036583369.2
OG0002126	XP_060390118.1	XP_036583374.1
OG0002127	XP_060390120.1	XP_036583375.1
OG0002128	XP_060390123.1	XP_036583376.1
OG0002129	XP_060390124.1	XP_036583377.1
OG0002130	XP_060390125.1	XP_036583378.1
OG0002131	XP_060390126.1	XP_070061227.1
OG0002132	XP_060390127.1	XP_036583381.2
OG0002133	XP_060390131.1	XP_036583383.1
OG0002134	XP_060390133.1	XP_036583384.1
OG0002135	XP_060390134.1	XP_036583385.1
OG0002138	XP_060390142.1	XP_036576168.1
OG0002139	XP_060390143.1	XP_036576169.1
OG0002140	XP_060390144.1	XP_036576170.1
OG0002141	XP_060390145.1	XP_036576171.1
OG0002142	XP_060390146.1	XP_036576172.1
OG0002143	XP_060390147.1	XP_036576173.1
OG0002144	XP_060390149.1	XP_036576176.1
OG0002145	XP_060390152.1	XP_036574852.1
OG0002146	XP_060390161.1	XP_036586192.1
OG0002147	XP_060390162.1	XP_036586193.1
OG0002148	XP_060390163.1	XP_036586190.1
OG0002149	XP_060390164.1	XP_070061349.1, XP_036576459.1
OG0002150	XP_060390166.1	XP_036586197.2
OG0002151	XP_060390169.1	XP_036586200.1
OG0002152	XP_060390174.1	XP_036586202.1
OG0002153	XP_060390177.1	XP_070060790.1
OG0002154	XP_060390178.1	XP_036586205.1
OG0002155	XP_060390179.1	XP_036586206.1
OG0002156	XP_060390180.1	XP_070060788.1
OG0002157	XP_060390183.1, XP_060403615.1	XP_036585714.1
OG0002158	XP_060390185.1	XP_036585712.2
OG0002159	XP_060390186.1	XP_036585711.1
OG0002160	XP_060390187.1	XP_036585710.1
OG0002161	XP_060390188.1	XP_036585709.1
OG0002162	XP_060390190.1	XP_036585707.1
OG0002163	XP_060390192.1	XP_036585703.1
OG0002164	XP_060390194.1	XP_036585701.1
OG0002165	XP_060390197.1	XP_036585700.1
OG0002166	XP_060390198.1	XP_036585699.1
OG0002167	XP_060390199.1	XP_036585698.1
OG0002168	XP_060390200.1	XP_036585697.2
OG0002169	XP_060390201.1	XP_036585696.1
OG0002170	XP_060390202.1	XP_036585695.1
OG0002171	XP_060390204.1	XP_070061669.1
OG0002172	XP_060390205.1	XP_036585600.1
OG0002173	XP_060390207.1	XP_036585602.2
OG0002174	XP_060390208.1	XP_036585603.1
OG0002175	XP_060390209.1	XP_036585604.1
OG0002176	XP_060390210.1	XP_036585605.1
OG0002177	XP_060390211.1	XP_036585606.1
OG0002178	XP_060390215.1	XP_036585608.1
OG0002179	XP_060390216.1	XP_036585609.1
OG0002180	XP_060390217.1	XP_036585610.2
OG0002181	XP_060390218.1	XP_036585611.1
OG0002182	XP_060390219.1	XP_036585612.1
OG0002184	XP_060390230.1	XP_036577120.1
OG0002185	XP_060390234.1	XP_036577115.1
OG0002186	XP_060390236.1	XP_036577113.2
OG0002187	XP_060390237.1	XP_036577112.1
OG0002188	XP_060390239.1	XP_036577110.1
OG0002189	XP_060390241.1	XP_036577108.1
OG0002190	XP_060390242.1	XP_036577105.1
OG0002191	XP_060390243.1	XP_036577106.1
OG0002192	XP_060390244.1	XP_036577107.2
OG0002193	XP_060390245.1	XP_036577104.1
OG0002194	XP_060390246.1	XP_036577103.2
OG0002196	XP_060390249.1	XP_036577094.1
OG0002197	XP_060390256.1	XP_036585341.1
OG0002198	XP_060390257.1	XP_036585340.1
OG0002199	XP_060390258.1	XP_070061742.1
OG0002200	XP_060390259.1	XP_036585338.2
OG0002201	XP_060390261.1	XP_036585336.1
OG0002202	XP_060390263.1	XP_036585334.2
OG0002203	XP_060390265.1	XP_036585332.1
OG0002204	XP_060390266.1	XP_036585331.1
OG0002205	XP_060390271.1	XP_036585350.1
OG0002206	XP_060390273.1	XP_036585352.1
OG0002207	XP_060390274.1	XP_036585353.1
OG0002208	XP_060390275.1	XP_036585280.2
OG0002209	XP_060390276.1	XP_036585281.1
OG0002210	XP_060390277.1	XP_036585282.1
OG0002211	XP_060390281.1	XP_036585278.1
OG0002212	XP_060390283.1	XP_036585277.1
OG0002213	XP_060390284.1	XP_036585275.1
OG0002214	XP_060390285.1	XP_036585276.1
OG0002215	XP_060390286.1	XP_036585256.1
OG0002216	XP_060390287.1	XP_036585257.1
OG0002217	XP_060390288.1	XP_036585258.1
OG0002218	XP_060390290.1	XP_036585260.1
OG0002219	XP_060390292.1	XP_036585261.1
OG0002220	XP_060390293.1	XP_036585262.1
OG0002221	XP_060390296.1	XP_036585263.1
OG0002222	XP_060390297.1	XP_036585264.1
OG0002223	XP_060390298.1	XP_036585265.1
OG0002224	XP_060390299.1	XP_036585266.1
OG0002225	XP_060390300.1	XP_036585267.2
OG0002226	XP_060390301.1	XP_036585268.1
OG0002227	XP_060390302.1	XP_036585269.1
OG0002228	XP_060390303.1	XP_036585270.1
OG0002229	XP_060390304.1	XP_036585271.1
OG0002230	XP_060390305.1	XP_036585272.1
OG0002231	XP_060390306.1	XP_036585273.1
OG0002232	XP_060390307.1	XP_036585274.1
OG0002233	XP_060390311.1	XP_036581669.1
OG0002234	XP_060390321.1	XP_036585255.1
OG0002235	XP_060390322.1	XP_036585254.1
OG0002236	XP_060390323.1	XP_036585253.1
OG0002237	XP_060390324.1	XP_036585252.1
OG0002238	XP_060390327.1	XP_036585251.1
OG0002239	XP_060390328.1	XP_036585250.1
OG0002240	XP_060390331.1	XP_036585248.1
OG0002241	XP_060390332.1	XP_036585247.1
OG0002242	XP_060390333.1	XP_036585246.1
OG0002243	XP_060390334.1	XP_070061735.1
OG0002244	XP_060390337.1	XP_070061733.1
OG0002245	XP_060390338.1	XP_036585242.1
OG0002246	XP_060390339.1	XP_036585241.1
OG0002247	XP_060390340.1	XP_036585239.1
OG0002248	XP_060390341.1	XP_036585237.2
OG0002249	XP_060390343.1	XP_036585235.1
OG0002250	XP_060390345.1	XP_036585232.1
OG0002251	XP_060390347.1	XP_036585231.1
OG0002252	XP_060390348.1	XP_036585230.1
OG0002253	XP_060390349.1	XP_036585229.1
OG0002254	XP_060390350.1	XP_036585224.1
OG0002255	XP_060390358.1	XP_036585223.1
OG0002256	XP_060390361.1	XP_036585211.1
OG0002257	XP_060390363.1	XP_036587751.1
OG0002258	XP_060390365.1	XP_036585222.1
OG0002259	XP_060390366.1	XP_036585221.1
OG0002260	XP_060390367.1	XP_036585220.2
OG0002261	XP_060390371.1	XP_036585217.1
OG0002262	XP_060390372.1	XP_036585210.1
OG0002263	XP_060390373.1	XP_036585209.1
OG0002264	XP_060390382.1	XP_036585190.1
OG0002265	XP_060390385.1	XP_036585195.1
OG0002266	XP_060390388.1	XP_036585196.1
OG0002267	XP_060390389.1	XP_036585197.1
OG0002268	XP_060390391.1	XP_036585198.1
OG0002269	XP_060390392.1	XP_036585199.1
OG0002270	XP_060390393.1	XP_036585201.1
OG0002271	XP_060390398.1	XP_036585179.2
OG0002272	XP_060390400.1	XP_036585181.2
OG0002273	XP_060390401.1	XP_070061726.1
OG0002274	XP_060390402.1	XP_036585182.2
OG0002275	XP_060390404.1	XP_036585172.1
OG0002276	XP_060390405.1	XP_036585174.1
OG0002277	XP_060390406.1	XP_036585175.1
OG0002278	XP_060390408.1	XP_070061725.1
OG0002279	XP_060390410.1	XP_036585178.1
OG0002280	XP_060390411.1	XP_036585164.1
OG0002281	XP_060390423.1	XP_036580703.1
OG0002282	XP_060390424.1	XP_036580704.1
OG0002283	XP_060390427.1	XP_036580710.1
OG0002284	XP_060390429.1	XP_036580711.1
OG0002285	XP_060390431.1	XP_036580712.1
OG0002286	XP_060390437.1, XP_060399048.1	XP_036580724.1
OG0002287	XP_060390442.1	XP_036577701.1
OG0002288	XP_060390446.1	XP_036576667.1
OG0002289	XP_060390448.1	XP_036580699.2
OG0002290	XP_060390449.1	XP_036580693.1
OG0002291	XP_060390450.1	XP_036580694.1
OG0002292	XP_060390451.1	XP_036580695.2
OG0002293	XP_060390454.1	XP_036580696.1
OG0002294	XP_060390455.1	XP_036580697.1
OG0002295	XP_060390456.1	XP_036580698.1
OG0002296	XP_060390461.1	XP_036580672.1
OG0002297	XP_060390462.1	XP_036580673.1
OG0002298	XP_060390463.1	XP_036580674.1
OG0002299	XP_060390464.1	XP_036580675.1
OG0002300	XP_060390465.1	XP_036580676.1
OG0002301	XP_060390466.1	XP_036580677.1
OG0002302	XP_060390467.1	XP_036580678.1
OG0002303	XP_060390468.1	XP_036580679.1
OG0002304	XP_060390470.1	XP_036580681.1
OG0002305	XP_060390472.1	XP_070061706.1
OG0002306	XP_060390474.1	XP_070061701.1
OG0002307	XP_060390475.1	XP_070061702.1
OG0002308	XP_060390476.1	XP_036580685.1
OG0002309	XP_060390477.1	XP_036580686.1
OG0002310	XP_060390478.1	XP_070061703.1
OG0002311	XP_060390479.1	XP_036580688.1
OG0002312	XP_060390482.1	XP_036580692.1
OG0002313	XP_060390485.1	XP_036580642.1
OG0002314	XP_060390486.1	XP_036580643.1
OG0002315	XP_060390487.1	XP_070061694.1
OG0002316	XP_060390489.1	XP_036580646.1
OG0002317	XP_060390491.1	XP_036580650.1
OG0002318	XP_060390492.1	XP_036580651.1
OG0002319	XP_060390493.1	XP_036580652.1
OG0002320	XP_060390494.1	XP_036580653.1
OG0002321	XP_060390495.1	XP_036580593.1
OG0002322	XP_060390496.1	XP_036580592.1
OG0002323	XP_060390497.1	XP_036580591.1
OG0002324	XP_060390499.1	XP_036580637.1
OG0002325	XP_060390500.1	XP_036580636.1
OG0002326	XP_060390502.1	XP_070061693.1
OG0002327	XP_060390503.1	XP_036580614.1
OG0002328	XP_060390504.1	XP_036580615.1
OG0002329	XP_060390505.1	XP_070061690.1
OG0002330	XP_060390507.1	XP_036580617.1
OG0002331	XP_060390508.1	XP_036580618.2
OG0002332	XP_060390509.1	XP_036580620.1
OG0002333	XP_060390511.1, XP_060390510.1	XP_070061691.1
OG0002334	XP_060390514.1	XP_036580622.2
OG0002335	XP_060390515.1	XP_070061692.1
OG0002336	XP_060390516.1	XP_036580624.1
OG0002337	XP_060390518.1	XP_036580626.1
OG0002338	XP_060390519.1	XP_036580627.1
OG0002339	XP_060390522.1	XP_036580628.1
OG0002340	XP_060390523.1	XP_036580630.1
OG0002341	XP_060390524.1	XP_036580631.1
OG0002342	XP_060390525.1	XP_036580632.1
OG0002343	XP_060390526.1	XP_036580633.2
OG0002344	XP_060390528.1	XP_036580635.1
OG0002345	XP_060390535.1	XP_036580594.1
OG0002346	XP_060390536.1	XP_036580595.1
OG0002347	XP_060390537.1	XP_036580596.1
OG0002348	XP_060390538.1	XP_036580597.1
OG0002349	XP_060390539.1	XP_036580598.2
OG0002350	XP_060390540.1	XP_070061688.1
OG0002351	XP_060390541.1	XP_036580600.1
OG0002352	XP_060390544.1	XP_036580602.1
OG0002353	XP_060390545.1	XP_036580603.1
OG0002354	XP_060390546.1	XP_036580604.1
OG0002355	XP_060390547.1	XP_036580605.1
OG0002356	XP_060390548.1	XP_036580606.1
OG0002357	XP_060390551.1	XP_070061689.1
OG0002358	XP_060390552.1	XP_036580610.1
OG0002359	XP_060390553.1	XP_036580611.1
OG0002360	XP_060390554.1	XP_036580612.1
OG0002361	XP_060390555.1	XP_036580613.1
OG0002362	XP_060390556.1	XP_036580587.1
OG0002363	XP_060390562.1	XP_036580590.1
OG0002364	XP_060390565.1	XP_036580639.1
OG0002365	XP_060390566.1	XP_036580640.1
