Orthogroup	Colletotrichum_truncatum	Colletotrichum_karsti
OG0002464	XP_036588279.1	XP_038751404.1
OG0002465	XP_036588280.1	XP_038751405.1
OG0002466	XP_036588281.2	XP_038751406.1
OG0002467	XP_036588290.1	XP_038751415.1
OG0002468	XP_070062577.1	XP_038751414.1
OG0002469	XP_070062576.1	XP_038751411.1
OG0002470	XP_036588285.1	XP_038751410.1
OG0002471	XP_036588284.1	XP_038751409.1
OG0002472	XP_036588283.2	XP_038751408.1
OG0002473	XP_036588282.1	XP_038751407.1
OG0002475	XP_036588293.1	XP_038751375.1
OG0002476	XP_036588294.1	XP_038751374.1
OG0002477	XP_036588295.1	XP_038751373.1
OG0002478	XP_070062580.1	XP_038751372.1
OG0002479	XP_036586066.1	XP_038747083.1
OG0002480	XP_036586067.1	XP_038747082.1
OG0002481	XP_036586068.1	XP_038747081.1
OG0002482	XP_036586069.1	XP_038747080.1
OG0002483	XP_036586070.1	XP_038747079.1
OG0002484	XP_036586071.1	XP_038747078.1
OG0002485	XP_070062037.1	XP_038747101.1
OG0002486	XP_036586047.1	XP_038747100.1
OG0002487	XP_036586048.1	XP_038747099.1
OG0002488	XP_036586049.1	XP_038747098.1
OG0002489	XP_036586051.1	XP_038747096.1
OG0002490	XP_036586050.1	XP_038747097.1
OG0002491	XP_036586043.1	XP_038747104.1
OG0002492	XP_036586042.1	XP_038747105.1
OG0002493	XP_070062036.1	XP_038747106.1
OG0002494	XP_036586039.1	XP_038747107.1
OG0002495	XP_036586038.1	XP_038747108.1
OG0002496	XP_036586037.1	XP_038747109.1
OG0002497	XP_036586036.1	XP_038747110.1
OG0002498	XP_036586035.1	XP_038747111.1
OG0002499	XP_036586034.1	XP_038747112.1
OG0002500	XP_036586033.1	XP_038747113.1
OG0002501	XP_036586031.1	XP_038747117.1
OG0002502	XP_070062035.1	XP_038747118.1
OG0002503	XP_036586029.1	XP_038747119.1
OG0002504	XP_036578622.1	XP_038742050.1
OG0002505	XP_036578621.1	XP_038742049.1
OG0002506	XP_036578620.1	XP_038742048.1
OG0002507	XP_036578618.1	XP_038742046.1
OG0002508	XP_036578617.1	XP_038742045.1
OG0002509	XP_036578615.1	XP_038742043.1
OG0002510	XP_036578612.1	XP_038742040.1
OG0002511	XP_036578610.1	XP_038742039.1
OG0002512	XP_036578609.2	XP_038742038.1
OG0002513	XP_036578608.2	XP_038742037.1
OG0002514	XP_036578606.1	XP_038742036.1
OG0002515	XP_036578604.1	XP_038742035.1
OG0002516	XP_036578603.1	XP_038742034.1
OG0002517	XP_070061072.1	XP_038740486.1, XP_038742033.1
OG0002518	XP_036578601.1	XP_038742032.1
OG0002519	XP_036578600.1	XP_038742031.1
OG0002520	XP_036578598.1	XP_038742029.1
OG0002521	XP_036578597.1	XP_038742027.1
OG0002522	XP_036578596.2	XP_038742026.1
OG0002523	XP_036578595.1	XP_038742025.1
OG0002524	XP_036578594.1	XP_038742024.1
OG0002525	XP_036578593.1	XP_038742023.1
OG0002526	XP_036578592.1	XP_038742022.1
OG0002527	XP_036578591.2	XP_038742021.1
OG0002528	XP_036578589.1	XP_038742020.1
OG0002529	XP_036586736.1	XP_038742122.1
OG0002530	XP_036586737.1	XP_038742125.1
OG0002531	XP_036586738.1	XP_038742126.1
OG0002532	XP_036586729.1	XP_038742119.1
OG0002533	XP_036586727.1	XP_038742118.1
OG0002534	XP_036586726.1	XP_038742117.1
OG0002535	XP_036586724.1	XP_038742115.1
OG0002536	XP_036586723.1	XP_038742114.1
OG0002537	XP_036586722.1	XP_038742113.1
OG0002538	XP_036586721.1	XP_038742112.1
OG0002539	XP_036586720.1	XP_038742111.1
OG0002540	XP_036586719.1	XP_038742110.1
OG0002541	XP_036586718.1	XP_038742109.1
OG0002542	XP_036586717.1	XP_038742108.1
OG0002543	XP_036586716.1	XP_038742105.1
OG0002544	XP_036586715.1	XP_038742104.1
OG0002545	XP_036586714.1	XP_038742103.1
OG0002546	XP_036586712.1	XP_038742101.1
OG0002547	XP_036586710.1	XP_038742099.1
OG0002548	XP_036586709.1	XP_038742098.1
OG0002549	XP_036586708.1	XP_038742097.1
OG0002550	XP_036586706.1	XP_038742096.1
OG0002551	XP_036575193.1	XP_038744659.1
OG0002552	XP_070061323.1	XP_038744660.1
OG0002553	XP_036575190.1	XP_038744663.1
OG0002554	XP_070061321.1	XP_038744664.1
OG0002555	XP_036575187.1	XP_038744665.1
OG0002556	XP_036575186.1	XP_038744666.1
OG0002557	XP_036575185.1	XP_038744667.1
OG0002558	XP_036575184.1	XP_038744668.1
OG0002559	XP_036575183.1	XP_038744669.1
OG0002560	XP_036575281.1	XP_038744670.1
OG0002561	XP_070061315.1	XP_038744686.1
OG0002562	XP_036575268.1	XP_038744685.1
OG0002563	XP_036575270.1	XP_038744683.1
OG0002564	XP_036575272.1	XP_038744681.1
OG0002565	XP_036575273.1	XP_038744680.1
OG0002566	XP_036575274.1	XP_038744679.1
OG0002567	XP_036575263.1	XP_038744689.1
OG0002568	XP_036575260.1	XP_038744691.1
OG0002570	XP_036584810.1	XP_038741127.1
OG0002571	XP_036584811.1	XP_038741126.1
OG0002572	XP_036584812.1	XP_038741125.1
OG0002573	XP_036584813.1	XP_038741124.1
OG0002574	XP_036584814.1	XP_038741123.1
OG0002575	XP_036584816.1	XP_038741122.1
OG0002576	XP_036584818.2	XP_038741121.1
OG0002577	XP_036584820.1	XP_038741119.1
OG0002578	XP_036584821.1	XP_038741118.1
OG0002579	XP_036584775.1	XP_038741158.1
OG0002580	XP_036584783.1	XP_038741152.1
OG0002581	XP_036584781.1	XP_038741153.1
OG0002582	XP_036584780.2	XP_038741154.1
OG0002583	XP_036584779.1	XP_038741155.1
OG0002584	XP_036584778.1	XP_038741156.1
OG0002585	XP_036584784.1	XP_038741151.1
OG0002586	XP_036584774.1	XP_038741159.1
OG0002587	XP_036584773.1	XP_038741160.1
OG0002588	XP_036584771.1	XP_038741162.1
OG0002589	XP_036584770.1	XP_038741163.1
OG0002590	XP_036584768.1	XP_038741165.1
OG0002591	XP_036584767.1	XP_038741166.1
OG0002592	XP_070060283.1	XP_038741168.1
OG0002594	XP_070060829.1	XP_038747596.1
OG0002595	XP_036587968.2	XP_038747597.1
OG0002596	XP_036587969.2	XP_038747598.1
OG0002597	XP_036587970.1	XP_038747599.1
OG0002598	XP_036587971.1	XP_038747600.1
OG0002599	XP_036587979.1	XP_038747608.1
OG0002600	XP_070060832.1	XP_038747607.1
OG0002601	XP_070060831.1	XP_038747606.1
OG0002602	XP_036587976.2	XP_038747605.1
OG0002603	XP_036588046.2	XP_038747731.1
OG0002604	XP_036588044.1	XP_038747733.1
OG0002605	XP_036588043.2	XP_038747734.1
OG0002606	XP_036588053.1	XP_038747730.1
OG0002607	XP_036587983.1	XP_038747725.1
OG0002608	XP_036589071.1	XP_038748939.1
OG0002609	XP_036589072.1	XP_038748940.1
OG0002610	XP_036589073.1	XP_038748941.1
OG0002611	XP_036589074.1	XP_038748942.1
OG0002612	XP_036589075.1	XP_038748943.1
OG0002613	XP_036589076.1	XP_038748944.1
OG0002614	XP_036589077.1	XP_038748945.1
OG0002615	XP_036589106.2	XP_038748946.1
OG0002616	XP_036589102.1	XP_038748951.1
OG0002617	XP_036589079.1	XP_038748959.1
OG0002618	XP_036589078.1	XP_038748960.1
OG0002619	XP_036589108.1	XP_038748961.1
OG0002620	XP_070061386.1	XP_038748962.1
OG0002621	XP_036579679.1	XP_038740901.1
OG0002622	XP_036579677.1	XP_038740904.1
OG0002623	XP_036579676.1	XP_038740905.1
OG0002624	XP_036589123.1	XP_038748978.1
OG0002625	XP_036589122.1	XP_038748977.1
OG0002626	XP_036589121.1	XP_038748976.1
OG0002627	XP_036589120.1	XP_038748975.1
OG0002628	XP_036589119.1	XP_038748974.1
OG0002629	XP_036589118.1	XP_038748973.1
OG0002630	XP_036589116.1	XP_038748971.1
OG0002631	XP_036589115.1	XP_038748970.1
OG0002632	XP_036589127.1	XP_038748979.1
OG0002633	XP_036589128.1	XP_038748980.1
OG0002634	XP_036589129.1	XP_038748981.1
OG0002635	XP_070061381.1	XP_038749009.1
OG0002636	XP_036589144.1	XP_038751220.1, XP_038749008.1
OG0002637	XP_036589143.1	XP_038749006.1
OG0002638	XP_036589142.1	XP_038749005.1
OG0002639	XP_036589141.1	XP_038749004.1
OG0002640	XP_036589140.1	XP_038749003.1
OG0002641	XP_036589133.1	XP_038748986.1
OG0002642	XP_070061382.1	XP_038748985.1
OG0002643	XP_070060236.1	XP_038749129.1
OG0002645	XP_036590009.1	XP_038744842.1
OG0002646	XP_036578714.1	XP_038747507.1
OG0002647	XP_036578722.1	XP_038747515.1
OG0002648	XP_036578723.1	XP_038747516.1
OG0002649	XP_070060244.1	XP_038747517.1
OG0002650	XP_070060246.1	XP_038747520.1
OG0002651	XP_036578728.1	XP_038747521.1
OG0002652	XP_036578729.1	XP_038747522.1
OG0002653	XP_036578730.1	XP_038747523.1
OG0002654	XP_036578731.1	XP_038747524.1
OG0002655	XP_036578732.1	XP_038747525.1
OG0002656	XP_070060248.1	XP_038747526.1
OG0002657	XP_036578736.1	XP_038747527.1
OG0002658	XP_036578737.1	XP_038747528.1
OG0002659	XP_036578738.1	XP_038747529.1
OG0002660	XP_036578739.1	XP_038747530.1
OG0002661	XP_036578740.1	XP_038747531.1
OG0002662	XP_036578742.1	XP_038747532.1
OG0002663	XP_036578743.1	XP_038747533.1
OG0002664	XP_036578745.2	XP_038747534.1
OG0002665	XP_036578746.1	XP_038747535.1
OG0002666	XP_036578747.1	XP_038747536.1
OG0002667	XP_036578749.1	XP_038747538.1
OG0002668	XP_036578750.1	XP_038747539.1
OG0002669	XP_036578753.1	XP_038747541.1
OG0002670	XP_036578754.1	XP_038747542.1
OG0002671	XP_070060251.1	XP_038747543.1
OG0002672	XP_036578756.1	XP_038747544.1
OG0002673	XP_036578757.1	XP_038747545.1
OG0002674	XP_036574159.2	XP_038747554.1
OG0002675	XP_036574162.2	XP_038747553.1
OG0002676	XP_036578760.1	XP_038747546.1
OG0002677	XP_036582911.1	XP_038750695.1
OG0002678	XP_036582910.1	XP_038750696.1
OG0002679	XP_036582907.1	XP_038750687.1
OG0002680	XP_036582906.1	XP_038750686.1
OG0002681	XP_036582905.1	XP_038750685.1
OG0002682	XP_036582871.1	XP_038750683.1
OG0002683	XP_036582872.1	XP_038750682.1
OG0002684	XP_036582874.1	XP_038750680.1
OG0002685	XP_036582875.1	XP_038750679.1
OG0002686	XP_036582878.1	XP_038750677.1
OG0002687	XP_036582879.1	XP_038750676.1
OG0002688	XP_036582880.1	XP_038750675.1
OG0002689	XP_036582881.1	XP_038750674.1
OG0002690	XP_036582882.2	XP_038750673.1
OG0002691	XP_036582884.1	XP_038750671.1
OG0002692	XP_070062521.1	XP_038750670.1
OG0002693	XP_036582886.1	XP_038750669.1
OG0002694	XP_036582888.1	XP_038750667.1
OG0002695	XP_036582889.2	XP_038750666.1
OG0002696	XP_036582890.1	XP_038750665.1
OG0002697	XP_036582891.1	XP_038750664.1
OG0002698	XP_036582892.1	XP_038750663.1
OG0002699	XP_036582893.1	XP_038750662.1
OG0002700	XP_036582894.1	XP_038750661.1
OG0002701	XP_036582895.1	XP_038750660.1
OG0002702	XP_036582896.1	XP_038750659.1
OG0002703	XP_036582899.2	XP_038750656.1
OG0002704	XP_036582900.1	XP_038750655.1
OG0002705	XP_036582902.1	XP_038750654.1
OG0002706	XP_070062523.1	XP_038750653.1
OG0002707	XP_070062524.1	XP_038750652.1
OG0002708	XP_036574898.1	XP_038744518.1
OG0002709	XP_070060600.1	XP_038738999.1
OG0002710	XP_036583163.1	XP_038739000.1
OG0002711	XP_070060601.1	XP_038739001.1
OG0002712	XP_036583161.1	XP_038739003.1
OG0002713	XP_036583160.1	XP_038739004.1
OG0002714	XP_036583159.1	XP_038739005.1
OG0002715	XP_036583158.1	XP_038739006.1
OG0002716	XP_036583157.1	XP_038739007.1
OG0002717	XP_036583155.1	XP_038739009.1
OG0002718	XP_036583154.1	XP_038739010.1
OG0002719	XP_036583152.1	XP_038739012.1
OG0002720	XP_036583151.1	XP_038739013.1
OG0002721	XP_036583150.1	XP_038739014.1
OG0002722	XP_036583149.1	XP_038739015.1
OG0002723	XP_036583146.1	XP_038739018.1
OG0002724	XP_036583144.1	XP_038739024.1
OG0002725	XP_036583143.1	XP_038739023.1
OG0002726	XP_036583142.2	XP_038739022.1
OG0002727	XP_036583141.1	XP_038739021.1
OG0002728	XP_070060605.1	XP_038739020.1
OG0002729	XP_036584529.1	XP_038739019.1
OG0002730	XP_036583126.1	XP_038739035.1
OG0002731	XP_036583125.1	XP_038739034.1
OG0002732	XP_036583124.1	XP_038739033.1
OG0002733	XP_070060607.1	XP_038739031.1
OG0002734	XP_036583119.1	XP_038739030.1
OG0002735	XP_036581348.1	XP_038742697.1
OG0002736	XP_036581349.1	XP_038742696.1
OG0002737	XP_036581350.1	XP_038742695.1
OG0002738	XP_036581362.1	XP_038742712.1
OG0002739	XP_036581361.1	XP_038742711.1
OG0002740	XP_036581360.1	XP_038742710.1
OG0002741	XP_036581353.1	XP_038742701.1
OG0002742	XP_070060616.1	XP_038742700.1
OG0002743	XP_036581355.1	XP_038742699.1
OG0002744	XP_036583114.1	XP_038739044.1
OG0002745	XP_036583115.1	XP_038739045.1
OG0002746	XP_036583116.2	XP_038739046.1
OG0002747	XP_036581342.2	XP_038742693.1
OG0002748	XP_070060619.1	XP_038742691.1
OG0002749	XP_036581335.1	XP_038742687.1
OG0002750	XP_036587775.1	XP_038739697.1
OG0002751	XP_036581310.1	XP_038742688.1
OG0002752	XP_036581308.1	XP_038742684.1
OG0002753	XP_036581307.1	XP_038742683.1
OG0002754	XP_036581306.1	XP_038742682.1
OG0002755	XP_036581305.1	XP_038742681.1
OG0002756	XP_036581303.1	XP_038742679.1
OG0002757	XP_036581302.1	XP_038742678.1
OG0002758	XP_070060623.1	XP_038742672.1
OG0002759	XP_036581300.1	XP_038742673.1
OG0002760	XP_036581298.1	XP_038742674.1
OG0002761	XP_036581291.1	XP_038742666.1
OG0002762	XP_036581292.1	XP_038742665.1
OG0002763	XP_036581293.1	XP_038742664.1
OG0002764	XP_036581294.1	XP_038742663.1
OG0002765	XP_036581295.1	XP_038742662.1
OG0002766	XP_036581296.1	XP_038742661.1
OG0002767	XP_036581289.1	XP_038742659.1
OG0002768	XP_036581071.1	XP_038744032.1
OG0002769	XP_036581075.1	XP_038744035.1
OG0002770	XP_036581073.1	XP_038744033.1
OG0002771	XP_036581074.1	XP_038744034.1
OG0002772	XP_036581083.1	XP_038740582.1
OG0002773	XP_036574336.1	XP_038741906.1
OG0002777	XP_036581087.1	XP_038740585.1
OG0002778	XP_036581106.1	XP_038740606.1
OG0002780	XP_070061925.1	XP_038740590.1
OG0002781	XP_036581041.1	XP_038744000.1
OG0002782	XP_036581100.1	XP_038740593.1
OG0002783	XP_036581098.1	XP_038740595.1
OG0002784	XP_036581092.1	XP_038740601.1
OG0002785	XP_036589638.1	XP_038750277.1
OG0002786	XP_036581714.1	XP_038748353.1
OG0002787	XP_036580056.1	XP_038748157.1
OG0002789	XP_036575611.1	XP_038740610.1
OG0002790	XP_036575609.1	XP_038740612.1
OG0002791	XP_036575594.1	XP_038740625.1
OG0002792	XP_036575595.1	XP_038740624.1
OG0002793	XP_036575596.1	XP_038740623.1
OG0002794	XP_036575597.1	XP_038740622.1
OG0002795	XP_036575598.1	XP_038740621.1
OG0002796	XP_036575599.1	XP_038740620.1
OG0002797	XP_036575604.1	XP_038740615.1
OG0002798	XP_036577012.1	XP_038740636.1
OG0002799	XP_036577013.1	XP_038740630.1
OG0002800	XP_036577014.1	XP_038740629.1
OG0002801	XP_036580066.1	XP_038748149.1
OG0002802	XP_036580065.1	XP_038748148.1
OG0002803	XP_036580064.1	XP_038748147.1
OG0002804	XP_036580063.1	XP_038748146.1
OG0002805	XP_036583117.1, XP_036586851.1	XP_038742476.1
OG0002806	XP_036580086.1	XP_038748132.1
OG0002807	XP_036580084.1	XP_038748133.1
OG0002808	XP_036580073.2	XP_038748138.1
OG0002809	XP_036580075.1	XP_038748140.1
OG0002810	XP_036580076.1	XP_038748141.1
OG0002811	XP_036580077.1	XP_038748142.1
OG0002812	XP_070060408.1	XP_038748284.1
OG0002814	XP_070061056.1	XP_038741927.1
OG0002815	XP_036579921.1	XP_038748300.1
OG0002816	XP_036579925.1	XP_038748296.1
OG0002817	XP_070062095.1	XP_038748291.1
OG0002818	XP_036580072.1	XP_038748137.1
OG0002819	XP_036580071.1	XP_038748136.1
OG0002820	XP_036579917.1	XP_038748306.1
OG0002821	XP_036579918.1	XP_038748305.1
OG0002822	XP_036579915.1	XP_038748308.1
OG0002823	XP_036579914.1	XP_038748309.1
OG0002825	XP_036579913.2	XP_038740478.1, XP_038740477.1
OG0002826	XP_036579910.1	XP_038748314.1
OG0002827	XP_070062094.1	XP_038748315.1
OG0002828	XP_036579907.1	XP_038748316.1
OG0002829	XP_036579903.1	XP_038748320.1
OG0002830	XP_036577008.2	XP_038740637.1
OG0002831	XP_036577009.1	XP_038740633.1
OG0002832	XP_036577005.1	XP_038740640.1
OG0002833	XP_036577003.1	XP_038740642.1
OG0002834	XP_036577002.1	XP_038740643.1
OG0002835	XP_036577000.1	XP_038740646.1
OG0002836	XP_036576999.1	XP_038740647.1
OG0002837	XP_070062132.1	XP_038740650.1
OG0002838	XP_036576996.1	XP_038740651.1
OG0002839	XP_036576991.1	XP_038740652.1
OG0002841	XP_036576978.1	XP_038740655.1
OG0002842	XP_036576977.1	XP_038740656.1
OG0002843	XP_036576976.1	XP_038740657.1
OG0002844	XP_036576975.1	XP_038740658.1
OG0002845	XP_036576973.1	XP_038740660.1
OG0002846	XP_036576970.1	XP_038740663.1
OG0002847	XP_036576969.1	XP_038740664.1
OG0002848	XP_036576922.1	XP_038748116.1
OG0002849	XP_036576921.2	XP_038748117.1
OG0002850	XP_036576920.1	XP_038748118.1
OG0002851	XP_036576919.1	XP_038748119.1
OG0002852	XP_070062114.1	XP_038748120.1
OG0002853	XP_070062112.1	XP_038748122.1
OG0002854	XP_036580096.1	XP_038748123.1
OG0002855	XP_036576935.1	XP_038740693.1
OG0002856	XP_036576931.1	XP_038740694.1
OG0002857	XP_036576930.1	XP_038740695.1
OG0002858	XP_036576929.1	XP_038748112.1
OG0002859	XP_036576928.1	XP_038748113.1
OG0002860	XP_070062124.1	XP_038740690.1
OG0002861	XP_036576939.1	XP_038740689.1
OG0002862	XP_036576940.1	XP_038740688.1
OG0002863	XP_036576953.1	XP_038740684.1
OG0002864	XP_036576952.1	XP_038740683.1
OG0002865	XP_036576950.1	XP_038740681.1
OG0002866	XP_036576949.1	XP_038740680.1
OG0002867	XP_036576948.1	XP_038740679.1
OG0002868	XP_036576947.1	XP_038740678.1
OG0002869	XP_036576946.1	XP_038740677.1
OG0002870	XP_036576945.1	XP_038740676.1
OG0002871	XP_036576965.1	XP_038740670.1
OG0002872	XP_036580090.2	XP_038748128.1
OG0002873	XP_036579933.1	XP_038748279.1
OG0002874	XP_070062294.1	XP_038750358.1
OG0002875	XP_070062692.1	XP_038741817.1
OG0002876	XP_036579945.2	XP_038748266.1
OG0002877	XP_036579942.1	XP_038748270.1
OG0002878	XP_036586939.2	XP_038745841.1
OG0002879	XP_036586937.1	XP_038745842.1
OG0002880	XP_036579935.1	XP_038748277.1
OG0002881	XP_070062098.1	XP_038748263.1
OG0002882	XP_036579947.1	XP_038748262.1
OG0002883	XP_036574635.1	XP_038739693.1
OG0002884	XP_036574636.1	XP_038739694.1
OG0002885	XP_070062099.1	XP_038748258.1
OG0002886	XP_070062100.1	XP_038748257.1
OG0002887	XP_036579951.1	XP_038748256.1
OG0002888	XP_036578073.1	XP_038740514.1
OG0002889	XP_036579966.1	XP_038748238.1
OG0002890	XP_036579965.2	XP_038748239.1
OG0002891	XP_036579964.1	XP_038748240.1
OG0002892	XP_036579963.1	XP_038748241.1
OG0002893	XP_036579962.1	XP_038748242.1
OG0002894	XP_036579961.1	XP_038748243.1
OG0002895	XP_036579960.1	XP_038748244.1
OG0002896	XP_036579959.1	XP_038748245.1
OG0002897	XP_036579958.1	XP_038748246.1
OG0002898	XP_070062101.1	XP_038748247.1
OG0002899	XP_036579972.1	XP_038748231.1
OG0002900	XP_036579977.1	XP_038748227.1
OG0002901	XP_036579981.1	XP_038748212.1
OG0002902	XP_036579982.1	XP_038748211.1
OG0002903	XP_036579983.1	XP_038748210.1
OG0002904	XP_036579984.1	XP_038748209.1
OG0002905	XP_036579988.1	XP_038748206.1
OG0002906	XP_036579989.1	XP_038748205.1
OG0002907	XP_036579990.2	XP_038748204.1
OG0002908	XP_036580027.2, XP_036587259.2	XP_038749050.1
OG0002909	XP_036580026.1	XP_038748173.1
OG0002910	XP_036580025.1	XP_038748172.1
OG0002911	XP_036580022.1	XP_038748171.1
OG0002912	XP_036580021.1	XP_038748170.1
OG0002913	XP_036580015.2	XP_038748168.1
OG0002914	XP_070062108.1	XP_038748167.1
OG0002915	XP_036580013.1	XP_038748186.1
OG0002916	XP_036580037.1	XP_038748183.1
OG0002917	XP_036580036.1	XP_038748182.1
OG0002918	XP_036580035.1	XP_038748180.1
OG0002919	XP_036580033.1	XP_038748178.1
OG0002920	XP_036580032.1	XP_038748177.1
OG0002921	XP_036580031.1	XP_038748176.1
OG0002922	XP_036580012.1	XP_038748187.1
OG0002923	XP_070062105.1	XP_038748192.1
OG0002924	XP_070062106.1	XP_038748193.1
OG0002925	XP_036580002.1	XP_038748194.1
OG0002926	XP_036580004.1	XP_038748199.1
OG0002927	XP_036580006.1	XP_038748200.1
OG0002928	XP_036580008.1	XP_038749165.1, XP_038748190.1
OG0002929	XP_036580011.1	XP_038748188.1
OG0002930	XP_036580029.1	XP_038748175.1
OG0002931	XP_036580040.1	XP_038748185.1
OG0002932	XP_036580044.1	XP_038748165.1
OG0002933	XP_070062110.1	XP_038748164.1
OG0002934	XP_036580045.1	XP_038748163.1
OG0002935	XP_036577006.1	XP_038740639.1
OG0002936	XP_036576454.1	XP_038748331.1
OG0002937	XP_070062075.1	XP_038748329.1
OG0002938	XP_036576457.1	XP_038748328.1
OG0002939	XP_036579894.1	XP_038748327.1
OG0002940	XP_036578805.1	XP_038749066.1
OG0002941	XP_036578807.1	XP_038749065.1
OG0002942	XP_036578811.1	XP_038749061.1
OG0002943	XP_036578812.1	XP_038749060.1
OG0002944	XP_070061362.1	XP_038749059.1
OG0002945	XP_070061361.1	XP_038749057.1
OG0002946	XP_036578816.1	XP_038749056.1
OG0002947	XP_036574304.1	XP_038749053.1
OG0002948	XP_036589151.1	XP_038749017.1
OG0002949	XP_036589150.1	XP_038749016.1
OG0002950	XP_036589149.1	XP_038749015.1
OG0002951	XP_036589154.1	XP_038749021.1
OG0002952	XP_036589155.1	XP_038749020.1
OG0002953	XP_036589156.1	XP_038749019.1
OG0002954	XP_036589158.1	XP_038749018.1
OG0002955	XP_070061379.1	XP_038749024.1
OG0002956	XP_036589161.1	XP_038749026.1
OG0002957	XP_036583188.2	XP_038739807.1
OG0002958	XP_036583190.1	XP_038739810.1
OG0002959	XP_036583191.2	XP_038739811.1
OG0002960	XP_070060595.1	XP_038739812.1
OG0002961	XP_036583189.1	XP_038739808.1
OG0002962	XP_036583193.1	XP_038739813.1
OG0002963	XP_036583194.1	XP_038739814.1
OG0002964	XP_036583195.1	XP_038739815.1
OG0002965	XP_036583196.2	XP_038739816.1
OG0002966	XP_070060597.1	XP_038739819.1
OG0002967	XP_070060598.1	XP_038739820.1
OG0002968	XP_036583183.1	XP_038739821.1
OG0002969	XP_036583182.1	XP_038739822.1
OG0002970	XP_036583181.1	XP_038739823.1
OG0002971	XP_036583180.1	XP_038739824.1
OG0002972	XP_036583179.1	XP_038739825.1
OG0002973	XP_036583178.1	XP_038739826.1
OG0002974	XP_036583177.1	XP_038739827.1
OG0002975	XP_036583176.1	XP_038739828.1
OG0002976	XP_070060599.1	XP_038739833.1
OG0002977	XP_036583175.1	XP_038739834.1
OG0002978	XP_036583173.1	XP_038739832.1
OG0002979	XP_036583171.1	XP_038739831.1
OG0002980	XP_036583170.1	XP_038739830.1
OG0002981	XP_036583168.1	XP_038739835.1
OG0002982	XP_036583166.2	XP_038739837.1
OG0002983	XP_036583165.1	XP_038739838.1
OG0002984	XP_036584765.1	XP_038741170.1
OG0002985	XP_036584764.2	XP_038741171.1
OG0002986	XP_036584763.1	XP_038741172.1
OG0002987	XP_070060285.1	XP_038741175.1
OG0002988	XP_036584758.1	XP_038741176.1
OG0002989	XP_036584756.1	XP_038741177.1
