Orthogroup	Colletotrichum_truncatum	Colletotrichum_fructicola
OG0001232	XP_036589101.1	XP_031892612.1
OG0001233	XP_036589138.1	XP_031892808.1
OG0001236	XP_036583148.1	XP_066008910.1
OG0001237	XP_036583121.1	XP_031892630.1, XP_031885863.1
OG0001238	XP_036583118.1	XP_031890025.1
OG0001240	XP_036581297.1	XP_031890252.1
OG0001242	XP_036587743.1, XP_036581090.1	XP_031885912.1
OG0001243	XP_036575602.1	XP_031886446.1
OG0001244	XP_036577153.1, XP_036578099.1	XP_031877428.1
OG0001248	XP_036580113.1, XP_036577001.1	XP_031883570.1
OG0001249	XP_036576971.1	XP_031878676.1, XP_031883485.2
OG0001250	XP_070060966.1	XP_066008018.1
OG0001251	XP_036577977.1	XP_031876026.1
OG0001252	XP_070062113.1	XP_031883577.1
OG0001253	XP_036579826.2	XP_031879425.1, XP_066008491.1
OG0001255	XP_036576941.2	XP_031883702.1
OG0001256	XP_036576967.1	XP_031883594.1
OG0001257	XP_036579936.1	XP_031877942.1
OG0001258	XP_036579970.1	XP_031875508.2, XP_031877943.1
OG0001259	XP_036577917.1, XP_036579967.1	XP_031877971.1
OG0001260	XP_036579956.1	XP_031877901.1
OG0001262	XP_036580043.1	XP_031884219.2, XP_031883498.1
OG0001264	XP_036589153.1	XP_066006768.1, XP_031892502.1
OG0001265	XP_036589159.1	XP_031892508.1
OG0001267	XP_036584746.1	XP_031878384.2
OG0001268	XP_036581548.1	XP_031889779.1
OG0001269	XP_036581538.1	XP_031889658.1
OG0001270	XP_070060897.1	XP_031889732.2
OG0001272	XP_070060900.1	XP_066008071.1, XP_031878171.2
OG0001273	XP_070060902.1	XP_066008055.1
OG0001274	XP_070060603.1	XP_066008519.1, XP_031883720.1
OG0001275	XP_036587322.1	XP_031882954.1, XP_031878308.1
OG0001276	XP_036576114.1, XP_070060472.1	XP_066009490.1, XP_066009898.1
OG0001277	XP_036576653.1, XP_036577324.1, XP_036576742.1	XP_031883597.1
OG0001278	XP_036587294.1	XP_031878337.1
OG0001279	XP_036576316.1, XP_036587304.1	XP_031878342.1
OG0001280	XP_036580169.2	XP_031892070.1, XP_031892071.1
OG0001281	XP_070061451.1	XP_066008236.1
OG0001283	XP_036588792.1	XP_031891513.1
OG0001284	XP_036588998.1	XP_031877734.2
OG0001285	XP_036588860.1	XP_066007379.1, XP_031892493.1
OG0001286	XP_036579840.1	XP_031879975.1, XP_031884815.1
OG0001287	XP_036575510.1, XP_070061516.1	XP_031891924.2
OG0001288	XP_036588940.1	XP_031892472.1
OG0001290	XP_036578563.1	XP_031884585.1
OG0001291	XP_036586006.1	XP_031878046.2
OG0001292	XP_036586001.1	XP_031878053.1
OG0001293	XP_036585969.1	XP_031878061.1
OG0001294	XP_036581469.1, XP_036585954.2	XP_031878068.1
OG0001295	XP_036581364.1	XP_066007446.1, XP_066007362.1
OG0001296	XP_036575882.1	XP_031892210.1
OG0001297	XP_036575433.1, XP_036575866.1	XP_031892231.1
OG0001298	XP_036580467.1, XP_036576291.1	XP_031891676.1
OG0001299	XP_070060188.1	XP_031879307.1
OG0001300	XP_036582789.1	XP_031893444.1
OG0001302	XP_036577837.1	XP_031891812.1, XP_031882585.2
OG0001303	XP_036583420.2	XP_031879832.2
OG0001304	XP_070062340.1	XP_066008971.1
OG0001305	XP_036589867.1	XP_031889342.1
OG0001306	XP_036584496.1, XP_036584387.1	XP_031876792.1
OG0001307	XP_070062686.1, XP_070062178.1	XP_031880705.1
OG0001308	XP_036579311.1, XP_036577052.1	XP_031881060.1
OG0001309	XP_036577046.1	XP_031881063.1
OG0001310	XP_036581610.1	XP_031881037.1
OG0001311	XP_036577021.2	XP_066009387.1
OG0001312	XP_036583666.2	XP_031890168.1
OG0001313	XP_036577972.1	XP_031876051.1
OG0001314	XP_036577971.1	XP_031876045.1
OG0001315	XP_036579006.1	XP_031883968.1
OG0001316	XP_036576278.1	XP_031880770.1
OG0001317	XP_036587264.1, XP_036575065.1	XP_031883858.2
OG0001318	XP_036582623.1	XP_031884016.2
OG0001319	XP_036582615.1	XP_031883856.1
OG0001320	XP_070060036.1, XP_036582608.1	XP_031883857.1
OG0001321	XP_036582549.1	XP_031883915.1
OG0001322	XP_036582539.1	XP_031884075.1
OG0001323	XP_036587182.1, XP_036582014.1	XP_031876852.1
OG0001324	XP_036585321.2	XP_031876079.1
OG0001325	XP_036582471.1	XP_066007677.1
OG0001326	XP_036581754.1, XP_036578110.1	XP_031892234.1
OG0001327	XP_036581192.2	XP_031879107.1
OG0001328	XP_036580427.1, XP_036582406.1	XP_031881474.1
OG0001329	XP_070061162.1	XP_066007744.1
OG0001330	XP_036585489.2	XP_031888492.1
OG0001332	XP_036585501.2	XP_031888392.2
OG0001333	XP_036585508.1	XP_031888584.1
OG0001334	XP_036588013.2, XP_036585556.1	XP_031888216.1
OG0001335	XP_036585547.1	XP_031875990.1
OG0001336	XP_036585596.1	XP_031888592.1
OG0001337	XP_036585594.1	XP_031888594.1
OG0001338	XP_036587492.1	XP_031890365.1
OG0001339	XP_036577596.2, XP_036587437.1	XP_031890576.1
OG0001340	XP_036587430.1	XP_066007029.1, XP_031890377.1
OG0001341	XP_036581716.1	XP_031893129.2
OG0001342	XP_036586313.2, XP_036585484.1	XP_031878156.1
OG0001343	XP_036586323.1	XP_066007390.1
OG0001344	XP_036584052.1, XP_036580018.1	XP_031879928.1
OG0001345	XP_036576012.1	XP_031879954.1
OG0001348	XP_036584685.1	XP_031886614.1
OG0001349	XP_036584538.1, XP_036584663.1	XP_031886764.1
OG0001350	XP_070062647.1	XP_066008983.1
OG0001351	XP_036586573.1	XP_031886567.1
OG0001352	XP_036583789.1	XP_066009925.1
OG0001354	XP_036578650.1	XP_031891614.1
OG0001355	XP_070060224.1	XP_031891150.1
OG0001356	XP_070060226.1	XP_031891237.2
OG0001357	XP_036578672.1	XP_066009756.1
OG0001358	XP_036582008.1	XP_031891764.1
OG0001359	XP_036576237.1	XP_031892188.1
OG0001360	XP_036578193.1	XP_031891836.1
OG0001361	XP_036575215.1, XP_036576240.1	XP_031891792.1
OG0001362	XP_036576250.1	XP_031891825.1
OG0001363	XP_036576272.2	XP_066008833.1
OG0001364	XP_036586860.1	XP_031875913.1
OG0001366	XP_036586843.1	XP_031885139.1
OG0001367	XP_070059930.1	XP_066009570.1, XP_066009781.1
OG0001368	XP_036586846.1	XP_031885287.1
OG0001369	XP_036583697.1, XP_036586881.1	XP_031878998.1
OG0001370	XP_070060375.1	XP_031878984.1
OG0001372	XP_070060382.1	XP_031878978.1
OG0001373	XP_036575438.1	XP_031877081.2, XP_031878855.1
OG0001374	XP_070062649.1	XP_031878777.1
OG0001375	XP_036589774.1, XP_036582224.1	XP_031889219.1
OG0001376	XP_036582524.1, XP_036579503.1	XP_031882078.2
OG0001377	XP_036579369.1	XP_031878838.1
OG0001378	XP_036580890.1	XP_031888117.1
OG0001379	XP_036580900.1	XP_031887900.2
OG0001380	XP_036580907.1	XP_031887825.2, XP_031888010.2
OG0001381	XP_036576734.1, XP_036575773.2	XP_031876536.1
OG0001382	XP_036576740.2	XP_031879545.1
OG0001383	XP_036576712.1	XP_031879580.1
OG0001384	XP_070059867.1	XP_031879518.1
OG0001385	XP_070060881.1	XP_031889856.1
OG0001386	XP_036581564.1	XP_031889756.1
OG0001387	XP_036581563.1	XP_031889653.1
OG0001388	XP_036575013.1	XP_031884910.1
OG0001389	XP_036579844.1	XP_031884972.2
OG0001390	XP_036579838.1	XP_031884736.1
OG0001391	XP_036579821.1, XP_036575795.2	XP_031884897.1
OG0001392	XP_036582684.1	XP_031881727.1
OG0001394	XP_036579778.1	XP_031884797.2, XP_066007818.1
OG0001395	XP_070061174.1, XP_036574765.1	XP_031884805.1
OG0001396	XP_036577622.1	XP_066009339.1
OG0001398	XP_036579717.1	XP_031884958.1
OG0001399	XP_036583611.1	XP_031879308.1
OG0001400	XP_036585458.1	XP_031888540.1
OG0001401	XP_036585456.1	XP_031884327.2
OG0001402	XP_036577237.1	XP_031884249.1, XP_031877085.1
OG0001403	XP_036583877.1	XP_031877055.1
OG0001404	XP_036583864.1	XP_031878784.1, XP_031884289.1
OG0001405	XP_070061590.1	XP_031884258.1
OG0001406	XP_070061595.1	XP_031884115.1
OG0001407	XP_036583979.1	XP_031877057.1
OG0001408	XP_036583966.1	XP_031884126.1
OG0001409	XP_036584370.1, XP_036577780.1	XP_031884195.1
OG0001410	XP_070061582.1	XP_031877079.1, XP_031883495.1
OG0001411	XP_036584013.1	XP_031877077.1
OG0001412	XP_070060172.1, XP_036584042.1	XP_031879981.1
OG0001413	XP_070060823.1	XP_066007521.1
OG0001414	XP_036583561.1	XP_031884998.1
OG0001415	XP_036583557.1	XP_031884821.1
OG0001416	XP_070060781.1	XP_031884566.1
OG0001417	XP_036583488.2, XP_036583268.2	XP_031892398.1
OG0001418	XP_036583462.1	XP_031892362.1
OG0001419	XP_036583449.2	XP_066007607.1
OG0001420	XP_036584584.1, XP_036576575.1	XP_066007107.1, XP_066008921.1, XP_031882700.2, XP_066009101.1
OG0001421	XP_070062000.1, XP_070059822.1	XP_031882557.1
OG0001422	XP_036585883.1	XP_031885512.1
OG0001423	XP_036585919.2	XP_066008353.1
OG0001425	XP_036583057.1	XP_031887062.1
OG0001426	XP_036583068.1	XP_031887082.1, XP_066007360.1
OG0001427	XP_070062548.1	XP_066007407.1, XP_031887080.2
OG0001428	XP_036576886.1	XP_031892272.1
OG0001429	XP_036589769.1	XP_031889419.1
OG0001430	XP_036589770.1	XP_031889418.1
OG0001431	XP_070061036.1	XP_031890267.1
OG0001432	XP_036575473.1	XP_031884643.2
OG0001433	XP_036589799.2	XP_031889296.1
OG0001434	XP_036589825.1	XP_031889108.2
OG0001435	XP_036574415.1, XP_036589849.1	XP_031889321.1
OG0001436	XP_070062302.1	XP_031889280.1
OG0001437	XP_036589652.1	XP_031889477.1
OG0001438	XP_036589798.1	XP_031889293.1
OG0001439	XP_036589687.2	XP_031889456.1
OG0001440	XP_036578892.1	XP_031881593.1
OG0001441	XP_036581796.1, XP_036578857.1	XP_031875532.1
OG0001442	XP_036589871.1, XP_036589224.1	XP_031880461.1
OG0001444	XP_036583256.1	XP_031885326.1
OG0001445	XP_036582328.1	XP_031877644.1
OG0001446	XP_036577412.1	XP_031883004.1
OG0001447	XP_070062079.1, XP_036580131.1	XP_031892245.1
OG0001448	XP_070061809.1	XP_031892156.2
OG0001449	XP_036586820.1	XP_031884518.2
OG0001450	XP_036575235.1, XP_036581978.1	XP_031892530.1
OG0001451	XP_036578059.1	XP_031892061.1
OG0001452	XP_036588515.2	XP_066007984.1
OG0001454	XP_070060145.1	XP_031886398.1
OG0001455	XP_036584461.1	XP_031875622.2
OG0001457	XP_036576683.1, XP_036578120.1	XP_031892003.1
OG0001458	XP_036575719.1	XP_031882194.1, XP_031882200.1
OG0001459	XP_036575711.1	XP_031884163.1, XP_031882315.1
OG0001461	XP_036576641.1	XP_031883053.1
OG0001462	XP_036587342.1	XP_031883169.1
OG0001463	XP_070060414.1, XP_036581660.1	XP_066008888.1
OG0001464	XP_036577442.1	XP_066008730.1
OG0001465	XP_070060621.1, XP_036577437.1	XP_031883091.1
OG0001466	XP_036577438.1	XP_031883128.2
OG0001467	XP_070060401.1	XP_031883006.1
OG0001468	XP_036579050.1	XP_031876663.1, XP_031881609.1
OG0001469	XP_036582782.1	XP_031893096.1
OG0001470	XP_036582781.1	XP_031893090.1
OG0001471	XP_036582780.1	XP_066009016.1
OG0001472	XP_036584921.1	XP_031882405.2
OG0001473	XP_036584936.1	XP_031882437.1
OG0001474	XP_036584969.1	XP_031882480.1, XP_031882479.2
OG0001475	XP_036577446.1	XP_066006870.1, XP_031881005.2
OG0001476	XP_036579892.2, XP_036585096.1	XP_031887190.1
OG0001477	XP_036585094.2	XP_031887183.1
OG0001478	XP_036587269.1	XP_031887193.1
OG0001479	XP_070060462.1, XP_036585116.1	XP_031887205.2
OG0001480	XP_036585126.1	XP_031887369.1
OG0001481	XP_036585151.2	XP_066007178.1
OG0001482	XP_070062244.1	XP_031887233.2
OG0001483	XP_036589284.1	XP_031887401.2
OG0001484	XP_036589338.1	XP_031888180.1, XP_031887150.1
OG0001485	XP_036586065.1, XP_036586431.2	XP_031879454.1
OG0001486	XP_036586101.1, XP_036576298.1	XP_031879416.1
OG0001487	XP_036587721.1	XP_031881314.1, XP_066008412.1, XP_031881197.1
OG0001488	XP_036574594.2	XP_031881295.1
OG0001489	XP_036576371.1	XP_031881203.1
OG0001490	XP_036589991.2, XP_036576376.1	XP_031881156.1
OG0001491	XP_070062065.1	XP_031881226.1
OG0001492	XP_036576386.1	XP_031881225.2
OG0001493	XP_036585204.1, XP_036580176.1	XP_031881599.1
OG0001494	XP_036588203.1	XP_031880045.1
OG0001495	XP_036588204.1	XP_031880181.1
OG0001496	XP_036588167.1	XP_031880155.1
OG0001497	XP_036588183.1	XP_031880089.2
OG0001499	XP_036580500.2	XP_031888457.1
OG0001500	XP_036587198.1, XP_036588155.1	XP_031880131.2
OG0001501	XP_036578574.2, XP_070060851.1	XP_031890777.2
OG0001502	XP_036582656.2	XP_031893105.2
OG0001503	XP_036586266.1, XP_036574905.1	XP_031888046.1
OG0001504	XP_036575165.1	XP_066009333.1, XP_031888163.1
OG0001505	XP_036580731.2	XP_031887954.1
OG0001506	XP_036583695.1, XP_036580769.1	XP_031887922.1
OG0001507	XP_070061303.1, XP_036580790.1	XP_031887853.1
OG0001508	XP_070061477.1	XP_031888188.1
OG0001509	XP_036589955.1, XP_036580819.1	XP_066008175.1
OG0001510	XP_070062375.1, XP_036580839.1	XP_031887803.1
OG0001511	XP_070061468.1	XP_031887941.2
OG0001512	XP_036580855.1	XP_031888055.1
OG0001513	XP_036580854.1	XP_031888056.1
OG0001514	XP_036580853.1	XP_031888057.1
OG0001516	XP_036577444.1	XP_031878700.1
OG0001517	XP_036586330.1, XP_070059895.1	XP_066009030.1
OG0001518	XP_036578568.1, XP_036581233.1	XP_031879041.1
OG0001519	XP_036581256.1	XP_031879088.1
OG0001520	XP_036581341.1, XP_036574329.1	XP_031884526.1
OG0001521	XP_036580042.1	XP_031883629.1, XP_066008570.1
OG0001522	XP_036581280.1	XP_031890191.1
OG0001523	XP_036587261.1, XP_036575657.1	XP_031885739.1
OG0001524	XP_036574168.1	XP_031881761.1
OG0001525	XP_036584039.1, XP_036575629.1	XP_031885719.1
OG0001526	XP_036574509.1	XP_031881750.1
OG0001527	XP_070061941.1	XP_031881751.1
OG0001528	XP_036574502.1	XP_031881759.1
OG0001529	XP_036581114.1	XP_031881875.1
OG0001530	XP_036575626.1	XP_031890818.1, XP_031885723.1
OG0001531	XP_070062419.1, XP_036574515.1	XP_031881770.1
OG0001532	XP_070061932.1	XP_031881858.1
OG0001533	XP_036574369.1	XP_031881795.1
OG0001534	XP_036586918.1, XP_036576235.1	XP_031892871.1
OG0001535	XP_070060386.1	XP_031882999.1
OG0001537	XP_036587302.1	XP_031891111.1
OG0001538	XP_036580473.2	XP_031876585.1
OG0001539	XP_036580435.1	XP_031876575.1
OG0001540	XP_070060060.1, XP_070060074.1	XP_031893386.1
OG0001542	XP_070062373.1	XP_031889014.1
OG0001543	XP_036575954.1	XP_066009210.1
OG0001544	XP_070062481.1	XP_031891245.1
OG0001545	XP_036582253.1	XP_031877331.1
OG0001546	XP_070061844.1	XP_031876820.2, XP_031891763.2
OG0001547	XP_036580369.1	XP_031893249.1
OG0001548	XP_036588630.1, XP_036580351.1	XP_031892942.1
OG0001549	XP_036580304.1	XP_031877102.1
OG0001550	XP_070061446.1	XP_066008075.1
OG0001551	XP_036582559.1, XP_036581795.1	XP_031892702.1
OG0001552	XP_036584119.2	XP_031881730.1
OG0001553	XP_036584193.1	XP_066008511.1
OG0001554	XP_036584198.2	XP_066008376.1
OG0001555	XP_070061978.1	XP_066008426.1
OG0001556	XP_036587507.1	XP_031890432.1
OG0001557	XP_070062202.1, XP_036587533.2	XP_031890628.1
OG0001558	XP_070061005.1	XP_066007927.1
OG0001559	XP_036587549.1	XP_031892372.1, XP_031886715.1
OG0001560	XP_036587624.2	XP_031890212.1
OG0001561	XP_036577685.1	XP_031889059.1
OG0001562	XP_036587679.2, XP_036582373.1	XP_031890203.1
OG0001563	XP_036581388.1	XP_031888777.1
OG0001564	XP_036577185.1, XP_036583667.1	XP_031879330.1
OG0001565	XP_036583630.1	XP_031879327.1
OG0001566	XP_036583598.1	XP_031879292.1
OG0001568	XP_036581312.1	XP_031877359.1
OG0001569	XP_036583711.1	XP_031875602.2
OG0001570	XP_036583746.1	XP_031891605.1
OG0001571	XP_036578466.1	XP_031881362.2
OG0001572	XP_070062512.1	XP_031886950.1
OG0001573	XP_036578435.2	XP_031887126.1
OG0001574	XP_036580189.1	XP_066008822.1
OG0001576	XP_036580273.1	XP_031876274.1
OG0001577	XP_070061787.1	XP_031891685.1, XP_031892036.1
OG0001578	XP_070060932.1	XP_031877273.1
OG0001579	XP_036575934.1	XP_031893127.1, XP_031893126.1
OG0001580	XP_036575402.1	XP_031893152.1
OG0001581	XP_036578388.1, XP_070060510.1	XP_031893218.1
OG0001582	XP_070060502.1	XP_031893574.1
OG0001583	XP_036574361.1	XP_031893579.1
OG0001584	XP_036574355.1	XP_031893223.1
OG0001585	XP_070060922.1	XP_031889651.1
OG0001586	XP_036583953.1	XP_031884079.1
OG0001587	XP_036575311.1	XP_031893076.1
OG0001588	XP_036578554.2	XP_031884676.1
OG0001591	XP_036582661.1	XP_031893546.2
OG0001592	XP_036575511.1, XP_036582710.1	XP_031893022.1
OG0001593	XP_036582713.2	XP_066009185.1
OG0001595	XP_036582775.1	XP_031893421.1
OG0001597	XP_036586186.1	XP_031883310.1
OG0001598	XP_036586164.1	XP_031883374.2
OG0001599	XP_036587812.1	XP_031890785.1
OG0001600	XP_036587819.1	XP_031891014.2
OG0001601	XP_036587836.1	XP_031891037.1
OG0001602	XP_036587843.1	XP_031891043.1
OG0001603	XP_036587923.1, XP_036581662.1	XP_031876376.1
OG0001604	XP_036581646.1	XP_031876397.2, XP_031875510.1
OG0001605	XP_036575161.1, XP_036581683.1	XP_031888467.1
OG0001606	XP_036583308.2	XP_031876722.1
OG0001607	XP_070060589.1	XP_031885420.1
OG0001608	XP_070061525.1	XP_066008814.1
OG0001609	XP_036574267.1	XP_031889945.1, XP_066007994.1
OG0001610	XP_036586460.1	XP_031890174.1
OG0001611	XP_036587756.1	XP_031890219.1
OG0001612	XP_036587758.1	XP_031890110.1
OG0001613	XP_036583837.1	XP_031891055.1
OG0001614	XP_036587765.1	XP_066007892.1
OG0001615	XP_036577223.1, XP_036574617.1	XP_031884412.1
OG0001616	XP_036575231.1, XP_036574333.1	XP_031884418.1
OG0001617	XP_070060319.1	XP_031886526.1
OG0001618	XP_070060334.1	XP_031885070.1
OG0001619	XP_036586695.1	XP_031885039.1
OG0001620	XP_036581470.2, XP_036588073.1	XP_031889835.1
OG0001622	XP_036575172.1, XP_036581427.1	XP_031889711.1
OG0001623	XP_036581460.1	XP_031889730.1
OG0001624	XP_036574779.1	XP_031889672.1
OG0001625	XP_036574771.1	XP_031889888.1
OG0001626	XP_036588069.1	XP_066008489.1, XP_031891187.2
OG0001627	XP_036577309.1	XP_031887980.1, XP_031891462.1
OG0001628	XP_036588174.1	XP_031892899.1
OG0001629	XP_036588061.1, XP_036575562.1	XP_031889517.1
OG0001630	XP_070060957.1, XP_036576784.1	XP_031889813.1
OG0001631	XP_036578024.1, XP_036579065.1	XP_031889816.1
OG0001632	XP_070060539.1, XP_036579452.1	XP_031881027.1
OG0001633	XP_036577993.1	XP_031889582.1
OG0001634	XP_036581889.1	XP_031888851.1
OG0001635	XP_036580081.1, XP_036580162.1	XP_031893314.1
OG0001637	XP_036582047.1	XP_066009419.1
OG0001638	XP_070060772.1, XP_070061295.1	XP_031879723.1
OG0001639	XP_036574720.1	XP_031879729.1
OG0001640	XP_036574719.1	XP_031879730.1
OG0001641	XP_036574718.1	XP_031879649.1
OG0001642	XP_036574828.1	XP_031892791.1
OG0001643	XP_036575446.1	XP_031888276.1
OG0001644	XP_036575458.1	XP_031879739.1
OG0001645	XP_070059775.1, XP_036579127.1	XP_031875781.1
OG0001646	XP_036574678.1	XP_031879243.1
OG0001647	XP_036589768.2, XP_070060689.1	XP_031879201.1
OG0001648	XP_036582699.1, XP_036576128.1	XP_031879212.1
OG0001649	XP_036576104.1	XP_031879155.1
OG0001650	XP_036577287.1	XP_066007376.1
OG0001652	XP_036577303.1	XP_031875940.1, XP_066007537.1
OG0001654	XP_036586434.1	XP_031877272.1
OG0001655	XP_036577118.1	XP_031880695.1
OG0001656	XP_036586416.1	XP_031885267.1, XP_031876059.1
OG0001657	XP_036577259.1	XP_031879158.1
OG0001658	XP_036586381.1	XP_031876434.1
OG0001659	XP_036585316.2	XP_031890699.1
OG0001661	XP_036587223.2	XP_066009905.1
OG0001662	XP_036587217.1	XP_031876485.1
OG0001663	XP_036587925.1	XP_031890945.1
OG0001664	XP_036587207.1	XP_031876454.1
OG0001665	XP_036587168.1, XP_036582554.1	XP_066009639.1
OG0001666	XP_036574893.1, XP_036587166.1	XP_031876144.1
OG0001667	XP_036587129.2	XP_031885682.1
OG0001668	XP_036587036.1	XP_031885735.2
OG0001669	XP_036587019.2	XP_031885698.1
OG0001670	XP_070061913.1, XP_036586095.1, XP_036586093.2	XP_031892768.1
OG0001673	XP_036584345.2, XP_070062157.1	XP_031885653.2
OG0001675	XP_036577612.1	XP_031889046.1
OG0001676	XP_036577649.2	XP_031888745.1
OG0001677	XP_036577703.1	XP_031882675.1, XP_031888955.1
OG0001678	XP_036581748.1, XP_036577696.1	XP_031888987.1
OG0001679	XP_036581902.1	XP_031888647.1
OG0001680	XP_036586661.1	XP_031885162.1
OG0001681	XP_036581897.1	XP_031888653.1
OG0001682	XP_070060016.1	XP_031892633.2
OG0001683	XP_036581917.1	XP_031889020.2, XP_031889022.2
OG0001684	XP_036581963.1	XP_031888997.1
OG0001685	XP_036581954.1	XP_031888733.1
OG0001686	XP_070062073.1	XP_031881173.1
OG0001687	XP_036581989.1	XP_066009391.1
OG0001688	XP_036578284.1	XP_066009721.1
OG0001689	XP_036579624.1	XP_031882002.1
OG0001690	XP_036582092.1	XP_031882143.1, XP_031877480.1
OG0001691	XP_070062433.1	XP_031882244.1, XP_066009540.1
OG0001692	XP_036574169.2	XP_031881762.1
OG0001693	XP_036584030.2, XP_070060614.1	XP_031888166.1
OG0001695	XP_036578247.1	XP_031886301.1
OG0001696	XP_036581483.1, XP_036579377.1	XP_031880997.1
OG0001697	XP_036584459.1, XP_070062260.1	XP_031887275.1
OG0001698	XP_036580112.1, XP_036589378.1	XP_031887444.1
OG0001699	XP_036584002.1, XP_036577276.1	XP_031879946.1
OG0001700	XP_070062276.1	XP_066008988.1
OG0001701	XP_036589499.1	XP_031880204.1
OG0001703	XP_036589547.1	XP_031880305.2, XP_031880300.1
OG0001704	XP_036589599.1	XP_066008909.1
OG0001705	XP_036589611.1	XP_031889283.1
OG0001706	XP_036581769.1, XP_036589616.1	XP_031889314.2
OG0001707	XP_036574698.1, XP_036577749.1	XP_031889138.1
OG0001708	XP_036575691.1	XP_031889426.1
OG0001709	XP_036578523.1	XP_031884618.1
OG0001710	XP_036589749.1	XP_031889444.1
OG0001711	XP_070062319.1	XP_031889393.1
OG0001712	XP_036576327.1, XP_036587749.1	XP_031875703.2
OG0001713	XP_036582302.1	XP_031877652.1
OG0001714	XP_036582303.1	XP_031877647.1
OG0001715	XP_036582306.1	XP_031877624.1
OG0001716	XP_036582311.1	XP_031882099.1, XP_031877663.1
OG0001717	XP_036581059.1	XP_031886188.1
OG0001718	XP_036581036.1	XP_031886104.1
OG0001719	XP_070060827.1, XP_036581016.2	XP_031885910.1
OG0001720	XP_036581012.2	XP_066008363.1
OG0001721	XP_070061906.1	XP_031886179.1
OG0001722	XP_070061900.1, XP_036574676.1	XP_031889235.1
OG0001723	XP_036580933.1	XP_031886052.1
OG0001724	XP_036580925.1	XP_031885905.1
OG0001725	XP_036576819.1	XP_031886051.1
OG0001726	XP_036576816.1	XP_066007019.1, XP_031886096.1
OG0001727	XP_036576820.1, XP_036576956.1	XP_031885971.1
OG0001728	XP_036576830.1	XP_031885956.1
OG0001729	XP_036586298.1, XP_036576829.1	XP_031885955.1
