HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N5.HOG0000895	OG0000261	n5			XP_031882829.1	XP_045262502.1			XP_036502518.1	
N5.HOG0000896	OG0000261	n8			XP_031887648.1	XP_045262345.1			XP_036498168.1	
N5.HOG0000897	OG0000262	n1			XP_031878314.1	XP_045257191.1			XP_036500489.1	
N5.HOG0000898	OG0000262	n8			XP_031877319.1	XP_045259071.1			XP_036492701.1	
N5.HOG0000899	OG0000263	n1			XP_031888186.1	XP_045261365.1			XP_036490443.1	
N5.HOG0000900	OG0000263	n8			XP_031892380.1	XP_045256441.1			XP_036490170.1	
N5.HOG0000901	OG0000264	n1			XP_031893609.1	XP_045259980.1			XP_036494874.1	
N5.HOG0000902	OG0000264	n7				XP_045265202.1				
N5.HOG0000903	OG0000265	n1			XP_031884627.1	XP_045258879.1			XP_036492120.1	
N5.HOG0000904	OG0000265	n8			XP_031877411.1	XP_045267620.1			XP_036501081.1	
N5.HOG0000905	OG0000266	n1			XP_031884517.1	XP_045258833.1			XP_036491819.1	
N5.HOG0000906	OG0000266	n9			XP_066009697.1	XP_045263908.1			XP_036501841.1	
N5.HOG0000907	OG0000267	n1				XP_045259651.1			XP_036500021.1	
N5.HOG0000908	OG0000267	n8			XP_031884833.1	XP_045271379.1			XP_036493890.1	
N5.HOG0000909	OG0000268	n1			XP_066007782.1	XP_045264859.1			XP_036493174.1	
N5.HOG0000910	OG0000268	n8			XP_031883323.1	XP_045259767.1			XP_036499990.1	
N5.HOG0000911	OG0000269	n1				XP_045259633.1, XP_045265385.1				
N5.HOG0000912	OG0000269	n10			XP_031886304.1					
N5.HOG0000913	OG0000269	n12			XP_031882560.1					
N5.HOG0000914	OG0000269	n13							XP_036501736.1	
N5.HOG0000915	OG0000270	n1			XP_031879611.1	XP_045261902.1			XP_036492035.1	
N5.HOG0000916	OG0000270	n8			XP_066008431.1	XP_045258721.1			XP_036500161.1	
N5.HOG0000917	OG0000271	n5			XP_031877947.1	XP_045270089.1			XP_036500700.1	
N5.HOG0000918	OG0000271	n7			XP_031882514.1	XP_045268596.1			XP_036490074.1	
N5.HOG0000919	OG0000271	n9			XP_031877946.1	XP_045259180.1, XP_045265206.1			XP_036500693.1	
N5.HOG0000920	OG0000272	n1			XP_066009908.1	XP_045263903.1			XP_036501846.1	
N5.HOG0000921	OG0000272	n11			XP_031886352.2	XP_045265418.1			XP_036501282.1	
N5.HOG0000922	OG0000272	n13			XP_066007170.1	XP_045263038.1			XP_036494960.1	
N5.HOG0000923	OG0000273	n1			XP_031892165.1	XP_045268955.1			XP_036495579.1	
N5.HOG0000924	OG0000273	n8			XP_066009187.1	XP_045262274.1			XP_036489175.1	
N5.HOG0000925	OG0000274	n1			XP_031877059.1				XP_036502277.1	
N5.HOG0000926	OG0000274	n7			XP_031881142.1	XP_045269038.1			XP_036498385.1	
N5.HOG0000927	OG0000275	n1			XP_066007239.1	XP_045267782.1, XP_045263049.1				
N5.HOG0000928	OG0000275	n8			XP_031881396.1	XP_045263496.1			XP_036493337.1	
N5.HOG0000929	OG0000276	n1			XP_031884038.1	XP_045264269.1			XP_036493816.1	
N5.HOG0000930	OG0000276	n8			XP_031888748.1	XP_045263314.1			XP_036498285.1	
N5.HOG0000931	OG0000277	n1			XP_031884009.1	XP_045264186.1			XP_036493636.1	
N5.HOG0000932	OG0000277	n8			XP_031879003.2	XP_045258022.1			XP_036494724.1	
N5.HOG0000933	OG0000278	n1			XP_031877278.1	XP_045265946.1			XP_036488257.1	
N5.HOG0000934	OG0000278	n8			XP_031878749.1	XP_045257530.1			XP_036495006.1	
N5.HOG0000935	OG0000279	n1			XP_031878092.1	XP_045261008.1			XP_036488346.1	
N5.HOG0000936	OG0000279	n8			XP_031885600.2	XP_045269208.1			XP_036499952.1	
N5.HOG0000937	OG0000280	n1			XP_031877190.1	XP_045265584.1			XP_036501608.1	
N5.HOG0000938	OG0000280	n8			XP_031879941.2	XP_045258151.1			XP_036502556.1	
N5.HOG0000939	OG0000281	n1			XP_031887070.1	XP_045270549.1			XP_036498219.1	
N5.HOG0000940	OG0000281	n8			XP_031879882.1	XP_045258084.1			XP_036502464.1	
N5.HOG0000941	OG0000282	n6			XP_031877555.2, XP_066009127.1, XP_031875404.1, XP_031876003.1, XP_066009277.1	XP_045267152.1				
N5.HOG0000942	OG0000283	n1			XP_031891803.1	XP_045268918.1			XP_036495442.1	
N5.HOG0000943	OG0000283	n8			XP_031880765.1	XP_045270351.1			XP_036497141.1	
N5.HOG0000944	OG0000284	n2			XP_031880028.1	XP_045271004.1			XP_036488825.1	
N5.HOG0000945	OG0000284	n8			XP_031889413.2	XP_045262266.1			XP_036489035.1	
N5.HOG0000946	OG0000285	n1			XP_031891729.1	XP_045259247.1			XP_036495425.1	
N5.HOG0000947	OG0000285	n8			XP_031884326.1	XP_045259158.1			XP_036502092.1	
N5.HOG0000948	OG0000286	n1			XP_031891731.1	XP_045260442.1			XP_036496538.1	
N5.HOG0000949	OG0000286	n6			XP_031877412.2, XP_066009154.1	XP_045256809.1			XP_036502178.1, XP_036489039.1	
N5.HOG0000950	OG0000286	n11							XP_036501177.1	
N5.HOG0000951	OG0000287	n1			XP_031878900.1	XP_045267010.1			XP_036496044.1	
N5.HOG0000952	OG0000287	n8			XP_031891476.2	XP_045263659.1			XP_036497577.1	
N5.HOG0000953	OG0000288	n2			XP_031891399.1	XP_045263749.1			XP_036500930.1	
N5.HOG0000954	OG0000288	n13				XP_045264512.1			XP_036490661.1	
N5.HOG0000955	OG0000289	n0			XP_031877554.1, XP_031875403.2, XP_066007340.1, XP_066007104.1, XP_031876004.2	XP_045267153.1				
N5.HOG0000956	OG0000290	n1			XP_031880049.1	XP_045270993.1			XP_036488880.1	
N5.HOG0000957	OG0000290	n7			XP_031888000.1	XP_045261233.1			XP_036490342.1	
N5.HOG0000958	OG0000291	n1			XP_031889592.1	XP_045269623.1			XP_036492185.1	
N5.HOG0000959	OG0000291	n8			XP_031885382.1	XP_045258649.1			XP_036500803.1	
N5.HOG0000960	OG0000292	n1			XP_031885948.1	XP_045264596.1			XP_036500228.1	
N5.HOG0000961	OG0000292	n8			XP_031881397.1	XP_045264899.1			XP_036493332.1	
N5.HOG0000962	OG0000293	n1			XP_066007683.1	XP_045257803.1			XP_036493573.1	
N5.HOG0000963	OG0000293	n8			XP_031884903.1	XP_045271256.1			XP_036493500.1	
N5.HOG0000964	OG0000294	n1			XP_031884088.1	XP_045270216.1			XP_036502430.1	
N5.HOG0000965	OG0000294	n8			XP_031881085.1	XP_045259628.1			XP_036498464.1	
N5.HOG0000966	OG0000295	n2			XP_031877027.2				XP_036502194.1	
N5.HOG0000967	OG0000295	n7			XP_031878588.1	XP_045257658.1			XP_036497932.1	
N5.HOG0000968	OG0000295	n10			XP_031889509.1					
N5.HOG0000969	OG0000296	n4			XP_066008679.1					
N5.HOG0000970	OG0000296	n8			XP_066009050.1	XP_045257551.1			XP_036494557.1	
N5.HOG0000971	OG0000296	n12			XP_031892219.1	XP_045264773.1			XP_036496248.1	
N5.HOG0000972	OG0000297	n1			XP_031887063.1	XP_045270587.1			XP_036497293.1	
N5.HOG0000973	OG0000297	n8			XP_031892218.1	XP_045264772.1			XP_036496245.1	
N5.HOG0000974	OG0000298	n1			XP_031882319.1	XP_045263543.1			XP_036498588.1	
N5.HOG0000975	OG0000298	n8			XP_031876118.1	XP_045266526.1			XP_036490438.1	
N5.HOG0000976	OG0000299	n8			XP_031887820.1	XP_045261213.1			XP_036490902.1	
N5.HOG0000977	OG0000299	n10			XP_031888043.1	XP_045261219.1			XP_036490432.1	
N5.HOG0000978	OG0000299	n12				XP_045266198.1				
N5.HOG0000979	OG0000300	n0			XP_031875323.1, XP_066007065.1, XP_066007033.1, XP_066007727.1, XP_031875255.1, XP_031892066.1	XP_045260458.1			XP_036487753.1, XP_036487773.1, XP_036487779.1, XP_036496490.1	
N5.HOG0000980	OG0000301	n1			XP_031892224.1	XP_045264774.1			XP_036496247.1	
N5.HOG0000981	OG0000301	n8			XP_031893611.1	XP_045259974.1			XP_036494887.1	
N5.HOG0000982	OG0000302	n2			XP_031891775.1	XP_045260558.1			XP_036496357.1	
N5.HOG0000983	OG0000302	n9				XP_045256455.1				
N5.HOG0000984	OG0000302	n11			XP_031877461.1	XP_045257584.1			XP_036497243.1	
N5.HOG0000985	OG0000303	n1			XP_031885555.1	XP_045269318.1			XP_036499702.1	
N5.HOG0000986	OG0000303	n8			XP_031887409.1	XP_045268419.1			XP_036489969.1	
N5.HOG0000987	OG0000304	n3			XP_031877731.1				XP_036490669.1	
N5.HOG0000988	OG0000304	n7				XP_045263305.1				
N5.HOG0000989	OG0000304	n9			XP_031876035.1	XP_045264396.1, XP_045261333.1			XP_036491926.1	
N5.HOG0000990	OG0000305	n1			XP_031890870.1	XP_045260609.1			XP_036488119.1	
N5.HOG0000991	OG0000305	n8			XP_031882009.1	XP_045265286.1			XP_036496695.1	
N5.HOG0000992	OG0000306	n2				XP_045256711.1, XP_045256712.1				
N5.HOG0000993	OG0000306	n6			XP_031878666.1	XP_045256710.1				
N5.HOG0000994	OG0000306	n7				XP_045256713.1			XP_036494273.1	
N5.HOG0000995	OG0000306	n10			XP_031888906.1	XP_045263365.1, XP_045256708.1			XP_036497448.1	
N5.HOG0000996	OG0000307	n1			XP_031879037.2	XP_045258019.1			XP_036493930.1	
N5.HOG0000997	OG0000307	n8			XP_031893427.2, XP_031879342.1	XP_045267829.1			XP_036495069.1, XP_036501910.1	
N5.HOG0000998	OG0000308	n4			XP_031883737.1	XP_045271103.1			XP_036500645.1	
N5.HOG0000999	OG0000308	n6			XP_031881845.2	XP_045259844.1				
N5.HOG0001000	OG0000308	n7			XP_031881823.1	XP_045259843.1			XP_036499438.1	
N5.HOG0001001	OG0000309	n9			XP_031877132.1	XP_045263143.1			XP_036495244.1	
N5.HOG0001002	OG0000310	n1			XP_031883177.1				XP_036496966.1	
N5.HOG0001003	OG0000310	n7			XP_031877368.2	XP_045259025.1			XP_036493529.1	
N5.HOG0001004	OG0000311	n7			XP_031890520.1	XP_045265919.1			XP_036491940.1	
N5.HOG0001005	OG0000311	n9			XP_031888126.1	XP_045261305.1			XP_036490568.1	
N5.HOG0001006	OG0000311	n11			XP_031880649.1	XP_045270294.1			XP_036498780.1	
N5.HOG0001007	OG0000312	n1			XP_031893178.1	XP_045268684.1			XP_036493969.1	
N5.HOG0001008	OG0000312	n8			XP_031884529.1	XP_045256119.1				
N5.HOG0001009	OG0000313	n1			XP_031884629.1	XP_045256125.1			XP_036492574.1	
N5.HOG0001010	OG0000313	n8			XP_031893188.1	XP_045268682.1			XP_036493968.1	
N5.HOG0001011	OG0000314	n1			XP_066007887.1	XP_045269765.1			XP_036492152.1	
N5.HOG0001012	OG0000314	n8			XP_031883369.1	XP_045260863.1			XP_036488094.1	
N5.HOG0001013	OG0000315	n1			XP_031886157.1	XP_045260303.1			XP_036499353.1	
N5.HOG0001014	OG0000315	n8			XP_031891611.1	XP_045263792.1			XP_036501520.1	
N5.HOG0001015	OG0000316	n1			XP_031875721.2	XP_045257310.1			XP_036492862.1	
N5.HOG0001016	OG0000316	n8			XP_031876062.1	XP_045261154.1			XP_036488444.1	
N5.HOG0001017	OG0000317	n5			XP_031876109.1	XP_045266514.1			XP_036491186.1	
N5.HOG0001018	OG0000317	n8			XP_031877392.2	XP_045267604.1			XP_036502097.1, XP_036496757.1	
N5.HOG0001019	OG0000317	n12			XP_031892441.1	XP_045265525.1, XP_045271402.1			XP_036493656.1	
N5.HOG0001020	OG0000318	n1			XP_031885017.1	XP_045259489.1			XP_036495854.1	
N5.HOG0001021	OG0000318	n8			XP_031880945.1	XP_045266016.1			XP_036488388.1	
N5.HOG0001022	OG0000319	n1			XP_031886811.1	XP_045260364.1			XP_036495986.1	
N5.HOG0001023	OG0000319	n8			XP_066009196.1	XP_045268110.1			XP_036489585.1	
N5.HOG0001024	OG0000322	n4							XP_036498269.1	
N5.HOG0001025	OG0000322	n8			XP_031879091.1	XP_045257985.1			XP_036494510.1	
N5.HOG0001026	OG0000322	n10			XP_031888504.1	XP_045262699.1			XP_036501740.1	
N5.HOG0001027	OG0000322	n12			XP_066008521.1	XP_045269156.1			XP_036500690.1	
N5.HOG0001028	OG0000324	n0			XP_066006990.1, XP_066007040.1, XP_066006903.1, XP_066007093.1, XP_031876170.2, XP_031875353.2	XP_045258309.1, XP_045258308.1				
N5.HOG0001029	OG0000325	n0			XP_031875392.1, XP_031887235.1					
N5.HOG0001030	OG0000326	n1				XP_045268318.1			XP_036489291.1	
N5.HOG0001031	OG0000326	n6			XP_066009182.1					
N5.HOG0001032	OG0000326	n9			XP_031876304.1, XP_031876207.1					
N5.HOG0001033	OG0000327	n1			XP_031893098.1				XP_036495067.1	
N5.HOG0001034	OG0000327	n7			XP_031887689.1	XP_045270753.1			XP_036498134.1	
N5.HOG0001035	OG0000328	n2			XP_031883471.1	XP_045269974.1			XP_036499905.1	
N5.HOG0001036	OG0000328	n6			XP_066007855.1	XP_045258874.1				
N5.HOG0001037	OG0000329	n1			XP_031877979.1	XP_045270120.1			XP_036499528.1	
N5.HOG0001038	OG0000329	n7			XP_066009312.1	XP_045266292.1			XP_036498908.1	
N5.HOG0001039	OG0000330	n3			XP_031878538.1	XP_045257767.1			XP_036493130.1	
N5.HOG0001040	OG0000330	n5			XP_031889526.2				XP_036492554.1	
N5.HOG0001041	OG0000330	n7			XP_031879768.1	XP_045257366.1			XP_036493723.1	
N5.HOG0001042	OG0000331	n1			XP_031885284.1	XP_045266957.1			XP_036496700.1	
N5.HOG0001043	OG0000331	n7			XP_031878282.1	XP_045257223.1			XP_036499562.1	
N5.HOG0001044	OG0000332	n1			XP_031884147.1	XP_045257538.1				
N5.HOG0001045	OG0000332	n7			XP_031888974.1	XP_045263286.1			XP_036498698.1	
N5.HOG0001046	OG0000333	n7				XP_045267707.1			XP_036502327.1	
N5.HOG0001047	OG0000333	n9			XP_031879075.1	XP_045257953.1			XP_036495161.1	
N5.HOG0001048	OG0000333	n11			XP_031888907.2, XP_031889012.1	XP_045263356.1			XP_036498472.1	
N5.HOG0001049	OG0000335	n2			XP_066007773.1	XP_045271354.1			XP_036493304.1	
N5.HOG0001050	OG0000335	n8			XP_031879965.2	XP_045258127.1				
N5.HOG0001051	OG0000336	n1			XP_031883005.1	XP_045267391.1			XP_036496399.1, XP_036496397.1	
N5.HOG0001052	OG0000336	n6			XP_031893533.1	XP_045268630.1			XP_036494990.1	
N5.HOG0001053	OG0000337	n2			XP_031891596.1	XP_045256567.1			XP_036490915.1	
N5.HOG0001054	OG0000337	n8			XP_031878418.1	XP_045269920.1			XP_036496124.1	
N5.HOG0001055	OG0000338	n1			XP_031880694.1	XP_045269129.1			XP_036497737.1	
N5.HOG0001056	OG0000338	n7			XP_031878323.1	XP_045257215.1			XP_036500549.1	
N5.HOG0001057	OG0000339	n1			XP_031892268.1	XP_045260416.1			XP_036496878.1	
N5.HOG0001058	OG0000339	n7			XP_031892336.1	XP_045256314.1				
N5.HOG0001059	OG0000340	n1			XP_031892995.1	XP_045268832.1			XP_036494897.1	
N5.HOG0001060	OG0000340	n8			XP_031890866.1	XP_045260613.1			XP_036487971.1	
N5.HOG0001061	OG0000341	n1			XP_031891937.1	XP_045259308.1			XP_036496758.1	
N5.HOG0001062	OG0000341	n8			XP_031890093.1	XP_045257419.1			XP_036494652.1	
N5.HOG0001063	OG0000342	n5			XP_031890954.2				XP_036487929.1	
N5.HOG0001064	OG0000342	n8			XP_031888833.1	XP_045258511.1			XP_036497164.1	
N5.HOG0001065	OG0000342	n11			XP_031877955.1	XP_045270108.1			XP_036500625.1	
N5.HOG0001066	OG0000343	n1			XP_031883225.2	XP_045267330.1			XP_036495553.1	
N5.HOG0001067	OG0000343	n7			XP_031883593.1	XP_045271113.1			XP_036499686.1	
N5.HOG0001068	OG0000344	n1			XP_031877977.1				XP_036498975.1	
N5.HOG0001069	OG0000344	n7			XP_031877152.1	XP_045263130.1			XP_036494013.1	
N5.HOG0001070	OG0000345	n1			XP_031879392.1	XP_045267739.1			XP_036502474.1	
N5.HOG0001071	OG0000345	n7			XP_031883524.1	XP_045269995.1			XP_036499825.1	
N5.HOG0001072	OG0000346	n5				XP_045267134.1				
N5.HOG0001073	OG0000346	n6			XP_031876835.1, XP_031881349.1	XP_045264967.1			XP_036500141.1, XP_036492629.1	
N5.HOG0001074	OG0000347	n2			XP_031884795.1	XP_045260142.1			XP_036493375.1	
N5.HOG0001075	OG0000348	n2			XP_031884312.1	XP_045259093.1			XP_036501836.1	
N5.HOG0001076	OG0000348	n8			XP_031892911.1	XP_045267292.1			XP_036494022.1	
N5.HOG0001077	OG0000349	n1			XP_031889431.1	XP_045256850.1			XP_036489633.1	
N5.HOG0001078	OG0000349	n8			XP_031887981.1					
N5.HOG0001079	OG0000350	n6			XP_031878684.1	XP_045263001.1			XP_036494528.1	
N5.HOG0001080	OG0000350	n9			XP_031892078.1	XP_045260560.1			XP_036496363.1	
N5.HOG0001081	OG0000350	n11			XP_066009709.1	XP_045257214.1			XP_036500548.1	
N5.HOG0001082	OG0000352	n1			XP_031892753.1	XP_045256367.1			XP_036490652.1	
N5.HOG0001083	OG0000352	n8			XP_031888891.1				XP_036498093.1	
N5.HOG0001084	OG0000353	n4			XP_031877743.1	XP_045256531.1			XP_036490353.1	
N5.HOG0001085	OG0000353	n9			XP_031885142.1	XP_045266951.1			XP_036496698.1	
N5.HOG0001086	OG0000354	n1			XP_031875685.1				XP_036489279.1	
N5.HOG0001087	OG0000355	n1			XP_031884588.1	XP_045258923.1			XP_036492205.1	
N5.HOG0001088	OG0000355	n7			XP_031881046.1	XP_045269027.1			XP_036497374.1	
N5.HOG0001089	OG0000356	n1			XP_031883160.1	XP_045259888.1			XP_036495633.1	
N5.HOG0001090	OG0000356	n8			XP_031877988.1	XP_045258769.1			XP_036499851.1	
N5.HOG0001091	OG0000357	n1			XP_031891539.1	XP_045263859.1			XP_036501418.1	
N5.HOG0001092	OG0000357	n7			XP_031891895.1	XP_045259338.1			XP_036495862.1	
N5.HOG0001093	OG0000358	n1			XP_031891894.1	XP_045259337.1			XP_036495866.1	
N5.HOG0001094	OG0000358	n8			XP_031891542.1	XP_045263858.1			XP_036501419.1	
N5.HOG0001095	OG0000360	n1			XP_031885553.1	XP_045258580.1			XP_036500448.1	
N5.HOG0001096	OG0000360	n8			XP_031884987.1	XP_045260171.1			XP_036493856.1	
N5.HOG0001097	OG0000361	n2			XP_031884986.1	XP_045260172.1			XP_036493857.1	
N5.HOG0001098	OG0000361	n8			XP_031889916.1	XP_045265103.1			XP_036491356.1	
N5.HOG0001099	OG0000362	n1			XP_031881406.1	XP_045264933.1			XP_036493413.1	
N5.HOG0001100	OG0000362	n8			XP_031885903.1	XP_045264641.1			XP_036499874.1	
N5.HOG0001101	OG0000363	n1			XP_031892102.1	XP_045268892.1			XP_036495373.1	
N5.HOG0001102	OG0000363	n8			XP_031893194.1	XP_045263181.1			XP_036494086.1	
N5.HOG0001103	OG0000364	n1			XP_031885135.1	XP_045266937.1			XP_036495358.1	
N5.HOG0001104	OG0000364	n7			XP_031891911.1	XP_045268887.1			XP_036496211.1	
N5.HOG0001105	OG0000365	n5			XP_031884894.1					
N5.HOG0001106	OG0000365	n7			XP_066007605.1					
N5.HOG0001107	OG0000365	n9				XP_045262185.1			XP_036493475.1	
N5.HOG0001108	OG0000367	n1			XP_031883166.2	XP_045267442.1			XP_036496615.1	
N5.HOG0001109	OG0000367	n8			XP_031885130.1	XP_045266938.1			XP_036495359.1	
N5.HOG0001110	OG0000368	n1			XP_031885117.1	XP_045266921.1			XP_036495977.1	
N5.HOG0001111	OG0000368	n9			XP_031893526.1	XP_045268632.1			XP_036494985.1	
N5.HOG0001112	OG0000368	n11			XP_031878191.1	XP_045267673.1			XP_036502342.1	
N5.HOG0001113	OG0000369	n2			XP_031887854.1	XP_045261354.1			XP_036491094.1	
N5.HOG0001114	OG0000369	n8			XP_031878947.2	XP_045267049.1			XP_036496149.1	
N5.HOG0001115	OG0000370	n1			XP_031878965.1				XP_036496151.1	
N5.HOG0001116	OG0000370	n7			XP_031890650.1	XP_045264075.1			XP_036501921.1	
N5.HOG0001117	OG0000371	n0			XP_066007119.1, XP_031875856.2, XP_066007319.1, XP_066009257.1, XP_031877548.1					
N5.HOG0001118	OG0000372	n0			XP_031875851.1, XP_066007344.1, XP_031880556.2, XP_066009256.1, XP_031877549.1					
N5.HOG0001119	OG0000373	n2			XP_031876092.1	XP_045266535.1			XP_036491148.1	
N5.HOG0001120	OG0000373	n8			XP_031879574.1	XP_045261861.1			XP_036491318.1	
N5.HOG0001121	OG0000374	n1			XP_031884869.1	XP_045271332.1			XP_036493360.1	
N5.HOG0001122	OG0000374	n7			XP_066008359.1	XP_045261598.1			XP_036500206.1	
N5.HOG0001123	OG0000375	n1			XP_031890303.1	XP_045269553.1			XP_036491556.1	
N5.HOG0001124	OG0000375	n8			XP_031892884.1	XP_045256283.1			XP_036491275.1	
N5.HOG0001125	OG0000376	n3			XP_031884876.1				XP_036493402.1	
N5.HOG0001126	OG0000376	n8			XP_031884854.1				XP_036493401.1	
N5.HOG0001127	OG0000377	n2			XP_031889100.1	XP_045268052.1			XP_036489800.1	
N5.HOG0001128	OG0000377	n6			XP_031885009.1	XP_045259453.1			XP_036495714.1	
N5.HOG0001129	OG0000378	n1			XP_031889095.1	XP_045268056.1			XP_036489796.1	
N5.HOG0001130	OG0000378	n6			XP_031891962.1	XP_045260404.1			XP_036495945.1	
N5.HOG0001131	OG0000379	n1			XP_031882513.1	XP_045268595.1			XP_036489817.1	
N5.HOG0001132	OG0000379	n8			XP_031884698.1	XP_045271386.1			XP_036493883.1	
N5.HOG0001133	OG0000380	n1			XP_031892454.2	XP_045271408.1			XP_036493652.1	
N5.HOG0001134	OG0000380	n8			XP_031888061.1	XP_045261339.1			XP_036490235.1	
N5.HOG0001135	OG0000381	n1			XP_031889325.1	XP_045262253.1			XP_036490137.1	
N5.HOG0001136	OG0000381	n8			XP_031883012.2	XP_045259900.1			XP_036495824.1	
N5.HOG0001137	OG0000382	n1			XP_031883033.2	XP_045267340.1			XP_036495381.1	
N5.HOG0001138	OG0000382	n8			XP_031889396.1				XP_036489242.1	
N5.HOG0001139	OG0000383	n0			XP_066007135.1	XP_045263075.1			XP_036494476.1	
N5.HOG0001140	OG0000384	n2			XP_031880104.1	XP_045256915.1			XP_036488826.1	
N5.HOG0001141	OG0000384	n8			XP_031893122.1	XP_045267245.1			XP_036494149.1	
N5.HOG0001142	OG0000385	n1			XP_031888077.1	XP_045261189.1			XP_036490199.1	
N5.HOG0001143	OG0000385	n8			XP_031890017.1	XP_045257421.1			XP_036494711.1	
N5.HOG0001144	OG0000385	n10			XP_031876284.1	XP_045265150.1			XP_036495682.1	
N5.HOG0001145	OG0000386	n5			XP_066008902.1	XP_045257420.1			XP_036494437.1	
N5.HOG0001146	OG0000386	n7			XP_031876285.1	XP_045265149.1			XP_036496855.1	
N5.HOG0001147	OG0000386	n10			XP_031888072.1	XP_045261190.1			XP_036490198.1	
N5.HOG0001148	OG0000387	n1			XP_031888069.1	XP_045261346.1			XP_036490518.1	
N5.HOG0001149	OG0000387	n8			XP_031881401.1	XP_045264903.1			XP_036493329.1	
N5.HOG0001150	OG0000388	n1			XP_031878767.1	XP_045257502.1			XP_036494324.1	
N5.HOG0001151	OG0000388	n8			XP_031890261.1	XP_045261971.1			XP_036492157.1	
N5.HOG0001152	OG0000389	n4			XP_031878265.1	XP_045257186.1			XP_036499377.1	
N5.HOG0001153	OG0000389	n10			XP_031881881.1	XP_045257019.1			XP_036500168.1	
N5.HOG0001154	OG0000390	n1			XP_031889814.1	XP_045265019.1			XP_036491575.1	
N5.HOG0001155	OG0000390	n8			XP_031879182.1	XP_045266197.1			XP_036488325.1	
N5.HOG0001156	OG0000391	n0			XP_066007819.1, XP_066007682.1, XP_066006939.1, XP_031886784.2, XP_066007003.1, XP_066007778.1, XP_066007581.1, XP_031877162.1	XP_045263152.1			XP_036487803.1, XP_036487794.1, XP_036494739.1	
N5.HOG0001157	OG0000392	n6			XP_066007620.1					
N5.HOG0001158	OG0000392	n8			XP_031891898.1	XP_045268870.1			XP_036495318.1	
N5.HOG0001159	OG0000393	n1			XP_031879354.1	XP_045267717.1			XP_036501398.1	
N5.HOG0001160	OG0000393	n8			XP_031888828.2	XP_045258515.1			XP_036498665.1	
N5.HOG0001161	OG0000394	n1			XP_031888962.2	XP_045258422.1			XP_036497643.1	
N5.HOG0001162	OG0000394	n7			XP_031893399.1	XP_045267553.1			XP_036494027.1	
N5.HOG0001163	OG0000395	n2			XP_031880953.1	XP_045266022.1			XP_036488621.1	
N5.HOG0001164	OG0000395	n8			XP_031893078.1	XP_045268735.1			XP_036493983.1	
N5.HOG0001165	OG0000396	n1			XP_031878506.1	XP_045258946.1			XP_036492606.1	
N5.HOG0001166	OG0000396	n8			XP_031877400.1, XP_031877399.1	XP_045267596.1			XP_036501023.1	
N5.HOG0001167	OG0000397	n1			XP_031878450.1					
N5.HOG0001168	OG0000397	n5			XP_031880837.1	XP_045266124.1			XP_036488474.1	
N5.HOG0001169	OG0000398	n2			XP_031875705.1	XP_045257321.1			XP_036493670.1	
N5.HOG0001170	OG0000398	n8			XP_031877154.1	XP_045263169.1			XP_036494648.1	
N5.HOG0001171	OG0000399	n2			XP_031886336.1					
N5.HOG0001172	OG0000399	n8			XP_066007144.1					
N5.HOG0001173	OG0000399	n12			XP_066006771.1, XP_066009072.1					
N5.HOG0001174	OG0000400	n1			XP_031885505.1	XP_045258714.1			XP_036500156.1	
