HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N3.HOG0002156	OG0001296	n3	XP_060392978.1							
N3.HOG0002157	OG0001296	n7	XP_060392979.1							
N3.HOG0002158	OG0001297	n0	XP_060392996.1	XP_060359264.1						
N3.HOG0002159	OG0001298	n0	XP_060393034.1	XP_060360701.1						
N3.HOG0002160	OG0001299	n0	XP_060400618.1, XP_060393290.1	XP_060358458.1						
N3.HOG0002161	OG0001300	n0	XP_060397930.1, XP_060393303.1	XP_060363826.1						
N3.HOG0002162	OG0001301	n0	XP_060393323.1	XP_060365966.1						
N3.HOG0002163	OG0001302	n0	XP_060393341.1	XP_060365983.1						
N3.HOG0002164	OG0001303	n0	XP_060393398.1	XP_060365791.1						
N3.HOG0002165	OG0001304	n0	XP_060393511.1	XP_060361497.1						
N3.HOG0002166	OG0001305	n0	XP_060393541.1	XP_060361472.1						
N3.HOG0002167	OG0001306	n0	XP_060393554.1, XP_060397700.1	XP_060359731.1						
N3.HOG0002168	OG0001307	n0	XP_060393559.1	XP_060363312.1						
N3.HOG0002169	OG0001308	n0	XP_060393598.1	XP_060363352.1						
N3.HOG0002170	OG0001309	n0	XP_060393602.1	XP_060363356.1						
N3.HOG0002171	OG0001310	n0	XP_060393624.1	XP_060363751.1						
N3.HOG0002172	OG0001311	n0	XP_060393628.1	XP_060363747.1						
N3.HOG0002173	OG0001312	n4	XP_060393647.1	XP_060363730.1						
N3.HOG0002174	OG0001312	n6	XP_060402164.1							
N3.HOG0002175	OG0001313	n5	XP_060403437.1	XP_060357508.1						
N3.HOG0002176	OG0001313	n6	XP_060393686.1	XP_060366935.1						
N3.HOG0002177	OG0001314	n0	XP_060393688.1	XP_060366937.1						
N3.HOG0002178	OG0001315	n0	XP_060393822.1	XP_060360880.1						
N3.HOG0002179	OG0001316	n3		XP_060359152.1						
N3.HOG0002180	OG0001316	n4	XP_060393854.1	XP_060359153.1						
N3.HOG0002181	OG0001317	n0	XP_060393864.1	XP_060359142.1						
N3.HOG0002182	OG0001318	n0	XP_060393900.1	XP_060361228.1						
N3.HOG0002183	OG0001319	n0	XP_060397366.1, XP_060393905.1	XP_060361233.1						
N3.HOG0002184	OG0001320	n0	XP_060393912.1	XP_060361239.1						
N3.HOG0002185	OG0001321	n0	XP_060393972.1	XP_060362608.1						
N3.HOG0002186	OG0001322	n0	XP_060393995.1	XP_060362627.1						
N3.HOG0002187	OG0001323	n0	XP_060394044.1	XP_060362029.1						
N3.HOG0002188	OG0001324	n3		XP_060362010.1						
N3.HOG0002189	OG0001324	n7	XP_060394059.1	XP_060362011.1						
N3.HOG0002190	OG0001325	n0	XP_060394089.1	XP_060361978.1						
N3.HOG0002191	OG0001326	n0	XP_060394098.1	XP_060361969.1						
N3.HOG0002192	OG0001327	n0	XP_060394153.1	XP_060363212.1						
N3.HOG0002193	OG0001328	n0	XP_060394167.1	XP_060363226.1						
N3.HOG0002194	OG0001329	n4	XP_060394172.1	XP_060357188.1						
N3.HOG0002195	OG0001329	n6		XP_060357187.1						
N3.HOG0002196	OG0001330	n0	XP_060394184.1	XP_060364032.1						
N3.HOG0002197	OG0001331	n0	XP_060394200.1	XP_060364049.1						
N3.HOG0002198	OG0001332	n0	XP_060394201.1	XP_060364050.1						
N3.HOG0002199	OG0001333	n0	XP_060394209.1	XP_060364057.1						
N3.HOG0002200	OG0001334	n0	XP_060394244.1	XP_060364089.1						
N3.HOG0002201	OG0001335	n0	XP_060394258.1	XP_060364099.1						
N3.HOG0002202	OG0001336	n0	XP_060394312.1	XP_060370926.1						
N3.HOG0002203	OG0001337	n0	XP_060394314.1, XP_060399874.1	XP_060370924.1						
N3.HOG0002204	OG0001338	n0	XP_060394342.1	XP_060369652.1, XP_060371933.1						
N3.HOG0002205	OG0001339	n0	XP_060394411.1	XP_060371994.1						
N3.HOG0002206	OG0001340	n0	XP_060394429.1	XP_060372012.1						
N3.HOG0002207	OG0001341	n0	XP_060394455.1, XP_060401303.1	XP_060357964.1						
N3.HOG0002208	OG0001342	n0	XP_060394475.1	XP_060365005.1						
N3.HOG0002209	OG0001343	n0	XP_060401418.1, XP_060394496.1	XP_060365029.1						
N3.HOG0002210	OG0001344	n0	XP_060394584.1	XP_060368357.1						
N3.HOG0002211	OG0001345	n0	XP_060394631.1	XP_060368312.1						
N3.HOG0002212	OG0001346	n0	XP_060394691.1	XP_060368264.1						
N3.HOG0002213	OG0001347	n2	XP_060404239.1	XP_060359493.1						
N3.HOG0002214	OG0001347	n4	XP_060394712.1	XP_060361499.1						
N3.HOG0002215	OG0001348	n4	XP_060394724.1	XP_060367406.1						
N3.HOG0002216	OG0001349	n0	XP_060394756.1	XP_060367436.1						
N3.HOG0002217	OG0001350	n2	XP_060394791.1							
N3.HOG0002218	OG0001350	n4		XP_060366946.1						
N3.HOG0002219	OG0001351	n0	XP_060394804.1	XP_060364968.1						
N3.HOG0002220	OG0001352	n3	XP_060397235.1							
N3.HOG0002221	OG0001352	n4	XP_060394830.1	XP_060367622.1						
N3.HOG0002222	OG0001353	n2	XP_060394848.1	XP_060367603.1						
N3.HOG0002223	OG0001354	n0	XP_060394873.1	XP_060367578.1						
N3.HOG0002224	OG0001355	n3	XP_060397429.1	XP_060364895.1						
N3.HOG0002225	OG0001355	n4	XP_060394886.1	XP_060366454.1						
N3.HOG0002226	OG0001356	n0	XP_060394902.1	XP_060366439.1						
N3.HOG0002227	OG0001357	n0	XP_060394904.1	XP_060366437.1						
N3.HOG0002228	OG0001358	n0	XP_060394975.1	XP_060357241.1						
N3.HOG0002229	OG0001359	n0	XP_060394983.1, XP_060403656.1	XP_060357372.1						
N3.HOG0002230	OG0001360	n0	XP_060395010.1	XP_060361572.1						
N3.HOG0002231	OG0001361	n0	XP_060395039.1	XP_060361603.1						
N3.HOG0002232	OG0001362	n0	XP_060395051.1	XP_060361616.1						
N3.HOG0002233	OG0001363	n0	XP_060395072.1	XP_060357180.1						
N3.HOG0002234	OG0001364	n0	XP_060395105.1	XP_060361064.1						
N3.HOG0002235	OG0001365	n3	XP_060395120.1	XP_060361075.1						
N3.HOG0002236	OG0001365	n4	XP_060405669.1	XP_060364835.1						
N3.HOG0002237	OG0001366	n0	XP_060395126.1	XP_060361081.1						
N3.HOG0002238	OG0001367	n0	XP_060395131.1							
N3.HOG0002239	OG0001368	n0	XP_060395133.1	XP_060361087.1						
N3.HOG0002240	OG0001369	n0	XP_060395185.1	XP_060359446.1						
N3.HOG0002241	OG0001370	n0	XP_060395189.1	XP_060359441.1						
N3.HOG0002242	OG0001371	n0	XP_060395208.1							
N3.HOG0002243	OG0001372	n0	XP_060395222.1	XP_060360572.1						
N3.HOG0002244	OG0001373	n0	XP_060395311.1	XP_060357864.1						
N3.HOG0002245	OG0001374	n1		XP_060358402.1						
N3.HOG0002246	OG0001374	n6	XP_060395341.1	XP_060358401.1						
N3.HOG0002247	OG0001375	n0	XP_060395359.1	XP_060357072.1						
N3.HOG0002248	OG0001376	n0	XP_060395365.1	XP_060358786.1						
N3.HOG0002249	OG0001377	n0	XP_060395371.1	XP_060358792.1						
N3.HOG0002250	OG0001378	n0	XP_060395384.1	XP_060370204.1						
N3.HOG0002251	OG0001379	n0	XP_060395438.1	XP_060370242.1						
N3.HOG0002252	OG0001380	n0	XP_060395447.1	XP_060370250.1						
N3.HOG0002253	OG0001381	n0	XP_060395484.1	XP_060369113.1						
N3.HOG0002254	OG0001382	n3	XP_060395504.1	XP_060359370.1						
N3.HOG0002255	OG0001383	n0	XP_060395535.1	XP_060365554.1, XP_060365553.1						
N3.HOG0002256	OG0001384	n0	XP_060395561.1	XP_060365524.1						
N3.HOG0002257	OG0001385	n0	XP_060401843.1, XP_060395591.1	XP_060365501.1						
N3.HOG0002258	OG0001386	n0	XP_060395607.1	XP_060365485.1						
N3.HOG0002259	OG0001387	n0	XP_060395608.1	XP_060365483.1						
N3.HOG0002260	OG0001388	n0	XP_060395645.1	XP_060365772.1, XP_060365773.1						
N3.HOG0002261	OG0001389	n0	XP_060395692.1	XP_060364192.1						
N3.HOG0002262	OG0001390	n0	XP_060395696.1	XP_060364188.1						
N3.HOG0002263	OG0001391	n0	XP_060395707.1	XP_060364177.1						
N3.HOG0002264	OG0001392	n3	XP_060395715.1	XP_060364169.1						
N3.HOG0002265	OG0001392	n5	XP_060403053.1	XP_060357531.1						
N3.HOG0002266	OG0001393	n0	XP_060395766.1	XP_060364116.1						
N3.HOG0002267	OG0001394	n0	XP_060395771.1	XP_060364112.1						
N3.HOG0002268	OG0001395	n0	XP_060395791.1	XP_060357594.1						
N3.HOG0002269	OG0001396	n0	XP_060395801.1, XP_060404084.1	XP_060361358.1						
N3.HOG0002270	OG0001397	n2	XP_060395841.1	XP_060360661.1						
N3.HOG0002271	OG0001397	n4	XP_060401445.1							
N3.HOG0002272	OG0001398	n0	XP_060395851.1	XP_060360674.1						
N3.HOG0002273	OG0001399	n0	XP_060395900.1	XP_060365130.1						
N3.HOG0002274	OG0001400	n0	XP_060395946.1	XP_060365090.1						
N3.HOG0002275	OG0001401	n0	XP_060395948.1	XP_060365088.1, XP_060365087.1						
N3.HOG0002276	OG0001402	n0	XP_060396015.1, XP_060396014.1	XP_060360755.1						
N3.HOG0002277	OG0001403	n3	XP_060396019.1	XP_060360751.1						
N3.HOG0002278	OG0001403	n5	XP_060403670.1							
N3.HOG0002279	OG0001404	n0	XP_060396020.1	XP_060360750.1						
N3.HOG0002280	OG0001405	n0	XP_060396063.1	XP_060360236.1						
N3.HOG0002281	OG0001406	n0	XP_060396071.1	XP_060360244.1						
N3.HOG0002282	OG0001407	n3	XP_060397238.1							
N3.HOG0002283	OG0001407	n6	XP_060396101.1	XP_060360272.1						
N3.HOG0002284	OG0001408	n0	XP_060396115.1	XP_060358023.1						
N3.HOG0002285	OG0001409	n0	XP_060396121.1	XP_060368421.1						
N3.HOG0002286	OG0001410	n0	XP_060396151.1	XP_060368395.1						
N3.HOG0002287	OG0001411	n0	XP_060396152.1	XP_060368394.1						
N3.HOG0002288	OG0001412	n0	XP_060396177.1	XP_060368370.1						
N3.HOG0002289	OG0001413	n0	XP_060396257.1	XP_060368523.1						
N3.HOG0002290	OG0001414	n0	XP_060396375.1	XP_060365724.1						
N3.HOG0002291	OG0001415	n0	XP_060405496.1, XP_060396379.1	XP_060365720.1						
N3.HOG0002292	OG0001416	n0	XP_060396400.1	XP_060365698.1						
N3.HOG0002293	OG0001417	n0	XP_060396444.1	XP_060363976.1						
N3.HOG0002294	OG0001418	n0	XP_060396475.1	XP_060364004.1						
N3.HOG0002295	OG0001419	n0	XP_060396494.1	XP_060364021.1						
N3.HOG0002296	OG0001420	n0	XP_060396500.1							
N3.HOG0002297	OG0001421	n0	XP_060396518.1	XP_060363855.1						
N3.HOG0002298	OG0001422	n0	XP_060396627.1	XP_060367255.1						
N3.HOG0002299	OG0001423	n0	XP_060396665.1	XP_060367221.1						
N3.HOG0002300	OG0001424	n0	XP_060396694.1	XP_060369957.1						
N3.HOG0002301	OG0001425	n0	XP_060396753.1	XP_060369903.1						
N3.HOG0002302	OG0001426	n0	XP_060396762.1	XP_060369892.1						
N3.HOG0002303	OG0001427	n0	XP_060396764.1	XP_060369890.1						
N3.HOG0002304	OG0001428	n0	XP_060396820.1	XP_060366205.1						
N3.HOG0002305	OG0001429	n0	XP_060396839.1	XP_060361462.1						
N3.HOG0002306	OG0001430	n0	XP_060396840.1	XP_060361461.1						
N3.HOG0002307	OG0001431	n0	XP_060396843.1	XP_060361458.1						
N3.HOG0002308	OG0001432	n0	XP_060396863.1	XP_060360848.1						
N3.HOG0002309	OG0001433	n6	XP_060396889.1	XP_060360824.1						
N3.HOG0002310	OG0001433	n7		XP_060360825.1						
N3.HOG0002311	OG0001434	n0	XP_060396902.1	XP_060360810.1						
N3.HOG0002312	OG0001435	n0	XP_060396910.1	XP_060358582.1						
N3.HOG0002313	OG0001436	n0	XP_060396930.1	XP_060358599.1						
N3.HOG0002314	OG0001437	n0	XP_060396934.1	XP_060361453.1						
N3.HOG0002315	OG0001438	n2	XP_060396937.1	XP_060361449.1						
N3.HOG0002316	OG0001438	n4		XP_060360823.1						
N3.HOG0002317	OG0001439	n0	XP_060396977.1	XP_060361618.1, XP_060361411.1						
N3.HOG0002318	OG0001440	n0	XP_060397036.1	XP_060362099.1						
N3.HOG0002319	OG0001441	n0	XP_060397071.1	XP_060367970.1						
N3.HOG0002320	OG0001442	n0	XP_060397153.1	XP_060367892.1						
N3.HOG0002321	OG0001443	n0	XP_060397230.1							
N3.HOG0002322	OG0001444	n0	XP_060397248.1, XP_060402054.1	XP_060368926.1						
N3.HOG0002323	OG0001445	n0	XP_060397270.1, XP_060405089.1	XP_060365645.1						
N3.HOG0002324	OG0001446	n0	XP_060397271.1, XP_060397888.1	XP_060367097.1						
N3.HOG0002325	OG0001447	n0	XP_060397289.1	XP_060363143.1						
N3.HOG0002326	OG0001448	n0	XP_060397308.1	XP_060363129.1						
N3.HOG0002327	OG0001449	n0	XP_060397333.1	XP_060363103.1						
N3.HOG0002328	OG0001450	n0	XP_060397390.1	XP_060364862.1						
N3.HOG0002329	OG0001451	n0	XP_060398989.1, XP_060397395.1	XP_060364867.1						
N3.HOG0002330	OG0001452	n0	XP_060397402.1, XP_060399993.1	XP_060357207.1						
N3.HOG0002331	OG0001453	n0	XP_060397417.1	XP_060364883.1						
N3.HOG0002332	OG0001454	n0	XP_060397428.1, XP_060406370.1	XP_060359924.1						
N3.HOG0002333	OG0001455	n1	XP_060397433.1							
N3.HOG0002334	OG0001455	n5		XP_060364897.1						
N3.HOG0002335	OG0001456	n0	XP_060397446.1	XP_060364909.1						
N3.HOG0002336	OG0001457	n0	XP_060397485.1	XP_060364947.1						
N3.HOG0002337	OG0001458	n0	XP_060397618.1	XP_060366648.1						
N3.HOG0002338	OG0001459	n0	XP_060397653.1	XP_060366681.1						
N3.HOG0002339	OG0001460	n3	XP_060397654.1	XP_060366682.1						
N3.HOG0002340	OG0001460	n5		XP_060357274.1						
N3.HOG0002341	OG0001460	n6	XP_060404974.1	XP_060366588.1, XP_060368048.1						
N3.HOG0002342	OG0001461	n0	XP_060397850.1, XP_060397748.1	XP_060362200.1						
N3.HOG0002343	OG0001462	n0	XP_060397814.1	XP_060367164.1						
N3.HOG0002344	OG0001463	n0	XP_060397822.1	XP_060367159.1						
N3.HOG0002345	OG0001464	n0	XP_060397833.1	XP_060367149.1						
N3.HOG0002346	OG0001465	n0	XP_060397839.1	XP_060367142.1						
N3.HOG0002347	OG0001466	n0	XP_060397847.1	XP_060367136.1						
N3.HOG0002348	OG0001467	n0	XP_060397887.1	XP_060367098.1						
N3.HOG0002349	OG0001468	n0	XP_060397889.1							
N3.HOG0002350	OG0001469	n0	XP_060397950.1	XP_060363812.1						
N3.HOG0002351	OG0001470	n0	XP_060397952.1	XP_060363810.1						
N3.HOG0002352	OG0001471	n0	XP_060397953.1	XP_060363809.1						
N3.HOG0002353	OG0001472	n0	XP_060398049.1	XP_060360221.1						
N3.HOG0002354	OG0001473	n0	XP_060398072.1	XP_060360203.1						
N3.HOG0002355	OG0001474	n0	XP_060398116.1	XP_060368864.1						
N3.HOG0002356	OG0001475	n0	XP_060398275.1	XP_060364746.1						
N3.HOG0002357	OG0001476	n0	XP_060398279.1	XP_060364743.1						
N3.HOG0002358	OG0001477	n0	XP_060398281.1	XP_060364742.1						
N3.HOG0002359	OG0001478	n0	XP_060398288.1	XP_060364734.1						
N3.HOG0002360	OG0001479	n0	XP_060398325.1	XP_060364708.1						
N3.HOG0002361	OG0001480	n0	XP_060406230.1, XP_060398336.1	XP_060364697.1						
N3.HOG0002362	OG0001481	n0	XP_060398356.1	XP_060357295.1						
N3.HOG0002363	OG0001482	n0	XP_060398382.1	XP_060358539.1						
N3.HOG0002364	OG0001483	n0	XP_060398409.1	XP_060371191.1						
N3.HOG0002365	OG0001484	n0	XP_060398486.1	XP_060371129.1						
N3.HOG0002366	OG0001485	n0	XP_060398531.1	XP_060370602.1						
N3.HOG0002367	OG0001486	n0	XP_060398571.1	XP_060370578.1						
N3.HOG0002368	OG0001487	n6	XP_060398612.1	XP_060370535.1						
N3.HOG0002369	OG0001487	n7	XP_060398613.1	XP_060370534.1						
N3.HOG0002370	OG0001488	n0	XP_060398617.1	XP_060370530.1						
N3.HOG0002371	OG0001489	n0	XP_060398636.1	XP_060370511.1						
N3.HOG0002372	OG0001490	n0	XP_060398639.1	XP_060370508.1						
N3.HOG0002373	OG0001491	n0	XP_060398648.1	XP_060370496.1						
N3.HOG0002374	OG0001492	n0	XP_060398649.1	XP_060370495.1						
N3.HOG0002375	OG0001493	n0	XP_060398743.1	XP_060357229.1						
N3.HOG0002376	OG0001494	n0	XP_060398759.1	XP_060358333.1, XP_060361515.1						
N3.HOG0002377	OG0001495	n0	XP_060398760.1	XP_060361516.1						
N3.HOG0002378	OG0001496	n0	XP_060398785.1	XP_060365367.1, XP_060361537.1						
N3.HOG0002379	OG0001497	n0	XP_060398812.1	XP_060362234.1						
N3.HOG0002380	OG0001498	n0	XP_060398815.1	XP_060362237.1						
N3.HOG0002381	OG0001499	n0	XP_060398831.1	XP_060362253.1						
N3.HOG0002382	OG0001500	n0	XP_060398842.1	XP_060362264.1						
N3.HOG0002383	OG0001501	n0	XP_060398920.1	XP_060357351.1						
N3.HOG0002384	OG0001502	n0	XP_060398942.1	XP_060357986.1						
N3.HOG0002385	OG0001503	n0	XP_060398999.1	XP_060358689.1						
N3.HOG0002386	OG0001504	n0	XP_060399028.1							
N3.HOG0002387	OG0001505	n0	XP_060399066.1	XP_060370068.1						
N3.HOG0002388	OG0001506	n0	XP_060399106.1	XP_060370101.1						
N3.HOG0002389	OG0001507	n0	XP_060399130.1	XP_060370124.1						
N3.HOG0002390	OG0001508	n3	XP_060399138.1	XP_060370133.1						
N3.HOG0002391	OG0001509	n0	XP_060399162.1	XP_060370151.1						
N3.HOG0002392	OG0001510	n0	XP_060399181.1	XP_060370170.1						
N3.HOG0002393	OG0001511	n0	XP_060399196.1	XP_060370184.1						
N3.HOG0002394	OG0001512	n0	XP_060399197.1	XP_060370185.1						
N3.HOG0002395	OG0001513	n0	XP_060399198.1	XP_060370186.1						
N3.HOG0002396	OG0001514	n0	XP_060399199.1	XP_060370187.1						
N3.HOG0002397	OG0001515	n0	XP_060402508.1, XP_060402134.1, XP_060399340.1	XP_060357457.1						
N3.HOG0002398	OG0001516	n3	XP_060399354.1	XP_060357807.1						
N3.HOG0002399	OG0001517	n0	XP_060399398.1	XP_060358925.1						
N3.HOG0002400	OG0001518	n0	XP_060399412.1	XP_060358940.1						
N3.HOG0002401	OG0001519	n0	XP_060399436.1	XP_060357728.1						
N3.HOG0002402	OG0001520	n0	XP_060399439.1	XP_060357725.1						
N3.HOG0002403	OG0001521	n0	XP_060399449.1	XP_060363035.1						
N3.HOG0002404	OG0001522	n0	XP_060399459.1	XP_060363044.1						
N3.HOG0002405	OG0001523	n0	XP_060399582.1	XP_060366099.1						
N3.HOG0002406	OG0001524	n0	XP_060399597.1	XP_060357066.1, XP_060357067.1						
N3.HOG0002407	OG0001525	n0	XP_060399602.1	XP_060360594.1						
N3.HOG0002408	OG0001526	n0	XP_060399606.1	XP_060360598.1						
N3.HOG0002409	OG0001527	n0	XP_060399607.1	XP_060360599.1						
N3.HOG0002410	OG0001528	n0	XP_060399610.1	XP_060360602.1						
N3.HOG0002411	OG0001529	n0	XP_060399616.1	XP_060360607.1, XP_060359203.1						
N3.HOG0002412	OG0001530	n0	XP_060399620.1	XP_060360611.1						
N3.HOG0002413	OG0001531	n0	XP_060399647.1	XP_060360637.1						
N3.HOG0002414	OG0001532	n6	XP_060399660.1	XP_060358445.1						
N3.HOG0002415	OG0001533	n0	XP_060401852.1, XP_060399687.1	XP_060364580.1						
N3.HOG0002416	OG0001534	n0	XP_060399745.1	XP_060360587.1						
N3.HOG0002417	OG0001535	n0	XP_060399747.1	XP_060360590.1						
N3.HOG0002418	OG0001536	n0	XP_060399751.1							
N3.HOG0002419	OG0001537	n3	XP_060399758.1							
N3.HOG0002420	OG0001537	n4	XP_060399759.1							
N3.HOG0002421	OG0001538	n3	XP_060399771.1	XP_060363588.1						
N3.HOG0002422	OG0001539	n0	XP_060399798.1	XP_060363560.1						
N3.HOG0002423	OG0001540	n0	XP_060399860.1	XP_060358528.1						
N3.HOG0002424	OG0001541	n6	XP_060400121.1	XP_060368198.1						
N3.HOG0002425	OG0001541	n7	XP_060399862.1	XP_060358530.1						
N3.HOG0002426	OG0001542	n3	XP_060399873.1							
N3.HOG0002427	OG0001542	n5	XP_060404126.1	XP_060361856.1						
N3.HOG0002428	OG0001543	n0	XP_060399879.1, XP_060401240.1	XP_060365215.1						
N3.HOG0002429	OG0001544	n0	XP_060399882.1, XP_060401001.1	XP_060370392.1						
N3.HOG0002430	OG0001545	n0	XP_060405006.1, XP_060399885.1	XP_060358214.1						
N3.HOG0002431	OG0001546	n0	XP_060399888.1	XP_060361004.1						
N3.HOG0002432	OG0001547	n0	XP_060399897.1	XP_060361014.1						
N3.HOG0002433	OG0001548	n0	XP_060399909.1	XP_060361026.1						
N3.HOG0002434	OG0001549	n0	XP_060399962.1	XP_060358415.1						
N3.HOG0002435	OG0001550	n0	XP_060399963.1	XP_060358414.1						
N3.HOG0002436	OG0001551	n0	XP_060399992.1	XP_060357206.1						
N3.HOG0002437	OG0001552	n0	XP_060400035.1	XP_060364526.1						
N3.HOG0002438	OG0001553	n0	XP_060400116.1	XP_060368202.1						
N3.HOG0002439	OG0001554	n0	XP_060400127.1	XP_060368193.1						
N3.HOG0002440	OG0001555	n0	XP_060400151.1	XP_060368173.1						
N3.HOG0002441	OG0001556	n0	XP_060400292.1	XP_060371921.1						
N3.HOG0002442	OG0001557	n0	XP_060400323.1	XP_060371893.1						
N3.HOG0002443	OG0001558	n0	XP_060400357.1	XP_060371860.1						
N3.HOG0002444	OG0001559	n0	XP_060400359.1	XP_060371858.1						
N3.HOG0002445	OG0001560	n0	XP_060400441.1	XP_060371785.1						
N3.HOG0002446	OG0001561	n0	XP_060400500.1	XP_060371727.1						
N3.HOG0002447	OG0001562	n0	XP_060400506.1	XP_060371719.1						
N3.HOG0002448	OG0001563	n0	XP_060400569.1	XP_060357482.1						
N3.HOG0002449	OG0001564	n0	XP_060400573.1	XP_060357480.1						
N3.HOG0002450	OG0001565	n0	XP_060400589.1	XP_060359239.1						
N3.HOG0002451	OG0001566	n0	XP_060400620.1	XP_060358461.1						
N3.HOG0002452	OG0001567	n0	XP_060400642.1	XP_060358984.1						
N3.HOG0002453	OG0001568	n0	XP_060400688.1, XP_060401851.1	XP_060357629.1						
N3.HOG0002454	OG0001569	n0	XP_060400762.1	XP_060367703.1						
N3.HOG0002455	OG0001570	n0	XP_060400786.1	XP_060367678.1, XP_060359337.1						
N3.HOG0002456	OG0001571	n0	XP_060400867.1	XP_060370272.1						
N3.HOG0002457	OG0001572	n0	XP_060404988.1, XP_060400877.1	XP_060370280.1						
N3.HOG0002458	OG0001573	n0	XP_060400935.1	XP_060370330.1						
N3.HOG0002459	OG0001574	n0	XP_060401117.1	XP_060360183.1						
N3.HOG0002460	OG0001575	n0	XP_060401130.1	XP_060360194.1						
N3.HOG0002461	OG0001576	n0	XP_060401140.1	XP_060361623.1						
N3.HOG0002462	OG0001577	n0	XP_060401152.1							
N3.HOG0002463	OG0001578	n0	XP_060401156.1	XP_060358079.1						
N3.HOG0002464	OG0001579	n0	XP_060401198.1	XP_060365260.1						
N3.HOG0002465	OG0001580	n0	XP_060401276.1	XP_060365180.1						
N3.HOG0002466	OG0001581	n0	XP_060401330.1	XP_060358005.1						
N3.HOG0002467	OG0001582	n0	XP_060401334.1	XP_060358001.1						
N3.HOG0002468	OG0001583	n0	XP_060401337.1	XP_060362671.1						
N3.HOG0002469	OG0001584	n0	XP_060401347.1	XP_060362680.1						
N3.HOG0002470	OG0001585	n0	XP_060401358.1	XP_060362691.1						
N3.HOG0002471	OG0001586	n0	XP_060401375.1	XP_060362704.1						
N3.HOG0002472	OG0001587	n0	XP_060401388.1	XP_060362719.1						
N3.HOG0002473	OG0001588	n3	XP_060401422.1							
N3.HOG0002474	OG0001589	n1	XP_060401442.1							
N3.HOG0002475	OG0001589	n2	XP_060401847.1							
N3.HOG0002476	OG0001590	n1	XP_060401455.1							
N3.HOG0002477	OG0001590	n4	XP_060406417.1	XP_060368032.1						
N3.HOG0002478	OG0001591	n0	XP_060401476.1	XP_060364138.1, XP_060358103.1						
N3.HOG0002479	OG0001592	n0	XP_060401518.1	XP_060363936.1						
N3.HOG0002480	OG0001593	n0	XP_060401521.1	XP_060363933.1						
N3.HOG0002481	OG0001594	n1	XP_060404124.1	XP_060361854.1						
N3.HOG0002482	OG0001594	n4	XP_060401539.1	XP_060363916.1						
N3.HOG0002483	OG0001594	n6	XP_060402340.1	XP_060366969.1						
N3.HOG0002484	OG0001595	n0	XP_060401587.1	XP_060360368.1						
N3.HOG0002485	OG0001596	n4	XP_060401614.1	XP_060358761.1						
N3.HOG0002486	OG0001596	n5	XP_060402445.1	XP_060369655.1						
N3.HOG0002487	OG0001597	n6	XP_060401640.1	XP_060365349.1						
N3.HOG0002488	OG0001598	n0	XP_060401670.1	XP_060365321.1, XP_060365322.1						
N3.HOG0002489	OG0001599	n0	XP_060401765.1	XP_060360119.1						
